question,subject,choices,answer,c,b,a,d,sol,e,the,output,all,?,f,'},}',option,cd,ab,ad,s,none,db,solution,ac,analysis,analy,bd,.,',abc,da,bc,an,,input,dc,**,p,options,}},},g,target,object
In what ways did strategic circumstances have an effect on environmental security perspectives?,security_studies,"['The end of the Cold War created the space for security policy and security studies to be re-considered in light of growing environmental consciousness underlined by multilateralism in policy action.'
 'In 1973 the Organization of Petroleum Exporting Countries (OPEC) restricted oil supplies which underlined the industrial capacity of the military leaving a profound psychological impact requiring that security be linked to national interests: the securing of energy deals and the environment became related to military capability diplomacy.'
 'Ideologically driven military security was replaced by a need to preserve territorial integrity in wake of the collapse of communism. Military security was a high priority given the threat of spill-over. The environment remained a peripheral concern to the security institutions occupied with the new security environment post-Cold War.'
 'The end of the Cold War order created the intellectual space for the broadening of security issues beyond Cold War military mentalities. Research among political and environmental scientists discussed ways in which new security issues could be addressed. The plethora of publications produced, however, had little effect on policy.']",0,0.005799041921428001,0.01391117839399312,0.9753058310901803,0.004516298389472032,,3.9073637112056624e-05,,,2.6854891870485563e-05,2.6854891870485563e-05,,2.369935889494774e-05,,,,2.369935889494774e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
The following statements define the conceptualization of 'class' within HM; which is incorrect?,security_studies,"['All advocates of HM accept that social class is important.'
 'Within the HM paradigm, the only form of class that matters is social class.'
 'The focus of HM lies predominantly on class and class in relation to capital.'
 'HM regards class as being far more complex than a simple division between a capitalist ruling class and working class.']",1,0.009527071904072726,0.2784218861193249,0.19141302735088536,0.5201949231894067,,0.0001977280692441573,,,,,,,,,,1.6230508291812817e-05,2.3615250219477178e-05,,,,,,,,2.6759584254986594e-05,,,,,,,,,,,,,,,,,
Which of the following security sectors are intrinsically linked with energy security?,security_studies,"['Economic and development security.' 'Regime and international security.'
 'Environmental and human security.' 'All of these options.']",5.820217296608594e-05,0.00033493038029998654,0.00023019405952156378,0.0002608440424520329,0.9984448523690569,8.468366197777861e-05,0.0001232140011360977,,,9.136496684819234e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the relationship between HM and realism?,security_studies,"['Both HM and realism are based on the notion that there exist within society certain discernable realities.'
 'HM has some aspects in common with realism, liberalism, and social constructivism, but it offers something distinctive in having class conflict within capitalism as its central focus.'
 'Whilst HM recognises the importance of the state as an actor within the international system, it also purports that states prioritize the interests of the ruling-class elite.'
 'All of the above']",3,0.019102190570115165,0.6326000781953213,0.00796297963986403,0.338619773910872,,0.001383758373634778,,,3.254286223961755e-05,7.806626822159333e-05,1.7418938930474398e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What factors enabled the expansion of transnational crime (TNC) in the 1990s?,security_studies,"['Transnational crime developed as a result of the declining expenditure on defence and the standing down of armies, which reduced the risk of activities.'
 'TNC as a concept emerged in the academic sphere as linked to human security concerns and developmental opportunities in weak states as a means of conflict resolution and peace building in Europe.'
 'Transnational criminal activities have always been a feature of the international system. In the policy community, the growth of interest in TNC is due to the increasing sophistication of intelligence and communications technology, which has enabled the true representation of the scale and the scope of the problem to be known.'
 'International trends such as globalization may have had the unintentional consequence of opening up new spaces for the development of transnational crime.']",3,0.15412046421621559,0.0052737116501238995,0.05669774349004653,0.7827126982988077,,0.00023171071872048419,,0.0001405396550880237,,,,,,,0.0002044839915664777,,7.522545654598174e-05,,,,,,,,,,,,,,,,,4.026528533179541e-05,,,,,,,,
Why do so many feminist scholars regard the exclusion of women from the military sphere or from armed combat as important?,security_studies,"['Veterans of armed conflict may be rewarded by gaining powerful offices, often in political positions and in state institutions.'
 'Participation in military activity is often regarded as a sign of strength, patriotism and courage.'
 ""The foundations for decisions not to allow female participation are commonly based on arbitrary and discriminatory rationale that can limit women's participation in civil society in other ways.""
 'All of these options.']",3,0.1639033753673407,0.0023373448760974982,0.0006696605189185199,0.8322016545235893,3.33404340386556e-05,0.0005215321365257467,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9422829769939574e-05,,,,,,,,
"In the context of energy security and the production of oil, which of the following does not define the term 'stability'?",security_studies,"['The absence of challenges to the regime of oil-producing states.'
 'A political and economic situation in which the status quo of production, exportation and supply is maintained.'
 'The promotion of human security and the affiliated environmental security as a priority within oil-producing states.'
 ""The security of regimes deemed 'friendly' by North American, European, and international oil company interests.""]",2,0.902177888706814,0.0017415136312772766,0.05092264964968354,0.044914239229454006,5.2589154858874124e-05,5.959131947642499e-05,,,,,,,,,1.707319888122383e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways is the case for humanitarian intervention, as outlined in this chapter, limited?",security_studies,"['It is not self-evident that individuals do have universal and fundamental human rights.'
 'Advocates of humanitarian intervention exaggerate the extent of global consensus about the use of force to protect human rights.'
 'Any norm endorsing the use of force to protect individual rights could be abused by powerful states.'
 'All of these options.']",3,0.0003793610126115365,0.0004871091822936117,0.0003793610126115365,0.9979799152694377,5.8176923252212806e-05,0.00029544679456860204,,2.7480832685726348e-05,2.7480832685726348e-05,,,,,,,,,,,,,,,,,3.113986304681909e-05,,,,,,,,,,,3.113986304681909e-05,,,,,
Which of the following statements is not applicable to the Securitization process?,security_studies,"['Securitization reveals the power of the securitizing actor.'
 'Where the securitizing actor is a democratic state, the relevant audience is usually the wider population who have the right to reject the speech act.'
 'The adoption of extraordinary measures can retrospectively convince an audience of the existential threat.'
 'Within authoritarian and other undemocratic regimes, the relevant political decision-making is often dominated by the military and political elite.']",2,0.0009068813918747014,0.0006232898577705166,0.9947026336336394,0.003586785483453446,3.984558751910209e-05,3.1031774761816905e-05,4.19969402672526e-06,,,,,,,,,,1.2935968301419558e-05,,,,,,,,,,,,,,,,,,,,,,,,,
"During the 20th century, how has the focus of security studies changed regarding military security?",security_studies,"['Security studies has always favoured a wide range of subjects when considering the field of security. Different types of security, most notably of human security and economic security, have enjoyed a great deal of attention in traditional security studies, alongside military security. After the Cold War this approach was broadened to include other types of security such as environmental and personal security.'
 'Military security has emerged since the Cold War as the dominant sector within security analysis; both scholars and practitioners recognise the paramount importance of pursuing military security, based on the idea that military capabilities pose the greatest threat to human and state survival.'
 'Prior to the Cold War the focus of security studies lay in the military sector, although environmental security was rapidly emerging as a serious threat to security, forcing analysts to reconsider the state-centric frameworks they had previously employed.'
 'During the Cold War most security analysts agreed that military security should be the focus of security studies; as a result, there was not much discussion about what security entailed, other than the military sector. Following this period security studies have been broadened to include the wider range of sectors that we see today, including environmental and political security.']",3,0.08209198562142452,0.08209198562142452,0.056425727115823554,0.7788914352856792,,0.0003801614047247278,,,,,5.829961181785421e-05,3.7269694926967125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a purported limitation of the liberalist approach?,security_studies,"['Liberalism poses great difficulty in defining when the use of force would be justified or necessary.'
 'Liberalism is often internally inconsistent, limiting its applicability for use as a guide.'
 'A failure to address the importance of a wide range of actors in the decision-making processes of the international system.'
 'Liberalist influence merely reflects Western dominance, potentially undermining its relevance in the future.']",2,0.03468691555664263,0.8946733098013339,0.03068697284055729,0.03934603889751942,6.696148364443835e-05,0.000264837805294345,,,,,,,,,,,,,3.584189939127307e-05,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements is not applicable to the development of peace studies in the twentieth century?,security_studies,"['Within peace studies, one of the later developments was a major interest in conflict prevention, conflict resolution, and peacekeeping.'
 ""At the height of the Cold War, peace studies was frequently labelled 'appeasement studies' and was bitterly opposed by critics.""
 'By the 1970s, prominent peace researchers were calling for a broadening in the remit of the field but were largely unsuccessful in their attempts.'
 'Peace studies sought to provide a more global and non-state centric view of major issues of conflict.']",2,0.12478800623845468,0.23307379565290487,0.2057477952754385,0.435471769938861,,0.0007418229778380432,,,,,1.7446004262942977e-05,,,,1.976891274275109e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In the contemporary context, how can peace studies best be defined?",security_studies,"['Following the expansion of peace studies in the decline of the Cold War, the field has emerged as an independent and autonomous area of study that addresses issues surrounding conflict resolution, economic security and the cessation of violence at both an international and sub-national level. As a field of research, peace studies are best defined by their distinction from development studies and international relations.'
 ""Peace studies are best defined by its research agenda that focuses on the search for non-violent measures by which to end conflict. Peace researchers adopt a 'top-down' approach to conflict resolution that prioritises the issues surrounding violence and the use of force, focusing on instigating agents in an attempt to secure that actor as the referent object to security.""
 'Peace studies cannot be defined as a specific academic approach due to the shifting nature of its research agenda and the diversity of interests addressed by peace researchers. However, following the Cold War the success of the field has been such that it boasts a number of research institutes and attracts global and interdisciplinary attention.'
 'Peace studies is defined by a concern with the underlying causes of phenomena in IR, a global outlook, an interdisciplinary approach, the search for non-violent transformations, an analytical and normative approach, and the adoption of multi-level analysis that links theory and practice within research.']",3,0.025376346029071763,0.019763118158932027,0.21249159088451725,0.7416260251724385,,0.000464783990184042,,,,,2.3140232295581505e-05,,2.3140232295581505e-05,,,,,,,,,,,,,2.04211833259387e-05,,,,,,,,,,,,,,,,
What role does 'Information' play in the economic science of decision making?,security_studies,"[""Information is not important to decision making in economic theory; rather, it is an actor's perceptions of situations that will inform their decision making process.""
 'Information has no special significance to economic decision making, which is guided more by external forces that coerce actors than their own rational choices.'
 ""Information plays a significant role in decision making because, although theory asserts that actors act in their own best interest, 'rational action' depends on the information available to them at the time.""
 'Information has become an important resource in the 21st century and can be sold and traded as a market commodity.']",1.8890416080088356e-05,0.9981622393043691,0.00023013237981085217,0.0006255643678874681,0.0005520586170279809,5.1349474762534725e-05,2.4255774378640263e-05,,0.00017922727760677764,,,,1.298318044374531e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are frequently cited criticisms of HM?,security_studies,"['HM pays insufficient attention to the role of the labourer, instead focusing on the capitalist as the source of power and most important actor. HM can also allude to capitalist power structures, to the detriment of supporting the human security of workers.'
 'HM too often accuses capitalism of acting solely in self-serving ways, and explains everything in terms of class struggle, to the detriment of wider analysis. Some versions of HM claim to have uncovered objective laws of history which are widely disputed in their accuracy.'
 'HM is inevitably reductionist and oversimplifies the complexities of capitalism, recognising only its negative aspects and harmful effects.'
 'All of these options.']",1,0.000704030802044235,0.004590857515271393,0.002797390605172341,0.9913941392564455,,0.0003768405328235677,,8.862435653248085e-06,3.86778162541168e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the referent object in contemporary cyber-security?,security_studies,"['Digitalised sensitive information'
 'Critical Information Infrastructures' 'Government IT systems'
 'Telecommunication networks']",1,0.003935130320763506,0.8497516402895808,0.13046620064933956,0.01212105471670397,0.0002220048611417381,,,,,0.0014476535433392774,,0.0001188306391128868,,,,,,,,,,,,,,,,,,,,,,,,,,0.00013465275488770998,0.00010486767094927046,,,
Which of the following phrases is not likely to indicate legitimacy in the new terminology of RMA?,security_studies,"['Surgical strike.' 'Indiscriminate attack.' 'Smart bomb.'
 'Precision target.']",1,0.00017694032510004885,0.014056117738750479,0.9854682250841068,0.00013780126374482698,3.4841615826625324e-05,1.864937305926933e-05,,,,4.715299946317586e-06,,,,,,9.982290064688072e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did not emerge as a trend of the defence trade in the 20th century?,security_studies,"['The arms trade shifts from being a private to a government controlled enterprise.'
 'An increase in the defence trade.' 'A decrease in the arms trade.'
 'A growth in the number and variety of weapons traded.']",2.7376697379906132e-05,0.9942832382591592,0.0021748014843564686,0.0024995253129867384,0.00013903034114923335,0.0005772526256401584,,,4.513654329177171e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements concerning the study of identity is not applicable to social constructivism?,security_studies,"['Identity defines actors, and tells us who they are, what their preferences and interests are, and how those preferences might inform their actions.'
 'Identity is of fundamental importance to the social constructivist perspective because it is the basest principle in defining behaviour; it is a naturally bestowed quality comprised of certain unalterable behavioural characteristics.'
 'The identities, interests and behaviour of political agents are socially constructed by shared ideas, collective meaning, and interpretations and assumptions about the world.'
 'Actors form their identity through interaction, which in turn defines the types of relationship formed between these actors.']",1,0.0007044280566985732,0.9920007068000037,0.006728459896714186,0.0003327482527967571,3.974111151708149e-05,4.503257903873712e-05,,,,,,,,,,1.004812657281024e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these are characteristics of realist theory?,security_studies,"['The international system is anarchic.'
 'States assess one another in terms of their power and capabilities rather than their internal variations.'
 'States are unitary and rational actors; sovereign states will act in a way suited to achieving their goals.'
 'All of these options.']",0.00013937842627029744,0.00013937842627029744,0.00029506413072966813,0.00020279441360627874,0.9966878097839688,0.00022979617606854892,0.0011670012752177047,,0.00015793644811907626,8.453728883543214e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00020279441360627874,,,,,
Which of these statements defines the Copenhagen School's view of security?,security_studies,"['Security is a socially constructed concept, relative to the society in which it exists, and what will constitute an existential threat is accordingly subjective.'
 'Security is best defined using the traditional paradigm, with the state as the referent object to be secured using extraordinary measures where possible.'
 'To best understand security one must adopt a constructivist approach, threats exist only when articulated by a wider audience and may warrant the implementation of emergency measures.'
 'Security exists as an empirically verifiable and independent condition that changes only slightly, if at all, with regards to the social context in which it is applied.']",1.4726581975385886e-05,5.824476157903045e-05,0.00026103491137318725,0.9992097381797238,9.60293773222051e-05,2.7512877242308915e-05,,1.4726581975385886e-05,4.003100017900397e-05,,,,,,,,,,,,,1.1469073574395765e-05,,,,,,,,,,,,,,,,,,,,,
Which of these best describes the concept of hegemonic masculinity?,security_studies,"['The inherent promotion of feminine characteristics in society.'
 ""Social dominance of men over women that results from the designation of 'masculine' characteristics as more valued than 'feminine' characteristics.""
 'All of these options.'
 'The acknowledgement that gender identity exists in many forms and is not binary.']",4.5330405178805195e-05,0.00017928523036325083,0.998503786609635,0.00012322081667423196,0.00012322081667423196,0.00020315678144384726,4.5330405178805195e-05,,0.0003795468356574092,,1.8896524255681852e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do institutional constraints affect behaviour?,security_studies,"['Institutional constraints limit the amount of resources to be spent on some good and force actors to choose how to manage the limited wealth available to them.'
 ""Institutions are the social norms and expectations that affect an actor's goals and ambitions.""
 'Institutional constraints refer to tools of the state such as schools, prisons, and hospitals; the provision of resources for these institutions makes demands on political leaders.'
 'Institutions are humanly devised constrains that structure human interaction, they are man-made rules that guide decision making and govern behaviour.']",3,0.002681913909199035,0.012019504254444948,0.743631246059084,0.24142403438463136,,5.5661347419691656e-05,,1.2419725363833191e-05,,,,,,,,8.535944088090858e-06,8.098678262173234e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following policies is not true of economic policy?,security_studies,"['Economic policies must take into account the incentives of not only the leaders, but the populations intended to influence.'
 'Policymakers can incentivize security-promoting behaviours in others through the use of sanctions and aid.'
 'Trade policies can entice leaders to change behaviours in exchange for access to markets or trade preferences, and advance security.'
 'Concern with poverty is a humanitarian issue that has no direct link to economic science, although it might be alleviated through aid.']",3,0.0007013211588651683,0.0004253727851569191,0.010991686784656516,0.9875549967409023,2.1178063936436233e-05,8.376086771152267e-05,,3.956583233548813e-05,,,,,,,,,1.4555456289062356e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not an assertion made in the realist case against humanitarian inventions?,security_studies,"['Armed force should only ever be used in the national interest and that humanitarian intervention is therefore imprudent.'
 'Foreign intervention reduces the proportion of wars that end in outright victory, it leaves behind an unstable peace that is likely to reignite.'
 'Foreign intervention tends to prolong wars; it is inappropriate and does not work.'
 'Humanitarian intervention prioritises the human as the referent object of security, undermining the state-centric approach of realism.']",3,0.0027064693167266696,0.07909460849959879,0.4017681758299546,0.5158178063978527,,0.00036628079155040543,,,,,,,,,,2.0664148233661664e-05,3.4069420733738466e-05,,2.6533291546224677e-05,,,,,,,,,,,,,,,,,,,,,,,
"Why, in the contemporary studies of security, is the subject of energy security so important?",security_studies,"['There exists an array of contemporary challenges to energy security, ranging from resource scarcity concerns to dangers of political instability.'
 'The existence of reliable supplies of energy determines the ability of a nation to achieve economic development.'
 'Energy security encompasses a broad range of issues that are both contemporary and fundamental to security, ranging from the local and individual to the global scale.'
 'All of these options.']",1.2969777957206583e-05,0.0005514889920409879,0.0010303170799489468,0.0006249188982146287,0.9971284624403892,1.6653524545849666e-05,0.00042950005885678113,,3.525551174022333e-05,,,1.144578887444477e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a legitimate threat to societal security?,security_studies,"['Political policies designed to alter demographic characteristics of a state.'
 'All of these options.'
 'Legislation that criminalises certain cultural behaviours or practice.'
 'The use of military force to conduct ethnic-cleansing through displacement and killing.']",6.570040776491992e-05,0.0007063462870233234,0.9946635924664966,0.0009069665855209617,0.0019200482766150169,,0.001319628595278584,,0.00013908776432979496,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7388004674586076e-05,,,,,,,
Which of the following statements best describes the orientation of military security within the traditional conception of security studies?,security_studies,"['Strategic studies are the central concern of international relations, within strategic studies, the subset of security studies focuses on military security.'
 'Military security is a central concern within international relations and dominates the scholarship. Within international relations, strategic studies form a subset of academic interest, within which security studies feature occasionally.'
 'Strategic studies are best conceptualized as a subset of international relations, and within strategic studies, military security is one of the dominant concerns. Security studies are a subset of strategic studies.'
 'Military security is the central concern of strategic studies; and strategic studies are a subset of security studies. Military security is one of the central concerns of security studies, and security studies is a subset of international relations.']",3,0.31110402315446883,0.0891308941330706,0.4526564398162918,0.14695198351567215,,3.839246778266147e-05,,,,,1.0999626183032819e-05,,,,1.8135317657716268e-05,,2.055000714971669e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements cannot be applied to the initial development of peace studies?,security_studies,"['Mathematicians and natural scientists entered the field, which was otherwise a social-sciences area of study, adding to the interdisciplinary nature of the field.'
 'Now of fundamental importance to peace studies as a field of research, the creation of journals was not a prominent feature of the peace studies until late in the twentieth century.'
 'Most early work was carried out in North America and Scandinavia.'
 'The establishment of research institutes across the world has been one of the lasting successes of peace studies.']",1,0.0006964526526633377,0.9807430409786038,0.0179887550354409,0.00047866444136104484,,4.452270728641889e-05,,,,,7.736886418250879e-06,,,,,7.736886418250879e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since the end of the Cold War, how has the use of coercive diplomacy by Western powers changed?",security_studies,"['Coercive diplomacy has proven a successful policy tool and one that is integral to conflict management. The successes of the past policy initiatives in the post-9/11 community have reinforced the trend toward coercive diplomacy by increasing American political will to counter mass casualty terrorism in failing states.'
 'The favourable geo-political environment, characterized by an overwhelmingly Western military superiority and a low risk of hostile great power intervention, has generated pressures and incentives for Western policymakers to promote their policy agenda, and to manage armed conflicts from weak states and failing states.'
 'The demise of the ideological bipolar division of international society in the Cold War, rather than resulting in a reduction of hostilities, has left an unstable legacy where a policy of force and mass retaliation continues to pose a very real threat. Risk of uncontrollable escalation still remains but in a different form; mass casualty terrorism, contagion from failing states and non-state actors seeking to acquire WMD are the primary concern of states and require responses in the form of military intervention.'
 'The hostile geopolitical environment has encouraged states to pursue military strategies in order to secure their interests. The use of violence rather than diplomacy or incentives has become the primary response to threats, whether these are posed by other states, resource scarcity, pandemic diseases, or other non-traditional threats.']",1,0.01369719054277304,0.45358857428029054,0.45360461204155916,0.0788304549536084,,0.00011850391771513883,,,,,1.6037761268626556e-05,9.727393922573787e-06,,,,1.4153274643954128e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
To what extent and to what effect has the environment been securitized?,security_studies,"['The securitization of environmental security concerns has raised the profile of environmental security issues among both foreign and domestic security policymakers and agencies. It is now uniformly recognized that environmental change can be considered as an issue of high security politics.'
 ""Environmental security has led to a 'trading off' of military security for environmental security with the allocation of resources committed to solving environmental problems. A particular emphasis has been placed on environmental change as the cause of violent conflict and addressing environmental threats from other factors than domestic causes.""
 ""The environment has been 'securitized' in the sense that environmental security has been used to make them matters of 'high politics'. This has to some degree raised the profile of critical issues among policymakers and agencies so that the environment can be considered an issue of security. But whilst the issue has been broadened there has been little change in policy and action in terms of the referent object of environmental security.""
 ""The national security perspective on environmental issues has undermined the utility of the concept of environmental security. The militarization of environmental problems has decreased the ability of policymakers to 'capture' the critical nature of environmental problems and the environmental dimensions to social vulnerability. The reconciliation of environmental security with national security, and global levels of international change cannot be made without trading in the security interests of the state.""]",2,0.479834692884052,0.0053302920387585705,0.47983456347419706,0.03475787024328026,,5.225634438817646e-05,,,,,,,,,,,3.591522524680246e-05,,,,,1.1659966492105316e-05,,,,,,,,,,,,,,,,,,,,
Which of the following is not a common criticism of Securitization?,security_studies,"['A loose and broad conceptualization of security can lead to vagueness and a lack of conceptual and analytical coherence.'
 'When the securitizing actor is not the state, it can be unclear what would constitute an extraordinary measure.'
 'The model relies on a definition of distinctive political and security realms, which are not always clearly defined.'
 'The theory of securitization lacks coherence in terms of its employment as a tool for analytical studies in security.']",3,0.004285725052149623,0.05221080711702043,0.01697021822956161,0.9254914769336201,,0.0007447473428564046,,6.927226065519156e-05,,,1.545673061383667e-05,,,,,,,,4.761008206592684e-05,,,,,,,,,,,,,,,,,,,,,,,
"Which of these statements characterizes the traditional concept of national security, as opposed to human security?",security_studies,"['All of these options.'
 'In the national security approach, real threats are only those posed to human life, human rights, or human dignity.'
 'The traditional interpretations of security and threats are important boundaries that define human security.'
 'The concept of national security is too narrow to be useful when analysing the broad threats that currently exist.']",3,0.006539323680178505,0.35703501796756726,0.27808943465358965,0.3570493226800366,,0.0011363640634034962,,2.081323383143307e-05,,,1.2623864446532401e-05,,,,,,,,2.6724721243025244e-05,,,,,,,,,,,,,,,,,,,,,,,
How does Buzan's concept of 'societal security' mark a departure from traditional understandings of security?,security_studies,"['Securing the sustainable development of the state was dependent on societal security as an independent interest that was not secondary or dependent on the other sectors, including the military.'
 'The end of the Cold War allowed security studies to move beyond the confines of the dominant realist and neorealist perspectives, with an emerging interest in other, non-military, conceptions of security. Those who wished to broaden the scope of security studies advocated the inclusion of resource, environment, and other referent points for analysis.'
 'Societal security referred to the sustainable development of traditional patterns of military capabilities. Military threats could be subdivided to include the infrastructural strength, the technology, personnel, the economic base and the political base of the military security sector.'
 'Contemporary processes of globalization and societal conflict required the development of new conceptual tools beyond the state as the referent object. Security was dependent on factors beyond geographically conceived survival: survival of the state was superseded by survival of the nation (ethnic) state.']",1,0.0004150222119528406,0.14775814218134625,0.8502998928367161,0.0014485698546798328,,6.708206078145684e-06,,,,,2.177835654818275e-06,,,,,2.3413939842058505e-05,,,,,,,,,,,,,,,,,,,,,,,,2.177835654818275e-06,,
Which of the following conditions does not constitute 'human security'?,security_studies,"['A condition where people are given relief from the traumas that afflict human development, are safe from threats and are protected from hurtful disruptions to their daily lives.'
 'A condition in which every citizen is free from the threat of physical violence, regardless of their race, ethnicity or other identity.'
 'A condition where people are guaranteed the ability to live and develop, free from political oppression or prejudice, safe from threats posed by their own or external state actors.'
 'A condition where people exist independently of state support, where human life is self-sufficient in that individuals do not require the assistance of state apparatus in order to live securely.']",3,0.00013853771723423578,0.0004835439151195935,0.008585622744815903,0.9907026919089661,5.371690240572594e-06,1.654597078618026e-05,,1.654597078618026e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the effects of nuclear weapons?,security_studies,"['A nuclear blast produces EMP, a thermal light pulse, blast, and fallout at the moment of detonation. The electro-magnetic pulse occurs when gamma radiation interacts with matter (the atmosphere), ""the Compton effect."" EMP produces a high voltage charge, harmless to humans but destructive to electronic systems. EMP effects are maximized at high altitude. However thermal-light pulse can produce flash blindness, retinal burn, and fire whilst the airburst can cause severe skin burns.'
 'A nuclear detonation produces a shockwave resulting from a rise in atmospheric pressure and dynamic overpressure sufficient to destroy concrete structures. Blast effects were generally used by military planners to calculate casualty rates in a nuclear attack: It was estimated that 50 percent living in a five mile radius of a one-mgt airburst would be killed or wounded by blast effects.'
 'Nuclear reactions in the initial nuclear detonation or the fallout can cause radiation poisoning, as irradiated debris is picked up by the nuclear fireball and lofted into the atmosphere. A dirty bomb uses chemical high-explosive to disperse radioactive material, relying on radiation to produce a lethal effect. Panic set off by even a limited dispersion of radioactive material might be more costly in terms of the disruption it causes than actual casualties or damage to property produced by a dirty bomb detonation; some observers believe that the blast itself causes the greatest amount of damage.'
 'All of the above']",3,0.002689542766311301,0.3991634909057441,0.013658625185745288,0.5807794522968881,0.0001517335475533827,0.0012704500449720016,,0.0002501663273300515,0.00033894121465251114,0.0002834755868234571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes commercial liberalism?,security_studies,"['Commercial liberalism is the newest and most important faction of liberalism; it advocates socialist economic principles in order to address inequalities in the distribution of wealth that threaten societal and regime security.'
 'Commercial liberalism is based on the idea that free-trade directly undermines the power of the state, and argues that the market should be regulated where possible by state actors. One flaw of commercial liberalism is that it reduces cooperation and can thus increase conflict between states.'
 'Commercial liberalism is probably the oldest faction of liberalism; advocating free trade as the free movement of goods and capital, it purports that the most rapid and efficient production of wealth occurs when governments do not restrict the economic activity of private actors and the free market.'
 'Commercial liberalism advocates the restraint of private enterprise and non-governmental activity in the economic sphere, arguing that interference will hinder economic prosperity.']",2,0.9487156165466913,0.047231293310231105,0.0023560471089327456,0.0016161659825024886,4.006076857228016e-06,5.143904505885321e-06,,,,9.610078798537644e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Security studies can be interpreted as an imperial field of knowledge in which of the following ways?,security_studies,"['Security studies emerged in relation to the interests of the USA and Britain following the Second World War.'
 ""Security studies adopts a perspective which postcolonial scholars refer to as 'the colonizer's view of the world'.""
 'Security studies was originally defined by the power of the USA and Britain at a time when they actively supported colonial and imperial relations in the global south.'
 'All of these options.']",3,0.0007061310968412796,0.003586029604943606,0.0008001513600480773,0.9943342358133698,3.5156197195111545e-05,0.0003779647396169448,,1.1413546162329657e-05,2.1323311477738437e-05,,1.1413546162329657e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do critics fear would be the result of granting rights of humanitarian intervention?,security_studies,"['An abuse of this power in order to wage state-interested wars.'
 'A depletion of military resources pursuing wars on ethical grounds, leading to a loss of military security.'
 ""Whilst some states have proven their ability to conduct 'just' wars in order to protect sound values of democracy and neoliberalism, not all states would use force to pursue such globally beneficial ends.""
 'A lack of implementation of these rights by state actors, leading to a failure to address human rights abuses.']",1.2926867019452913e-05,0.00037777843017877856,0.002173964765244043,0.9939907795539756,0.0031631000691125562,,3.981755359704167e-05,1.2926867019452913e-05,1.2926867019452913e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways did the Human Development Report, published by the United Nations Development Program in 1994, challenge the traditional security paradigm?",security_studies,"['The report outlined seven areas or components of human security that policymakers should henceforth devote greater political attention and capital to: economic security, food security, health security, environmental security, personal security, community security, and political security.'
 'The report highlighted the considerable burden that infectious diseases continue to pose in the developing world-including HIV/AIDS, tuberculosis, and malaria.'
 'The report advocates a framework of human security analysis that aims to redress the perceived imbalance in security thinking that has been predominant in traditional security studies.'
 'All of these options.']",3,0.004056706573331603,0.001317019798380941,0.001317019798380941,0.9926633919769172,1.4630761404518101e-05,0.00048450450744010623,,,1.6578824652719513e-05,,,,,,,,,,,,,,,,,,,,,,,1.1394448438769584e-05,,,,,,,,,,
