question,subject,choices,answer,d,e,b,a,c,sol,solution,}',the,none,.,?,not,cd,ad,output,cc,ac,4,Unnamed: 23,ca,(,i,dist,Ð°,dl,'},choice,counter,policy,ab,â¦,den,band,peter,pass,wrong,Ñ,1,g,f,john,cause,options,z,letter,y,3,correct,context,n,no,which,aa,cor,cho,second,histor,{',re,st,la,style,**,al,ex,p,dis,sim,world,',"""",subsequent,weakened,weaken,external,resulting,military,associated,their,related,term,option,an,therefore,step,so,bd,source,choose,public,bar,rob,char,text,l
"This question refers to the following information.
""Upon their arrival they were honorably and graciously received by the grand Khan, in a full assembly of his principal officers. When they drew nigh to his person, they paid their respects by prostrating themselves on the floor. He immediately commanded them to rise, and to relate to him the circumstances of their travels, with all that had taken place in their negotiation with his holiness the pope. To their narrative, which they gave in the regular order of events, and delivered in perspicuous language, he listened with attentive silence. The letters and the presents from pope Gregory were then laid before him, and, upon hearing the former read, he bestowed much commendation on the fidelity, the zeal, and the diligence of his ambassadors; and receiving with due reverence the oil from the holy sepulchre, he gave directions that it should be preserved with religious care. Upon his observing Marco Polo, and inquiring who he was, Nicolo made answer, This is your servant, and my son; upon which the grand Khan replied, ""He is welcome, and it pleases me much,"" and he caused him to be enrolled amongst his attendants of honor. And on account of their return he made a great feast and rejoicing; and as long as the said brothers and Marco remained in the court of the grand Khan, they were honored even above his own courtiers. Marco was held in high estimation and respect by all belonging to the court. He learnt in a short time and adopted the manners of the Tartars, and acquired a proficiency in four different languages, which he became qualified to read and write.""
Marco Polo's Travels, ca. 1300 C.E.
The encounter described in the account above illustrates which of the following?",high_school_world_history,"['The economic dominance of the Ottoman Empire'
 'The influence of Middle Eastern religious beliefs on the peoples of South Asia'
 'The lack of cooperation among major political groups in the High Middle Ages'
 'Amiable cultural exchange between Europe and Asia']",3,0.9999165574649176,2.9020630083010624e-06,1.6700219553506532e-05,8.93898337479068e-06,1.8923827952932293e-05,1.0129195183134138e-05,,,,,,,,,,,,,1.5533623914753448e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyâ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃ³n de BolÃ­var, Message to the Congress of Angostura, 1819
SimÃ³n de BolÃ­var, the author of the passage, accomplished which of the following?",high_school_world_history,"['The first union of independent Latin American states'
 'The first military victory of the War of 1812'
 'The first military victory of the Spanish-American War'
 'The first political coup by someone of mixed-race descent']",0,4.538906357957582e-05,,4.538906357957582e-05,0.9997777918984974,1.6697703344949417e-05,4.7839721048764494e-06,,,1.47356714821943e-05,,,,,,,,,,,,,,,,1.47356714821943e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7839721048764494e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]â¦.The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a yearâ¦.
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubinesâ¦.And they oblige the Indians to accept corn or meat or chicha [corn beer]â¦at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing himâ¦.Even the protector of the Indians is useless;â¦he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
Which of the following changes to the Spanish policies towards Native Americans occurred on account of the practices described in the passage?",high_school_world_history,"['The replacement of native laborers in the mines with an almost exclusively African slave workforce'
 'The foundation of viceroyalties to allow for more effective royal administration of native relations'
 'The promulgation of royal decrees insisting on more humane treatment of the natives'
 'The enfranchisement of all natives by local Spanish elites in the colonies']",2,,,0.0013138904103248,0.0045859281405541,0.9903798061706194,0.0002587203617318,,,0.0005477110100842,,,,,,,0.0003322035202782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004658472696245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
That day the Reverend Xuanzang was chosen from among all the monks. He had been a monk from infancy, and ever since birth he had eaten vegetarian food and observed the prohibitions. His maternal grandfather was an imperial commander, Yin Kaishan. His father Chen Guangrui had come top in the Palace Examination and had been appointed a grand secretary in the Imperial Library. Xuanzang, however, had no interest in honour and glory, and his only joy was to cultivate Nirvana. His virtue was great; of the thousand sutras and ten thousand holy books there was not a single one that he did not know.
â¦
He looked to the West and prayed, ""I am the believer Chen Xuanzang sent on imperial orders to fetch the scriptures. If I am fated to have a disciple, may I be able to unseal the golden words and release the divine Monkey King to come with me to the Vulture Peak. If I am not fated to have a disciple, and this monkey is an evil monster who has deceived me and will do me no good, then may I be unable to remove the seal."" When he had prayed he bowed again.
From Wu Chengen, Journey to the West, ca. 1590s
In which of the following ways does the excerpt above most complicate historians' understanding of the career of the Chinese monk and traveler Xuanzang?",high_school_world_history,"[""It highly fictionalizes the story of Xuanzang's accomplishments.""
 'It was written long after the time period in which Xuanzang lived.'
 'It casts doubt on the actual existence of Xuanzang.'
 'It is widely considered by scholars to be a forgery.']",0,5.136426603637031e-05,6.134586755565159e-06,0.0013247025123423,0.9984386712558746,0.0001582130776775,8.925771061577834e-06,,,,,,7.326719053068521e-07,,,,,,,,,,,,,,,,,,,1.0660313319534297e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
As for their men there is no sexual jealousy in them. And none of them derives his genealogy from his father but, on the contrary, from his maternal uncle. A man does not pass on inheritance except to the sons of his sister to the exclusion of his own sons. . . . They are Muslims keeping to the prayers, studying fiqh (Islamic jurisprudence) and learning the Qur'an by heart. With regard to their women, they are not modest in the presence of men; they do not veil themselves in spite of their perseverance in the prayers. He who wishes to marry among them can marry, but the women do not travel with the husband, and if one of them wanted to do that, she would be prevented by her family. The women there have friends and companions amongst men outside the prohibited degrees of marriage [i.e., other than brothers, fathers, etc.]. Likewise for the men, there are companions from amongst women outside the prohibited degrees. One of them would enter his house to find his wife with her companion and would not disapprove of that conduct.
âAdapted from an account by Ibn Battuta of his travels in Mali during the 1300s
The most likely source of Islam in Mali came from",high_school_world_history,"['wandering Berber mystics.' 'conquering Mughal armies.'
 'contact with Muslim trade caravans.'
 'pilgrims to Islamic shrines in Ethiopia.']",2,0.0001794732355807,7.88550363889149e-06,2.428906117071801e-05,3.118777189068524e-05,0.99953120200584,0.0001397738964106,,,,,,,,,,1.300099757962366e-05,,,,,,,,,,,,6.958932536641296e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyâ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃ³n de BolÃ­var, Message to the Congress of Angostura, 1819
The author of this text expresses a belief in which of the following as requirements for a properly functioning legal system?",high_school_world_history,"['Truth and religion' 'Freedom and democracy' 'Intelligence and order'
 'Morality and justice']",3,0.99980221745443,4.539066520404779e-05,1.0128026396222944e-05,6.142958531688068e-06,3.535028560504439e-05,,4.221989538886741e-06,,,,1.1476557443500014e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.221989538886741e-06,,,,,,4.221989538886741e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Purusa-Sukta""
Purusa is the lord of the immortals, who grow by means of [ritual] food. When the gods performed a sacrifice with the offering Purusa, spring was its clarified butter, summer the kindling, autumn the oblation.
It was Purusa, born in the beginning, which they sprinkled on the sacred grass as a sacrifice. It made the beasts of the air, the forest and the village. From that sacrifice completely offered, the mantras [Rig Veda] and the songs [Samaveda] were born. The sacrificial formulae [Yajurveda] were born from it. From it the horses were born and all that have cutting teeth in both jaws. The cows were born from it, also. From it were born goats and sheep.
When they divided Purusa, how many ways did they apportion him? What was his mouth? What were his arms? What were his thighs, his feet declared to be? His mouth was the Brahman, his arms were the Rajanaya [Ksatriya], his thighs the Vaisya; from his feet the Sudra was born. Thus, they fashioned the worlds. The gods sacrificed with the sacrifice to the sacrifice. These were the first rites.
âHymns excerpted and adapted from the Rig Veda, oldest surviving literary work, India, 1500â1000 BCE
Which of the following would best contradict the argument that the caste system imposed rigid economic and social roles on Indian society in the period 600 BCE to 600 CE?",high_school_world_history,"['For there is nothing better for a Kshatriya than a righteous battle.'
 'The four divisions of human society are created by me [Krishna].'
 'The person traditionally credited with composing the Mahabarata was born to a fisherwoman.'
 'The Hindu God Shiva is considered to be simultaneously the creator, the preserver, and the destroyer.']",2,1.669687530859839e-05,2.259676349055568e-06,5.142999664982822e-05,3.534728530568255e-05,0.9997182526827564,0.0001398012253309,,,,,,,,,,7.887045431069188e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The question as to who, and what, is responsible for African underdevelopment can be answered at two levels. Firstly, the answer is that the operation of the imperialist system bears major responsibility for African economic retardation by draining African wealth and by making it impossible to develop more rapidly the resources of the continent. Secondly, one has to deal with those who manipulate the system and those who are either agents or unwitting accomplices of the said system. The capitalists of Western Europe were the ones who actively extended their exploitation from inside Europe to cover the whole of Africa.""
Walter Rodney, historian, How Europe Underdeveloped Africa, 1974
Rodney's argument in the passage is most likely a response to which of the following developments of the period 1450 to 1750 C.E.?",high_school_world_history,"['The colonization of the interior of Africa by European powers'
 'The expansion of the African diaspora to the New World'
 'The spread of Christianity into Sub-Saharan Africa'
 'The importation of New World products into Africa']",1,1.4738369911269412e-05,1.209799073885061e-06,4.784848156533677e-06,0.9999452264579728,1.7602472659158151e-06,6.143866647980727e-06,,,3.726443491186196e-06,,,,,,4.222613677478581e-06,,,,,,,,,,1.0676439354532786e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following poem refers to an incident in Sharpeville, South Africa, in 1960. To protest the requirement that they carry papers documenting their identity and residence, black South Africans gathered in front of police stations without their papers. Though other protests ended peacefully, in Sharpeville, police fired into the crowd.
What is important
about Sharpeville
is not that seventy died:
nor even that they were shot in the back
retreating, unarmed, defenceless
and certainty not
the heavy caliber slug
that tore through a mother's back
and ripped through the child in her arms
killing it
Remember Sharpeville
bullet-in-the-back day
Because it epitomized oppression
and the nature of society
More clearly than anything else;
it was the classic event
Nowhere is racial dominance
more clearly defined
nowhere the will to oppress
more clearly demonstrated
What the world whispers
apartheid declares with snarling guns
the blood the rich lust after
South Africa spills dust
Remember Sharpeville
Remember bullet-in-the-back day
And remember the unquenchable will for freedom
Remember the dead
and be glad
âDennis Brutus, 1973
What does the poet mean by ""what the world whispers""?",high_school_world_history,"['The world is too afraid of South Africa to oppose apartheid.'
 'The world engages in subtler forms of discrimination.'
 'The world condemns South Africaâs discrimination.'
 'The world economy promotes South Africaâs discrimination.']",1,0.0003352493077206,7.884308017377865e-06,0.9993713805377578,0.0001397527035122,0.0001088395149316,,2.2588920669020133e-06,,,,5.418800371029513e-06,3.7242833989171264e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Bonesteel's prime consideration was to establish a surrender zone as far north as he thought the Soviets would accept. He knew that the Russian troops could reach the southern tip of Korea before American troops could arrive. He also knew that the Russians were on the verge of moving into Korea, or were already there. The nearest American troops to Korea were on Okinawa, 600 miles away. His problem, therefore, was to compose a surrender arrangement which, while acceptable to the Russians, would at the same time prevent them from seizing all of Korea. If they refused to confine their advance to north Korea, the United States would be unable to stop them. . . . He decided to use the 38th parallel as a hypothetical line dividing the zones within which Japanese forces in Korea would surrender to appointed American and Russian authorities.
âAdapted from U.S. Army Lt. Paul C. McGrath's account of Colonel Bonesteel's decision in the 1940s
What was the world history event occurring in the stated time frame that caused the Soviet Union to enter Korea?",high_school_world_history,['The Crimean War' 'World War I' 'World War II' 'The Seven Yearsâ War'],2,0.0040687602101786,,0.000294739860513,,0.9956004452755304,,,,1.752587274226686e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.549999437368943e-06,,,,,,,,,,1.0629979156406777e-06,,,,,,,,,,,,,,,,,,,,,,6.117130649934358e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
He contains all works and desires and all perfumes and all tastes. He enfolds the whole universe and in silence is loving to all. This is the Spirit that is in my heart, this is Brahman. To him I shall come when I go beyond this life, and to him will come he who has faith and doubts not.
âThe Upanishads, India, c. 1000 BCE
Based on the quotation, which statement is true of the speaker's religion?",high_school_world_history,"['Salvation is based on the correct completion of rituals.'
 'There is an expectation of an afterlife.'
 'Right actions and right speech earn favor with the gods.'
 'It is a polytheistic religion.']",1,2.4296775958977624e-05,1.147698430246302e-05,0.9998368608756224,2.4296775958977624e-05,1.6698913625791563e-05,2.4296775958977624e-05,,,,,3.2882110561447584e-06,,,,,1.763857562338092e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Although in Protestant Europe, [Peter the Great] was surrounded by evidence of the new civil and political rights of individual men embodied in constitutions, bills of rights and parliaments, he did not return to Russia determined to share power with his people. On the contrary, he returned not only determined to change his country but also convinced that if Russia was to be transformed, it was he who must provide both the direction and the motive force. He would try to lead; but where education and persuasion were not enough, he could driveâand if necessary flogâthe backward nation forward.
âRobert K. Massie, Peter the Great: His Life and World
When Peter the Great ruled Russia, he continued the practice of which of the following?",high_school_world_history,['Decentralization of power' 'Isolationism' 'Serfdom' 'Reform'],2,0.9993894772852292,,0.0001794496171908,1.1471830221376389e-05,0.0003798950237222,1.552543392252307e-06,,,1.7592621432498246e-06,,,,,,,,,,,,,,,,,,1.370114734790841e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Our constitution does not copy the laws of neighboring states; we are rather a pattern to others than imitators ourselves. Its administration favors the many instead of the few; this is why it is called a democracy. If we look to the laws, they afford equal justice to all in their private differences; if no social standing, advancement in public life falls to reputation for capacity, class considerations not being allowed to interfere with merit; nor again does poverty bar the way, if a man is able to serve the state, he is not hindered by the obscurity of his condition. The freedom which we enjoy in our government extends also to our ordinary life. There, far from exercising a jealous surveillance over each other, we do not feel called upon to be angry with our neighbor for doing what he likes, or even to indulge in those injurious looks which cannot fail to be offensive, although they inflict no positive penalty. But all this ease in our private relations does not make us lawless as citizens. Against this fear is our chief safeguard, teaching us to obey the magistrates and the laws, particularly such as regard the protection of the injured, whether they are actually on the statute book, or belong to that code which, although unwritten, yet cannot be broken without acknowledged disgrace.""
Thucydides, History of the Peloponnesian War, ca. 415 B.C.E.
During the time period in which this text was written, who was allowed to participate in the Greek democratic process?",high_school_world_history,"['All adult men born within the geographic boundaries of the state'
 'All adult men and women born within the geographic boundaries of the state'
 'All adult men who were citizens of the state by birth'
 'All adult men and women who were citizens of the state by birth']",2,0.0001053684106389,5.944478953899916e-06,0.0030793163340912,0.0292243821347092,0.9675472061059966,4.085576653013986e-06,,,,,,,,,,,,2.807973031295216e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
No task is more urgent than that of preserving peace. Without peace our independence means little. The rehabilitation and upbuilding of our countries will have little meaning. Our revolutions will not be allowed to run their course. What can we do? We can do much! We can inject the voice of reason into world affairs. We can mobilize all the spiritual, all the moral, all the political strength of Asia and Africa on the side of peace. Yes, we! We, the peoples of Asia and Africa, 1.4 billion strong.
Indonesian leader Sukarno, keynote address to the Bandung Conference, 1955
The ""revolutions"" spoken of by Sukarno in the passage above most likely relate to which of the following causes?",high_school_world_history,"['Gender equality' 'Communism' 'Decolonization'
 'Environmental conservation']",2,3.535173527912504e-05,2.259960826340173e-06,4.539252662241326e-05,4.784337106906141e-06,0.9998520298156268,2.7531959118315596e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.994408429207726e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""When the gods fashioned Gilgamesh*, to him they gave a perfect form. The glorious sun Shamash bestowed upon him glory; Adad the terrible god of storms bestowed upon him courage. The great gods perfected his magnificence beyond all others, terrible like the great wild bull. Two thirds god they made him; one third man they made him.
Of Uruk, its great rampart he built, and the wall of the sacred Eanna temple, the holy sanctuary. Behold the outer walls which gleam with the brilliance of copper; see the inner wall which none might rival. Touch the threshold stoneâit is from ancient days. Goest thou into the Eanna temple, yea, the dwelling place of Ishtar, the like of which no subsequent king or living man might equal. Ascend and walk about on the wall of Uruk, inspect the corner-stone, and examine its brick-work, whether its wall is not made of burned brick, and its foundation laid by the Seven Sages. One third for city, one third for garden, one third for field, and a precinct for the temple of Ishtar. These parts and the precinct comprise Uruk.""
The Epic of Gilgamesh, ca. 2100 B.C.E.
*Gilgamesh was a king of Uruk.
Which of the following statements about ancient cities is most supported by the discussion of Uruk in the second paragraph?",high_school_world_history,"['Ancient cities lacked effective fortifications against attack.'
 'Ancient cities featured areas for worshipping their patron deities.'
 'Ancient cities commonly decorated their temples in modest ways.'
 'Ancient cities featured areas for training their armies.']",1,1.8923106079953545e-05,3.2883427658446214e-06,0.999875380830914,4.006021588562506e-05,4.22231569012576e-06,1.4737329833211082e-05,,,3.2883427658446214e-06,,2.2600427279548603e-06,,,,,,,,,,,,,,,,,,,,,,,1.994480707129004e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Now if divorce is your wish, I cannot blame you. For the waiting has been long. And I do not know whether the Creator will grant relief immediately so that I can come home, or whether matters will take time, for I cannot come home with nothing. Now the matter is in your hand. If you wish to end our marriage, accept this bill of repudiation, and you are free. May God inspire you with the right decision.
Letter from a Jewish trader in India to his wife in Cairo, ca. 1200
The passage above is best seen in light of which of the following historical developments?",high_school_world_history,"['The formation of far-flung diaspora communities as a result of interregional commerce'
 'The continued use of organized religion to justify patriarchy'
 'The permanent division of families due to armed conflict along established trade routes'
 'The evolution of family structure among polytheistic populations']",0,1.1477859960279016e-05,,2.7533954686327506e-05,0.9999135069977768,7.888610094163941e-06,1.6700187700395977e-05,1.5533594286745366e-06,,,,,,,,2.2601246325376853e-06,,,,,,,,,,,,,,,,,,,,,,,,1.2097575394430792e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Seizing me, he led me down to the House of Darknessâ¦
To the house where those who enter do not come out,
Along the road of no return,
To the house where those who dwell, do without light,
Where dirt is their drink, their food is of clayâ¦
Where light cannot be seen. They dwell in the dark,
And upon the door and bolt, there lies dust.
from Tablet VII, The Epic of Gilgamesh, Sumeria, ca. 2100 B.C.E.
Truth is good and its worth is lasting.
It has not been disturbed since the day of its creator,
Whereas he who transgresses its ordinances is punished.
It lies as a path in front of even him who knows nothing.
Wrongdoing has never yet brought its venture to portâ¦
Those whom the gods guide cannot lose themselves.
Those to whom they forbid passage will not be able to cross the river of life.
from The Maxims of Ptahhotep, Egypt, ca. 2400 B.C.E.
The tone of the second text best reflects which of the following hypotheses about the influence of religious beliefs on ancient societies?",high_school_world_history,"['Ancient Egyptian society held compassion up as the highest virtue.'
 ""Ancient Egyptians believed that moral behavior affected one's fate after death.""
 'Ancient Egyptian clergy promoted a strict ""eye for an eye"" code of ethics.'
 'Ancient Egyptian worshippers committed to an elaborate set of rituals and offerings.']",1,2.144371087315593e-05,3.726358200639494e-06,0.9999223691129868,4.222517030627525e-06,4.222517030627525e-06,1.0129291783127684e-05,2.902090684662589e-06,,,,,,,,,,,,,1.1477991314713648e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I travelled thence to 'Aden, the port of Yemen, on the coast of the ocean. It is surrounded by mountains and can be approached from one side only; it has no crops, trees, or water, but has reservoirs in which rainwater is collected. The Arabs often cut off the inhabitants from their supply of drinking-water until the they buy them off with money and pieces of cloth. It is an exceedingly hot place. It is the port of the Indians, and to it come large vessels from Kinbayat [Cambay], Kawlam [Quilon], Calicut and many other Malabar ports [on the south-west coast of India]. There are Indian merchants living there, as well as Egyptian merchants. Its inhabitants are all either merchants, porters, or fishermen. Some of the merchants are immensely rich, so rich that sometimes a single merchant is sole owner of a large ship with all it contains, and this is a subject of ostentation and rivalry amongst them. In spite of that they are pious, humble, upright, and generous in character, treat strangers well, give liberally to devotees, and pay in full the tithes due to God.""
Ibn Battuta, ca. 1325â1354 C.E.
The tone of the journal best reflects which of the following developments in the Indian Ocean trade network?",high_school_world_history,"['The ability of commerce to foster cultural diffusion'
 'The superiority of Arabian port cities'
 'The increasing difficulty caused by language barriers'
 'The overproduction of cash crops']",0,,,8.938727632083346e-06,0.9998870533576564,5.421612367679058e-06,4.53946045749397e-05,6.961488079528515e-06,,2.5609883444186077e-06,,2.260064281504672e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""After the Tencteri came, in former days, the Bructeri; but the general account now is, that the Chamavi and Angrivarii entered their settlements, drove them out and utterly exterminated them with the common help of the [neighboring] tribes, either from hatred of their tyranny, or from the attractions of plunder, or from heaven's [favorable] regard for us. It did not even grudge us the spectacle of the conflict. More than sixty thousand fell, not beneath the Roman arms and weapons, but, grander far, before our delighted eyes. May the tribes, I pray, ever retain if not love for us, at least hatred for each other; for while the destinies of empire hurry us on, fortune can give no greater boon than discord among our foes.""
Germania, Publius Cornelius Tacitus, ca. 98 C.E.
Which of the following contributed LEAST to the decline of the Roman Empire?",high_school_world_history,"['Civil wars between rivals for the throne'
 'Incursions of barbarian peoples into the empire'
 'The persistence of the senate as a body of government in the empire'
 'Demographic weakness on account of diseases and epidemics']",2,0.0247940101972707,,0.0043210233199334,0.0409282597196569,0.9298801421533436,,,,,,,,,,1.552804793462947e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Oh, shame on you, poor Winter King!
What's this that you have done?
Is 't not a very naughty thing
To snatch the kaiser's crown?
Now you will have to stay away
Alike from Rhine and Prague,
And more than that-shame and dismay
Your days and nights will plague.
Right well you knew, and all the world,
Right well they know this thing,
That Ferdinand alone can be
Bohemia's lawful king.
So come, dear Fritz, rouse up and go
To Ferdinand, your king,
And beg him graciously to show
Full pardon for your sin.
""Poor Winter King,"" seventeenth-century song
The narrator of the song would most likely identify as which of the following?",high_school_world_history,['Roman Catholic' 'Eastern Orthodox' 'Protestant' 'Muslim'],0,,,,0.0001145508761058,,,,,0.0005464916656615,,0.0004530575036763,,,,,,,,,0.9927233775880868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001565724836561,,,,,,,,,,,,0.000242504206619,0.0001470862364237,,,,,,,,,,,,,,,,,,,,,,,,
