question,subject,choices,answer,c,d,a,output,b,?,sol,'},solution,the,e,.,none,f,}',all,ac,',r,ad,db,w,wood,Ð°,ab,Unnamed: 29,1,n,input,what,cho,choose,**,p,not,square,an,man,ex,s,states,da,t,g,which,support,bd,m
"This question refers to the following information.
""I know that whenever the subject has occurred in conversation where I have been present, it has appeared to be the opinion of every one that we could not be taxed by a Parliament wherein we were not represented. But the payment of duties laid by an act of Parliament as regulations of commerce was never disputed. . . . An external tax is a duty laid on commodities imported; that duty is added to the first cost and other charges on the commodity, and, when it is offered for sale, makes a part of the price. If the people do not like it at that price, they refuse it; they are not obliged to pay it. But an internal tax is forced from the people without their consent if not laid by their own representatives. The Stamp Act says we shall have no commerce, make no exchange of property with each other, neither purchase nor grant, nor recover debts; we shall neither marry nor make our wills, unless we pay such and such sums; and thus it is intended to extort our money from us or ruin us by the consequence of refusing to pay it.""
âBenjamin Franklin, Examination before Parliament, 1766
President Jackson's policy was later altered by the",high_school_us_history,"['Homestead Act of 1862.' 'Immigration Act of 1921.'
 'Supreme Court decision in Plessy v. Ferguson.' 'Dawes Act of 1887.']",3,0.0493008937005675,0.7713987960191673,0.1721722002158236,0.000122204668436,0.0058881534767058,,,,,,,,0.000122204668436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The only force which is strong enough to break down social convention is economic necessity. . . . The economic necessity which has forced women out of the home and into the world of business has completely annihilated the old idea that a woman should eat only in the privacy of her household or in the homes of her friends, has created the absolutely new social phenomenon of women eating in public, unescorted by men, by the tens of thousands, and has given rise to a wholly new phase of the restaurant business.""
âThe New York Times, October 15, 1905
Which of the following groups would have most likely supported the scenario described in this passage?",high_school_us_history,"['Ku Klux Klan.' 'American Temperance Union.'
 'National Woman Suffrage Association.'
 'Southern Christian Leadership Conference.']",2,0.9933741588620206,0.00102633940532,0.0011629949094599,0.0007053920696771,0.0024620602426472,8.424706867335175e-05,0.0001225787616264,,,,,,,,,,,,,,,,,,,,,,5.790210706876143e-05,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Perhaps, however, I am more conscious of the importance of civil liberties in this particular moment of our history than anyone else, because I travel through the country and meet people and see things that have happened to little people, I realize what it means to democracy to preserve our civil liberties.
All through the years we have had to fight for civil liberty, and we know that there are times when the light grows rather dim, and every time that happens democracy is in danger. Now, largely because of the troubled state of the world as a whole, civil liberties have disappeared in many other countries.
It is impossible, of course, to be at war and keep freedom of the press and freedom of speech and freedom of assembly. They disappear automatically. And so in many countries where ordinarily they were safe, today they have gone. In other countries, even before war came, not only freedom of the press and freedom of assembly, and freedom of speech disappeared, but freedom of religion disappeared.
And so we know here in this country, we have a grave responsibility. We are at peace. We have no reason for the fears which govern so many other peoples throughout the world; therefore, we have to guard the freedoms of democracy.
âEleanor Roosevelt, Address to the American Civil Liberties Union, Chicago, Illinois, March 14, 1940
In her speech, Eleanor Roosevelt alluded to the earlier threat to civil liberties created by which of the following?",high_school_us_history,['World War I' 'The New Deal' 'The Cold War' 'The Great Depression'],0,0.0003790510879451,0.0013230182953275,0.9972257810907192,,0.0009092962900229,,2.1384588859602197e-05,,,6.94255953671373e-06,2.423191378572831e-05,,,,,,,,,,,,,7.866950599351505e-06,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
At a meeting of working girls held at Hull House during a strike in a large shoe factory, the discussions made it clear that the strikers who had been most easily frightened, and therefore the first to capitulate, were naturally those girls who were paying board and were afraid of being put out if they fell too far behind. After a recital of a case of peculiar hardship one of them exclaimed: ""Wouldn't it be fine if we had a boarding club of our own, and then we could stand behind each other in a time like this?"" After that events moved quickly. We â¦ discussed all the difficulties and fascinations of such an undertaking, and on the first of May, 1891, two comfortable apartments near Hull House were rented and furnished. The Settlement was responsible for the furniture and paid the first month's rent, but beyond that the members managed the club themselves.â¦ At the end of the third year the club occupied all of the six apartments which the original building contained, and numbered fifty members.
âJane Addams, Twenty Years at Hull House, 1912
Which of the following best reflects the perspective of Jane Addams in the passage above?",high_school_us_history,"['Poor people need the leadership of reformers like herself.'
 'Poor people need support in helping themselves.'
 ""Poor people don't need outside help."" ""Poor people don't deserve help.""]",1,0.0001233319160683,6.601481757675441e-05,0.0001397533699066,1.6691159793230656e-05,0.99940970314624,,1.6691159793230656e-05,,,,1.147165517647437e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
The theme of Beveridge's speech can most directly be compared to which of the following?",high_school_us_history,"['The Monroe Doctrine' 'Containment' 'Manifest Destiny'
 ""The ideology of states' rights""]",2,0.9980046790171084,0.0002300924394932,0.0010312027712443,,0.000551963068429,,4.8905722638297936e-05,,,1.4709317536638372e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1401930730701782e-05,,,,,,,,,,
"This question refers to the following information.
Here is the case of a woman employed in the manufacturing department of a Broadway house. It stands for a hundred like her own. She averages three dollars a week. Pay is $1.50 for her room; for breakfast she has a cup of coffee; lunch she cannot afford. One meal a day is her allowance. This woman is young, she is pretty. She has ""the world before her."" Is it anything less than a miracle if she is guilty of nothing less than the ""early and improvident marriage,"" against which moralists exclaim as one of the prolific causes of the distresses of the poor? Almost any door might seem to offer a welcome escape from such slavery as this. ""I feel so much healthier since I got three square meals a day,"" said a lodger in one of the Girls' Homes. Two young sewing-girls came in seeking domestic service, so that they might get enough to eat. They had been only half-fed for some time, and starvation had driven them to the one door at which the pride of the American-born girl will not permit her to knock, though poverty be the price of her independence.
âJacob Riis, How the Other Half Lives, 1890
The situation faced by the young women in the passage above is most directly comparable to which of the following?",high_school_us_history,"['American revolutionaries in the 1770s' 'Slaves in the antebellum South'
 'Populist farmers in the 1890s' 'Detroit autoworkers in the 1930s']",3,0.4679527787588919,0.4679200594948667,0.0299704873031938,,0.0338868840849875,,,,,,9.518126059548848e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We found that not only was it a civil war, an effort by a people who had for years been seeking their liberation from any colonial influence whatsoever, but also we found that the Vietnamese whom we had enthusiastically molded after our own image were hard put to take up the fight against the threat we were supposedly saving them from.
""We found most people didn't even know the difference between communism and democracy. They only wanted to work in rice paddies without helicopters strafing them and bombs with napalm burning their villages and tearing their country apart. They wanted everything to do with the war, particularly with this foreign presence of the United States of America, to leave them alone in peace, and they practiced the art of survival by siding with whichever military force was present at a particular time, be it Viet Cong, North Vietnamese or American.""
John Kerry, 1971
Which of the following pairs of words best characterizes the differences between the approaches of Presidents Lyndon Johnson (1963â1969) and Richard Nixon (1969â1974) to the Vietnam conflict?",high_school_us_history,"['Aggression vs. pacifism' 'Competency vs. failure'
 'Insurgence vs. retreat' 'Appeasement vs. provocation']",2,0.2696048868870336,0.392270197248703,0.2379060445571368,0.0002457836211033,0.0991561897220175,,,,,,0.0002785093300424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""With 78 percent of the Union electorate casting ballots, Lincoln was reelected in an Electoral College landslide, 212 to McClellan's 21. The 55% popular vote for the president was the third largest in the nineteenth century, surpassed only by Jackson's first victory in 1828 and Grant's reelection in 1872. McClellan won only New Jersey, Delaware, and Kentucky. Republicans drew support from native-born farmers, skilled and professional workers, those of New England descent, younger voters, and military personnel. Democrats were strongest in the cities and among Irish- and German-Americans (the most populous immigrant groups). It has been estimated that Lincoln received 78% of the vote of Union soldiers and sailors. The figure was not necessary for his reelection, but was perhaps the margin of victory in a few close states and, more importantly, of great symbolic value. Republicans also gained seats in Congress to retain unassailable control, 149 to 42 in the House and 42 to 10 in the Senate; took back several state legislatures; and lost only the governorship of New Jersey (McClellan's home state).""
Election of 1864, Harpweek.com
Which of the following conclusions is best supported by the excerpt above?",high_school_us_history,"['Lincoln received more votes in the heavily populated states of the North, while McClellan won more sparsely populated states.'
 'Lincoln won the Election of 1864 due to Union successes during the Civil War.'
 'The Emancipation Proclamation mobilized black voters in the South to vote for Lincoln in the Election of 1864.'
 'Republicans managed to gain control of Congress through the efforts of Lincoln to campaign on their behalf.']",0,0.0007685405971103,0.0018436330508186,0.9551131746401011,,0.0419609048318485,4.913118005135414e-05,,2.9799567049008e-05,,,4.335811421564609e-05,,4.913118005135414e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I am in Birmingham because injustice is here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
âMartin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
On which of these documents is Susan B. Anthony basing her appeal for women's equality?",high_school_us_history,"['Articles of Confederation.'
 'Proclamation of Amnesty and Reconstruction.' 'Compromise of 1850.'
 'Declaration of Independence.']",3,0.0004267593791874,0.9907977972905764,0.003668435468062,0.0011600522655697,0.0031533489935608,,,,,5.0969163696004864e-05,5.0969163696004864e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The petition of several poor negroes and mulattoes, who are inhabitants of the town of Dartmouth, humbly showeth,â
""That we being chiefly of the African extract, and by reason of long bondage and hard slavery, we have been deprived of enjoying the profits of our labor or the advantage of inheriting estates from our parents, as our neighbors the white people do, having some of us not long enjoyed our own freedom; yet of late, contrary to the invariable custom and practice of the country, we have been, and now are, taxed both in our polls and that small pittance of estate which, through much hard labor and industry, we have got together to sustain ourselves and families withall. We apprehend it, therefore, to be hard usage, and will doubtless (if continued) reduce us to a state of beggary, whereby we shall become a burthen to others, if not timely prevented by the interposition of your justice and your power.
""Your petitioners further show, that we apprehend ourselves to be aggrieved, in that, while we are not allowed the privilege of freemen of the State, having no vote or influence in the election of those that tax us, yet many of our colour (as is well known) have cheerfully entered the field of battle in the defence of the common cause, and that (as we conceive) against a similar exertion of power (in regard to taxation), too well known to need a recital in this place.""
âPaul Cuffe's Petition, Massachusetts, 1780
The petition by Paul Cuffe, above, best illustrates which of the following developments?",high_school_us_history,"['The rhetoric of the American Revolution raised awareness of social inequalities and inspired groups and individuals to call for greater political democracy.'
 'Slave rebellions, such as the Stono Rebellion, inspired enslaved Americans throughout North America to engage in similar behavior.'
 'African Americans who had fought alongside the British during the American Revolution felt doubly vulnerableâas African Americans and as traitors to the patriot causeâafter the British defeat.'
 'African Americans received worse treatment under the state government of Massachusetts than they had under British law during the colonial period.']",0,0.1795155905951233,0.1088595601257748,0.7099979337641126,4.689042113542759e-05,0.0007334899464712,,6.8225160179879e-05,,,,8.760283972855703e-05,,,,,,,,,0.0001636636511824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Your sentiments, that our affairs are drawing rapidly to a crisis, accord with my own. What the event will be is also beyond the reach of my foresight. We have errors to correct. We have probably had too good an opinion of human nature in forming our confederation. Experience has taught us that men will not adopt and carry into execution measures the best calculated for their own good without the intervention of a coercive power. I do not conceive that we can exist long as a nation without having lodged somewhere a power which will pervade the whole Union in as energetic a manner as the authority of the state governments extends over the several states. . . .
""What astonishing changes a few years are capable of producing. I am told that even respectable characters speak of a monarchical form of government without horror. . . . What a triumph for our enemies to verify their predictions! What a triumph for the advocates of despotism to find that we are incapable of governing ourselves, and that systems founded on the basis of equal liberty are merely ideal and fallacious. . . .""
âGeorge Washington, letter to John Jay, August 1, 1786
Based on the context of the letter, which of the following most closely describes the meaning of Washington's phrase, ""We have probably had too good an opinion of human nature""?",high_school_us_history,"['Contemporary Deist spiritual beliefs were misguided in that they abandoned the Calvinist notions of ""original sin.""'
 'The United States had overestimated the good will and honor of Great Britain in terms of following the stipulations of the Treaty of Paris (1783).'
 'The U.S. Army misread the willingness of American Indians in the Ohio Valley and Great Lakes regions to live side-by-side with white settlers.'
 'The framers of the Articles of Confederation made a mistake in allowing for too great a degree of democracy in the new republic.']",3,0.000230237091455,0.9986261363089146,0.0004301395153618,3.5308001526558605e-05,0.0004874119264351,,,,,,0.0001087563012037,3.7214359817283992e-06,,1.6678318965274974e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Tonight, the daughter of a woman whose highest goal was a future for her children talks to our nation's oldest political party about a future for us all. Tonight, the daughter of working Americans tells all Americans that the future is within our reach, if we're willing to reach for it. Tonight, the daughter of an immigrant from Italy has been chosen to run for (vice) president in the new land my father came to love.â¦ Americans want to live by the same set of rules. But under this administration, the rules are rigged against too many of our people. It isn't right that every year the share of taxes paid by individual citizens is going up, while the share paid by large corporations is getting smaller and smaller.â¦ It isn't right that young couples question whether to bring children into a world of 50,000 nuclear warheads. That isn't the vision for which Americans have struggled for more than two centuries.â¦ Tonight, we reclaim our dream. We're going to make the rules of American life work for all Americans again.â¦ The issue is not what America can do for women, but what women can do for America.
âGeraldine Ferraro, Vice Presidential Nomination Acceptance Address, July 19, 1984
Geraldine Ferraro can be most directly compared to which of the following women?",high_school_us_history,"['Abigail Adams' ""Sandra Day O'Connor"" 'Jane Addams' 'Rosa Parks']",1,0.0105040536563354,0.1643110446378163,0.736523261356842,,0.0879493644742851,4.292766647080578e-05,,,,3.343210026289163e-05,7.077575681193819e-05,,6.245938616461602e-05,,,,,,,3.343210026289163e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Clearly, no longer can a dictator count on EastâWest confrontation to stymie concerted United Nations action against aggression. A new partnership of nations has begun. And we stand today at a unique and extraordinary moment. The crisis in the Persian Gulf, as grave as it is, also offers a rare opportunity to move toward an historic period of cooperation. Out of these troubled times, our fifth objectiveâa new world orderâcan emerge; a new era, freer from the threat of terror, stronger in the pursuit of justice, and more secure in the quest for peace. An era in which the nations of the world, east and west, north and south, can prosper and live in harmony.
âPresident George Herbert Walker Bush, Speech to a Joint Session of Congress, September 11, 1990
President Bush was responding to which of the following?",high_school_us_history,"[""Iraqi dictator Saddam Hussein's conquest of Kuwait""
 'The fall of the Berlin Wall' 'Terror attacks by Al-Qaeda'
 'The break-up of Yugoslavia and the start of the Bosnian War']",0,0.0001088436669088,1.299952221596268e-05,0.9994238361218574,,0.0003352620967107,,4.260110505389186e-05,,,3.724425471763916e-06,3.724425471763916e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5597576963993484e-06,,,,,,,,,
"This question refers to the following information.
""Lincoln was strongly anti-slavery, but he was not an abolitionist or a Radical Republican and never claimed to be one. He made a sharp distinction between his frequently reiterated personal wish that 'all men everywhere could be free' and his official duties as a legislator, congressman, and president in a legal and constitutional system that recognized the South's right to property in slaves. Even after issuing the Emancipation Proclamation he continued to declare his preference for gradual abolition. While his racial views changed during the Civil War, he never became a principled egalitarian in the manner of abolitionists such as Frederick Douglass or Wendell Phillips or Radical Republicans like Charles Sumner.""
âEric Foner, The Fiery Trial, 2010
Which of these statements best describes the Emancipation Proclamation?",high_school_us_history,"['It guaranteed the freedom of all slaves living within the boundaries of the United States at the conclusion of the Civil War.'
 'It freed only the slaves in states and portions of states in rebellion against the United States at the time it was issued.'
 'It declared that the freedom of the slaves was conditional upon the agreement of individual southern states to sign a peace treaty with the U.S. government.'
 'It prohibited the use of slaves in combat in both the Union and Confederate Armies.']",1,0.000379298247785,0.0005518756941069,0.0002953977723926,0.0001791678057669,0.9978658868589624,,5.133243579514176e-05,,,1.888414779428569e-05,0.0001791678057669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Let us not, I beseech you sir, deceive ourselves. Sir, we have done everything that could be done, to avert the storm which is now coming on. We have petitioned; we have remonstrated; we have supplicated; we have prostrated ourselves before the throne, and have implored its interposition to arrest the tyrannical hands of the ministry and Parliament. Our petitions have been slighted; our remonstrances have produced additional violence and insult; our supplications have been disregarded; and we have been spurned, with contempt, from the foot of the throne. In vain, after these things, may we indulge the fond hope of peace and reconciliation. There is no longer any room for hope.â¦ It is in vain, sir, to extenuate the matter. Gentlemen may cry, Peace, Peace, but there is no peace. The war is actually begun! The next gale that sweeps from the north will bring to our ears the clash of resounding arms! Our brethren are already in the field! Why stand we here idle? What is it that gentlemen wish? What would they have? Is life so dear, or peace so sweet, as to be purchased at the price of chains and slavery? Forbid it, Almighty God! I know not what course others may take; but as for me, give me liberty or give me death!
âPatrick Henry, March 23, 1775
In this passage, Henry expresses an abiding American concern about which of the following?",high_school_us_history,"['No entangling alliances with foreign countries'
 'The dangers of standing armies' 'Self-government'
 'The separation of church and state']",2,0.722943831624482,0.0013954747654948,0.0091221942923521,,0.2659304187885284,,0.0002747854048066,,,1.756644322010681e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.756644322010681e-05,,,,,,,,
"This question refers to the following information.
""We are men; we have souls, we have passions, we have feelings, we have hopes, we have desires, like any other race in the world. The cry is raised all over the world today of Canada for the Canadians, of America for the Americans, of England for the English, of France for the French, of Germany for the Germansâdo you think it is unreasonable that we, the Blacks of the world, should raise the cry of Africa for the Africans?""
âMarcus Garvey, 1920
The passage above presents a position in which of the following ongoing debates in American history?",high_school_us_history,"['The debate between interventionism and isolationism in foreign policy.'
 'The debate between separatism and integration when it came to the place of African Americans in American society.'
 'The debate between exclusion and inclusion when it came to immigration policy.'
 'The debate between laissez-faire policies and government intervention in economic affairs.']",1,0.0031714013476834,0.0002948233548299,0.0005540774698028,,0.9959354146928594,,,,,,1.4678390523362884e-05,,,3.2751916281991558e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""When we were kids the United States was the wealthiest and strongest country in the world; the only one with the atom bomb, the least scarred by modern war, an initiator of the United Nations that we thought would distribute Western influence throughout the world. Freedom and equality for each individual, government of, by, and for the peopleâthese American values we found good, principles by which we could live as men. Many of us began maturing in complacency.
""As we grew, however, our comfort was penetrated by events too troubling to dismiss. First, the permeating and victimizing fact of human degradation, symbolized by the Southern struggle against racial bigotry, compelled most of us from silence to activism. Second, the enclosing fact of the Cold War, symbolized by the presence of the Bomb, brought awareness that we ourselves, and our friends, and millions of abstract 'others' we knew more directly because of our common peril, might die at any time. . . .""
âPort Huron Statement, 1962
The primary intended audience for the Port Huron Statement was",high_school_us_history,"['African Americans in the South.' 'government officials.'
 'middle-class college students.' 'factory workers.']",2,0.9952024288042908,0.0004857031839544,0.0003338187501836,3.518423741356875e-05,0.0035888880736684,,3.986896419752138e-05,,,,3.986896419752138e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
The sentiments above are most consistent with which of the following ideologies?",high_school_us_history,"[""States' Rights"" 'Nullification' 'Neutrality' 'Civil disobedience']",0,0.0003781989278333,0.0001786486089772,0.994964089115152,,0.0040660216600957,,,,,8.894390508973568e-06,2.417746009576145e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002567860060892,,,,,,,
"This question refers to the following information.
""Is there no danger to our liberty and independence in a bank that in its nature has so little to bind it to our country? The president of the bank has told us that most of the State banks exist by its forbearance. Should its influence become concentrated, as it may under the operation of such an act as this, in the hands of a self-elected directory whose interests are identified with those of the foreign stockholders, will there not be cause to tremble for the purity of our elections in peace and for the independence of our country in war? Their power would be great whenever they might choose to exert it; but if this monopoly were regularly renewed every fifteen or twenty years on terms proposed by themselves, they might seldom in peace put forth their strength to influence elections or control the affairs of the nation. But if any private citizen or public functionary should interpose to curtail its powers or prevent a renewal of its privileges, it cannot be doubted that he would be made to feel its influence.""
President Andrew Jackson, Veto of the Bank of the United States, 1832
The election of 1824 marked a turning point in presidential politics because, for the first time,",high_school_us_history,"['the presidency was won by someone who was not a member of the Federalist Party'
 'a presidential and vice-presidential candidate ran together on one ticket'
 'all the candidates campaigned widely throughout the states'
 'the system of choosing nominees by congressional caucus failed']",3,0.0014969317172742,0.9956713746972472,0.000229561804408,0.0009292875560024,0.0010288251203647,,3.106781181987771e-05,,,3.989186001759482e-05,3.106781181987771e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Americans have more freedom and broader rights than citizens of almost any other nation in the world, including the capacity to criticize their government and their elected officials. But we do not have the right to resort to violenceâor the threat of violenceâwhen we don't get our way. Our founders constructed a system of government so that reason could prevail over fear. Oklahoma City proved once again that without the law there is no freedom. Criticism is part of the lifeblood of democracy. No one is right all the time. But we should remember that there is a big difference between criticizing a policy or a politician and demonizing the government that guarantees our freedoms and the public servants who enforce our laws.""
President Bill Clinton, ""What We Learned in Oklahoma City,"" 2010
(Written on the 15th anniversary of the Oklahoma City bombing)
""If there would not have been a Waco, I would have put down roots somewhere and not been so unsettled with the fact that my governmentâ¦was a threat to me. Everything that Waco implies was on the forefront of my thoughts. That sort of guided my path for the next couple of years.""
Timothy McVeigh, Oklahoma City bomber, 2001
U.S. Representative John Conyers, Events Surrounding the Branch Davidian Cult Standoff in Waco, Texas: Hearing Before the Committee on the Judiciary, House of Representatives, 1993
The above excerpts most closely support which of the following inferences?",high_school_us_history,"['In the 1990s, anti-government sentiment, in response to excessive uses of federal power to resolve domestic conflicts, inspired militia groups and lone vigilantes, such as Timothy McVeigh.'
 'In 1993 Attorney General Janet Reno launched an offensive against the Branch Davidian cult led by Timothy McVeigh, later drawing criticism from Congress for her heavy-handed approach.'
 'Fearing a rise in anti-government sentiment after the Oklahoma City bombing, Attorney General Janet Reno sent troops to quell the Branch Davidian Cult Standoff, and later faced congressional criticism.'
 'Attorney General Janet Reno resigned from office in part due to Congressional pressure put on President Clinton by Representative John Conyers.']",0,0.0002954814530837,8.465685369171608e-05,0.9982480275163872,,0.0011686512598898,8.922766732954078e-06,,,,,1.4711155306116878e-05,6.949057718788117e-06,,,,,,,,,,,,1.1457059272288878e-05,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I am in Birmingham because injustice is here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
âMartin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
The language of this passage by Susan B. Anthony demonstrates which of the following continuities in U.S. history?",high_school_us_history,"['Debates over free speech.' 'Debates over voting rights.'
 ""Debates over federal power and states' rights.""
 'Debates over the procedures of amending the Constitution.']",1,0.0084124638102263,0.0138698080229151,0.004502867396426,0.0001058972910524,0.972413065151108,7.278207279336081e-05,,,,,0.0002241845669172,,,4.414455862661004e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The petition of several poor negroes and mulattoes, who are inhabitants of the town of Dartmouth, humbly showeth,â
""That we being chiefly of the African extract, and by reason of long bondage and hard slavery, we have been deprived of enjoying the profits of our labor or the advantage of inheriting estates from our parents, as our neighbors the white people do, having some of us not long enjoyed our own freedom; yet of late, contrary to the invariable custom and practice of the country, we have been, and now are, taxed both in our polls and that small pittance of estate which, through much hard labor and industry, we have got together to sustain ourselves and families withall. We apprehend it, therefore, to be hard usage, and will doubtless (if continued) reduce us to a state of beggary, whereby we shall become a burthen to others, if not timely prevented by the interposition of your justice and your power.
""Your petitioners further show, that we apprehend ourselves to be aggrieved, in that, while we are not allowed the privilege of freemen of the State, having no vote or influence in the election of those that tax us, yet many of our colour (as is well known) have cheerfully entered the field of battle in the defence of the common cause, and that (as we conceive) against a similar exertion of power (in regard to taxation), too well known to need a recital in this place.""
âPaul Cuffe's Petition, Massachusetts, 1780
The main purpose of the petition by Paul Cuffe, excerpted above, was to demand",high_school_us_history,"['that the petitioners be released from slavery because slavery was incompatible with the Massachusetts constitution.'
 'that the Massachusetts legislature extend reparations to the petitioners as compensation for their time in slavery.'
 'that the petitioners receive land that had been expropriated from loyalists in order to reward them for their service to the Continental Army during the American Revolution.'
 'that the Massachusetts legislature either grant the petitioners the right to vote or that it excuse them from paying taxes.']",3,0.0005514931995841,0.9971632650932588,0.0006249236659856,5.129685826247311e-05,0.0008024178706152,,3.5255780719457874e-05,,,,0.0002951930378279,,,4.5269318528953535e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""One-half of the people of this nation to-day are utterly powerless to blot from the statute books an unjust law, or to write there a new and a just one. The women, dissatisfied as they are with this form of government, that enforces taxation without representation,âthat compels them to obey laws to which they have never given their consent,âthat imprisons and hangs them without a trial by a jury of their peers, that robs them, in marriage, of the custody of their own persons, wages and children,âare this half of the people left wholly at the mercy of the other half, in direct violation of the spirit and letter of the declarations of the framers of this government, every one of which was based on the immutable principle of equal rights to all.""
âSusan B. Anthony, ""I Stand Before You Under Indictment"" (speech), 1873
Which of the following statements best represents the criticism of Andrew Carnegie found in this cartoon?",high_school_us_history,"['Carnegie was able to give away a great deal of money only because he violated his workersâ rights.'
 'Carnegie did not give enough of his considerable fortune to charity.'
 'Carnegie was dividing his attention and was therefore not as successful in either of his main endeavors.'
 ""Carnegie's ruthless business practices were causing him to lose touch with his working-class origins.""]",0,0.0006207420645556,0.0027819729262182,0.9905460880589778,,0.0058894367310201,,1.0033361001092726e-05,,,6.895821446290486e-06,2.727350288764001e-05,,6.895821446290486e-06,,,,,,,,,,,,6.895821446290486e-06,,,,,,,,,,,,,,,,,,,,,,,
