question,subject,choices,answer,a,d,b,c,e,ad,the,none,cd,ab,output,f,3,?,sol,Unnamed: 19,.,'},Ð°,p,s,solution,den,4,n,1,g,}',u,z,he,',ex,bd,ac,what,unknown,peter,all,european,l,input
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyâ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃ³n de BolÃ­var, Message to the Congress of Angostura, 1819
SimÃ³n de BolÃ­var, the author of the passage, accomplished which of the following?",high_school_world_history,"['The first union of independent Latin American states'
 'The first military victory of the War of 1812'
 'The first military victory of the Spanish-American War'
 'The first political coup by someone of mixed-race descent']",0,0.9915621506788062,0.0066808623502695,0.0009041563984385,0.0004270932410691,3.093854536666456e-05,,1.656020998926046e-05,,,,7.82248930529428e-06,,,,0.0002286066473335,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]â¦.The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a yearâ¦.
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubinesâ¦.And they oblige the Indians to accept corn or meat or chicha [corn beer]â¦at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing himâ¦.Even the protector of the Indians is useless;â¦he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
Which of the following changes to the Spanish policies towards Native Americans occurred on account of the practices described in the passage?",high_school_world_history,"['The replacement of native laborers in the mines with an almost exclusively African slave workforce'
 'The foundation of viceroyalties to allow for more effective royal administration of native relations'
 'The promulgation of royal decrees insisting on more humane treatment of the natives'
 'The enfranchisement of all natives by local Spanish elites in the colonies']",2,0.7301709716238691,0.0002775092595381,0.0320757168608337,0.2371999721832568,2.5812382027171365e-05,,,,,1.3816372477341654e-05,,,,,3.314375458814188e-05,,,,,,,,,,,,,,,,,,,,2.010270333569932e-05,,,,,,,
"This question refers to the following information.
That day the Reverend Xuanzang was chosen from among all the monks. He had been a monk from infancy, and ever since birth he had eaten vegetarian food and observed the prohibitions. His maternal grandfather was an imperial commander, Yin Kaishan. His father Chen Guangrui had come top in the Palace Examination and had been appointed a grand secretary in the Imperial Library. Xuanzang, however, had no interest in honour and glory, and his only joy was to cultivate Nirvana. His virtue was great; of the thousand sutras and ten thousand holy books there was not a single one that he did not know.
â¦
He looked to the West and prayed, ""I am the believer Chen Xuanzang sent on imperial orders to fetch the scriptures. If I am fated to have a disciple, may I be able to unseal the golden words and release the divine Monkey King to come with me to the Vulture Peak. If I am not fated to have a disciple, and this monkey is an evil monster who has deceived me and will do me no good, then may I be unable to remove the seal."" When he had prayed he bowed again.
From Wu Chengen, Journey to the West, ca. 1590s
In which of the following ways does the excerpt above most complicate historians' understanding of the career of the Chinese monk and traveler Xuanzang?",high_school_world_history,"[""It highly fictionalizes the story of Xuanzang's accomplishments.""
 'It was written long after the time period in which Xuanzang lived.'
 'It casts doubt on the actual existence of Xuanzang.'
 'It is widely considered by scholars to be a forgery.']",0,0.9987423903114124,5.821866055846152e-05,0.0009106930759065,0.0002302592692143,1.2990339054036594e-05,,1.3691716630911591e-06,,,,,1.992133014936161e-06,,,2.1417448311996716e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
As for their men there is no sexual jealousy in them. And none of them derives his genealogy from his father but, on the contrary, from his maternal uncle. A man does not pass on inheritance except to the sons of his sister to the exclusion of his own sons. . . . They are Muslims keeping to the prayers, studying fiqh (Islamic jurisprudence) and learning the Qur'an by heart. With regard to their women, they are not modest in the presence of men; they do not veil themselves in spite of their perseverance in the prayers. He who wishes to marry among them can marry, but the women do not travel with the husband, and if one of them wanted to do that, she would be prevented by her family. The women there have friends and companions amongst men outside the prohibited degrees of marriage [i.e., other than brothers, fathers, etc.]. Likewise for the men, there are companions from amongst women outside the prohibited degrees. One of them would enter his house to find his wife with her companion and would not disapprove of that conduct.
âAdapted from an account by Ibn Battuta of his travels in Mali during the 1300s
The most likely source of Islam in Mali came from",high_school_world_history,"['wandering Berber mystics.' 'conquering Mughal armies.'
 'contact with Muslim trade caravans.'
 'pilgrims to Islamic shrines in Ethiopia.']",2,0.3059805320323604,0.1855690392592663,0.003396403878986,0.5043227591405373,0.0001025624612851,,,,,,,,,0.0001690969114962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyâ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃ³n de BolÃ­var, Message to the Congress of Angostura, 1819
The author of this text expresses a belief in which of the following as requirements for a properly functioning legal system?",high_school_world_history,"['Truth and religion' 'Freedom and democracy' 'Intelligence and order'
 'Morality and justice']",3,7.476315181358997e-05,0.9988400205613632,0.0004302324386438,0.0002956940014701,0.0001396759561406,,1.0118092326354072e-05,,,,1.2991887715431828e-05,2.7503826509399184e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Purusa-Sukta""
Purusa is the lord of the immortals, who grow by means of [ritual] food. When the gods performed a sacrifice with the offering Purusa, spring was its clarified butter, summer the kindling, autumn the oblation.
It was Purusa, born in the beginning, which they sprinkled on the sacred grass as a sacrifice. It made the beasts of the air, the forest and the village. From that sacrifice completely offered, the mantras [Rig Veda] and the songs [Samaveda] were born. The sacrificial formulae [Yajurveda] were born from it. From it the horses were born and all that have cutting teeth in both jaws. The cows were born from it, also. From it were born goats and sheep.
When they divided Purusa, how many ways did they apportion him? What was his mouth? What were his arms? What were his thighs, his feet declared to be? His mouth was the Brahman, his arms were the Rajanaya [Ksatriya], his thighs the Vaisya; from his feet the Sudra was born. Thus, they fashioned the worlds. The gods sacrificed with the sacrifice to the sacrifice. These were the first rites.
âHymns excerpted and adapted from the Rig Veda, oldest surviving literary work, India, 1500â1000 BCE
Which of the following would best contradict the argument that the caste system imposed rigid economic and social roles on Indian society in the period 600 BCE to 600 CE?",high_school_world_history,"['For there is nothing better for a Kshatriya than a righteous battle.'
 'The four divisions of human society are created by me [Krishna].'
 'The person traditionally credited with composing the Mahabarata was born to a fisherwoman.'
 'The Hindu God Shiva is considered to be simultaneously the creator, the preserver, and the destroyer.']",2,0.243954883755033,0.0226972078517842,0.1478949890862547,0.5847659435495318,0.0004705146043213,,,,,,,3.0079006663568136e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The question as to who, and what, is responsible for African underdevelopment can be answered at two levels. Firstly, the answer is that the operation of the imperialist system bears major responsibility for African economic retardation by draining African wealth and by making it impossible to develop more rapidly the resources of the continent. Secondly, one has to deal with those who manipulate the system and those who are either agents or unwitting accomplices of the said system. The capitalists of Western Europe were the ones who actively extended their exploitation from inside Europe to cover the whole of Africa.""
Walter Rodney, historian, How Europe Underdeveloped Africa, 1974
Rodney's argument in the passage is most likely a response to which of the following developments of the period 1450 to 1750 C.E.?",high_school_world_history,"['The colonization of the interior of Africa by European powers'
 'The expansion of the African diaspora to the New World'
 'The spread of Christianity into Sub-Saharan Africa'
 'The importation of New World products into Africa']",1,0.997250154640148,0.0005515413256422,0.0019250683817045,0.0001394515523406,2.138558818567624e-05,6.127073598872852e-06,1.8872715333809e-05,,,,,3.2795861671736733e-06,,,8.914839483093845e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following poem refers to an incident in Sharpeville, South Africa, in 1960. To protest the requirement that they carry papers documenting their identity and residence, black South Africans gathered in front of police stations without their papers. Though other protests ended peacefully, in Sharpeville, police fired into the crowd.
What is important
about Sharpeville
is not that seventy died:
nor even that they were shot in the back
retreating, unarmed, defenceless
and certainty not
the heavy caliber slug
that tore through a mother's back
and ripped through the child in her arms
killing it
Remember Sharpeville
bullet-in-the-back day
Because it epitomized oppression
and the nature of society
More clearly than anything else;
it was the classic event
Nowhere is racial dominance
more clearly defined
nowhere the will to oppress
more clearly demonstrated
What the world whispers
apartheid declares with snarling guns
the blood the rich lust after
South Africa spills dust
Remember Sharpeville
Remember bullet-in-the-back day
And remember the unquenchable will for freedom
Remember the dead
and be glad
âDennis Brutus, 1973
What does the poet mean by ""what the world whispers""?",high_school_world_history,"['The world is too afraid of South Africa to oppose apartheid.'
 'The world engages in subtler forms of discrimination.'
 'The world condemns South Africaâs discrimination.'
 'The world economy promotes South Africaâs discrimination.']",1,0.0328574754867247,0.0018522013924883,0.9594947314418631,0.005705181936732,1.4141738887257042e-05,,,,,,,,,9.719465520673138e-06,,,7.56952735853576e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Bonesteel's prime consideration was to establish a surrender zone as far north as he thought the Soviets would accept. He knew that the Russian troops could reach the southern tip of Korea before American troops could arrive. He also knew that the Russians were on the verge of moving into Korea, or were already there. The nearest American troops to Korea were on Okinawa, 600 miles away. His problem, therefore, was to compose a surrender arrangement which, while acceptable to the Russians, would at the same time prevent them from seizing all of Korea. If they refused to confine their advance to north Korea, the United States would be unable to stop them. . . . He decided to use the 38th parallel as a hypothetical line dividing the zones within which Japanese forces in Korea would surrender to appointed American and Russian authorities.
âAdapted from U.S. Army Lt. Paul C. McGrath's account of Colonel Bonesteel's decision in the 1940s
What was the world history event occurring in the stated time frame that caused the Soviet Union to enter Korea?",high_school_world_history,['The Crimean War' 'World War I' 'World War II' 'The Seven Yearsâ War'],2,0.0006148125259675,0.0040090812747473,0.0139930685932066,0.9810061164518848,1.6384191035525704e-05,,2.3838857292154395e-05,2.3838857292154395e-05,,,2.3838857292154395e-05,,,,4.453684876587111e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
He contains all works and desires and all perfumes and all tastes. He enfolds the whole universe and in silence is loving to all. This is the Spirit that is in my heart, this is Brahman. To him I shall come when I go beyond this life, and to him will come he who has faith and doubts not.
âThe Upanishads, India, c. 1000 BCE
Based on the quotation, which statement is true of the speaker's religion?",high_school_world_history,"['Salvation is based on the correct completion of rituals.'
 'There is an expectation of an afterlife.'
 'Right actions and right speech earn favor with the gods.'
 'It is a polytheistic religion.']",1,0.0003794905544179,0.0004872755172655,0.9983904378578108,0.0005521554986067,8.467582855866054e-05,,,,,,1.8893731186994917e-05,6.95061527071514e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Although in Protestant Europe, [Peter the Great] was surrounded by evidence of the new civil and political rights of individual men embodied in constitutions, bills of rights and parliaments, he did not return to Russia determined to share power with his people. On the contrary, he returned not only determined to change his country but also convinced that if Russia was to be transformed, it was he who must provide both the direction and the motive force. He would try to lead; but where education and persuasion were not enough, he could driveâand if necessary flogâthe backward nation forward.
âRobert K. Massie, Peter the Great: His Life and World
When Peter the Great ruled Russia, he continued the practice of which of the following?",high_school_world_history,['Decentralization of power' 'Isolationism' 'Serfdom' 'Reform'],2,0.0006398128596044,0.0011953277884692,0.7016398297472048,0.2924869965153046,,,0.0002353739972455,0.000161770024813,,,0.0002353739972455,,,0.000725002952113,,,,,,,,,,,,,,,,,,,,,,0.0001111828036837,,,,,,
"This question refers to the following information.
""Our constitution does not copy the laws of neighboring states; we are rather a pattern to others than imitators ourselves. Its administration favors the many instead of the few; this is why it is called a democracy. If we look to the laws, they afford equal justice to all in their private differences; if no social standing, advancement in public life falls to reputation for capacity, class considerations not being allowed to interfere with merit; nor again does poverty bar the way, if a man is able to serve the state, he is not hindered by the obscurity of his condition. The freedom which we enjoy in our government extends also to our ordinary life. There, far from exercising a jealous surveillance over each other, we do not feel called upon to be angry with our neighbor for doing what he likes, or even to indulge in those injurious looks which cannot fail to be offensive, although they inflict no positive penalty. But all this ease in our private relations does not make us lawless as citizens. Against this fear is our chief safeguard, teaching us to obey the magistrates and the laws, particularly such as regard the protection of the injured, whether they are actually on the statute book, or belong to that code which, although unwritten, yet cannot be broken without acknowledged disgrace.""
Thucydides, History of the Peloponnesian War, ca. 415 B.C.E.
During the time period in which this text was written, who was allowed to participate in the Greek democratic process?",high_school_world_history,"['All adult men born within the geographic boundaries of the state'
 'All adult men and women born within the geographic boundaries of the state'
 'All adult men who were citizens of the state by birth'
 'All adult men and women who were citizens of the state by birth']",2,0.0292586844646549,0.0002865458937801,0.0014552008158925,0.9680367291888629,1.1110590038758331e-05,,,,,,7.24501479628846e-05,,,,0.0007789128674966,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
No task is more urgent than that of preserving peace. Without peace our independence means little. The rehabilitation and upbuilding of our countries will have little meaning. Our revolutions will not be allowed to run their course. What can we do? We can do much! We can inject the voice of reason into world affairs. We can mobilize all the spiritual, all the moral, all the political strength of Asia and Africa on the side of peace. Yes, we! We, the peoples of Asia and Africa, 1.4 billion strong.
Indonesian leader Sukarno, keynote address to the Bandung Conference, 1955
The ""revolutions"" spoken of by Sukarno in the passage above most likely relate to which of the following causes?",high_school_world_history,"['Gender equality' 'Communism' 'Decolonization'
 'Environmental conservation']",2,0.0003773083804618,0.0011621916307365,0.0052085815291104,0.9926437438707728,,,2.4120506276736337e-05,,,,2.1286272077992107e-05,,,,0.0001224940382621,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""When the gods fashioned Gilgamesh*, to him they gave a perfect form. The glorious sun Shamash bestowed upon him glory; Adad the terrible god of storms bestowed upon him courage. The great gods perfected his magnificence beyond all others, terrible like the great wild bull. Two thirds god they made him; one third man they made him.
Of Uruk, its great rampart he built, and the wall of the sacred Eanna temple, the holy sanctuary. Behold the outer walls which gleam with the brilliance of copper; see the inner wall which none might rival. Touch the threshold stoneâit is from ancient days. Goest thou into the Eanna temple, yea, the dwelling place of Ishtar, the like of which no subsequent king or living man might equal. Ascend and walk about on the wall of Uruk, inspect the corner-stone, and examine its brick-work, whether its wall is not made of burned brick, and its foundation laid by the Seven Sages. One third for city, one third for garden, one third for field, and a precinct for the temple of Ishtar. These parts and the precinct comprise Uruk.""
The Epic of Gilgamesh, ca. 2100 B.C.E.
*Gilgamesh was a king of Uruk.
Which of the following statements about ancient cities is most supported by the discussion of Uruk in the second paragraph?",high_school_world_history,"['Ancient cities lacked effective fortifications against attack.'
 'Ancient cities featured areas for worshipping their patron deities.'
 'Ancient cities commonly decorated their temples in modest ways.'
 'Ancient cities featured areas for training their armies.']",1,0.0003349057862863,0.0004300275417875,0.9984558574443564,0.0002608248886149,9.595211426728412e-05,,,,,,3.1151090645124104e-05,,,,7.47275817287178e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Now if divorce is your wish, I cannot blame you. For the waiting has been long. And I do not know whether the Creator will grant relief immediately so that I can come home, or whether matters will take time, for I cannot come home with nothing. Now the matter is in your hand. If you wish to end our marriage, accept this bill of repudiation, and you are free. May God inspire you with the right decision.
Letter from a Jewish trader in India to his wife in Cairo, ca. 1200
The passage above is best seen in light of which of the following historical developments?",high_school_world_history,"['The formation of far-flung diaspora communities as a result of interregional commerce'
 'The continued use of organized religion to justify patriarchy'
 'The permanent division of families due to armed conflict along established trade routes'
 'The evolution of family structure among polytheistic populations']",0,0.9906153184922684,0.0035726656430854,0.0035726656430854,0.0021669312494332,3.5025181523142096e-05,1.975985526954709e-06,1.975985526954709e-06,,,,,3.6916269726777152e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Seizing me, he led me down to the House of Darknessâ¦
To the house where those who enter do not come out,
Along the road of no return,
To the house where those who dwell, do without light,
Where dirt is their drink, their food is of clayâ¦
Where light cannot be seen. They dwell in the dark,
And upon the door and bolt, there lies dust.
from Tablet VII, The Epic of Gilgamesh, Sumeria, ca. 2100 B.C.E.
Truth is good and its worth is lasting.
It has not been disturbed since the day of its creator,
Whereas he who transgresses its ordinances is punished.
It lies as a path in front of even him who knows nothing.
Wrongdoing has never yet brought its venture to portâ¦
Those whom the gods guide cannot lose themselves.
Those to whom they forbid passage will not be able to cross the river of life.
from The Maxims of Ptahhotep, Egypt, ca. 2400 B.C.E.
The tone of the second text best reflects which of the following hypotheses about the influence of religious beliefs on ancient societies?",high_school_world_history,"['Ancient Egyptian society held compassion up as the highest virtue.'
 ""Ancient Egyptians believed that moral behavior affected one's fate after death.""
 'Ancient Egyptian clergy promoted a strict ""eye for an eye"" code of ethics.'
 'Ancient Egyptian worshippers committed to an elaborate set of rituals and offerings.']",1,0.0001311534576514,0.0003797072196169,0.9989994661375174,0.0002609687011222,6.59832209094387e-05,,,,,,1.299286656464598e-05,,,,1.890450930283978e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I travelled thence to 'Aden, the port of Yemen, on the coast of the ocean. It is surrounded by mountains and can be approached from one side only; it has no crops, trees, or water, but has reservoirs in which rainwater is collected. The Arabs often cut off the inhabitants from their supply of drinking-water until the they buy them off with money and pieces of cloth. It is an exceedingly hot place. It is the port of the Indians, and to it come large vessels from Kinbayat [Cambay], Kawlam [Quilon], Calicut and many other Malabar ports [on the south-west coast of India]. There are Indian merchants living there, as well as Egyptian merchants. Its inhabitants are all either merchants, porters, or fishermen. Some of the merchants are immensely rich, so rich that sometimes a single merchant is sole owner of a large ship with all it contains, and this is a subject of ostentation and rivalry amongst them. In spite of that they are pious, humble, upright, and generous in character, treat strangers well, give liberally to devotees, and pay in full the tithes due to God.""
Ibn Battuta, ca. 1325â1354 C.E.
The tone of the journal best reflects which of the following developments in the Indian Ocean trade network?",high_school_world_history,"['The ability of commerce to foster cultural diffusion'
 'The superiority of Arabian port cities'
 'The increasing difficulty caused by language barriers'
 'The overproduction of cash crops']",0,0.9964409103113012,0.0003787574900376,0.0011666552024679,0.0016974733034105,3.522993447056808e-05,,4.5236131288453e-05,8.907522391766137e-06,,,,,,,1.468602163654251e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""After the Tencteri came, in former days, the Bructeri; but the general account now is, that the Chamavi and Angrivarii entered their settlements, drove them out and utterly exterminated them with the common help of the [neighboring] tribes, either from hatred of their tyranny, or from the attractions of plunder, or from heaven's [favorable] regard for us. It did not even grudge us the spectacle of the conflict. More than sixty thousand fell, not beneath the Roman arms and weapons, but, grander far, before our delighted eyes. May the tribes, I pray, ever retain if not love for us, at least hatred for each other; for while the destinies of empire hurry us on, fortune can give no greater boon than discord among our foes.""
Germania, Publius Cornelius Tacitus, ca. 98 C.E.
Which of the following contributed LEAST to the decline of the Roman Empire?",high_school_world_history,"['Civil wars between rivals for the throne'
 'Incursions of barbarian peoples into the empire'
 'The persistence of the senate as a body of government in the empire'
 'Demographic weakness on account of diseases and epidemics']",2,0.0242186969862212,0.0658048989504867,0.001365736780946,0.9084540702759336,6.799606290850708e-05,,,,,,,,,9.20226643269734e-06,1.3389218654603892e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Oh, shame on you, poor Winter King!
What's this that you have done?
Is 't not a very naughty thing
To snatch the kaiser's crown?
Now you will have to stay away
Alike from Rhine and Prague,
And more than that-shame and dismay
Your days and nights will plague.
Right well you knew, and all the world,
Right well they know this thing,
That Ferdinand alone can be
Bohemia's lawful king.
So come, dear Fritz, rouse up and go
To Ferdinand, your king,
And beg him graciously to show
Full pardon for your sin.
""Poor Winter King,"" seventeenth-century song
The narrator of the song would most likely identify as which of the following?",high_school_world_history,['Roman Catholic' 'Eastern Orthodox' 'Protestant' 'Muslim'],0,0.0277578691337612,0.0244962335328928,0.0277578691337612,0.9192513130937492,,,,0.0001056334509236,,,,,,0.0001285444055271,,,,,,6.0720077712989135e-05,,,,,,,,,,,,,,,,,6.0720077712989135e-05,,,,,
"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]â¦.The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a yearâ¦.
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubinesâ¦.And they oblige the Indians to accept corn or meat or chicha [corn beer]â¦at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing himâ¦.Even the protector of the Indians is useless;â¦he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
Compared to the practices in the excerpt, English treatment of the natives in the New World differed in that they",high_school_world_history,"['viewed the natives as true equals as they settled the Americas'
 ""were confused by the natives' lack of a notion of land ownership""
 'widely did not condone intermingling with the natives'
 'used the natives exclusively for harvesting cash crops, like tobacco and cotton']",2,0.0278466721158279,0.2059262294049705,0.0459114006355776,0.7184882465353583,0.0007420886757082,,,0.0003734301264981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""To slacken the tempo would mean falling behind. And those who fall behind get beaten. But we do not want to be beaten. No, we refuse to be beaten! One feature of the history of old Russia was the continual beatings she suffered because of her backwardness. She was beaten by the Mongol khans. She was beaten by the Turkish beys. She was beaten by the Swedish feudal lords. She was beaten by the Polish and Lithuanian gentry. She was beaten by the British and French capitalists. She was beaten by the Japanese barons. All beat herââbecause of her backwardness, because of her military backwardness, cultural backwardness, political backwardness, industrial backwardness, agricultural backwardness. They beat her because it was profitable and could be done with impunity. You remember the words of the pre-revolutionary poet: ""You are poor and abundant, mighty and impotent, Mother Russia."" Those gentlemen were quite familiar with the verses of the old poet. They beat her, saying: ""You are abundant,"" so one can enrich oneself at your expense. They beat her, saying: ""You are poor and impotent,"" so you can be beaten and plundered with impunity. Such is the law of the exploitersââto beat the backward and the weak. It is the jungle law of capitalism. You are backward, you are weakââtherefore you are wrong; hence you can be beaten and enslaved. You are mightyââtherefore you are right; hence we must be wary of you.
That is why we must no longer lag behind.""
Joseph Stalin, speech delivered at the first All-Union Conference of Leading Personnel of Socialist Industry, February 4, 1931
The reference to the ""continual beatings"" most directly supports which of the following decisions in later Soviet foreign policy?",high_school_world_history,"['The invasion of Afghanistan' 'The creation of the Warsaw Pact'
 'The imposition of the Brezhnev Doctrine against anti-Soviet protesters in Europe'
 'The declaration of war against Japan at the end of World War II']",1,0.014737592492354,0.0010642005024929,0.9089425445093554,0.0746383333299281,3.641493870163876e-05,,,0.0004135273809178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
O ye who believe! Strong drink and games of chance and idolsâ¦ are only an infamy of Satan's handiwork. Leave it aside in order that ye may succeed.
the Qur'an, Sura 5: 89
When once you hear the roses are in bloom,
Then is the time, my love, to pour the wine.
the RubÃ¡iyÃ¡t of Omar KhayyÃ¡m
Both verses relate most closely to",high_school_world_history,"['key economic processes within Islamic society.'
 'production of food and drink in Islamic society.'
 'religious regulation of personal behavior in Islamic society.'
 'changing gender relations in Islamic society.']",2,0.0003786590727497,0.0007074282819097,0.0024691673216731,0.9962034147287888,5.8069277236653694e-05,,,,,,1.4682212585189286e-05,1.009092729873048e-05,,,3.108224428675654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Now if divorce is your wish, I cannot blame you. For the waiting has been long. And I do not know whether the Creator will grant relief immediately so that I can come home, or whether matters will take time, for I cannot come home with nothing. Now the matter is in your hand. If you wish to end our marriage, accept this bill of repudiation, and you are free. May God inspire you with the right decision.
Letter from a Jewish trader in India to his wife in Cairo, ca. 1200
Which of the following is the most probable cause of the marital strain evident in the passage above?",high_school_world_history,"['The strain placed on merchant families by long periods of separation'
 ""Religious disagreements arising from the merchant's exposure to Hinduism""
 'A decision on the part of the merchant to remain permanently in India'
 'Bankruptcy stranding the merchant far from home']",0,0.7864670465047272,0.1989302068059881,0.0112173991421266,0.0032208689026919,7.558220484682403e-05,1.313421779091196e-05,,,,,,7.030240177243072e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
