question,subject,choices,answer,c,a,b,sol,d,the,ca,e,.,solution,options,option,is,isn,are,',{',"{""",cannot,can,output,none,or,single,Unnamed: 28,letter,ac,ad,?,ab,either,choice,ba,not,Ñ,f,g,'},all,bd,abc,an,4,cd,artic,considered,accepted,held,regarded,valid,recognized,art,aa,social,Ð°,peace,pe,},that,which,",",among,without,from,based,when,wrong,clos,1,global,**,cho,correct,specific,ref,(,ach,false,band,cur,curities,cury,curr,curity,curb,ur,curs,bur,commercial,incorrect,input,energy,task,agents,}',both,{,possibly,aan,bc,da,impl,bad,\,and,non,bb,nations,"""",what,'',â,dd,co,to
Which of the following security sectors are intrinsically linked with energy security?,security_studies,"['Economic and development security.' 'Regime and international security.'
 'Environmental and human security.' 'All of these options.']",3,8.938778780039466e-06,7.888444586273737e-06,2.753337700702853e-05,1.3005846382128785e-05,0.9998885517387568,,,6.143526821005371e-06,6.961527913596793e-06,,,,,,,,,,,,,,,,,,,,3.2883929423560657e-06,,,,,,,,,,,,,,2.2600772137332235e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the relationship between HM and realism?,security_studies,"['Both HM and realism are based on the notion that there exist within society certain discernable realities.'
 'HM has some aspects in common with realism, liberalism, and social constructivism, but it offers something distinctive in having class conflict within capitalism as its central focus.'
 'Whilst HM recognises the importance of the state as an actor within the international system, it also purports that states prioritize the interests of the ruling-class elite.'
 'All of the above']",3,1.3002497911002064e-05,5.1425876827627686e-05,0.0001584028522748,4.005051314349005e-05,0.9996357284315206,,,4.538317701307835e-05,,,,,,,,,,,,,1.1611691658538909e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What factors enabled the expansion of transnational crime (TNC) in the 1990s?,security_studies,"['Transnational crime developed as a result of the declining expenditure on defence and the standing down of armies, which reduced the risk of activities.'
 'TNC as a concept emerged in the academic sphere as linked to human security concerns and developmental opportunities in weak states as a means of conflict resolution and peace building in Europe.'
 'Transnational criminal activities have always been a feature of the international system. In the policy community, the growth of interest in TNC is due to the increasing sophistication of intelligence and communications technology, which has enabled the true representation of the scale and the scope of the problem to be known.'
 'International trends such as globalization may have had the unintentional consequence of opening up new spaces for the development of transnational crime.']",3,0.0440780851747473,0.0641332355020672,0.0059653187194089,,0.8853534754057255,,,0.0002041219817075,,,,,,,,,,,,,,,,,,,,6.626870500342647e-05,,,,,,,,1.0162635058656812e-05,,1.151577419579966e-05,,,,,,2.7624906209207634e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why do so many feminist scholars regard the exclusion of women from the military sphere or from armed combat as important?,security_studies,"['Veterans of armed conflict may be rewarded by gaining powerful offices, often in political positions and in state institutions.'
 'Participation in military activity is often regarded as a sign of strength, patriotism and courage.'
 ""The foundations for decisions not to allow female participation are commonly based on arbitrary and discriminatory rationale that can limit women's participation in civil society in other ways.""
 'All of these options.']",3,0.0009104095532988,5.8200563316736734e-05,0.000552191306971,,0.998390195309798,,,3.5300426064147224e-05,,,1.1460370420526394e-05,8.498030693629012e-06,,,,,,,,,,,,,4.216034665920977e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In the context of energy security and the production of oil, which of the following does not define the term 'stability'?",security_studies,"['The absence of challenges to the regime of oil-producing states.'
 'A political and economic situation in which the status quo of production, exportation and supply is maintained.'
 'The promotion of human security and the affiliated environmental security as a priority within oil-producing states.'
 ""The security of regimes deemed 'friendly' by North American, European, and international oil company interests.""]",2,0.9992961917693342,3.533195067478001e-05,6.600877401635244e-05,8.475694356139391e-05,0.0001794304509275,1.2997898269735036e-05,,,,,,,,,,,,,,,0.0001672571265421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways is the case for humanitarian intervention, as outlined in this chapter, limited?",security_studies,"['It is not self-evident that individuals do have universal and fundamental human rights.'
 'Advocates of humanitarian intervention exaggerate the extent of global consensus about the use of force to protect human rights.'
 'Any norm endorsing the use of force to protect individual rights could be abused by powerful states.'
 'All of these options.']",3,4.00443641970968e-05,2.4288134634238083e-05,0.0002611220557178,1.3000501640383838e-05,0.9994797430923984,,,0.0001397685645613,4.782617278412826e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2591484368834804e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements is not applicable to the Securitization process?,security_studies,"['Securitization reveals the power of the securitizing actor.'
 'Where the securitizing actor is a democratic state, the relevant audience is usually the wider population who have the right to reject the speech act.'
 'The adoption of extraordinary measures can retrospectively convince an audience of the existential threat.'
 'Within authoritarian and other undemocratic regimes, the relevant political decision-making is often dominated by the military and political elite.']",2,1.473609307916809e-05,0.0001233837967273,3.535004961721587e-05,3.7258678178779816e-06,0.9997973755839156,1.759975337099709e-06,,,1.3706701707196132e-06,,,,,,,,,,,,,,,,,,,3.288066808716945e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"During the 20th century, how has the focus of security studies changed regarding military security?",security_studies,"['Security studies has always favoured a wide range of subjects when considering the field of security. Different types of security, most notably of human security and economic security, have enjoyed a great deal of attention in traditional security studies, alongside military security. After the Cold War this approach was broadened to include other types of security such as environmental and personal security.'
 'Military security has emerged since the Cold War as the dominant sector within security analysis; both scholars and practitioners recognise the paramount importance of pursuing military security, based on the idea that military capabilities pose the greatest threat to human and state survival.'
 'Prior to the Cold War the focus of security studies lay in the military sector, although environmental security was rapidly emerging as a serious threat to security, forcing analysts to reconsider the state-centric frameworks they had previously employed.'
 'During the Cold War most security analysts agreed that military security should be the focus of security studies; as a result, there was not much discussion about what security entailed, other than the military sector. Following this period security studies have been broadened to include the wider range of sectors that we see today, including environmental and political security.']",3,0.0001233072186606,2.7513559447201004e-05,0.000552624614165,,0.9991930574502094,,,1.2996485229709315e-05,1.472694713335097e-05,,,,,,,,,,,,1.6687817362553584e-05,,,,,,,,,,,,,,,,,,,,,,6.139104925707305e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a purported limitation of the liberalist approach?,security_studies,"['Liberalism poses great difficulty in defining when the use of force would be justified or necessary.'
 'Liberalism is often internally inconsistent, limiting its applicability for use as a guide.'
 'A failure to address the importance of a wide range of actors in the decision-making processes of the international system.'
 'Liberalist influence merely reflects Western dominance, potentially undermining its relevance in the future.']",2,7.470463767207864e-05,0.0004298957128479,0.0002301064836498,0.000108694606445,0.9980339395733614,0.0001581497191928,,,,,,,,,,,,,,,5.134369654798382e-05,5.134369654798382e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001770727595261291,security_studies,"['Within peace studies, one of the later developments was a major interest in conflict prevention, conflict resolution, and peacekeeping.'
 ""At the height of the Cold War, peace studies was frequently labelled 'appeasement studies' and was bitterly opposed by critics.""
 'By the 1970s, prominent peace researchers were calling for a broadening in the remit of the field but were largely unsuccessful in their attempts.'
 'Peace studies sought to provide a more global and non-state centric view of major issues of conflict.']",2,,,,,,,,,,0.2977905934323039,,,,,,0.0033081546715605,,,,,0.0061804465917035,,,0.0013790440377956,,0.0190371157256034,,,,,,,,,,,,,,,,,,,,,,,,0.0148261206345208,,,,,,,,,,,,,,,,,,,,,,,0.4909736563419422,0.0013790440377956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In the contemporary context, how can peace studies best be defined?",security_studies,"['Following the expansion of peace studies in the decline of the Cold War, the field has emerged as an independent and autonomous area of study that addresses issues surrounding conflict resolution, economic security and the cessation of violence at both an international and sub-national level. As a field of research, peace studies are best defined by their distinction from development studies and international relations.'
 ""Peace studies are best defined by its research agenda that focuses on the search for non-violent measures by which to end conflict. Peace researchers adopt a 'top-down' approach to conflict resolution that prioritises the issues surrounding violence and the use of force, focusing on instigating agents in an attempt to secure that actor as the referent object to security.""
 'Peace studies cannot be defined as a specific academic approach due to the shifting nature of its research agenda and the diversity of interests addressed by peace researchers. However, following the Cold War the success of the field has been such that it boasts a number of research institutes and attracts global and interdisciplinary attention.'
 'Peace studies is defined by a concern with the underlying causes of phenomena in IR, a global outlook, an interdisciplinary approach, the search for non-violent transformations, an analytical and normative approach, and the adoption of multi-level analysis that links theory and practice within research.']",3,1.47308801775929e-05,2.4287115484932296e-05,0.0001794588587993,0.0002033535282376,0.9994482670507526,,,1.1472421017640386e-05,1.1472421017640386e-05,3.5337544516417264e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What role does 'Information' play in the economic science of decision making?,security_studies,"[""Information is not important to decision making in economic theory; rather, it is an actor's perceptions of situations that will inform their decision making process.""
 'Information has no special significance to economic decision making, which is guided more by external forces that coerce actors than their own rational choices.'
 ""Information plays a significant role in decision making because, although theory asserts that actors act in their own best interest, 'rational action' depends on the information available to them at the time.""
 'Information has become an important resource in the 21st century and can be sold and traded as a market commodity.']",2,0.9990813162870466,0.0001232938135675,0.0003351473329822,3.532426901030137e-05,0.0002957664832662,,,2.4277991371908317e-05,,,,,,,,,,,,,1.2995072343299364e-05,,,,,,,,,,,,,,6.95576098618204e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are frequently cited criticisms of HM?,security_studies,"['HM pays insufficient attention to the role of the labourer, instead focusing on the capitalist as the source of power and most important actor. HM can also allude to capitalist power structures, to the detriment of supporting the human security of workers.'
 'HM too often accuses capitalism of acting solely in self-serving ways, and explains everything in terms of class struggle, to the detriment of wider analysis. Some versions of HM claim to have uncovered objective laws of history which are widely disputed in their accuracy.'
 'HM is inevitably reductionist and oversimplifies the complexities of capitalism, recognising only its negative aspects and harmful effects.'
 'All of these options.']",1,1.669470986919399e-05,2.1436431796272765e-05,0.0001397830943287,0.0001088631833234,0.9995870512771662,,,4.538092646882592e-05,6.1416405371984486e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the referent object in contemporary cyber-security?,security_studies,"['Digitalised sensitive information'
 'Critical Information Infrastructures' 'Government IT systems'
 'Telecommunication networks']",1,3.117091218141888e-05,0.0008039080373544,0.9989807327876004,1.6684586982466266e-05,0.0001396983364359,,,3.722834565408105e-06,,2.8993464747851256e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.472409633292974e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following phrases is not likely to indicate legitimacy in the new terminology of RMA?,security_studies,"['Surgical strike.' 'Indiscriminate attack.' 'Smart bomb.'
 'Precision target.']",1,8.915868266718176e-06,0.0024782521222915,0.9973320423463,1.469978165809854e-05,2.423584269435466e-05,1.297251178194181e-05,,,,1.2351432649605111e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did not emerge as a trend of the defence trade in the 20th century?,security_studies,"['The arms trade shifts from being a private to a government controlled enterprise.'
 'An increase in the defence trade.' 'A decrease in the arms trade.'
 'A growth in the number and variety of weapons traded.']",2,0.998508822005554,0.0003349473096964,0.0004873452275733,0.0002302056949142,0.0001232202291129,2.141246512583201e-05,,1.4716557713469927e-05,,,,,,,,,,,,,5.820511485406218e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements concerning the study of identity is not applicable to social constructivism?,security_studies,"['Identity defines actors, and tells us who they are, what their preferences and interests are, and how those preferences might inform their actions.'
 'Identity is of fundamental importance to the social constructivist perspective because it is the basest principle in defining behaviour; it is a naturally bestowed quality comprised of certain unalterable behavioural characteristics.'
 'The identities, interests and behaviour of political agents are socially constructed by shared ideas, collective meaning, and interpretations and assumptions about the world.'
 'Actors form their identity through interaction, which in turn defines the types of relationship formed between these actors.']",1,2.4294667470251343e-05,3.119497052177961e-05,0.9997506942898348,9.608727380268684e-05,2.752946486168826e-05,,,4.783903670096032e-06,,,,,,,,,,,,,3.725707924408957e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.725707924408957e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these are characteristics of realist theory?,security_studies,"['The international system is anarchic.'
 'States assess one another in terms of their power and capabilities rather than their internal variations.'
 'States are unitary and rational actors; sovereign states will act in a way suited to achieving their goals.'
 'All of these options.']",3,8.475233634696577e-05,3.533003010206841e-05,0.0004304078783499,,0.9992285390737494,,,0.0001088241539931,,,3.8117470993025086e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88319527472337e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements defines the Copenhagen School's view of security?,security_studies,"['Security is a socially constructed concept, relative to the society in which it exists, and what will constitute an existential threat is accordingly subjective.'
 'Security is best defined using the traditional paradigm, with the state as the referent object to be secured using extraordinary measures where possible.'
 'To best understand security one must adopt a constructivist approach, threats exist only when articulated by a wider audience and may warrant the implementation of emergency measures.'
 'Security exists as an empirically verifiable and independent condition that changes only slightly, if at all, with regards to the social context in which it is applied.']",0,6.961388495355017e-06,0.999871090392184,1.4737259560313851e-05,4.006002486408549e-05,1.4737259560313851e-05,,,,,,,,,,,,,,,,2.5609517094485118e-06,,,,,,,3.7261627504993913e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.901938467940425e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these best describes the concept of hegemonic masculinity?,security_studies,"['The inherent promotion of feminine characteristics in society.'
 ""Social dominance of men over women that results from the designation of 'masculine' characteristics as more valued than 'feminine' characteristics.""
 'All of these options.'
 'The acknowledgement that gender identity exists in many forms and is not binary.']",1,1.012820991581996e-05,1.8921987231255587e-05,0.9998137105948935,4.00578472829129e-05,6.604422487379583e-05,,,1.669859512232832e-05,1.3707041576373633e-06,4.222066041236604e-06,,,,,,,,,,,5.485979181064843e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do institutional constraints affect behaviour?,security_studies,"['Institutional constraints limit the amount of resources to be spent on some good and force actors to choose how to manage the limited wealth available to them.'
 ""Institutions are the social norms and expectations that affect an actor's goals and ambitions.""
 'Institutional constraints refer to tools of the state such as schools, prisons, and hospitals; the provision of resources for these institutions makes demands on political leaders.'
 'Institutions are humanly devised constrains that structure human interaction, they are man-made rules that guide decision making and govern behaviour.']",3,0.0008952092025074,0.0074954948830232,0.0096244059404548,,0.9817330176369484,,,0.0001762772277794,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94488067374576e-06,6.031875035810434e-06,,4.145643043119423e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following policies is not true of economic policy?,security_studies,"['Economic policies must take into account the incentives of not only the leaders, but the populations intended to influence.'
 'Policymakers can incentivize security-promoting behaviours in others through the use of sanctions and aid.'
 'Trade policies can entice leaders to change behaviours in exchange for access to markets or trade preferences, and advance security.'
 'Concern with poverty is a humanitarian issue that has no direct link to economic science, although it might be alleviated through aid.']",3,3.532942362711233e-05,9.60353302555111e-05,0.0001583354917309,0.0001583354917309,0.9992270531445716,,,1.1469784550890396e-05,,,,,,,,,,,,,4.536387789414065e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not an assertion made in the realist case against humanitarian inventions?,security_studies,"['Armed force should only ever be used in the national interest and that humanitarian intervention is therefore imprudent.'
 'Foreign intervention reduces the proportion of wars that end in outright victory, it leaves behind an unstable peace that is likely to reignite.'
 'Foreign intervention tends to prolong wars; it is inappropriate and does not work.'
 'Humanitarian intervention prioritises the human as the referent object of security, undermining the state-centric approach of realism.']",3,5.139611601491e-05,6.59939192821763e-05,0.0001397091282167,0.000123292872914,0.9990834049227482,,,,,3.532399950854463e-05,,,,,,,,,,,,,,,,,,,,,,6.59939192821763e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Why, in the contemporary studies of security, is the subject of energy security so important?",security_studies,"['There exists an array of contemporary challenges to energy security, ranging from resource scarcity concerns to dangers of political instability.'
 'The existence of reliable supplies of energy determines the ability of a nation to achieve economic development.'
 'Energy security encompasses a broad range of issues that are both contemporary and fundamental to security, ranging from the local and individual to the global scale.'
 'All of these options.']",3,0.0001583765691922,6.602117650323745e-05,0.0001583765691922,5.141734396001676e-05,0.999465393886808,,,5.141734396001676e-05,4.220592608202507e-06,,3.2870008282934957e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.220592608202507e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a legitimate threat to societal security?,security_studies,"['Political policies designed to alter demographic characteristics of a state.'
 'All of these options.'
 'Legislation that criminalises certain cultural behaviours or practice.'
 'The use of military force to conduct ethnic-cleansing through displacement and killing.']",1,0.0004824359060478,0.0003315730259305,0.9884054587684108,0.0004257481927828,0.0058772725118548,,,0.0040393863859307,1.8706070086585817e-05,,,2.401906943751845e-05,,,,,,,,,,,,,,,,,,,,,,,,2.401906943751845e-05,,,0.0001219788994868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the orientation of military security within the traditional conception of security studies?,security_studies,"['Strategic studies are the central concern of international relations, within strategic studies, the subset of security studies focuses on military security.'
 'Military security is a central concern within international relations and dominates the scholarship. Within international relations, strategic studies form a subset of academic interest, within which security studies feature occasionally.'
 'Strategic studies are best conceptualized as a subset of international relations, and within strategic studies, military security is one of the dominant concerns. Security studies are a subset of strategic studies.'
 'Military security is the central concern of strategic studies; and strategic studies are a subset of security studies. Military security is one of the central concerns of security studies, and security studies is a subset of international relations.']",3,2.4297563792931203e-05,0.9998695933481244,2.753274682525252e-05,1.1477356448871806e-05,1.1477356448871806e-05,,,,,2.1483906091179616e-05,,,,,,,,,,,,,,,,,,3.7261520898774983e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements cannot be applied to the initial development of peace studies?,security_studies,"['Mathematicians and natural scientists entered the field, which was otherwise a social-sciences area of study, adding to the interdisciplinary nature of the field.'
 'Now of fundamental importance to peace studies as a field of research, the creation of journals was not a prominent feature of the peace studies until late in the twentieth century.'
 'Most early work was carried out in North America and Scandinavia.'
 'The establishment of research institutes across the world has been one of the lasting successes of peace studies.']",1,3.288621882405244e-06,1.1478418227008046e-05,0.9999594653483942,1.1478418227008046e-05,6.143954537326743e-06,,,1.3709015598583882e-06,,3.058894845989344e-07,,,,,,,,,,,3.927698729225453e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.466181962826913e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since the end of the Cold War, how has the use of coercive diplomacy by Western powers changed?",security_studies,"['Coercive diplomacy has proven a successful policy tool and one that is integral to conflict management. The successes of the past policy initiatives in the post-9/11 community have reinforced the trend toward coercive diplomacy by increasing American political will to counter mass casualty terrorism in failing states.'
 'The favourable geo-political environment, characterized by an overwhelmingly Western military superiority and a low risk of hostile great power intervention, has generated pressures and incentives for Western policymakers to promote their policy agenda, and to manage armed conflicts from weak states and failing states.'
 'The demise of the ideological bipolar division of international society in the Cold War, rather than resulting in a reduction of hostilities, has left an unstable legacy where a policy of force and mass retaliation continues to pose a very real threat. Risk of uncontrollable escalation still remains but in a different form; mass casualty terrorism, contagion from failing states and non-state actors seeking to acquire WMD are the primary concern of states and require responses in the form of military intervention.'
 'The hostile geopolitical environment has encouraged states to pursue military strategies in order to secure their interests. The use of violence rather than diplomacy or incentives has become the primary response to threats, whether these are posed by other states, resource scarcity, pandemic diseases, or other non-traditional threats.']",1,1.891664654277772e-05,8.935591116832146e-06,0.9995358286376026,0.0002611362505513,0.0001233520304686,,,8.935591116832146e-06,,,,,,,,,,,,,7.945782932545221e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.935591116832146e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To what extent and to what effect has the environment been securitized?,security_studies,"['The securitization of environmental security concerns has raised the profile of environmental security issues among both foreign and domestic security policymakers and agencies. It is now uniformly recognized that environmental change can be considered as an issue of high security politics.'
 ""Environmental security has led to a 'trading off' of military security for environmental security with the allocation of resources committed to solving environmental problems. A particular emphasis has been placed on environmental change as the cause of violent conflict and addressing environmental threats from other factors than domestic causes.""
 ""The environment has been 'securitized' in the sense that environmental security has been used to make them matters of 'high politics'. This has to some degree raised the profile of critical issues among policymakers and agencies so that the environment can be considered an issue of security. But whilst the issue has been broadened there has been little change in policy and action in terms of the referent object of environmental security.""
 ""The national security perspective on environmental issues has undermined the utility of the concept of environmental security. The militarization of environmental problems has decreased the ability of policymakers to 'capture' the critical nature of environmental problems and the environmental dimensions to social vulnerability. The reconciliation of environmental security with national security, and global levels of international change cannot be made without trading in the security interests of the state.""]",2,3.1190270400831234e-05,0.9996257407447738,9.607279641094972e-05,3.1190270400831234e-05,3.534320665543793e-05,1.891785528283159e-05,,,,1.4733240508300756e-05,,,,,,,,,,,,,,,1.0125998243203964e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a common criticism of Securitization?,security_studies,"['A loose and broad conceptualization of security can lead to vagueness and a lack of conceptual and analytical coherence.'
 'When the securitizing actor is not the state, it can be unclear what would constitute an extraordinary measure.'
 'The model relies on a definition of distinctive political and security realms, which are not always clearly defined.'
 'The theory of securitization lacks coherence in terms of its employment as a tool for analytical studies in security.']",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999977172170132,1.760299306465921e-06,1.855341818982957e-07,8.764014191892229e-08,6.825421115494573e-08,5.315643309539276e-08,3.653384656523305e-08,2.8452588313614062e-08,2.510932105727906e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of these statements characterizes the traditional concept of national security, as opposed to human security?",security_studies,"['All of these options.'
 'In the national security approach, real threats are only those posed to human life, human rights, or human dignity.'
 'The traditional interpretations of security and threats are important boundaries that define human security.'
 'The concept of national security is too narrow to be useful when analysing the broad threats that currently exist.']",3,0.0001396458549705,0.0005523100704463,0.9986000613149604,0.0003057461890974,0.0002956302772925,,,4.533637137255082e-05,,,,,,,,,,,,,,1.624124820020519e-05,,,,,,,,,,,,4.778418387115562e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does Buzan's concept of 'societal security' mark a departure from traditional understandings of security?,security_studies,"['Securing the sustainable development of the state was dependent on societal security as an independent interest that was not secondary or dependent on the other sectors, including the military.'
 'The end of the Cold War allowed security studies to move beyond the confines of the dominant realist and neorealist perspectives, with an emerging interest in other, non-military, conceptions of security. Those who wished to broaden the scope of security studies advocated the inclusion of resource, environment, and other referent points for analysis.'
 'Societal security referred to the sustainable development of traditional patterns of military capabilities. Military threats could be subdivided to include the infrastructural strength, the technology, personnel, the economic base and the political base of the military security sector.'
 'Contemporary processes of globalization and societal conflict required the development of new conceptual tools beyond the state as the referent object. Security was dependent on factors beyond geographically conceived survival: survival of the state was superseded by survival of the nation (ethnic) state.']",1,7.248214547702398e-05,0.0258054189431619,0.9683490750502024,,0.005757967261485,6.270934303354604e-07,,6.741889738438389e-06,,,,,,,,,,,,,,,,,,,,8.052039031886348e-07,,3.6086735323140535e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following conditions does not constitute 'human security'?,security_studies,"['A condition where people are given relief from the traumas that afflict human development, are safe from threats and are protected from hurtful disruptions to their daily lives.'
 'A condition in which every citizen is free from the threat of physical violence, regardless of their race, ethnicity or other identity.'
 'A condition where people are guaranteed the ability to live and develop, free from political oppression or prejudice, safe from threats posed by their own or external state actors.'
 'A condition where people exist independently of state support, where human life is self-sufficient in that individuals do not require the assistance of state apparatus in order to live securely.']",3,6.143561974648395e-06,1.66999328776987e-05,2.144313827194439e-05,3.72625869746894e-06,0.9999149521990636,,,,,,,,,,,,,,,,1.3708139672851e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
