question,subject,choices,answer,c,b,-c,d,ÃÂÃÂ,.c,_c,(c,a,e,g,ÃÂÃÂ°,aa,<|end|>,ÃÂÃÂ¡,.d,_d,ab,abc,f,-d,.a,.b,ÃÂÃÂ±,_a,ci,-b,bc,ac,h,w,-a,l,cd,j,t,da,abcd,m,ad,3,bd,ÃÂÃÂ­d,_b,k,o,all
"When considering economic tools for security policy, which of the following is the odd one out?",security_studies,"['Withdrawal of economic trade rights with the domestic market.'
 'Export controls protecting technological advantage and further foreign policy objectives.'
 'Control of munitions and arms sales.'
 'Import restrictions to protect a domestic market from foreign goods.']",0,3.0480815605467867e-05,0.000136605538154,,0.0229735322178785,,,,,0.976859342740904,3.5689365817535875e-08,,1.776868895963364e-09,,,,,,,,1.2212229420127719e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the market vision of transnational organized crime?,security_studies,"['Market place scholars argue that transnational crime operates like a capitalist marketplace in its scope and extensity of operations. Criminal organizations are thus very resilient to law enforcement efforts by virtue of their sheer size. Of comparative difference is the development of highly sophisticated networks of collaboration between criminal groups that has enabled them to survive under the conditions of the competitive logic of the marketplace.'
 'Market analysts argue that the criminal alliances create organizations with a high level of wealth and power that far underestimates what government and official estimates attribute to them. Within this perspective the threat to the licit economy is vastly increased.'
 'Market analysts believe that white-collar and corporate crimes contribute significantly to undermining the licit market. Those organized crime groups are more prone to use violence and corruption than ordinary criminal groups as a result of the extent of profits invested in their activities.'
 'Market analysts claim that organized crime is highly disorganized, and resembles more a market for illicit goods and services than an organization. Proponents of this view minimize the threat posed by organized criminals to states and societies.']",3,5.602763475890265e-09,6.144170062320011e-06,,1.4166004526336916e-09,,,,,0.999993848328163,9.056023712132576e-11,,2.4616824694784204e-10,,2.940060442599562e-11,,,,1.1628164620505096e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What impact did the end of the Cold War have on warlord politics?,security_studies,"['Within the context of state collapse, elites deliberately engender disorder for the pursuit of commercial activities and the exploitation of neo-liberal globalized shadow markets which would not otherwise be permissible in normal conditions. Warlord politics represented a new form of regime security forced upon weak state elites.'
 'Warlord politics represented the entrenchment of traditional patterns of redistributive networks within society but maintained by alternative political sources. Assistance derived from superpowers was superseded by US hegemonic endorsement at the end of the Cold War.'
 'Warlord politics in response to the rapid global changes inaugurated by the end of the Cold War and by globalization, was a temporary aberration in the normal function of the state and was reflective of the immediate need to secure infrastructural survival.'
 'Warlord politics was a new phenomenon which represented the opportunistic exploitation of hollowed out state institutions and fragmented armed forces. Commercial activities accumulated in a shadow economy facilitated by the end of the Cold War, not of strategic design.']",0,2.550798789728896e-05,7.85701341032267e-05,,0.1824064652749122,,,,,0.817489178335137,1.338536358171199e-07,,,,,,,,,,,,,,,,,,,,8.118633403709217e-08,6.322798052278403e-08,,,,,,,,,,,,,,,,
In what ways might the effects of chemical weapons affect the decision to deploy them against a target?,security_studies,"['Chemical weapons are a highly complicated means to conduct an assault. The unpredictability of chemicals (the degree of evaporation, stability and concentration) frequently proves to be incommensurate with political objectives.'
 'Analysts are concerned with the potential ease of chemical manufacturing. Weapons could be quickly and effectively deployed being light, concealable and rapidly deployed. Most weapons can be delivered in a line source for example a crop duster or administered through an aerosol. Dispersal in areas of poor ventilation or closed venues where people are in close proximity could have potentially catastrophic effects.'
 'Chemical weapons have the potential to cause mass casualties. Moderate exposure to chemicals produces serious side effects and would generate serious casualties if weaponized.'
 'Wind, temperature and terrain can affect the lethality and persistence of an agent and is dependent on the extensity and degree of contact with the target.']",3,0.0006258390593668,0.0006258390593668,,0.0001582368315144,,,,,0.998583912818544,8.303506847999925e-07,,,,,,,,4.216868725223799e-06,7.327819073949911e-07,,,,,,,,,,,,,,,,,,,3.9222989054511333e-07,,,,,,,,,
"What is the relationship between war, military security, and security studies?",security_studies,"['War is best regarded as a rational instrument of political policy; it is a continuation of politics by other means.'
 'War is best regarded as a social aberration, and is the result of catastrophic failure in social cohesion.'
 'War is an anarchic state in which state or other actors must draw upon exceptional (military) means in order to ensure the protection of their interests.'
 'War is a state of mass conflict which is inflicted upon state actors as a result of their failure to effectively control the behaviour of their population.']",0,0.0373264138397751,1.2521617564487597e-05,,2.598778816586288e-07,,,,,0.9626607636805394,2.417240841962665e-08,,5.3935933618445485e-09,,,,,,,,,,,,,,,,,1.1418237236626922e-08,,,,,,,,,,,,,,,,,,
How has coercive diplomacy featured in contemporary security studies?,security_studies,"[""Compellence and coercion through diplomacy are linked with the 'pre-emptive use of force'.""
 'Coercive diplomacy is a softly-softly approach to international power bargaining, that has been side-lined in recent years.'
 'Deterrence as a strategy has dominated contemporary instances of coercive diplomacy.'
 'All of these options.']",0,7.025592702152298e-05,3.318655005678112e-05,,0.2689135783482848,,,,,0.7309829074580375,6.406511282424115e-08,,7.651486586941404e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways is defining coercive diplomacy success problematic?,security_studies,"['Isolation of the effect that the threat of force or the limited use of force, in a given case is dependent on the sufficiency of the ""stick"" for success. The question to ask is whether the stick employed was sufficient to produce compliance.'
 'Success is an independent function from the amount of coercion required to produce compliance. Ideally, coercion should be required to solve all disputes. If the threshold from persuasion to coercion is crossed, the degree of success is equated to the production intended outcome: to stop or undo an action.'
 'In protracted diplomatic affairs involving a series of inconclusive exchanges which results in tactical/temporary successes followed by new acts of non-compliance, the production of the intended outcome (compliance and ceasing of actions) is regarded as a success from a policy goal perspective.'
 'Coercive diplomacy success resulting from the use of threats and sanctions (inducements may, but need not, be employed) are classified as cheap successes. Successes resulting from the use of limited force count as costly ones. Compliance can only be considered a success if the outcome is lasting.']",3,0.0187861472537145,0.04506572637892,,0.030973235997782,,,,,0.9051692269665343,5.561539892534263e-06,,,,,,,,,,1.0186315633694709e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways, if any, can the environment be considered a security concern?",security_studies,"['Environmental security entails a consideration of the security of the global environment, as well as its nested sub-systems and social systems beyond the boundaries of the nation state.'
 'Environmental security is a critical security project in that it questions who and what is to be secured and from what threat by orthodox security policies, or whether linkages between environmental, security and development issues can be made.'
 'Environmental security is a practical endeavour to assess how environmental change causes violent conflict within and between countries, and the ways in which environmental security can undermine national security.'
 'All of these options. The environment is both an object to be secured and a source of risk, although it may mean different things to different people. Whilst deepening the concept of security it has both critical and practical dimensions although the utility of the concept is contested.']",3,1.0060392792351825e-12,1.8795288164491564e-12,,0.9999999999963962,,,,,5.384940217496391e-13,2.0879679115460345e-14,,,,,,7.287724095471008e-14,8.258073285160808e-14,,,,3.628344177873445e-15,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the liberalist attitude towards international organisations?,security_studies,"['Liberalism holds that international organisations can enhance national and international security. It advocates the inclusion of non-governmental organisations and other actors to encourage cooperation and build communities.'
 'The liberalist advocacy of cooperation as enhancing security is undermined by the failure of international organisations such as the league of nations in preventing global conflicts.'
 ""Under liberalism's different schools of thought, there is a general consensus that the involvement of international organisations in the political system ultimately undermines security by disempowering the state as a unitary actor.""
 'All of these options.']",0,1.0463885086806021e-08,1.6368270249135296e-07,,0.0003353499855465,,,,,0.9996644749389978,2.1717100656314007e-10,,6.689337935122724e-10,,,,,,4.2763506708128925e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the relationship between culture and social constructivism?,security_studies,"['All of the below.'
 'Culture is the product of shared identity and interaction, although it is important in understanding the dynamics of social identity, its wider reference to security studies is largely disputed.'
 'Social constructivism does not regard culture as being an important feature to study, instead focusing on individualistic aspects of identity such as personal interests and ambition.'
 'Culture is commonly regarded as a set of practices that give meaning to shared experiences and actions; it can impact on how states see security and is crucial in constructing the values and rules that inform identity.']",3,1.2745836817962084e-07,4.537832228080074e-05,,0.0004305373622824,,,,,0.9995239485358216,6.345772144839843e-09,7.5789440320249e-10,7.5789440320249e-10,,,,,,,,4.5968619236691903e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is an impact of common structural adjustment policies on the poor?,security_studies,"['Cost of imports soar, including vital resources such as imported medicines. Basic food prices rise, putting even greater pressure on already stretched household budgets.'
 'Reduced health, education, and social welfare spending and the introduction of cost-recovery and user-fees put healthcare and education beyond the reach of many ordinary people. Public sector redundancies and salary freezes lead to fewer teachers and doctors.'
 'Massive redundancies and increased unemployment with no social security provision push families deeper into poverty. Farmers and small companies can no longer afford to borrow money and are forced to reduce production or go out of business.'
 'All of these options.']",3,3.26613134250495e-13,2.734698291355342e-12,,0.999999999995306,,,,,1.4637785139993022e-12,2.6810038675499152e-14,,,,4.658886144700437e-15,,7.287724095189354e-14,6.431393940895729e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How might the diversity of the current global international system impact upon the case for humanitarian intervention?,security_studies,"['The global political arena is dominated by a paradigm of human-security which promotes human security based on core assumptions of what it is to be secure, and which transcend cultural or political diversity.'
 'Despite the inclusion of a diverse range of political actors, whose cultural, ethical and religious values are often at odds with one another, there exists a general consensus amongst all states that humanitarian intervention is sometimes justified.'
 'The diversity of states, in terms of their cultural, political, ideological and religious values, results in a global system characterised by radical disagreements on how states should govern themselves and each other. In order to protect this diversity there exist rules of engagement that prohibit interference in the sovereign state, such as humanitarian intervention.'
 'Within the contemporary global arena there are a number of radically different views on how states should govern themselves and each other. In order to protect this diversity, there exists a need for unifying principles of humanitarian intervention.']",2,0.9999996891354752,3.0590235630027215e-07,,1.103256161452911e-09,1.8795290364923397e-12,2.4133630542587853e-12,,,3.8507423734035516e-09,2.4133630542587853e-12,,,,1.4637786854256769e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are economic objectives of IMF adjustment policies?,security_studies,"['Devaluation to promote exports and reduce demand for imports by raising their prices.'
 'Tighter monetary and credit policies with higher interest rates to reduce overall demand, and thus demand for imports; to limit or reduce the rate of inflation.'
 'All of these options.'
 'Public spending cuts to reduce the budget deficit and slow the growth of government debt.']",2,0.9999999999981384,1.4637785140583218e-12,8.25807328517462e-14,3.9008376100006016e-14,1.0603575991034246e-13,8.25807328517462e-14,5.6756852323706594e-14,3.0379753853028555e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To what extent have biological agents been weaponized?,security_studies,"['Military professionals believe that the majority of biological agents can be sufficiently stable in their effects to be used as a weapon. Resource requirements would be minimal as fermenters used to make vaccines could be converted for military production and relatively small quantities of the agent are required to produce highly lethal effects, making them an efficient and effective weapon.'
 'Construction of the means to transmit biological weapons in warfare has focused on the use of vectors, for example lice, fleas, or mosquitoes, as a mode of transmission as a military weapon. These are favoured because the target would find it difficult to contain the source of the outbreak, placing the infrastructure of the target country under strain.'
 ""Biological agents comprise bacteria, viral, and toxin agents. However, not every disease provides the basis for an effective biological weapon. An agent's storage, delivery, mode of transmission and its very resilience can shape its effects on a target population.""
 'Inoculation programs against naturally occurring disease have eradicated the potential for viral agents to cause a global pandemic. Vaccination capabilities have undermined calls for the weaponization of viral agents made by some military strategists as most public health authorities have in place programs to deal with a possible outbreak.']",2,0.0097082827471548,1.874139458491321e-05,,5.659410781495881e-07,,,,,0.9902720491083554,1.9365458135002886e-08,,,,,,,,4.645531907641256e-08,8.678996206573176e-08,,,,,,,,,,2.08198087565634e-07,,,,,,,,,,,,,,,,,,
"According to Buzan, Waever, and de Wilde, in what ways does the Copenhagen School's approach to Security Studies differ from that of Critical Security Studies?",security_studies,"['The theory and knowledge that underpin each approach are fundamentally at odds with one another. Whilst Critical Security Studies is post-structuralist and constructivist, the Copenhagen School is based on an objectivist epistemology.'
 'Whilst Critical Security Studies regards security to be a social construction, based on the changeable ideas that form human society, the Copenhagen school disregards this epistemological approach and instead considers security as an issue to be studied objectively from a positivist approach.'
 'Critical Security Studies regards security to be an empirically definable state, which should be studied from a positivist approach. However, the Copenhagen School views security as a socially constructed entity that denies the validity of an objective approach.'
 'Neither Critical Security Studies nor the Copenhagen School account for the changing nature of society and its impact on the construction of security.']",0,1.1780205157890477e-05,0.6224518807485749,,8.994306624101527e-08,,,,,0.3775361978161366,1.3793215941322096e-08,,,,,,,,3.749384824930748e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are Fission Nuclear Weapons?,security_studies,"['Fission nuclear weapons are gun-type devices that require a relatively small amount of fissile uranium-235 material to produce a comparatively large explosion because mass and energy becomes interchangeable in the barrel. Implosion devices however are unable to sustain the reaction; the neutron generator is unable to set off the interchange being destroyed in the explosion.'
 'Implosion fissure devices are constructed with relative ease because unlike the gun-type fissure device it uses high-explosive shaped lenses to compress the fissile material to critical tolerance. Detonation is highly volatile with a high potential of ""going critical"".'
 'Fissile weapons are produced by the rapid rearrangement of hydrogen, oxygen, carbon and nitrogen in a chamber, striking each other at high velocities the friction sparking a chemical explosion.'
 'Gun-type devices are of rugged design using two sub-critical masses fired down a barrel at very high velocities with a high probability of producing a reaction. Implosion devices are more complex, requiring the assembling of shaped charges to compress the fissile material to critical tolerances, and are detonated with more than split-second timing.']",3,8.831907368181231e-06,0.0002581061672573,,0.6789966228413106,,,,,0.3207358586592891,2.3536235912033682e-07,1.8330038958845162e-07,,,,,,,,,,,,,,,,,,,1.617620260543581e-07,,,,,,,,,,,,,,,,,
Why is HIV/AIDS considered to be a non-traditional security issue?,security_studies,"['HIV/AIDS is a newly emergent disease that did not exist until relatively late in the 20th century.'
 'Ill health can threaten the state indirectly, but can also be a threat to other referent objects such as the economy.'
 'The overwhelming scale of HIV/AIDS requires a new approach in order to theorize its impact on security.'
 'None of the above - HIV/AIDS is better defined as a traditional security issue.']",1,0.0024726210634003,0.9975266643077064,,6.80872419424035e-08,,,,,6.459931193823132e-07,3.5728905484227686e-10,,,,,,,,,,,,,,,,,,1.9124304988907696e-10,,,,,,,,,,,,,,,,,,,
Which of the following is an important reason to advocate the process of desecuritization?,security_studies,"['To prevent the erosion of established civil liberties through the removal of special rights and the cessation of extraordinary measures.'
 'To prevent stagnation of the security realm and facilitate the recognition and securitization of new or more urgent existential threats.'
 'To prevent the securitization of irrelevant threats and to challenge the legitimacy of currently securitized threats.'
 'To ensure that securitizing actors conceptualise security threats in terms of those that can be addressed using extraordinary measures.']",0,0.1823687873837088,0.0003106868720093,,3.637769268831189e-07,,,,,0.8173201304264435,2.63519121980798e-08,,5.188999175757728e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the process of 'medicalization'?,security_studies,"[""The term 'medicalization' refers to the process whereby a medical or health issue becomes securitized.""
 ""'Medicalization' is the outcome of security dialogue that discusses threats or risks to national security in terms of medical language.""
 ""An issue is said to be 'medicalized' when it is dismissed as a security threat, instead deemed to be a medical issue concerning health as mutually exclusive from security.""
 ""The perceived 'medicalization' of societies occurs when social issues are increasingly considered and responded to as medical problems.""]",3,3.1608814528653195e-10,7.433680668945941e-12,,0.9999999996759604,,,,,3.266131341290847e-13,2.365977608050628e-14,,,,9.862862042061111e-15,,9.357622964552342e-14,6.43139393850502e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How has the conceptualization of health as a security issue changed during the twentieth century?,security_studies,"['Health has long been regarded as a security issue. During the 20th century there was an increasingly sense of panic about the potential damage of a serious pandemic disease outbreak in the newly globalised world. Medical advances and a series of successful contained outbreaks have largely allayed these fears.'
 'Since the early 20th century there has been growing recognition of the success in medical and technological advancements that have the ability to keep infectious diseases at bay in the modern population.'
 'Pandemic disease is a relatively new threat to security, emerging only in the early 19th century. Therefore, human populations are still formulating and testing new ways of controlling outbreaks and minimising their impact on security.'
 'During the 20th century, security analysts were predisposed to focus on the potential threat of nuclear confrontation and military combat. Since the reduction in these threats, there has emerged a series of pandemic diseases, and a sense of growing unease at the future impact of more serious outbreaks in an increasingly globalised population.']",3,5.371568122162763e-07,7.415221063790896e-06,,0.939905714922642,,,,,0.0600862799796478,3.4339320476902866e-08,,,,,,,,,,,,,,,,,,,,1.8380513732838445e-08,,,,,,,,,,,,,,,,,
Which statement best describes the circumstances that have shaped the emergence of peace studies as a field of research?,security_studies,"['Peace studies developed after the Second World War as a response to the failure of International Relations to prevent global conflict following World War I. Initially, the field was conditioned by the nuclear arms race and East-West divide that characterised the Cold War, but was quick to embrace environmental concerns and the issues surrounding the North-South wealth/poverty divide.'
 'Peace studies developed as a discipline following the Cold War when the security studies paradigm shifted to include areas of concern such as environmental, societal and economic security. As a field of research peace studies adopts a Euro-centric approach to security and has thus been defined by developments within the West and wealthier nations.'
 'Peace studies emerged as a response to the developing nuclear capability of states during the Cold War. The aim of peace studies is to secure the state as a referent object and does this through the study of weapons accumulation. The approach is particularly focused on the nuclear arms race between East and West.'
 'Developed as a response to World War I, peace studies focuses on disparities in wealth and resource allocation that exist within the global system, with the aim of promoting peace through the equal distribution of these resources.']",0,1.0815941545444132e-11,2.789468089814945e-10,,7.83504177648639e-13,,,,,0.9999999996112504,1.6586783570982689e-12,,7.991959884204136e-11,,1.573710208963353e-11,,,,,,,,8.878265468739516e-13,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements is commonly regarded as a tangible benefit of the securitization process?,security_studies,"['Securitizing injects urgency into an issue and leads to a sustained mobilization of political support and deployment of resources.'
 'Securitization encourages more efficient handling of complex problems.'
 'Securitization mobilizes popular support for policies in specific areas by calling them security relevant and encourages the allocation of more resources.'
 'All of these options.']",3,0.0179860619338044,8.77890357697804e-06,,0.9820050401245344,,,,,1.1050997644958037e-07,6.234546247938676e-09,,,,,,,,,,,,,,,,,,,,,,,,,,2.2935613896491926e-09,,,,,,,,,,,
In what ways might a society be threatened?,security_studies,"['Societies are threatened when their linguistic heritage and traditions are under attack. The inability to use and develop traditional language signifies the destruction of a society.'
 ""Threats to societal security exist when a society regards its collective identity as being under question. Such circumstances include the suppression of expression and interference with a society's ability to reproduce itself across generations.""
 'Military threats to societies in the form of external aggression, mainly through de-population policies with the intent of preventing collective identities from being reproduced over generations.'
 'Migratory influxes into a host receiving state results in a shift in the composition of the population resulting in horizontal competition or vertical competition. This is not an outright threat to survival but part of wider uncontrollable processes of evolutionary identity.']",1,0.0004996901873635,0.3766185991880603,,0.0009335441725104,,,,,0.6209434185885411,1.7098452820846752e-05,,,,,,,,0.0004409750426002,0.0003434317084919,,,,,,,,,,,,,,,,,,,0.0001622256035746,,,,,,,,,4.101705603699132e-05
Which of these statements best defines the concepts of corporate and social identity?,security_studies,"['An actor can have only one social identity, and this forms the basis for developing other identities. In contrast, an actor may have multiple corporate identities which vary in importance.'
 ""Corporate identity refers to the intrinsic, self-realized identity of an actor. Social identity refers to 'sets of meanings that an actor attributes to itself while taking the perspective of others'. Actors can have multiple social identities.""
 'Corporate identity is a type of social identity that is constructed through the interaction of an actor with others within the international system.'
 ""Social identity can also be described as 'role' identity. Like corporate identity, an actor's social identity is formed through interaction and does not exist as an intrinsic concept.""]",1,3.2241868177805235e-08,0.9999998399742056,,1.522998012508008e-08,,,,,1.1253517752981556e-07,1.388794421181424e-11,,,,1.139991881515555e-12,,,,,,2.7346983598907318e-12,,,1.0060393044090625e-12,,,,,,,,,,,,,,,,,,,,,,,,
In what ways has conflict been a concern of the environmental security agenda for strong states?,security_studies,"['Environmental change can be a cause of war between countries, largely centred on resource scarcity interrelated with conflict. There is therefore a strong connection between environmental degradation and violence; resources as strategic goals and strategic tools may cause violence if there is inequity.'
 'Population growth and its relationship to environmental degradation can lead to environmentally caused conflict. There is therefore a linear link between population growth and environmental change, and environmental change is the critical determinant in the production of violence.'
 'Common findings in research organizations investigating environmental violence have failed to find quantifiable relationships between environmental and social variables and the cause of war. Analysis of aggregated data failed to establish a common causal mechanism. The extensity of possible variables being simply too vast, mitigating any definitive relationship.'
 ""Analysis of environmental violence research shows that there is a tendency among 'strong states' to be less prone to internal violent conflicts whereas states undergoing significant economic and political transitions are more prone to violent conflict. Environmental change is unlikely to be a cause of war but can be a contributory factor.""]",3,3.0589988397772685e-07,8.315220959443852e-07,,6.144163414433457e-06,,,,,0.9999927099557052,1.4165975032980995e-09,,1.8189471994511563e-09,,,,,,4.944411119194549e-09,,,,,,,,,,,2.789445874645076e-10,,,,,,,,,,,,,,,,,,
"Threats to IT systems can be classified in many ways; in this chapter three different categories of threat are listed. According to this classification, which of the following would be classified as a 'Failure'?",security_studies,"['Security systems were not adequate to protect the system against attack from a hacking group, and sensitive data was lost.'
 'There is a programming error in the software which causes the system to perform badly.'
 'All of these options.'
 'The IT system has failed due to a random unexpected event, such as a tsunami which destroys key electronic equipment.']",1,0.9988042040590918,0.0010320640662889,,0.0001582717452883,,,,,5.415761305670392e-06,4.134980648582237e-08,1.6033059904827631e-09,,,,,,,,,1.414912570496365e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following reasons might influence a state's decision to join an alliance such as NATO?,security_studies,"['More powerful states may also create alliances in order to extend their protective umbrella over weaker friendly states.'
 'States may seek to join an alliance if they believe that their own resources are inadequate to maintain their sovereignty and security.'
 'An alliance can become attractive to states when a potential hegemonic power threatens the other states in that system.'
 'All of these options.']",3,1.542811203079542e-13,5.38494021736191e-13,,0.9999999999991738,,,,,,4.658886144764143e-15,,,,,,5.6756852322194265e-14,6.431393940983675e-14,,,,3.628344177782833e-15,,,,,,,,,,,,,,,,,,,,,,4.111452592248642e-15,,,,
What is the 'security dilemma' that faces weak states?,security_studies,"['The inability of the state to provide stability creates a situation wherein each component of society competes to preserve its well-being thereby engendering insecurity. The condition is self-perpetuating - a semi-permanent situation of emergent anarchy because measures to secure the regime will provoke greater resistance.'
 'The weak state insecurity dilemma is primarily an external condition creating a situation for the weak state similar to structural anarchy, wherein a weak state creates insecurity in the region when taking measures to improve its own regional standing.'
 ""The weak state insecurity dilemma emerges out of competition between each component of society to preserve and protect the longevity of their well-being and interests. However, the ruling elite remain separate from the social sphere of contestation producing a policy dilemma; use of the monopoly of instruments of violence to restore order will reduce the regime's infrastructural core.""
 ""Weak state insecurity dilemmas are born out of a lack of political and institutional centring with a monopoly of force. However, the engagement of armed forces to strengthen institutions may stop this process. Inability to foster 'stateness' is reversed by the use of violence. Social disquiet is a semi-permanent situation of emergent but not developed anarchy.""]",0,0.0006574552144368,0.1822944715555911,,6.115286094972883e-05,,,,,0.8169864451352427,4.120447359217162e-07,,,,,,,,6.318904362682691e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following does not constitute a fundamental ontological principle of social constructivism?,security_studies,"['Normative or ideational structures are important and matter as much as, if not more than, material structures.'
 'Identities are important.'
 'Anarchy is an inescapable feature of the international system.'
 'Agents and structures are mutually constituted.']",2,0.999999999998562,1.2917800047344789e-12,,9.357622968466989e-14,2.0879679115626643e-14,1.117608687044844e-14,5.9821282235285626e-15,6.7786393425387936e-15,,,,,,7.681204684895763e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical materialism is founded on the ideas and philosophies of which theorists?,security_studies,"['Barry Buzan and Ole Waever' 'Kenneth Waltz and Hans Morgenthau'
 'Karl Marx and Friedrich Engels' 'Adam Smith and Karl Marx']",2,0.9999999999992676,6.101936677193549e-13,1.4350379600369857e-14,1.1176086870139962e-14,3.9008376099174764e-14,1.4350379600369857e-14,1.6261110445080845e-14,,,,,,,,,,,,,,,,,,,2.6810038676008822e-14,,,,,,,,,,,,,,,,,,,,,
What internal security policy options are available to elites?,security_studies,"['Elites create negative inducements for non support of the regime. Redistribution as a means of denial to the power structure in the form of ""elite disenfranchisement"" which may include diversion of resources, disarmament and denial of access to commercial activity routes.'
 'Lacking infrastructural capacity and wider social legitimacy, weak state elites are often forced to rely on coercive power. However, a key dilemma is that the instruments of violence can be a threat to the regime requiring the deliberate undermining of armed forces.'
 'Elites attempt to foster a new politics of identity in which ethnic consciousness is superseded by ideologies orientated around the myth of the regime.'
 'Weak states have cultivated international sponsorship and have initiated processes of democratic reform so as to gain popular legitimacy internally whilst bolstering its international legitimacy externally.']",1,7.202257977716361e-05,0.0373086199902695,,0.0004144613303185,,,,,0.962202174261108,2.292320838298418e-07,,,,,,,,2.174893456595532e-06,2.597539811850703e-07,,,,,,,,,,,,,,,,,,,5.7959005379993335e-08,,,,,,,,,
Are strategies of Arms Control and Deterrence useful in cyber-security?,security_studies,"['No, arms control does not serve any purpose outside the realm of traditional military weapons.'
 'Yes, successful policies of arms control and deterrence have translated well from other security realms, such as nuclear weapons control strategies.'
 'Effective deterrence requires international cooperation which is achievable in theory, but the verification required for traditional arms control strategies is impossible in cyber(ed) warfare.'
 'Only arms control is unproblematic, deterrence has failed because international cooperation cannot be reached and common rules or practices cannot be established.']",2,3.726638391217932e-06,0.9999962674366376,,3.16086891744846e-10,,,,,5.602774215411927e-09,2.1297767236824378e-12,,,,2.4133531998184882e-12,,,,,,7.83501070928241e-13,,,,,,,,7.83501070928241e-13,,,,,,,,,,,,,,,,,,,
In what ways does the perspective on terrorism influence the response a government will take?,security_studies,"['Within the disease prescription, reform packages become part of the government response to reduce the appeal of the terrorist group within the population. However, reforms may encourage terrorists to continue their violent activities because they are being rewarded. Under these conditions reforms may become concessions that fuel the violence rather than a mechanism for ending it. It is also clear that reforms may not eliminate the presence of terrorism.'
 'Contemporary responses to terrorism have been taken within the context of the war on terror analogy, in which the norms of retaliation and punishment prevail. Implicit within this view is the justification for pre-emptive action taken against training facilities, headquarters, sources of funding, and even the assassination of key individuals.'
 'Whilst the warfare analogy presumes deterrence at times, deterrence is more central to a justice system. The extent of pre-emption available in a normal criminal context is the detention of suspects or judicial harassment.'
 'All of these options. Responses to terrorist attacks vary either explicitly or implicitly, if warfare is seen as warfare, crime, or disease.']",3,1.691897850992786e-10,1.1861119649232431e-08,,0.9999999595003048,,,,,2.8453346885331368e-08,1.0815941099419362e-11,1.4637784521604394e-12,,,,,1.879528736973845e-12,,,,,,,,,,,,,,,,,,,,1.879528736973845e-12,,,,,,,,,,,
How might the period of academic institutionalization be assessed?,security_studies,"['The distinct phenomenon of strategic studies emerged as an imported American specialty. It emerged in the US and was exported to Europe. European security studies was ""theory has already been done"" kind of work.'
 ""The think tanks became routine producers of narrow technical problem-solving succumbing to 'hectic empiricism': the internal logic of its key contribution (deterrence) broke down.""
 'Peace research developed on a parallel but separate track, and particularly the distinct critical branch was seen neither by its representatives nor by security studies as part of the latter.'
 'All of these options.']",3,6.224145393551093e-11,3.581748373757787e-10,,0.9999999313214736,,,,,6.825604221447878e-08,1.1399919941926012e-12,,,,,,4.752193651164581e-13,3.701012136833935e-13,,,,,,,,,,,,,,,,,,8.258074308030384e-14,,,,,,,,,,,,
In what ways may the security dimensions of infectious disease be considered in the national security framework?,security_studies,"['The physical health of armed forces is a paramount concern within the traditional security paradigm, and the threat of disease is exacerbated by the physical and sociological conditions under which military personal operate, particularly during combat.'
 'The innate human fear of microbes makes them particularly amenable to being portrayed not just as important health issues, but as national-security threats as well.'
 'Diseases that traditionally affect certain regions of the world, due to their epidemiologic nature or for socio-economic reasons, are increasingly perceived by national governments as potential threats as a result of globalisation.'
 'All of these options.']",3,3.701011678378634e-13,1.139991852978427e-12,,0.9999999999982354,,,,,1.5428112031026637e-13,8.703945206223041e-15,,,,,,4.42022810338554e-14,4.42022810338554e-14,,,,3.202002498452187e-15,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the role of non-governmental organisations (NGOs) in the global defence trade?,security_studies,"['Non-governmental organisations are the primary actors in modern arms control measures.'
 'Non-governmental agencies are unable to access the resources and information needed to develop effective policy or action on arms control.'
 'Non-governmental groups have played a significant and effective role in developing arms control measures in recent years.'
 'There is a serious lack of involvement by non-governmental actors in controlling the global defence trade.']",2,0.9999999999026504,6.224144620537596e-11,,8.87826547507877e-13,2.5436656464082833e-13,1.361526107571178e-13,3.9008376086952564e-14,,3.3315445408977425e-11,,,,,4.752193060961493e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
