question,subject,choices,answer,a,d,b,ÃÂ°,c,<|end|>,i,e,ÃÂ±,f,s,n,ÃÂ,ÃÂ´,t,',cj,ci,ad,aa,q,Ã¢ÂÂ,bb,ÃÂ­a,ai,aie,ÃÂ§,ab,p,g,apart,k,bd,h,cc,cs,r,ÃÂ­d,ÃÂ¯,v,the,l,gold,'b,ac,be,m,ser,bfd,x,mar,j,y,rob
"This question refers to the following information.
As for their men there is no sexual jealousy in them. And none of them derives his genealogy from his father but, on the contrary, from his maternal uncle. A man does not pass on inheritance except to the sons of his sister to the exclusion of his own sons. . . . They are Muslims keeping to the prayers, studying fiqh (Islamic jurisprudence) and learning the Qur'an by heart. With regard to their women, they are not modest in the presence of men; they do not veil themselves in spite of their perseverance in the prayers. He who wishes to marry among them can marry, but the women do not travel with the husband, and if one of them wanted to do that, she would be prevented by her family. The women there have friends and companions amongst men outside the prohibited degrees of marriage [i.e., other than brothers, fathers, etc.]. Likewise for the men, there are companions from amongst women outside the prohibited degrees. One of them would enter his house to find his wife with her companion and would not disapprove of that conduct.
Ã¢ÂÂAdapted from an account by Ibn Battuta of his travels in Mali during the 1300s
What was the likely cause of women not wearing the veil?",high_school_world_history,"['They were probably rebelling against the oppression of women in Islam.'
 'It was a continuation of a preexisting cultural pattern.'
 'As sexual objects, they were prevented from veiling themselves.'
 'The climate of Mali makes veiling women impractical.']",1,3.1608814465063184e-10,2.06115361734751e-09,0.9999999975609022,,5.492788337387501e-11,6.56020015195009e-12,,,3.266131334720107e-13,,,,,,,,,,,,,,,,,,,,4.1524200109192824e-14,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""MAHATMA GANDHI'S MESSAGE.
REMAIN NON-VIOLENT
The following message was sent by Mahatma Gandhi from Waltair:Ã¢ÂÂ
Maulana Mohamed AH was arrested at Waltair under sections 107 and 108 to be called upon to give security, to be of good behaviour for one year. The place and date of trial is unknown.
The Begum Saheba and Mr. Hayat were permitted to see him after arrest.
He and I were going to address a meeting outside the station. He was arrested. I continued going to the meeting and addressed them. There is no cause for sorrow, but every cause for congratulation. There should be no hartal. Perfect peace and calmness should be observed. I regard the arrest as a prelude to Swaraj and the redress of the Khilafat and the Punjab wrongs, if we can remain non-violent. Retain Hindu-Muslim Unity despite the madness of some Moplahs, and fulfil the Swadeshi programme.
I hope every Indian, man or woman, will completely boycott foreign cloth and take up spinning or weaving during every spare minute.
By striving like the Maulana, be insistent on religious and national rights.
Let us earn imprisonment. I am conscious of the Maulana's innocence and I am sure the imprisonment of the innocent will enable the nation to reach the cherished goal.""
Mohandas Gandhi, The Pilgrims' March, 1921
Which of the following historical developments most assisted the ultimate success of the boycott mentioned in the fifth paragraph?",high_school_world_history,"['Pressure on colonial powers by the Soviet Union to retreat from their colonies'
 'The Great Depression that started in 1929'
 'The decolonization process already underway in Africa' 'World War II']",3,2.2130125010518773e-08,0.0013250222410548,0.9986748952559628,,6.01559166776202e-08,4.013284522422184e-11,,1.090923838973616e-10,,,2.7582874249985143e-11,,,,4.013284522422184e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The struggle against neo-colonialism is not aimed at excluding the capital of the developed world from operating in less developed countries. It is aimed at preventing the financial power of the developed countries being used in such a way as to impoverish the less developed.
Non-alignment, as practiced by Ghana and many other countries, is based on co-operation with all States whether they be capitalist, socialist or have a mixed economy. Such a policy, therefore, involves foreign investment from capitalist countries, but it must be invested in accordance with a national plan drawn up by the government of the non-aligned State with its own interests in mind. The issue is not what return the foreign investor receives on his investmentsÃ¢ÂÂ¦The question is one of power. A State in the grip of neo-colonialism is not master of its own destiny.""
Kwame Nkrumah, Neo-Colonialism, 1965
Which of the following would most directly result from the foreign investment from capitalist countries mentioned in the second paragraph?",high_school_world_history,"['The establishment of formal control over previous colonies by colonial powers'
 'The establishment of successful democratic regimes in targets of foreign investment'
 'The development of globalization and the spread of culture through consumerism'
 'The reduction of political instability and unrest in former colonies']",2,2.3823651727622243e-07,9.422437040288528e-07,2.102429885788077e-07,,0.999998608612732,6.224132880015975e-11,,1.917167896692992e-10,,,,,4.0586444691483495e-10,,,,,,,,,,,,,,,,,4.235575580502333e-12,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Seizing me, he led me down to the House of DarknessÃ¢ÂÂ¦
To the house where those who enter do not come out,
Along the road of no return,
To the house where those who dwell, do without light,
Where dirt is their drink, their food is of clayÃ¢ÂÂ¦
Where light cannot be seen. They dwell in the dark,
And upon the door and bolt, there lies dust.
from Tablet VII, The Epic of Gilgamesh, Sumeria, ca. 2100 B.C.E.
Truth is good and its worth is lasting.
It has not been disturbed since the day of its creator,
Whereas he who transgresses its ordinances is punished.
It lies as a path in front of even him who knows nothing.
Wrongdoing has never yet brought its venture to portÃ¢ÂÂ¦
Those whom the gods guide cannot lose themselves.
Those to whom they forbid passage will not be able to cross the river of life.
from The Maxims of Ptahhotep, Egypt, ca. 2400 B.C.E.
The above texts are best understood in the context of which of the following?",high_school_world_history,"['The use of religion to justify gender relations'
 'The use of religion to enforce legal norms'
 'The use of religion to ponder conceptions of the afterlife'
 'The use of religion to explain social hierarchy']",2,2.594609569826533e-11,1.5229980164701098e-08,2.699578577807752e-07,,0.99999971477242,2.7346983670050905e-12,,2.4133628383851428e-12,,,,,8.423463986757706e-12,,,,,,,,,,,,,,,,2.2447771169239123e-13,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
I walk alongside the column, ask what's going on.
A soldier says simply: ""They call up more every day.
""Some of us were sent north to the Yellow River at age fifteen,
And now at forty we're heading off to the garrisons in the west.
On our first tour, the village headman had to tie our bandannas for us.
When we came back, our hair was white, but still there's more unrest.
The frontier garrisons run with blood, enough to fill an ocean,
But the Martial Emperor's territorial ambitions have yet to crest.
In the hundred districts east of the mountains, throughout the land of Han,
There must be ten thousand villages that brambles now infest.
Even if wives are strong enough to handle a hoe and plow,
The crops grow every which way, the fields are all a mess.
It's hardest for the Shanxi men, with their reputations as fighters:
They're rounded up like dogs or chickens, every male impressed.
""But sir, though it's good of you to ask,
Complaining isn't part of the soldier's task.
We can only shake our heads. Take this winter:
The Shanxi troops were never sent home.
The District Officers are demanding the land tax,
But where will it come from? You can't get blood from a stone!
I honestly think it's bad luck to bear a son now,
It's better to have a daughter: at least she can marry
And live with the neighbors next door.
But a son will end up lying on some distant prairie.""
Du Fu, ""Ballad of the Army Carts,"" ca. 750 C.E.
The poem provides evidence of which of the following as a major cause of later Tang decline?",high_school_world_history,"['Discontent among the peasantry due to oppressive taxation'
 'Foreign invasion of the Tang heartlands'
 'The spread of Buddhism and Taoism as a reaction to state-sponsored Confucianism'
 'An ineffective bureaucracy and poor leadership']",0,0.9999999954912964,4.363462233181085e-09,5.10908900492368e-12,1.3176514210417528e-10,5.789356302509999e-12,2.41336276090282e-12,,,,,,,,,,,,,,1.6423139695159334e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understandÃ¢ÂÂas though speaking in our nameÃ¢ÂÂwhat he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The tone of the first letter best reflects which of the following developments in early modern Africa?",high_school_world_history,"['A growing dependence on trade with Europe for manufactured goods'
 'Vigorous resistance to European expeditions of conquest'
 'The establishment of Portuguese trading posts along the coastline'
 'The consolidation of states along the Atlantic coast of Africa']",0,0.999943763662712,3.726444854299844e-06,1.0676443259918774e-06,8.506912956402929e-11,5.144198444147018e-05,2.1508844334430776e-11,3.3313549793771504e-11,1.2377485316470604e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""The Sovereign Congress of Venezuela, to which authority the people of the Republic of the New Granada have voluntarily stood by.
Considering:
1. ""That united in a single Republic, the provinces of Venezuela and the New Granada have all proportions and ways to elevate themselves to a higher grade of power and prosperity.
2. ""That constituted in separate republics, for any more stronger the ties that these have united them, so far from taking advantages of so many advantages, they would hardly consolidate and make respect their sovereignty.
3. ""That these truths, highly penetrated by superior talented men and of an enlightened patriotism, had moved the governments of both republics to convene in a reunion that the vicissitudes of wars decreed and decree the following fundamental Law of the Republic of Colombia:
ARTICLE 1. The Republics of Venezuela and New Granada are from this day on united in a single one under the glorious title of Republic of ColombiaÃ¢ÂÂ¦.
ARTICLE 4. The Executive Power of the Republic will be vested on the President and in case of his defect a Vice President and his replacement will be appointed interimly by the acting Congress.""
Fundamental Law Establishing Gran Colombia, passed by the Congress of Angostura convened by Simon Bolivar, 1819
Source 2:
""IN THE NAME OF THE HOLY TRINITY.
TITLE 1 - Of the Empire of Brazil, its Territories, Government, dynasty, and Religion.
Art. 1. The EMPIRE of Brazil is the political association for all Brazilian citizens. These will form a free and independent nation, and will not form any other union or federation, which may cause it to lose its own Independence.
Art. 2. Its territory is divided into provinces in the form in which it currently finds itself; these may be subdivided, as is required for the good of the state.
Art. 3. Its government is a Hereditary Monarchy, constitutional, and Representative.
Art. 4. The prevailing dynasty is that of the Lord Dom Pedro I, the sitting Emperor and Perpetual Defender of Brazil.
Art. 5. The Catholic Apostolic Roman Religion will continue to be the religion of the Empire. Followers of all other religions are allowed to worship within their households, or particular houses for that intent, so long as there is nothing indicating this on the exterior of the Temple.""
Constitution of the Empire of Brazil, March 25, 1824
Which of the following is most directly responsible for creating the constitutions above?",high_school_world_history,"['Nationalist movements advocating pan-Americanism'
 'Revolts organized by provincial elites in Latin American nations'
 'Aboriginal natives gathering the support of provincials to create constitutions'
 'Colonial powers preparing their colonies for independence']",1,0.9241393355074008,2.6821468865727537e-06,0.0758579726351678,6.582791680321987e-10,8.536694140691834e-09,2.5778582612553107e-10,,,,,,,,,,,,,,,,,,,,,,2.5778582612553107e-10,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Is it not unity alone that can weld us into an effective force, capable of creating our own progress and making our valuable contribution to world peace? Which independent African state will claim that its financial structure and banking institutions are fully harnessed to its national development? Which will claim that its material resources and human energies are available for its own national aspirations? We are fast learning that political independence is not enough to rid us of the consequences of colonial rule. We have been too busy nursing our separate states to understand fully the basic need for union, rooted in common purpose, common planning and common endeavour.
Ghana's president, Kwame Nkrumah, addressing the Organization of African Unity, 1963
Which of the following factors was most important in preventing the fulfillment of the political dreams described in the passage?",high_school_world_history,"['A lack of common ethnicity, language, or religion'
 'The spread of communism throughout the continent'
 'Armed intervention on the part of the Cold War superpowers'
 ""Africa's shortage of natural resources""]",0,0.9999995548927776,5.1090895701972595e-12,5.1090895701972595e-12,1.081594270498324e-11,4.450848521856037e-07,1.291780141858921e-12,4.4202285726789286e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""At least one of the [world's] societies would have to somehow enormously increase its productivity [in order to achieve global hegemony]. That quantum jump would have to be made before the various scientific, technological, agricultural, and industrial revolutions on which our post-quantum-leap world rests. It could only be accomplished by exploiting the ecosystems, mineral resources, and human assets of whole continents outside the lands of the society making the jump. Western Europe did just that by means of its brutality and guns and, more important, by geographical and ecological luck.""
Copyright ÃÂ© 2015 Cambridge University Press.
Alfred Crosby, historian, Ecological Imperialism, 2004
Based on your knowledge of world history, which of the following contributed LEAST to Western European global hegemony between 1450 and 1750 C.E.?",high_school_world_history,"['The exchange of food sources between the Americas and Europe'
 'Refinement of gunpowder technologies'
 'The development and application of steam-powered technologies'
 'The implementation of joint-stock companies']",2,1.463778513715456e-12,1.6918979221407116e-10,1.783247290314605e-11,,0.9999999997203912,5.384940216244064e-13,,1.1176086867760306e-14,,,,,9.056076987133486e-11,,,,,,,,,,,,,,,,,1.2664165545543065e-14,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyÃ¢ÂÂ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃÂ³n de BolÃÂ­var, Message to the Congress of Angostura, 1819
The passage is best understood in the context of which of the following political movements?",high_school_world_history,"[""The fight for workers' rights in Central America""
 'The fight for independence in South America'
 'The fight for economic justice in the Caribbean'
 'The fight for political autonomy in the Philippines']",1,4.193795658377365e-13,8.258073285551626e-14,0.9999999999994932,,2.8257572871141414e-15,1.512518882148662e-15,,,5.564246011261044e-16,,,,,,,,,,,,,,2.4447590766108602e-17,,,,,,,,,,,,,,,,,,,,,,,3.522009381980506e-18,,,,,,,,
"This question refers to the following information.
The passage below is the Chinese emperor's response to English King George III's diplomatic envoys, who were seeking expanded trading privileges (1793).
Strange and costly objects do not interest me. If I have commanded that the tribute offerings sent by you, O King, are to be accepted, this was solely in consideration for the spirit which prompted you to dispatch them from afar. . . . As your Ambassador can see for himself, we possess all things. I set no value on objects strange or ingenious, and have no use for your country's manufactures. It behooves you, O King, to display even greater devotion and loyalty in future, so that, by perpetual submission to our Throne, you may secure peace and prosperity.
What was the impact of European demand for Chinese goods?",high_school_world_history,"['The Portuguese increased their international power and prestige.'
 'The British shifted their focus for trade and colonization to Japan.'
 ""The bulk of the world's silver supply moved to China.""
 'The British sought control of the Malacca Strait.']",2,1.4166087832001815e-09,5.211412475222395e-10,4.0586521166112904e-10,,0.9999999975714764,4.508755231336465e-12,,4.193795648186682e-13,,,,,7.991959873529772e-11,,,,,,,,,,,,,,,,,6.041735466015246e-14,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Chinese are all infidels: they worship images, and burn their dead just like the [Hindus]. The King of China is a Tartar, and one of the descendants of [Ghenghis] KhanÃ¢ÂÂ¦In all the Chinese provinces, there is a town for the [Muslims], and in this they reside. They also have cells, colleges, and mosques, and are made much of by the Kings of ChinaÃ¢ÂÂ¦
When we approached this city [of Hangzhou] we were met by its judge, the [elders] of Islamism, and the great merchants. The [Muslims] are exceedingly numerous here. This whole city is surrounded by a wall: each of the six [districts of Hangzhou] is also surrounded by a wall. In the first reside the guards, with their commander. I was told that, in the muster-rolls, these amount to twelve thousandÃ¢ÂÂ¦In the second division are the Jews, Christians, and the Turks who worship the sun: these are numerous, their number is not known: and theirs is the most beautiful city. Their streets are well disposed, and their great men are exceedingly wealthy. There are in the city a great number of [Muslims], with some of whom I resided for fifteen days; and was treated most [honorably]Ã¢ÂÂ¦""
Ibn Battuta, Voyages, 1332Ã¢ÂÂ1346 C.E.
The observations expressed in the excerpt are best seen as evidence for which of the following in Yuan China?",high_school_world_history,"['Policies of religious toleration'
 'Instatement of foreigners as provincial administrators'
 'Mongol assimilation into Chinese culture'
 'Military pressures from internal unrest']",0,0.9999999976931352,6.224144608247233e-11,1.4166087833064703e-09,6.224144608247233e-11,7.582560410051701e-10,5.438596947681195e-12,4.193795648501344e-13,,,,,,,,,,,,,1.658678355007327e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
Which of the following explains why Nkrumah feels Africa must ""avoid all the dangers inherent in disunity""?",high_school_world_history,"['African nations will not achieve independence without unity.'
 'Disunity is what originally led many African nations into disarray.'
 'The African continent has already experienced its share of civil wars.'
 'The world community sees power as a function of size and influence.']",3,1.7257828512716686e-08,0.9999998368053334,1.4449802900465664e-07,,1.41660882971783e-09,1.5737102585378862e-11,,5.789356504766837e-12,,,,2.5436657247218244e-13,,,4.1937957858997293e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Literacy rates among the Russian-speaking population of late Imperial Russia and the Soviet Union, 1897Ã¢ÂÂ1955
Literacy Rate
1897  24%
1917  45%
1926  56%
1937  75%
1939  81.10%
1955  99.90%
Source: Census data and Soviet Ministry of Education
A historian sympathetic to Soviet communism would most likely use the chart as evidence to support which of the following propositions?",high_school_world_history,"['The ideals of the Russian Revolution were betrayed by the Leninist and Stalinist regimes.'
 'Lenin and Stalin vastly improved Russian military preparedness.'
 'Communism has been made to work more efficiently in Russia than in China.'
 'Despite abuses on the part of Lenin and Stalin, the Soviet regime managed significant achievements.']",3,5.109089027741674e-12,0.9999999999380568,8.423463753938334e-12,,4.277787868699682e-11,5.109089027741674e-12,,3.66449780668716e-14,,,,,,4.75219306247197e-13,,,,,,,,1.1896882545702476e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Upon their arrival they were honorably and graciously received by the grand Khan, in a full assembly of his principal officers. When they drew nigh to his person, they paid their respects by prostrating themselves on the floor. He immediately commanded them to rise, and to relate to him the circumstances of their travels, with all that had taken place in their negotiation with his holiness the pope. To their narrative, which they gave in the regular order of events, and delivered in perspicuous language, he listened with attentive silence. The letters and the presents from pope Gregory were then laid before him, and, upon hearing the former read, he bestowed much commendation on the fidelity, the zeal, and the diligence of his ambassadors; and receiving with due reverence the oil from the holy sepulchre, he gave directions that it should be preserved with religious care. Upon his observing Marco Polo, and inquiring who he was, Nicolo made answer, This is your servant, and my son; upon which the grand Khan replied, ""He is welcome, and it pleases me much,"" and he caused him to be enrolled amongst his attendants of honor. And on account of their return he made a great feast and rejoicing; and as long as the said brothers and Marco remained in the court of the grand Khan, they were honored even above his own courtiers. Marco was held in high estimation and respect by all belonging to the court. He learnt in a short time and adopted the manners of the Tartars, and acquired a proficiency in four different languages, which he became qualified to read and write.""
Marco Polo's Travels, ca. 1300 C.E.
The encounter described in the account above illustrates which of the following?",high_school_world_history,"['The economic dominance of the Ottoman Empire'
 'The influence of Middle Eastern religious beliefs on the peoples of South Asia'
 'The lack of cooperation among major political groups in the High Middle Ages'
 'Amiable cultural exchange between Europe and Asia']",3,1.3887943862689906e-11,0.9999999998377338,1.2256067442092584e-11,,1.3176514267937846e-10,3.9789625351856945e-12,,1.748234127984788e-13,,,,,,1.748234127984788e-13,2.8539137611237584e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyÃ¢ÂÂ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃÂ³n de BolÃÂ­var, Message to the Congress of Angostura, 1819
SimÃÂ³n de BolÃÂ­var, the author of the passage, accomplished which of the following?",high_school_world_history,"['The first union of independent Latin American states'
 'The first military victory of the War of 1812'
 'The first military victory of the Spanish-American War'
 'The first political coup by someone of mixed-race descent']",0,0.9999999997765512,1.1628233027503795e-10,1.2256067441235604e-11,2.2897348451105096e-11,7.052879849464111e-11,1.4637785137838673e-12,,2.087967911158037e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]Ã¢ÂÂ¦.The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a yearÃ¢ÂÂ¦.
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubinesÃ¢ÂÂ¦.And they oblige the Indians to accept corn or meat or chicha [corn beer]Ã¢ÂÂ¦at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing himÃ¢ÂÂ¦.Even the protector of the Indians is useless;Ã¢ÂÂ¦he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
Which of the following changes to the Spanish policies towards Native Americans occurred on account of the practices described in the passage?",high_school_world_history,"['The replacement of native laborers in the mines with an almost exclusively African slave workforce'
 'The foundation of viceroyalties to allow for more effective royal administration of native relations'
 'The promulgation of royal decrees insisting on more humane treatment of the natives'
 'The enfranchisement of all natives by local Spanish elites in the colonies']",2,1.1253495717727937e-07,2.510994301726303e-08,9.42244602520282e-07,,0.9999989197729942,3.775127246558676e-11,,4.8473593358117495e-11,,,,,2.461692193103899e-10,,,,,,,,,,,,,,,,5.109079151672722e-12,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
That day the Reverend Xuanzang was chosen from among all the monks. He had been a monk from infancy, and ever since birth he had eaten vegetarian food and observed the prohibitions. His maternal grandfather was an imperial commander, Yin Kaishan. His father Chen Guangrui had come top in the Palace Examination and had been appointed a grand secretary in the Imperial Library. Xuanzang, however, had no interest in honour and glory, and his only joy was to cultivate Nirvana. His virtue was great; of the thousand sutras and ten thousand holy books there was not a single one that he did not know.
Ã¢ÂÂ¦
He looked to the West and prayed, ""I am the believer Chen Xuanzang sent on imperial orders to fetch the scriptures. If I am fated to have a disciple, may I be able to unseal the golden words and release the divine Monkey King to come with me to the Vulture Peak. If I am not fated to have a disciple, and this monkey is an evil monster who has deceived me and will do me no good, then may I be unable to remove the seal."" When he had prayed he bowed again.
From Wu Chengen, Journey to the West, ca. 1590s
In which of the following ways does the excerpt above most complicate historians' understanding of the career of the Chinese monk and traveler Xuanzang?",high_school_world_history,"[""It highly fictionalizes the story of Xuanzang's accomplishments.""
 'It was written long after the time period in which Xuanzang lived.'
 'It casts doubt on the actual existence of Xuanzang.'
 'It is widely considered by scholars to be a forgery.']",0,0.9975273121976762,4.352671798807558e-09,0.002472623204897,4.542420633566609e-11,6.008678075424104e-08,,,3.765798972250181e-11,,,,,,,,,,,,,,,,,,,,7.489185519028419e-11,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
As for their men there is no sexual jealousy in them. And none of them derives his genealogy from his father but, on the contrary, from his maternal uncle. A man does not pass on inheritance except to the sons of his sister to the exclusion of his own sons. . . . They are Muslims keeping to the prayers, studying fiqh (Islamic jurisprudence) and learning the Qur'an by heart. With regard to their women, they are not modest in the presence of men; they do not veil themselves in spite of their perseverance in the prayers. He who wishes to marry among them can marry, but the women do not travel with the husband, and if one of them wanted to do that, she would be prevented by her family. The women there have friends and companions amongst men outside the prohibited degrees of marriage [i.e., other than brothers, fathers, etc.]. Likewise for the men, there are companions from amongst women outside the prohibited degrees. One of them would enter his house to find his wife with her companion and would not disapprove of that conduct.
Ã¢ÂÂAdapted from an account by Ibn Battuta of his travels in Mali during the 1300s
The most likely source of Islam in Mali came from",high_school_world_history,"['wandering Berber mystics.' 'conquering Mughal armies.'
 'contact with Muslim trade caravans.'
 'pilgrims to Islamic shrines in Ethiopia.']",2,2.646573620573301e-09,1.8189616749510363e-09,1.8189616749510363e-09,,0.9999999931100686,8.423463696109766e-12,,5.789356288621218e-12,,,,,5.905303958031305e-10,,,,,,,,,,,,,,,,,6.914400059036316e-13,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyÃ¢ÂÂ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃÂ³n de BolÃÂ­var, Message to the Congress of Angostura, 1819
The author of this text expresses a belief in which of the following as requirements for a properly functioning legal system?",high_school_world_history,"['Truth and religion' 'Freedom and democracy' 'Intelligence and order'
 'Morality and justice']",3,1.2256068253436247e-11,0.9999998724266652,2.5946096696130608e-11,,1.2751906756953105e-07,1.573710314607188e-11,,2.2447772032561737e-13,,6.43139436615296e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9008378677748664e-14,,,,,,,
