question,subject,choices,answer,d,a,c,b,e,f,ad,g,h,1,choice,cd,bcd,bc,bd,ab,ba,ac,Ð°,4,3,2,abc,abcd,all,db,Ñ,r,dc,da,aa,cb,none,i,bb,band,sol,p,m,q
"This question refers to the following information.
Let us not, I beseech you sir, deceive ourselves. Sir, we have done everything that could be done, to avert the storm which is now coming on. We have petitioned; we have remonstrated; we have supplicated; we have prostrated ourselves before the throne, and have implored its interposition to arrest the tyrannical hands of the ministry and Parliament. Our petitions have been slighted; our remonstrances have produced additional violence and insult; our supplications have been disregarded; and we have been spurned, with contempt, from the foot of the throne. In vain, after these things, may we indulge the fond hope of peace and reconciliation. There is no longer any room for hope.â¦ It is in vain, sir, to extenuate the matter. Gentlemen may cry, Peace, Peace, but there is no peace. The war is actually begun! The next gale that sweeps from the north will bring to our ears the clash of resounding arms! Our brethren are already in the field! Why stand we here idle? What is it that gentlemen wish? What would they have? Is life so dear, or peace so sweet, as to be purchased at the price of chains and slavery? Forbid it, Almighty God! I know not what course others may take; but as for me, give me liberty or give me death!
âPatrick Henry, March 23, 1775
In this passage, Henry expresses an abiding American concern about which of the following?",high_school_us_history,"['No entangling alliances with foreign countries'
 'The dangers of standing armies' 'Self-government'
 'The separation of church and state']",2,0.0035621156492545,0.1041002785953935,0.3633457175794298,0.5286648996163601,6.876500888824941e-06,4.170808620613501e-06,,,,,,,,0.0001381182125048,,1.4557552495879472e-05,,1.3675554977222092e-05,,,,,2.4001346449290225e-05,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are men; we have souls, we have passions, we have feelings, we have hopes, we have desires, like any other race in the world. The cry is raised all over the world today of Canada for the Canadians, of America for the Americans, of England for the English, of France for the French, of Germany for the Germansâdo you think it is unreasonable that we, the Blacks of the world, should raise the cry of Africa for the Africans?""
âMarcus Garvey, 1920
The passage above presents a position in which of the following ongoing debates in American history?",high_school_us_history,"['The debate between interventionism and isolationism in foreign policy.'
 'The debate between separatism and integration when it came to the place of African Americans in American society.'
 'The debate between exclusion and inclusion when it came to immigration policy.'
 'The debate between laissez-faire policies and government intervention in economic affairs.']",1,0.0016213306227885,0.0135752350989701,0.0325652883245437,0.9516972628676892,7.05334846172462e-06,,,,,,,,,0.0003617677615163,,4.320699758110619e-05,,8.507962274239178e-06,,,,,1.801135627590435e-05,,,,,,,,,7.05334846172462e-06,,,,,,,,
"This question refers to the following information.
""When we were kids the United States was the wealthiest and strongest country in the world; the only one with the atom bomb, the least scarred by modern war, an initiator of the United Nations that we thought would distribute Western influence throughout the world. Freedom and equality for each individual, government of, by, and for the peopleâthese American values we found good, principles by which we could live as men. Many of us began maturing in complacency.
""As we grew, however, our comfort was penetrated by events too troubling to dismiss. First, the permeating and victimizing fact of human degradation, symbolized by the Southern struggle against racial bigotry, compelled most of us from silence to activism. Second, the enclosing fact of the Cold War, symbolized by the presence of the Bomb, brought awareness that we ourselves, and our friends, and millions of abstract 'others' we knew more directly because of our common peril, might die at any time. . . .""
âPort Huron Statement, 1962
The primary intended audience for the Port Huron Statement was",high_school_us_history,"['African Americans in the South.' 'government officials.'
 'middle-class college students.' 'factory workers.']",2,0.0019186983146216,0.0035864628374217,0.9939137515318218,0.0005497162708666,1.0717761022293236e-05,1.1296437007890814e-06,,,,,,,,,,,,,,,1.2800540120658323e-06,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
The sentiments above are most consistent with which of the following ideologies?",high_school_us_history,"[""States' Rights"" 'Nullification' 'Neutrality' 'Civil disobedience']",0,0.0012628735991428,0.9518331090476846,0.0044078619729328,0.0418206300023174,3.365442541938822e-05,,7.993626691800096e-06,,,,,,,,,0.0004645852339228,7.993626691800096e-06,1.3179262356807115e-05,,,,,1.6922507839336323e-05,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Is there no danger to our liberty and independence in a bank that in its nature has so little to bind it to our country? The president of the bank has told us that most of the State banks exist by its forbearance. Should its influence become concentrated, as it may under the operation of such an act as this, in the hands of a self-elected directory whose interests are identified with those of the foreign stockholders, will there not be cause to tremble for the purity of our elections in peace and for the independence of our country in war? Their power would be great whenever they might choose to exert it; but if this monopoly were regularly renewed every fifteen or twenty years on terms proposed by themselves, they might seldom in peace put forth their strength to influence elections or control the affairs of the nation. But if any private citizen or public functionary should interpose to curtail its powers or prevent a renewal of its privileges, it cannot be doubted that he would be made to feel its influence.""
President Andrew Jackson, Veto of the Bank of the United States, 1832
The election of 1824 marked a turning point in presidential politics because, for the first time,",high_school_us_history,"['the presidency was won by someone who was not a member of the Federalist Party'
 'a presidential and vice-presidential candidate ran together on one ticket'
 'all the candidates campaigned widely throughout the states'
 'the system of choosing nominees by congressional caucus failed']",3,0.7994470986424724,0.0511069393563571,0.0743601579909127,0.0743601579909127,0.0001435488745641,,5.280867975543187e-05,,,,,7.683617566147539e-05,3.203008337061528e-05,,0.0001435488745641,,,,,,,,,2.201393289940489e-05,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Americans have more freedom and broader rights than citizens of almost any other nation in the world, including the capacity to criticize their government and their elected officials. But we do not have the right to resort to violenceâor the threat of violenceâwhen we don't get our way. Our founders constructed a system of government so that reason could prevail over fear. Oklahoma City proved once again that without the law there is no freedom. Criticism is part of the lifeblood of democracy. No one is right all the time. But we should remember that there is a big difference between criticizing a policy or a politician and demonizing the government that guarantees our freedoms and the public servants who enforce our laws.""
President Bill Clinton, ""What We Learned in Oklahoma City,"" 2010
(Written on the 15th anniversary of the Oklahoma City bombing)
""If there would not have been a Waco, I would have put down roots somewhere and not been so unsettled with the fact that my governmentâ¦was a threat to me. Everything that Waco implies was on the forefront of my thoughts. That sort of guided my path for the next couple of years.""
Timothy McVeigh, Oklahoma City bomber, 2001
U.S. Representative John Conyers, Events Surrounding the Branch Davidian Cult Standoff in Waco, Texas: Hearing Before the Committee on the Judiciary, House of Representatives, 1993
The above excerpts most closely support which of the following inferences?",high_school_us_history,"['In the 1990s, anti-government sentiment, in response to excessive uses of federal power to resolve domestic conflicts, inspired militia groups and lone vigilantes, such as Timothy McVeigh.'
 'In 1993 Attorney General Janet Reno launched an offensive against the Branch Davidian cult led by Timothy McVeigh, later drawing criticism from Congress for her heavy-handed approach.'
 'Fearing a rise in anti-government sentiment after the Oklahoma City bombing, Attorney General Janet Reno sent troops to quell the Branch Davidian Cult Standoff, and later faced congressional criticism.'
 'Attorney General Janet Reno resigned from office in part due to Congressional pressure put on President Clinton by Representative John Conyers.']",0,8.469795781643618e-05,0.998582876394817,0.0011692192420853,0.0001396433246368,3.4959022279946627e-06,1.5512972099790856e-06,,,,1.2081514819081974e-06,1.0015927576746968e-06,,,,,,,2.120371884636468e-06,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I am in Birmingham because injustice is here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
âMartin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
The language of this passage by Susan B. Anthony demonstrates which of the following continuities in U.S. history?",high_school_us_history,"['Debates over free speech.' 'Debates over voting rights.'
 ""Debates over federal power and states' rights.""
 'Debates over the procedures of amending the Constitution.']",1,0.0085843385235274,0.0718864859312596,0.0435948681794802,0.8756409589225187,3.295668894624026e-05,1.138952693537643e-05,,,,,,,,6.554220218075654e-05,,5.1044318382597536e-05,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The petition of several poor negroes and mulattoes, who are inhabitants of the town of Dartmouth, humbly showeth,â
""That we being chiefly of the African extract, and by reason of long bondage and hard slavery, we have been deprived of enjoying the profits of our labor or the advantage of inheriting estates from our parents, as our neighbors the white people do, having some of us not long enjoyed our own freedom; yet of late, contrary to the invariable custom and practice of the country, we have been, and now are, taxed both in our polls and that small pittance of estate which, through much hard labor and industry, we have got together to sustain ourselves and families withall. We apprehend it, therefore, to be hard usage, and will doubtless (if continued) reduce us to a state of beggary, whereby we shall become a burthen to others, if not timely prevented by the interposition of your justice and your power.
""Your petitioners further show, that we apprehend ourselves to be aggrieved, in that, while we are not allowed the privilege of freemen of the State, having no vote or influence in the election of those that tax us, yet many of our colour (as is well known) have cheerfully entered the field of battle in the defence of the common cause, and that (as we conceive) against a similar exertion of power (in regard to taxation), too well known to need a recital in this place.""
âPaul Cuffe's Petition, Massachusetts, 1780
The main purpose of the petition by Paul Cuffe, excerpted above, was to demand",high_school_us_history,"['that the petitioners be released from slavery because slavery was incompatible with the Massachusetts constitution.'
 'that the Massachusetts legislature extend reparations to the petitioners as compensation for their time in slavery.'
 'that the petitioners receive land that had been expropriated from loyalists in order to reward them for their service to the Continental Army during the American Revolution.'
 'that the Massachusetts legislature either grant the petitioners the right to vote or that it excuse them from paying taxes.']",3,0.9993055223457376,0.0001411143121961,0.0004877555585331,2.1430483599718494e-05,1.3836560156795356e-05,2.5595062677056345e-06,1.00231705594806e-06,,,,,,,,,,,,,4.781787237663488e-06,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""One-half of the people of this nation to-day are utterly powerless to blot from the statute books an unjust law, or to write there a new and a just one. The women, dissatisfied as they are with this form of government, that enforces taxation without representation,âthat compels them to obey laws to which they have never given their consent,âthat imprisons and hangs them without a trial by a jury of their peers, that robs them, in marriage, of the custody of their own persons, wages and children,âare this half of the people left wholly at the mercy of the other half, in direct violation of the spirit and letter of the declarations of the framers of this government, every one of which was based on the immutable principle of equal rights to all.""
âSusan B. Anthony, ""I Stand Before You Under Indictment"" (speech), 1873
Which of the following statements best represents the criticism of Andrew Carnegie found in this cartoon?",high_school_us_history,"['Carnegie was able to give away a great deal of money only because he violated his workersâ rights.'
 'Carnegie did not give enough of his considerable fortune to charity.'
 'Carnegie was dividing his attention and was therefore not as successful in either of his main endeavors.'
 ""Carnegie's ruthless business practices were causing him to lose touch with his working-class origins.""]",0,0.0485122937364218,0.0229407907174318,0.1693568874441547,0.7589328202128357,6.436516199371784e-05,,,,,,,,1.436180890363789e-05,5.012763856322528e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The far-reaching, the boundless future will be the era of American greatness. In its magnificent domain of space and time, the nation of many nations is destined to manifest to mankind the excellence of divine principles; to establish on earth the noblest temple ever dedicated to the worship of the Most Highâthe Sacred and the True. Its floor shall be a hemisphereâits roof the firmament of the star-studded heavens, and its congregation a Union of many Republics, comprising hundreds of happy millions, calling, owning no man master, but governed by God's natural and moral law of equality, the law of brotherhoodâof 'peace and good will amongst men.'""
John L. O'Sullivan, ""The Great Nation of Futurity,"" 1839
Which of the following presidents is most closely associated with the concept of Manifest Destiny?",high_school_us_history,['James K. Polk' 'Andrew Johnson' 'Woodrow Wilson' 'Ronald Reagan'],0,1.891805374007229e-05,0.999608359559539,0.0001583989246405,0.0002033882452144,,,5.041490555335905e-07,,,,,,,,,1.3704192164917489e-06,,6.890900571102467e-07,,,,,,,,,,,,,,,,,,,4.449099799493428e-07,,,
"This question refers to the following information.
""The challenge of the next half century is whether we have the wisdom to use wealth to enrich and elevate our national life, and to advance the quality of our American civilizationâ¦.The Great Society rests on abundance and liberty for all. It demands an end to poverty and racial injustice, to which we are totally committed in our time. But that is just the beginning. The Great Society is a place where every child can find knowledge to enrich his mind and to enlarge his talents. It is a place where leisure is a welcome chance to build and reflect, not a feared cause of boredom and restlessness. It is a place where the city of man serves not only the needs of the body and the demands of commerce but the desire for beauty and the hunger for community. It is a place where man can renew contact with nature. It is a place which honors creation for its own sake and for what it adds to the understanding of the race. It is a place where men are more concerned with the quality of their goals than the quantity of their goods. But most of all, the Great Society is not a safe harbor, a resting place, a final objective, a finished work. It is a challenge constantly renewed, beckoning us toward a destiny where the meaning of our lives matches the marvelous products of our labor.""
Lyndon Johnson, Remarks at the University of Michigan, Ann Arbor, 1964
All of the following were part of Johnson's Great Society program EXCEPT",high_school_us_history,"['the Civil Rights Act of 1964' 'Medicare and Medicaid'
 'the establishment of the Department of Housing and Urban Development'
 'the balanced budget mandate']",3,0.9982331555413264,0.0001260855006738,0.0015007417865595,7.471753392995256e-05,6.133188669821267e-06,,,,,,,3.0839609368397245e-06,,,3.7199669700487423e-06,,,,,5.761597553129704e-06,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
I come not to urge personal claims, nor to seek individual benefits; I appear as the advocate of those who cannot plead their own cause; I come as the friend of those who are deserted, oppressed, and desolate. In the Providence of God, I am the voice of the maniac whose piercing cries from the dreary dungeons of your jails penetrate not your Halls of Legislation. I am the Hope of the poor crazed beings who pine in the cells, and stalls, and cages, and waste rooms of your poor-houses. I am the Revelation of hundreds of wailing, suffering creatures, hidden in your private dwellings, and in pens and cabinsâshut out, cut off from all healing influences, from all mind-restoring cares.â¦ Could their melancholy histories be spread before you as revealed to my grieved spirit during the last three months, how promptly, how earnestly would you search out the most approved means of relief; how trifling, how insignificant, by comparison, would appear the sacrifices you are asked to make; how would a few dimes and dollars, gathered from each citizen, diminish in value as a possession, compared with the certain benefits and vast good to be secured for the suffering insane...by the consecration and application of a sufficient fund to the construction of a suitable hospital.â¦
âDorothea Dix, Memorial Soliciting a State Hospital for the Protection and Cure of the Insane,
Submitted to the General Assembly of North Carolina, November 1848
A key motivating factor for many reformers of the 1840s was",high_school_us_history,"['Marxism.' 'Evangelical Christianity.' 'distrust of big government.'
 'laissez-faire economics.']",1,0.0058263598623987,0.0096385892155781,0.0045439822672911,0.9798793423299456,1.7420500527968e-05,3.651535280533804e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We found that not only was it a civil war, an effort by a people who had for years been seeking their liberation from any colonial influence whatsoever, but also we found that the Vietnamese whom we had enthusiastically molded after our own image were hard put to take up the fight against the threat we were supposedly saving them from.
""We found most people didn't even know the difference between communism and democracy. They only wanted to work in rice paddies without helicopters strafing them and bombs with napalm burning their villages and tearing their country apart. They wanted everything to do with the war, particularly with this foreign presence of the United States of America, to leave them alone in peace, and they practiced the art of survival by siding with whichever military force was present at a particular time, be it Viet Cong, North Vietnamese or American.""
John Kerry, 1971
From the quote above, it is reasonable to infer that",high_school_us_history,"['many Vietnamese viewed the United States as a colonial influence'
 'most Vietnamese were opposed to Communism'
 'most Vietnamese favored Communism'
 'some Viet Cong fought alongside American troops in opposition to North Vietnam']",0,0.0074515658100083,0.9759809126591408,0.0084437302705365,0.0074515658100083,0.0002250177898614,2.092991478727619e-05,5.689340703744912e-05,,,,,,,,,8.811823261212562e-05,,5.344640975894384e-05,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Opposition tells us that we ought not to govern a people without their consent. I answer, the rule of liberty that all just government derives its authority from the consent of the governed, applies only to those who are capable of self-government. We govern the Indians without their consent, we govern our territories without their consent, we govern our children without their consent. How do they know that our government would be without their consent? Would not the people of the Philippines prefer the just, human, civilizing government of this Republic to the savage, bloody rule of pillage and extortion from which we have rescued them? And, regardless of this formula of words made only for enlightened, self-governing people, do we owe no duty to the world? Shall we turn these peoples back to the reeking hands from which we have taken them? Shall we abandon them, with Germany, England, Japan, hungering for them? Shall we save them from those nations, to give them a self-rule of tragedy?â¦Then, like men and not like children, let us on to our tasks, our mission, and our destiny.""
Albert J. Beveridge, ""The March of the Flag,"" 1898
Which of the following rationales does Beveridge employ in his argument?",high_school_us_history,"['The closing of the western frontier impels the United States to expand its territory overseas.'
 'Governing territories confers economic benefits to both European and nonwhite nations.'
 'Powerful nations have a moral duty to govern less developed nations.'
 'Racial superiority confers responsibility to the United States and Europe over the affairs of developing nations.']",2,0.9713439561115034,0.0050971451582045,0.0228438197454517,0.0006087671759307,1.7269395507412354e-05,3.400545599128349e-06,1.3449418744342543e-05,,,,,7.663247803140518e-06,3.6198619475696407e-06,,,,,,,,,,,,,,,,4.9477646517494565e-06,,,,,,,,,,,
"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have readâ¦the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy groundâ¦""
Roger Williams, The Hireling Ministry None of Christ's, 1652
Which of the following documents encouraged church membership in the Massachusetts Bay Colony?",high_school_us_history,"['The Mayflower Compact' 'The Fundamental Orders' 'The Halfway Covenant'
 'The Cambridge Agreement']",2,0.2130938131763842,0.0610656303363313,0.6563861358929385,0.0691814404735822,2.4704567431723637e-05,,,,,,,1.9239936461266693e-05,1.4076238215003055e-05,1.1669611354681236e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The economic ills we suffer have come upon us over several decades. They will not go away in days, weeks, or months, but they will go away. They will go away because we as Americans have the capacity now, as we've had in the past, to do whatever needs to be done to preserve this last and greatest bastion of freedom. In this present crisis, government is not the solution to our problem; government is the problem. . . .
""It is my intention to curb the size and influence of the Federal establishment and to demand recognition of the distinction between the powers granted to the Federal Government and those reserved to the States or to the people. All of us need to be reminded that the Federal Government did not create the States; the States created the Federal Government.""
âRonald Reagan, First Inaugural Address, January 21, 1981
The conservative political revival that led to President Ronald Reagan's election in 1980 held the view that",high_school_us_history,"['political leaders in the 1960s and 1970s did not do enough to challenge the racial and economic status quo.'
 'the United States had relied too heavily on military solutions and needed to pursue a more isolationist foreign policy.'
 'religious leaders had become too assertive in governmental policy and had blurred the separation of church and state.'
 'liberal laws and court decisions in the 1960s and a general moral decline were undermining the United States.']",3,0.9989712383845084,0.0001396976703039,0.0008039045873628,5.82346529872842e-05,1.299390744724096e-05,1.8719498528751568e-06,,5.363226123304596e-07,,,,,,,,,,,,1.651989946956015e-06,4.733030441677093e-07,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I know that whenever the subject has occurred in conversation where I have been present, it has appeared to be the opinion of every one that we could not be taxed by a Parliament wherein we were not represented. But the payment of duties laid by an act of Parliament as regulations of commerce was never disputed. . . . An external tax is a duty laid on commodities imported; that duty is added to the first cost and other charges on the commodity, and, when it is offered for sale, makes a part of the price. If the people do not like it at that price, they refuse it; they are not obliged to pay it. But an internal tax is forced from the people without their consent if not laid by their own representatives. The Stamp Act says we shall have no commerce, make no exchange of property with each other, neither purchase nor grant, nor recover debts; we shall neither marry nor make our wills, unless we pay such and such sums; and thus it is intended to extort our money from us or ruin us by the consequence of refusing to pay it.""
âBenjamin Franklin, Examination before Parliament, 1766
The policy described most immediately led to",high_school_us_history,"['peace between Indian tribes and white settlers.'
 'the forced removal of the Cherokee from their homeland.'
 'the first Treaty of Fort Laramie, which guaranteed Indian possession of lands west of the Mississippi River.'
 'a negotiated settlement between the tribes of the Southeast and the U.S. government, by which the tribes were allowed to remain on their lands for ten years.']",1,0.250735467584029,0.0435712909649679,0.0233220314443253,0.6815696449714893,0.0002286410965024,4.229435010736669e-05,,,,,,,1.87680040917714e-05,,5.780952242403682e-05,,,,,,,,,,,,,,,,,,8.202621508143349e-05,,,,,,,
"This question refers to the following information.
Those who came before us made certain that this country rode the first waves of the industrial revolutions, the first waves of modern invention, and the first wave of nuclear power, and this generation does not intend to flounder in the backwash of the coming age of space. We mean to be a part of itâwe mean to lead it. For the eyes of the world now look into space, to the moon, and the planets beyond, and we have vowed that we shall not see it governed by a hostile flag of conquest, but by a banner of freedom and peace. We have vowed that we shall not see space filled with weapons of mass destruction, but with instruments of knowledge and understanding.â¦ We choose to go to the moon. We choose to go to the moon in this decade and do the other things, not because they are easy, but because they are hard, because that goal will serve to organize and measure the best of our energies and skills, because that challenge is one that we are willing to accept, one we are unwilling to postpone, and one which we intend to win, and the others, too.
âJohn F. Kennedy, September 12, 1962
Kennedy's speech can best be compared to which of the following?",high_school_us_history,"['Dwight Eisenhower\'s speech on the ""military-industrial complex""'
 ""George Washington's Farewell Address""
 ""Abraham Lincoln's Gettysburg Address""
 'Franklin D. Roosevelt\'s ""Arsenal of Democracy"" speech']",3,0.1804204128158988,0.2316643957449087,0.3819499941625289,0.2044431116840139,7.771476551667634e-05,,0.0001545542661228,,,,,0.0001451902965093,,,0.0001281299869548,4.713638799824232e-05,,,,,,,,,,,,,3.448571815160699e-05,,,,,,,,,,,
"This question refers to the following information.
""If any person or persons shall, from and after the passing of this act, by force and violence, take and carry away, or cause to be taken or carried away, and shall, by fraud or false pretense, seduce, or cause to be seduced, or shall attempt so to take, carry away or seduce, any negro or mulatto, from any part or parts of this commonwealth, to any other place or places whatsoever, out of this commonwealth, with a design and intention of selling and disposing of, or of causing to be sold, or of keeping and detaining, or of causing to be kept and detained, such negro or mulatto, as a slave or servant for life, or for any term whatsoever, every such person or persons, his or their aiders or abettors, shall on conviction thereof, in any court of this commonwealth having competent jurisdiction, be deemed guilty of a felony.""
âExcerpt from Pennsylvania law, 1826
Critics challenged the constitutionality of this 1826 law in the Supreme Court on the grounds that it",high_school_us_history,"['violated the Constitutional injunction against bills of attainder.'
 'undermined the intent of the fugitive slave clause of the Constitution.'
 'circumvented the three-fifths clause of the Constitution.'
 'was inconsistent with the ""eminent domain"" clause of the Fifth Amendment of the Constitution.']",1,0.1926960628605064,0.5238022060893166,0.1500718446505391,0.1324379222814257,0.0005412435181492,0.0001065772186721,2.3780591870490457e-05,,,,,,,1.3549772809741275e-05,1.535390409876527e-05,1.1957632535321646e-05,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Wherever I goâthe street, the shop, the house, or the steamboatâI hear the people talk in such a way as to indicate that they are yet unable to conceive of the Negro as possessing any rights at all. Men who are honorable in their dealings with their white neighbors will cheat a Negro without feeling a single twinge of their honor. To kill a Negro they do not deem murder; to debauch a Negro woman they do not think fornication; to take the property away from a Negro they do not consider robbery. The people boast that when they get freedmen affairs in their own hands, to use their own classic expression, 'the niggers will catch hell.'
""The reason of all this is simple and manifest. The whites esteem the blacks their property by natural right, and however much they may admit that the individual relations of masters and slaves have been destroyed by the war and the President's emancipation proclamation, they still have an ingrained feeling that the blacks at large belong to the whites at large, and whenever opportunity serves they treat the colored people just as their profit, caprice or passion may dictate.""
âCongressional testimony of Col. Samuel Thomas, Assistant Commissioner, Bureau of Refugees, Freedmen and Abandoned Lands, 1865
Which of the following specific developments contributed to the general sentiment expressed in Federalist #15?",high_school_us_history,"['Great Britain refused to evacuate forts in the Great Lakes region.'
 'Spanish forces retook Florida from the United States.'
 'French forces aided American Indians in conducting raids on New England.'
 'Dutch traders forced American ships to extend tribute payments in order to dock in Holland.']",0,0.1175090553551003,0.5967602237563895,0.1937396790638327,0.0915161443285332,0.0002268457878702,3.9419887113329095e-05,4.154825534061115e-06,6.435119672692599e-06,,,,,,,,,,,,,,,,,,,,,,,,,3.674547443374249e-05,,,,,,,
"This question refers to the following information.
Tonight, the daughter of a woman whose highest goal was a future for her children talks to our nation's oldest political party about a future for us all. Tonight, the daughter of working Americans tells all Americans that the future is within our reach, if we're willing to reach for it. Tonight, the daughter of an immigrant from Italy has been chosen to run for (vice) president in the new land my father came to love.â¦ Americans want to live by the same set of rules. But under this administration, the rules are rigged against too many of our people. It isn't right that every year the share of taxes paid by individual citizens is going up, while the share paid by large corporations is getting smaller and smaller.â¦ It isn't right that young couples question whether to bring children into a world of 50,000 nuclear warheads. That isn't the vision for which Americans have struggled for more than two centuries.â¦ Tonight, we reclaim our dream. We're going to make the rules of American life work for all Americans again.â¦ The issue is not what America can do for women, but what women can do for America.
âGeraldine Ferraro, Vice Presidential Nomination Acceptance Address, July 19, 1984
The nomination of Geraldine Ferraro for vice president was most directly a continuation of which of the following?",high_school_us_history,"['The successful assimilation of immigrants to the United States'
 'The struggle for civil rights for ethnic minorities'
 'Increased economic and political opportunities for women'
 'The increasing democratization of the political nomination process']",2,0.0568571120571099,0.0390975871022025,0.88940883495463,0.0143873012796849,1.3954420713391256e-05,,,,,,,4.5754784023918666e-05,,,,,,1.4854403526813596e-05,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Permit us, then, earnestly to recommend these articles to the immediate and dispassionate attention of the legislatures of the respective states. Let them be candidly reviewed under a sense of the difficulty of combining in one system the various sentiments and interests of a continent divided into so many sovereign and independent communities, under a conviction of the absolute necessity of uniting all our councils and all our strength, to maintain and defend our common libertiesâ¦.""
Journals of the Continental Congress, 1777
The most notable achievement of the United States under the Articles of Confederation was",high_school_us_history,"['the creation of a strong executive office to lead the national government'
 'the empowerment of Congress to regulate commerce'
 'the empowerment of Congress to collect taxes'
 'the provision for land sales in the Northwest that would benefit the entire nation']",3,0.8853859727442511,0.0111453628205323,0.0641371500035767,0.0389011479037575,0.0001092652923415,3.547324675532329e-05,,7.435596459136495e-06,,,,,,,,,,,,1.0818729010609096e-05,,,,,,,,,,,,,5.200697452997129e-05,,,,,,,
"This question refers to the following information.
Perhaps, however, I am more conscious of the importance of civil liberties in this particular moment of our history than anyone else, because I travel through the country and meet people and see things that have happened to little people, I realize what it means to democracy to preserve our civil liberties.
All through the years we have had to fight for civil liberty, and we know that there are times when the light grows rather dim, and every time that happens democracy is in danger. Now, largely because of the troubled state of the world as a whole, civil liberties have disappeared in many other countries.
It is impossible, of course, to be at war and keep freedom of the press and freedom of speech and freedom of assembly. They disappear automatically. And so in many countries where ordinarily they were safe, today they have gone. In other countries, even before war came, not only freedom of the press and freedom of assembly, and freedom of speech disappeared, but freedom of religion disappeared.
And so we know here in this country, we have a grave responsibility. We are at peace. We have no reason for the fears which govern so many other peoples throughout the world; therefore, we have to guard the freedoms of democracy.
âEleanor Roosevelt, Address to the American Civil Liberties Union, Chicago, Illinois, March 14, 1940
An example of the threat to civil liberties that concerned Roosevelt was which of the following?",high_school_us_history,"['The Social Security Act'
 'Executive Order 9066 interning Japanese Americans' 'The G.I. Bill'
 'The Baby Boom']",1,1.7602439085138008e-06,9.586813720466252e-06,3.535544401827012e-05,0.999947054157547,,,,,,2.535871783715419e-07,,,,,,,,,,,2.382231079242374e-07,1.4592934552576177e-06,,,,,,,,,,,,,,,,,,
