question,subject,choices,answer,d,c,a,b,dc,e,cd,ac,4,bd,ab,bc,ad,bcd,f,abcd,1,abc,s,r,ba,Ð°,aa,cb,3,option,199,abd,da,all,db,g,dd,cc,ca,2,none,m,'},choice
Which of the following security sectors are intrinsically linked with energy security?,security_studies,"['Economic and development security.' 'Regime and international security.'
 'Environmental and human security.' 'All of these options.']",3,0.9493496219201002,0.0105463219385088,0.0324981034106532,0.0072483739990151,,0.0002188819288366,,,9.617000778658126e-06,,,,,,,7.0359480732583095e-06,3.323546536629812e-06,,,,,,,,,,,,,2.6141718460902875e-05,,,,,,,,,,
What is the relationship between HM and realism?,security_studies,"['Both HM and realism are based on the notion that there exist within society certain discernable realities.'
 'HM has some aspects in common with realism, liberalism, and social constructivism, but it offers something distinctive in having class conflict within capitalism as its central focus.'
 'Whilst HM recognises the importance of the state as an actor within the international system, it also purports that states prioritize the interests of the ruling-class elite.'
 'All of the above']",3,0.3358083539713886,0.0514978789895323,0.0583547419132111,0.5536544090717997,,2.8482685546474426e-05,,,,0.000270236196375,,1.957584440726645e-05,1.5245682953663095e-05,4.696000950713549e-05,,,,,,,,,,,,,,,,,1.4321993718183847e-05,,,,,,,,,
What factors enabled the expansion of transnational crime (TNC) in the 1990s?,security_studies,"['Transnational crime developed as a result of the declining expenditure on defence and the standing down of armies, which reduced the risk of activities.'
 'TNC as a concept emerged in the academic sphere as linked to human security concerns and developmental opportunities in weak states as a means of conflict resolution and peace building in Europe.'
 'Transnational criminal activities have always been a feature of the international system. In the policy community, the growth of interest in TNC is due to the increasing sophistication of intelligence and communications technology, which has enabled the true representation of the scale and the scope of the problem to be known.'
 'International trends such as globalization may have had the unintentional consequence of opening up new spaces for the development of transnational crime.']",3,0.8361959283217063,0.0416317419911983,0.0777783336759175,0.0153154656302068,,,0.0011094486091186,0.002348702723935,,0.0018291715206025,0.000864039445559,,0.008197778011658,,,0.0092892994724955,,,,,,,,,,,,,,,,,,,,,,,,
Why do so many feminist scholars regard the exclusion of women from the military sphere or from armed combat as important?,security_studies,"['Veterans of armed conflict may be rewarded by gaining powerful offices, often in political positions and in state institutions.'
 'Participation in military activity is often regarded as a sign of strength, patriotism and courage.'
 ""The foundations for decisions not to allow female participation are commonly based on arbitrary and discriminatory rationale that can limit women's participation in civil society in other ways.""
 'All of these options.']",3,0.1627670032403949,0.8265990232462029,0.0063111623641387,0.0038279134722746,2.579227809327173e-05,2.579227809327173e-05,0.0002159561004602,1.887003375917569e-05,,,,2.0087046376235466e-05,,2.2761605527912816e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
"In the context of energy security and the production of oil, which of the following does not define the term 'stability'?",security_studies,"['The absence of challenges to the regime of oil-producing states.'
 'A political and economic situation in which the status quo of production, exportation and supply is maintained.'
 'The promotion of human security and the affiliated environmental security as a priority within oil-producing states.'
 ""The security of regimes deemed 'friendly' by North American, European, and international oil company interests.""]",2,0.0013074918140589,0.985466510645542,0.0109611398271786,0.0021556895651053,,5.343420201721867e-06,,2.2496639334905546e-05,,,,5.688041196402678e-06,,,,,,,,,,,,,5.01967873759894e-06,,,,,,,,,,,,,,,
"In what ways is the case for humanitarian intervention, as outlined in this chapter, limited?",security_studies,"['It is not self-evident that individuals do have universal and fundamental human rights.'
 'Advocates of humanitarian intervention exaggerate the extent of global consensus about the use of force to protect human rights.'
 'Any norm endorsing the use of force to protect individual rights could be abused by powerful states.'
 'All of these options.']",3,0.9990044025542054,0.0004303136860366,0.000298836553457,0.0001793815177922,,7.4039594799934865e-06,,,2.142406712212121e-05,,,,,3.963053927958034e-06,,2.280580073898232e-05,,,,,,,,,2.403713713401129e-06,,,,,,,,,,,,,,,
Which of the following statements is not applicable to the Securitization process?,security_studies,"['Securitization reveals the power of the securitizing actor.'
 'Where the securitizing actor is a democratic state, the relevant audience is usually the wider population who have the right to reject the speech act.'
 'The adoption of extraordinary measures can retrospectively convince an audience of the existential threat.'
 'Within authoritarian and other undemocratic regimes, the relevant political decision-making is often dominated by the military and political elite.']",2,0.0375477909594463,0.1485043763176917,0.3562434793945032,0.4574256820718179,,3.879804373483101e-05,,1.6173430870876757e-05,,,4.981767427328561e-05,1.6173430870876757e-05,7.176916443733858e-06,,,,,6.742089057964421e-06,,,,,,,,,,,,,,,,,,,,,,
"During the 20th century, how has the focus of security studies changed regarding military security?",security_studies,"['Security studies has always favoured a wide range of subjects when considering the field of security. Different types of security, most notably of human security and economic security, have enjoyed a great deal of attention in traditional security studies, alongside military security. After the Cold War this approach was broadened to include other types of security such as environmental and personal security.'
 'Military security has emerged since the Cold War as the dominant sector within security analysis; both scholars and practitioners recognise the paramount importance of pursuing military security, based on the idea that military capabilities pose the greatest threat to human and state survival.'
 'Prior to the Cold War the focus of security studies lay in the military sector, although environmental security was rapidly emerging as a serious threat to security, forcing analysts to reconsider the state-centric frameworks they had previously employed.'
 'During the Cold War most security analysts agreed that military security should be the focus of security studies; as a result, there was not much discussion about what security entailed, other than the military sector. Following this period security studies have been broadened to include the wider range of sectors that we see today, including environmental and political security.']",3,0.0309800753822147,0.0954253501730485,0.7989867223909008,0.0743173374396332,,3.2011638737568265e-05,,3.2011638737568265e-05,,,1.7134595479904636e-05,1.1776423769758708e-05,1.941604036197977e-05,,,,,,,,8.093809799454326e-06,,,,,,,,,,,,,,,,,,,
Which of the following is not a purported limitation of the liberalist approach?,security_studies,"['Liberalism poses great difficulty in defining when the use of force would be justified or necessary.'
 'Liberalism is often internally inconsistent, limiting its applicability for use as a guide.'
 'A failure to address the importance of a wide range of actors in the decision-making processes of the international system.'
 'Liberalist influence merely reflects Western dominance, potentially undermining its relevance in the future.']",2,0.8546889494737531,0.1020780351382521,0.0292502002765963,0.0138147597976722,,2.0769651321391383e-05,1.2597430317964884e-05,3.8419991770175705e-06,,8.13351232157208e-06,,,7.640727721439171e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements is not applicable to the development of peace studies in the twentieth century?,security_studies,"['Within peace studies, one of the later developments was a major interest in conflict prevention, conflict resolution, and peacekeeping.'
 ""At the height of the Cold War, peace studies was frequently labelled 'appeasement studies' and was bitterly opposed by critics.""
 'By the 1970s, prominent peace researchers were calling for a broadening in the remit of the field but were largely unsuccessful in their attempts.'
 'Peace studies sought to provide a more global and non-state centric view of major issues of conflict.']",2,0.4597183712445891,0.5209291612222071,0.0108115411091047,0.0084200366819794,1.9413216168261832e-06,8.173269291589881e-06,1.434453433279542e-05,,,,,,2.653472041898886e-06,1.8237028859686935e-06,,,,,,1.8237028859686935e-06,,,,,,,,,,,,,,,,,,,,
"In the contemporary context, how can peace studies best be defined?",security_studies,"['Following the expansion of peace studies in the decline of the Cold War, the field has emerged as an independent and autonomous area of study that addresses issues surrounding conflict resolution, economic security and the cessation of violence at both an international and sub-national level. As a field of research, peace studies are best defined by their distinction from development studies and international relations.'
 ""Peace studies are best defined by its research agenda that focuses on the search for non-violent measures by which to end conflict. Peace researchers adopt a 'top-down' approach to conflict resolution that prioritises the issues surrounding violence and the use of force, focusing on instigating agents in an attempt to secure that actor as the referent object to security.""
 'Peace studies cannot be defined as a specific academic approach due to the shifting nature of its research agenda and the diversity of interests addressed by peace researchers. However, following the Cold War the success of the field has been such that it boasts a number of research institutes and attracts global and interdisciplinary attention.'
 'Peace studies is defined by a concern with the underlying causes of phenomena in IR, a global outlook, an interdisciplinary approach, the search for non-violent transformations, an analytical and normative approach, and the adoption of multi-level analysis that links theory and practice within research.']",3,0.4848497197766744,0.0129208104563941,0.4848497197766744,0.0165906490302148,,0.0001435372386313,,,,1.2542144134388606e-05,3.202748704308052e-05,,0.000344327935517,,1.421211122402362e-05,,,,,,,,,,,,,,1.9425652845177445e-05,,,,,,,,,,,
What role does 'Information' play in the economic science of decision making?,security_studies,"[""Information is not important to decision making in economic theory; rather, it is an actor's perceptions of situations that will inform their decision making process.""
 'Information has no special significance to economic decision making, which is guided more by external forces that coerce actors than their own rational choices.'
 ""Information plays a significant role in decision making because, although theory asserts that actors act in their own best interest, 'rational action' depends on the information available to them at the time.""
 'Information has become an important resource in the 21st century and can be sold and traded as a market commodity.']",2,0.0014962737450834,0.995233830205287,0.0016980493599624,0.0014962737450834,,5.069451618081667e-06,,3.2730839670119207e-06,,,,3.4841797464570755e-06,,,,,,,,,,,,,5.74444125892636e-06,,,,,,,,,3.07477783429635e-06,,,,,,
Which of the following are frequently cited criticisms of HM?,security_studies,"['HM pays insufficient attention to the role of the labourer, instead focusing on the capitalist as the source of power and most important actor. HM can also allude to capitalist power structures, to the detriment of supporting the human security of workers.'
 'HM too often accuses capitalism of acting solely in self-serving ways, and explains everything in terms of class struggle, to the detriment of wider analysis. Some versions of HM claim to have uncovered objective laws of history which are widely disputed in their accuracy.'
 'HM is inevitably reductionist and oversimplifies the complexities of capitalism, recognising only its negative aspects and harmful effects.'
 'All of these options.']",1,0.9605535160895377,0.0106707862018082,0.0199356531841517,0.0083104166499557,,0.0002214649966075,,,,2.1928004147399364e-05,,,1.3300006821703495e-05,1.93513957399421e-05,,9.232034577392829e-05,,1.3300006821703495e-05,,,,,,,,,,,,,,,,,,,,,,
What is the referent object in contemporary cyber-security?,security_studies,"['Digitalised sensitive information'
 'Critical Information Infrastructures' 'Government IT systems'
 'Telecommunication networks']",1,0.0099375435824039,0.02383892778255,0.1761768664283283,0.789468402629365,,3.584036125682756e-05,,,,,7.587404537610821e-05,8.076750087854942e-05,,,,,,,,,3.1629007796663256e-05,,,,,,,,,,,,,,,,,,,
Which of the following phrases is not likely to indicate legitimacy in the new terminology of RMA?,security_studies,"['Surgical strike.' 'Indiscriminate attack.' 'Smart bomb.'
 'Precision target.']",1,0.033192802766798,0.0482952430528064,0.0620285208340652,0.8561177688558502,,4.403956116192624e-05,,,,1.9542436802755966e-05,2.214448203219914e-05,3.429804471902919e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did not emerge as a trend of the defence trade in the 20th century?,security_studies,"['The arms trade shifts from being a private to a government controlled enterprise.'
 'An increase in the defence trade.' 'A decrease in the arms trade.'
 'A growth in the number and variety of weapons traded.']",2,0.0038504819332091,0.9421987346490016,0.0284773781389377,0.0251298108147948,,,,7.991420301839893e-05,,,,7.052403663625359e-05,,,,,,4.847041427715883e-05,,,,,,,,,,,,,,,,,,,,,,
Which of these statements concerning the study of identity is not applicable to social constructivism?,security_studies,"['Identity defines actors, and tells us who they are, what their preferences and interests are, and how those preferences might inform their actions.'
 'Identity is of fundamental importance to the social constructivist perspective because it is the basest principle in defining behaviour; it is a naturally bestowed quality comprised of certain unalterable behavioural characteristics.'
 'The identities, interests and behaviour of political agents are socially constructed by shared ideas, collective meaning, and interpretations and assumptions about the world.'
 'Actors form their identity through interaction, which in turn defines the types of relationship formed between these actors.']",1,0.0040362576377804,0.002160453029069,0.0058727202101576,0.9876527017982604,,,,,,8.829281943471177e-06,0.0001565027671359,3.081722205083962e-05,,,,,,,,,1.6495270297919342e-05,,,,,,,,,,7.79181396715941e-06,,,,,,,,,
Which of these are characteristics of realist theory?,security_studies,"['The international system is anarchic.'
 'States assess one another in terms of their power and capabilities rather than their internal variations.'
 'States are unitary and rational actors; sovereign states will act in a way suited to achieving their goals.'
 'All of these options.']",3,0.8699826042488066,0.0021564709204704,0.1039046125073424,0.0231842528289238,,0.0002272903628077,,,,3.9497142653392765e-05,0.0001378585737001,,0.000121659764285,,,5.7468003462636833e-05,,,,,,,,,,,,1.986041056574884e-05,,,,,,,,,,,,
Which of these statements defines the Copenhagen School's view of security?,security_studies,"['Security is a socially constructed concept, relative to the society in which it exists, and what will constitute an existential threat is accordingly subjective.'
 'Security is best defined using the traditional paradigm, with the state as the referent object to be secured using extraordinary measures where possible.'
 'To best understand security one must adopt a constructivist approach, threats exist only when articulated by a wider audience and may warrant the implementation of emergency measures.'
 'Security exists as an empirically verifiable and independent condition that changes only slightly, if at all, with regards to the social context in which it is applied.']",0,0.0070581535647774,0.0669658965150603,0.9244357208165562,0.0012265231784301,,2.8845074151225584e-05,3.90375628023721e-06,0.0001880935110526,,,,,1.6435427829458246e-05,,3.90375628023721e-06,,,,,,,,,,,,,,,,,,,,3.236327626596254e-06,,,,,
Which of these best describes the concept of hegemonic masculinity?,security_studies,"['The inherent promotion of feminine characteristics in society.'
 ""Social dominance of men over women that results from the designation of 'masculine' characteristics as more valued than 'feminine' characteristics.""
 'All of these options.'
 'The acknowledgement that gender identity exists in many forms and is not binary.']",1,0.0011682606884719,0.0008029330460197,0.0002047696757205,0.997768812310359,,2.720379331431472e-06,,,,1.4561141270555453e-06,,,,,,,1.9902720355386813e-06,,,,,,,,,,,,,,,,,,,1.0107435394446787e-05,,,,
How do institutional constraints affect behaviour?,security_studies,"['Institutional constraints limit the amount of resources to be spent on some good and force actors to choose how to manage the limited wealth available to them.'
 ""Institutions are the social norms and expectations that affect an actor's goals and ambitions.""
 'Institutional constraints refer to tools of the state such as schools, prisons, and hospitals; the provision of resources for these institutions makes demands on political leaders.'
 'Institutions are humanly devised constrains that structure human interaction, they are man-made rules that guide decision making and govern behaviour.']",3,0.985799429312315,0.0011542525888171,0.0109512436511302,0.0019030407949435,,6.511847507330555e-05,,,1.2822588013427148e-05,6.863436777377496e-06,,,9.986241585859072e-06,,5.689988939236195e-06,9.381205794167173e-06,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following policies is not true of economic policy?,security_studies,"['Economic policies must take into account the incentives of not only the leaders, but the populations intended to influence.'
 'Policymakers can incentivize security-promoting behaviours in others through the use of sanctions and aid.'
 'Trade policies can entice leaders to change behaviours in exchange for access to markets or trade preferences, and advance security.'
 'Concern with poverty is a humanitarian issue that has no direct link to economic science, although it might be alleviated through aid.']",3,0.9541322903913536,0.0174755463889774,0.0174755463889774,0.0105994546801452,,1.4063142343343717e-05,3.37357247229898e-05,,,5.5620806933277474e-05,,,8.092779656205525e-05,,,1.24106795586071e-05,,,,,,,,,,,,,,,,,7.071392055733477e-06,,,,,,,
Which of the following is not an assertion made in the realist case against humanitarian inventions?,security_studies,"['Armed force should only ever be used in the national interest and that humanitarian intervention is therefore imprudent.'
 'Foreign intervention reduces the proportion of wars that end in outright victory, it leaves behind an unstable peace that is likely to reignite.'
 'Foreign intervention tends to prolong wars; it is inappropriate and does not work.'
 'Humanitarian intervention prioritises the human as the referent object of security, undermining the state-centric approach of realism.']",3,0.8632562479891166,0.0260680799122394,0.0551861256072713,0.0551861256072713,,3.919179171383023e-05,1.1952821147631094e-05,,,4.441011815344398e-05,8.215045826072856e-06,,3.052259807670238e-05,,,6.810512197000758e-06,,,,,,,,,,,,,,,,,,,,,,,,
"Why, in the contemporary studies of security, is the subject of energy security so important?",security_studies,"['There exists an array of contemporary challenges to energy security, ranging from resource scarcity concerns to dangers of political instability.'
 'The existence of reliable supplies of energy determines the ability of a nation to achieve economic development.'
 'Energy security encompasses a broad range of issues that are both contemporary and fundamental to security, ranging from the local and individual to the global scale.'
 'All of these options.']",3,0.913675371307692,0.0079048399437174,0.0750212362938163,0.0029080281010444,,6.839029843352457e-05,,,,,2.0857862569231943e-05,,0.000127769898576,,,6.035422653442154e-05,2.0857862569231943e-05,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a legitimate threat to societal security?,security_studies,"['Political policies designed to alter demographic characteristics of a state.'
 'All of these options.'
 'Legislation that criminalises certain cultural behaviours or practice.'
 'The use of military force to conduct ethnic-cleansing through displacement and killing.']",1,0.131369065228158,0.0030895042893773,0.008409285855726,0.8566979308262619,,3.889110090856502e-05,,,,0.0002238028333612,,9.83321023412319e-06,,3.0288419842099463e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the orientation of military security within the traditional conception of security studies?,security_studies,"['Strategic studies are the central concern of international relations, within strategic studies, the subset of security studies focuses on military security.'
 'Military security is a central concern within international relations and dominates the scholarship. Within international relations, strategic studies form a subset of academic interest, within which security studies feature occasionally.'
 'Strategic studies are best conceptualized as a subset of international relations, and within strategic studies, military security is one of the dominant concerns. Security studies are a subset of strategic studies.'
 'Military security is the central concern of strategic studies; and strategic studies are a subset of security studies. Military security is one of the central concerns of security studies, and security studies is a subset of international relations.']",3,0.1411653983543691,0.3386381864753198,0.3386381864753198,0.1812599594438599,,3.254708331304606e-05,1.6365701260650633e-05,,,1.1973402820963762e-05,9.324895492995946e-06,1.7421198308267626e-05,1.124797101634108e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements cannot be applied to the initial development of peace studies?,security_studies,"['Mathematicians and natural scientists entered the field, which was otherwise a social-sciences area of study, adding to the interdisciplinary nature of the field.'
 'Now of fundamental importance to peace studies as a field of research, the creation of journals was not a prominent feature of the peace studies until late in the twentieth century.'
 'Most early work was carried out in North America and Scandinavia.'
 'The establishment of research institutes across the world has been one of the lasting successes of peace studies.']",1,0.6829031337741566,0.0719774607506632,0.0924208890324958,0.1523762856048921,,4.511020709407679e-05,8.344549258370733e-06,,,2.5703021222259997e-05,,,1.7665410918596124e-05,5.061224966684167e-06,,,,,,,,,,,,,,,,,4.4665153563826e-06,,,,,,,,,
"Since the end of the Cold War, how has the use of coercive diplomacy by Western powers changed?",security_studies,"['Coercive diplomacy has proven a successful policy tool and one that is integral to conflict management. The successes of the past policy initiatives in the post-9/11 community have reinforced the trend toward coercive diplomacy by increasing American political will to counter mass casualty terrorism in failing states.'
 'The favourable geo-political environment, characterized by an overwhelmingly Western military superiority and a low risk of hostile great power intervention, has generated pressures and incentives for Western policymakers to promote their policy agenda, and to manage armed conflicts from weak states and failing states.'
 'The demise of the ideological bipolar division of international society in the Cold War, rather than resulting in a reduction of hostilities, has left an unstable legacy where a policy of force and mass retaliation continues to pose a very real threat. Risk of uncontrollable escalation still remains but in a different form; mass casualty terrorism, contagion from failing states and non-state actors seeking to acquire WMD are the primary concern of states and require responses in the form of military intervention.'
 'The hostile geopolitical environment has encouraged states to pursue military strategies in order to secure their interests. The use of violence rather than diplomacy or incentives has become the primary response to threats, whether these are posed by other states, resource scarcity, pandemic diseases, or other non-traditional threats.']",1,0.1319628050422148,0.3165622750011999,0.3587120522169248,0.1920047254966098,,0.0001750856673534,,,,,1.7335828680319273e-05,4.426858936484824e-05,,1.7335828680319273e-05,1.7335828680319273e-05,,,,,,,,,,,,,,,,,,,,,,2.0911000952980903e-05,,,
To what extent and to what effect has the environment been securitized?,security_studies,"['The securitization of environmental security concerns has raised the profile of environmental security issues among both foreign and domestic security policymakers and agencies. It is now uniformly recognized that environmental change can be considered as an issue of high security politics.'
 ""Environmental security has led to a 'trading off' of military security for environmental security with the allocation of resources committed to solving environmental problems. A particular emphasis has been placed on environmental change as the cause of violent conflict and addressing environmental threats from other factors than domestic causes.""
 ""The environment has been 'securitized' in the sense that environmental security has been used to make them matters of 'high politics'. This has to some degree raised the profile of critical issues among policymakers and agencies so that the environment can be considered an issue of security. But whilst the issue has been broadened there has been little change in policy and action in terms of the referent object of environmental security.""
 ""The national security perspective on environmental issues has undermined the utility of the concept of environmental security. The militarization of environmental problems has decreased the ability of policymakers to 'capture' the critical nature of environmental problems and the environmental dimensions to social vulnerability. The reconciliation of environmental security with national security, and global levels of international change cannot be made without trading in the security interests of the state.""]",2,0.0142109808962148,0.1961765400385796,0.775893267089683,0.0125411466235984,,7.45723837233024e-05,,0.0007075230774542,,,3.9915720639801135e-05,,3.9915720639801135e-05,,,,,3.108639449113656e-05,,,,,,,,,,,,,,,,,2.421010837256376e-05,,,,,
Which of the following is not a common criticism of Securitization?,security_studies,"['A loose and broad conceptualization of security can lead to vagueness and a lack of conceptual and analytical coherence.'
 'When the securitizing actor is not the state, it can be unclear what would constitute an extraordinary measure.'
 'The model relies on a definition of distinctive political and security realms, which are not always clearly defined.'
 'The theory of securitization lacks coherence in terms of its employment as a tool for analytical studies in security.']",3,0.4699603890908798,0.2515577671327795,0.0561287608913712,0.2220004825272226,,5.79977160892718e-05,,,,7.849137334018248e-06,,1.0728498713619885e-05,,7.3735821433936816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of these statements characterizes the traditional concept of national security, as opposed to human security?",security_studies,"['All of these options.'
 'In the national security approach, real threats are only those posed to human life, human rights, or human dignity.'
 'The traditional interpretations of security and threats are important boundaries that define human security.'
 'The concept of national security is too narrow to be useful when analysing the broad threats that currently exist.']",3,0.1859033919798258,0.0532622199041513,0.73526220024391,0.0251592912074578,,0.0001496025427182,7.448272022319953e-06,1.3915204095554776e-05,,,8.439997920112777e-06,,0.0001028202236901,,,,,,,,,,,,,,,,1.3915204095554776e-05,,,,,,,,,,,
How does Buzan's concept of 'societal security' mark a departure from traditional understandings of security?,security_studies,"['Securing the sustainable development of the state was dependent on societal security as an independent interest that was not secondary or dependent on the other sectors, including the military.'
 'The end of the Cold War allowed security studies to move beyond the confines of the dominant realist and neorealist perspectives, with an emerging interest in other, non-military, conceptions of security. Those who wished to broaden the scope of security studies advocated the inclusion of resource, environment, and other referent points for analysis.'
 'Societal security referred to the sustainable development of traditional patterns of military capabilities. Military threats could be subdivided to include the infrastructural strength, the technology, personnel, the economic base and the political base of the military security sector.'
 'Contemporary processes of globalization and societal conflict required the development of new conceptual tools beyond the state as the referent object. Security was dependent on factors beyond geographically conceived survival: survival of the state was superseded by survival of the nation (ethnic) state.']",1,0.3148443274308465,0.0331843519247957,0.4580957933531235,0.1909627376234117,,0.0002533656535376,,,,0.0002871008983664,0.0008843330244877,,0.0002871008983664,,,0.0002533656535376,,,,,,,,,,,,0.0001056185180508,,,,,,,,,,,,
Which of the following conditions does not constitute 'human security'?,security_studies,"['A condition where people are given relief from the traumas that afflict human development, are safe from threats and are protected from hurtful disruptions to their daily lives.'
 'A condition in which every citizen is free from the threat of physical violence, regardless of their race, ethnicity or other identity.'
 'A condition where people are guaranteed the ability to live and develop, free from political oppression or prejudice, safe from threats posed by their own or external state actors.'
 'A condition where people exist independently of state support, where human life is self-sufficient in that individuals do not require the assistance of state apparatus in order to live securely.']",3,0.9826371189926772,0.0051564073989247,0.0096334372779147,0.0024357143875583,,2.1073058483010403e-05,6.84142043129613e-06,,4.149531247565531e-06,8.784557720031041e-06,,,2.705834269953258e-05,,,6.84142043129613e-06,,,,,,,,,,,,,,,,,,,,,,,,
What are the effects of nuclear weapons?,security_studies,"['A nuclear blast produces EMP, a thermal light pulse, blast, and fallout at the moment of detonation. The electro-magnetic pulse occurs when gamma radiation interacts with matter (the atmosphere), ""the Compton effect."" EMP produces a high voltage charge, harmless to humans but destructive to electronic systems. EMP effects are maximized at high altitude. However thermal-light pulse can produce flash blindness, retinal burn, and fire whilst the airburst can cause severe skin burns.'
 'A nuclear detonation produces a shockwave resulting from a rise in atmospheric pressure and dynamic overpressure sufficient to destroy concrete structures. Blast effects were generally used by military planners to calculate casualty rates in a nuclear attack: It was estimated that 50 percent living in a five mile radius of a one-mgt airburst would be killed or wounded by blast effects.'
 'Nuclear reactions in the initial nuclear detonation or the fallout can cause radiation poisoning, as irradiated debris is picked up by the nuclear fireball and lofted into the atmosphere. A dirty bomb uses chemical high-explosive to disperse radioactive material, relying on radiation to produce a lethal effect. Panic set off by even a limited dispersion of radioactive material might be more costly in terms of the disruption it causes than actual casualties or damage to property produced by a dirty bomb detonation; some observers believe that the blast itself causes the greatest amount of damage.'
 'All of the above']",3,0.9238733141972136,0.0062250099351095,0.0590612498430268,0.0102633062903347,,5.733033214665824e-05,,,,4.1943767011197247e-05,2.8827501378902328e-05,,5.059384054357196e-05,2.2450880647881136e-05,,0.0001658908165775,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes commercial liberalism?,security_studies,"['Commercial liberalism is the newest and most important faction of liberalism; it advocates socialist economic principles in order to address inequalities in the distribution of wealth that threaten societal and regime security.'
 'Commercial liberalism is based on the idea that free-trade directly undermines the power of the state, and argues that the market should be regulated where possible by state actors. One flaw of commercial liberalism is that it reduces cooperation and can thus increase conflict between states.'
 'Commercial liberalism is probably the oldest faction of liberalism; advocating free trade as the free movement of goods and capital, it purports that the most rapid and efficient production of wealth occurs when governments do not restrict the economic activity of private actors and the free market.'
 'Commercial liberalism advocates the restraint of private enterprise and non-governmental activity in the economic sphere, arguing that interference will hinder economic prosperity.']",2,0.0001395164672305,0.99767528576289,0.0002300237671358,0.00192596450369,,1.9900955227333733e-06,,9.400545616988912e-07,,,,4.484749490356912e-06,,,,,,,,,,,,,1.367771316544563e-06,,,,,,,,,1.7562531346596731e-06,,,,,,
Security studies can be interpreted as an imperial field of knowledge in which of the following ways?,security_studies,"['Security studies emerged in relation to the interests of the USA and Britain following the Second World War.'
 ""Security studies adopts a perspective which postcolonial scholars refer to as 'the colonizer's view of the world'.""
 'Security studies was originally defined by the power of the USA and Britain at a time when they actively supported colonial and imperial relations in the global south.'
 'All of these options.']",3,0.9762032216103492,0.0084458121161466,0.0084458121161466,0.0065776050897289,,5.022065854160395e-05,,,1.1928451952315086e-05,2.3722559351681053e-05,,,,3.0460369156441943e-05,,6.44846020102158e-05,,1.2697771006707332e-05,,,,,,,,,,,,,,,,,,,,,,
What do critics fear would be the result of granting rights of humanitarian intervention?,security_studies,"['An abuse of this power in order to wage state-interested wars.'
 'A depletion of military resources pursuing wars on ethical grounds, leading to a loss of military security.'
 ""Whilst some states have proven their ability to conduct 'just' wars in order to protect sound values of democracy and neoliberalism, not all states would use force to pursue such globally beneficial ends.""
 'A lack of implementation of these rights by state actors, leading to a failure to address human rights abuses.']",0,0.2364104853089385,0.0219896005350559,0.7281956035133202,0.0117701878011871,,0.0006640285569774,,4.810206733124976e-05,,,4.244992542774357e-05,,0.0005171459601557,,4.244992542774357e-05,,,,,,,,,,,,,,4.810206733124976e-05,,,,,,,,,,,
"In what ways did the Human Development Report, published by the United Nations Development Program in 1994, challenge the traditional security paradigm?",security_studies,"['The report outlined seven areas or components of human security that policymakers should henceforth devote greater political attention and capital to: economic security, food security, health security, environmental security, personal security, community security, and political security.'
 'The report highlighted the considerable burden that infectious diseases continue to pose in the developing world-including HIV/AIDS, tuberculosis, and malaria.'
 'The report advocates a framework of human security analysis that aims to redress the perceived imbalance in security thinking that has been predominant in traditional security studies.'
 'All of these options.']",3,0.8931395689052065,0.018536522314939,0.0733133679317132,0.0112429691084579,,0.0001603723411946,,,,,0.0002996149781209,,0.0002333403795805,0.0002644092901596,,0.0017241651548661,,0.0003395082489733,,,,,,,,,,,,,,,,,,,,,,
How might we understand the terms gender and gender security?,security_studies,"['Gender security is essentially an extension of the way in which we conceptualize the international political system. The analysis of gender security relations has only been made possible by the expansion of the traditional military definition of security in which national security in anarchical international society was the exclusive province of the male.'
 'To study gender security is to focus on the role of adult women in modern warfare, including industries related to warfare, and their inclusion or exclusion from combat roles.'
 'The issue of gender and security is understood as the practical conceptualization of ways in which women have a role in security related issues, and their relative inclusion and exclusion in military conflict and militarization.'
 ""The study of gender and of gender security issues is a complex task, and both terms elude a uniform definition. The concept of gender security broadens terms of security beyond the military sector to also include 'human security'.""]",3,0.8861035885865177,0.1058299865076489,0.0067654830759516,0.0008080217255191,4.558548812582143e-05,2.5973828191068487e-05,0.0002042999838995,,,1.4799441195782682e-05,,,1.785153364488008e-05,,,3.133041725733024e-05,,,,,,,,,,,,,,,,,,,,,,,,
