question,subject,choices,answer,c,b,d,a,'},e,i,l,f,ac,',,bc,g,none,cd,}',yes,y,bd,n,ab,},''',{',h,ad,j,no,s,w,da,ca,both,all,o,cb,db,']},t,(,4,...',cc,v,2,3,abc,r,must,abcdef,abcd,abd
"A man was at a party where he observed a female guest who had passed out and was unconscious and alone in a bedroom of the house. The man locked the door and quietly took the female's purse, emptied all of the money into his pockets, and removed the jewelry from her person. He was apprehended and charged with robbery. Can he be convicted of that crime?",professional_law,"[""Yes, robbery is the unlawful taking of property from another's person by intimidation or force.""
 'No, this was not robbery because there was no intimidation, and indeed no force, against an unconscious victim.'
 'Yes, robbery does not require that the victim be subdued by force or be placed in fear.'
 'No, this was not robbery because it occurred in a private home and not in a business establishment or on the street.']",1,0.993652985296257,0.0018019166052331177,0.0020418390137753343,0.002313706719871015,7.917065252752515e-05,1.8804678236659677e-05,,,4.905493410122421e-06,,,,,,,,,,5.558652269209732e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A teenager is the star player on his high school basketball team. The high school is a public school, and the school has a policy that all student athletes are required to sign an authorization form by which they consent to undergo random drug testing. All the basketball players on the school team, except the teenager, signed the authorization. In the third game of the season, the team beat their archrival, and the teenager scored a record high 69 points. In the locker room following the game, the basketball coach approached the teenager and requested that he provide a urine sample for a random drug test. The teenager refused. He had smoked some marijuana the previous day and was afraid that a positive test result might jeopardize his being awarded a basketball scholarship to college. Thereafter, the teenager was suspended from the team for failing to comply with the coach's request. The coach later admitted that he did not have any individualized suspicion that the teenager was under the influence of drugs. The teenager has filed a motion challenging the suspension and seeking reinstatement on the basketball team. The court will most likely rule in favor of",professional_law,"['the school, because a urine sample does not constitute a search under the Fourth Amendment.'
 'the school, because drug testing is not an intrusion on his Fourth Amendment right of privacy.'
 ""the student, because he didn't consent to the drug test.""
 'the student, because the coach admitted that he did not have any individualized suspicion that the student was under the influence of drugs.']",1,0.0038041002628307796,0.002307303442027755,0.9909011347230815,0.002783139206367026,3.969932971080574e-05,7.416811224498173e-05,5.543268472029163e-06,,1.068492963865937e-05,,,,,5.900778572769114e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A ski resort had a lift that carried customers from the bottom to the top of the ski slope. One afternoon, the lift suddenly broke down because of a power failure in the area. A customer was suspended in his lift chair, one-third of the way up the hill and 50 feet above the ground. The customer remained on the lift for five hours until power was restored. He was then returned uninjured to the bottom of the hill. In a suit against the ski resort, the customer is likely to have action for",professional_law,['false imprisonment.' 'negligence.' 'assault.' 'no cause of action.'],3,0.00037915430775902175,0.9974872751222291,0.0007083535027138052,0.001243199113712003,5.131295563094903e-05,8.916854650087736e-06,5.0806706302420565e-06,3.835091396369153e-06,4.3457278831656e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is a thriving source of crawfish that live in a state. The state owns a fleet of boats that trawl for crawfish. The state is willing to sell the crawfish to in-staters for $1 per pound and to out-of-staters who come to the state for $5 per pound. The state felt that the increased fee for out-of-staters was a reasonable contribution toward the protection they received from the state. Assume that the federal court decided to hear the case. The statute is likely to be found,professional_law,"[""constitutional, because it is a valid exercise of the state's police power.""
 'constitutional, because the fee was a reasonable contribution toward the protection that the state government gave nonresidents.'
 'unconstitutional, because it places a discriminatory burden on interstate commerce.'
 'unconstitutional, because it constitutes a violation of the privileges and immunities clause under Article IV.']",3,0.9946526325049581,0.001591755436274276,0.002043854437327055,0.001495315849640418,9.559234409600264e-05,1.7682805631299303e-05,5.9229979676883996e-06,4.20003447745199e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A plaintiff sued a defendant over title to land on a riverbank. Changes in the water level over time were important to the plaintiff's case. For 15 years, a commercial fisherman had kept a daily log of the water level at his dock on the riverbank opposite the land in order to forecast fishing conditions. The plaintiff hired a draftsman to graph the data from the fisherman's logs for use as a trial exhibit. At trial, the fisherman testified to the care with which he had made the measurements and recorded them in his logs, which had been made available for the defendant's inspection. The draftsman then testified to the manner in which he had prepared the graphs. With this foundation, are the graphs admissible?",professional_law,"['No, because they are hearsay not within any exception.'
 'No, because they violate the ""best evidence"" rule.'
 'Yes, as summaries of voluminous business records.'
 ""Yes, as the draftsman's expert opinion of the water levels.""]",2,0.9923865113709875,0.0017994746374776654,0.002787080840149081,0.0026182201483532035,0.00012245572748524573,3.975555407024671e-05,1.3739151850251162e-05,,,,,,,,,,,,1.2906738720103876e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A state statute provides that the crime of assault is generally punishable by a maximum of five years in prison. It further provides that the maximum punishment increases to 10 years in prison if the defendant possessed a deadly weapon during the assault. The statute designates the deadly weapon element as a sentencing factor. A defendant charged with assault has pleaded not guilty and has requested a jury trial. The prosecutor has announced that she will be seeking a 10- year sentence based on the defendant's alleged possession of a deadly weapon. What finding regarding the defendant's possession of a deadly weapon is necessary for the court to impose a 10-year sentence?,professional_law,"['A judicial finding by a preponderance of the evidence.'
 'A jury finding by a preponderance of the evidence.'
 'A judicial finding beyond a reasonable doubt.'
 'A jury finding beyond a reasonable doubt.']",3,0.0015015231790321234,0.00027756854824420975,0.9980657649853952,0.0001311140982834454,8.922426362907582e-06,2.6374641950716492e-06,,,6.264526559483612e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Defendant was convicted of armed robbery. On appeal, Defendant moves for a new trial, claiming that his Sixth Amendment rights were violated because he received ineffective assistance of counsel at trial. Which of the following facts, if proven, would provide the best grounds to substantiate Defendant's ineffectiveness of counsel claim?",professional_law,"['The trial attorney lied to Defendant about her criminal trial experience.'
 'The trial attorney failed to interview an alibi witness.'
 'The trial attorney did not consult Defendant about her trial strategy.'
 ""The trial attorney did not believe in Defendant's innocence.""]",1,0.0003351134548258068,0.9989823712476882,0.0002303198846803798,0.0003797332929377428,2.9281887347662e-05,7.881113063522515e-06,2.4799022538023166e-06,,3.184257524783389e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A husband and his wife are involved in a contested divorce and child custody battle. Ignorant of the adversarial system, they both visited a family law attorney together for an initial consultation. The attorney advised them that he could not represent them both. The wife found another attorney. During the trial, the wife's attorney calls the wife to testify. She states that during the initial consultation she and her husband had with his attorney, she privately told the attorney, when her husband was taking a bathroom break, that her husband had a bad drinking problem, which was one of her major reasons for seeking a divorce and custody of the children. Upon objection by the husband's attorney, the wife's testimony should be",professional_law,"['admitted, because the spousal privilege is inapplicable, since the parties are living in separation.'
 'admitted, because the marital communication privilege is inapplicable in a lawsuit involving the parties.'
 'excluded, because the wife is incompetent to testify to marital communications because she is not the holder of the privilege.'
 'excluded, because confidential statements made during a joint consultation are privileged communications between clients and their attorneys.']",1,0.012059558448304662,0.010642522977166755,0.9580653421321047,0.018678209512883494,0.00018311481006704028,8.125670440325697e-05,,,1.4120297955941113e-05,,1.0996899105288496e-05,,,,,,,,,,,,9.116749567976155e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A state enacts a statute that prohibits ""anyone over60 years of age to run for public office. "" A state senator has been in office for three terms and wishes to seek re-election. The senator, who is 61, brings suit challenging the constitutionality of the state statute. Which of the following best states the burden of persuasion?",professional_law,"['Since a fundamental right is involved, the state must show the regulation is necessary to vindicate a compelling government interest.'
 'Since no fundamental right is involved, the petitioner must show the age restriction is not rationally related to a legitimate government interest.'
 'The state must show the age regulation substantially furthers an important government objective and does not impair the fundamental right to vote.'
 'The petitioner must show the statute violates due process by depriving her of the right to be a candidate.']",1,0.004278976296670916,0.4946895063556251,0.005494314322329841,0.49478531859502894,0.00020013038456150663,3.7020398700174656e-05,,,,,,,,,,,,,,,,4.7535132866938085e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A defendant has been charged with manufacturing illegal firearms in violation of federal firearms laws. In its case-in-chief, the government wants to introduce a copy of the defendant's transcript from a technical college to show his certificate as gunsmith. The college is no longer in existence, though, and the whereabouts of the previous officials and employees are unknown. However, the transcript bears a seal above the registrar's signature, and the court has taken judicial notice of the existence of the college and has found that it is normal for a college to compile a transcript. Finally, the information about the defendant on the transcript has been corroborated by a government witness. Assume the prosecution provided the defendants with a copy of the transcript before trial and informed them of its intent to introduce it as evidence. The transcript will be admitted",professional_law,"[""as a business record, because the custodian can testifS' as to how the records of the college were kept.""
 'under the general hearsay exception, as the transcript in these circumstances has sufficient circumstantial guarantees of trustworthiness.'
 ""only if the registrar's signature can be authenticated by an expert witness.""
 'only if the defendant waives his right to object to its admission.']",1,0.0017985112981228812,0.9917996665614106,0.0023093342189898437,0.003807448448004223,6.154167238403682e-05,2.410006518068899e-05,1.2899835316016367e-05,1.0365308873290509e-05,1.3731803214852336e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On March 1, 1999 a widower, the sole owner and occupant of a piece of property, died and devised the property to both his co-worker and his boss ""as their community property. "" The co-worker and the boss were also siblings, and neither was married. The property consisted of a single-family house with a yard, garage, and driveway. The boss died intestate on May 1, 2001, leaving her daughter as her sole heir. During her occupancy, the boss paid $3,500 each year in insurance and property taxes. In addition, the premises on the property had a fair market value during this period of $1,500 each year. Following her mother's death, the boss's daughter moved into the house on May 2, 2001. As the administratrix of the boss's estate, the daughter sought to collect from the co-worker one- half of the cost of insurance and property taxes that the boss paid. Conversely, the co-worker claimed that he was not liable for any of the expenses. Furthermore, the coworker's attorney advised him that the daughter did not own any interest in the property and that since the boss's death, he (the co-worker) owned the entire property. The attorney also informed the co-worker that the daughter owed him rent for the entire period of her occupancy, and if she continued to occupy the premises, then she would be liable for insurance and property taxes as well. In an appropriate action to determine the title of the property, what, if any, interest does the daughter have in the said property?",professional_law,"['None, because the co-worker acquired title to the whole of the property by right of survivorship.'
 ""An undivided one-half interest, because upon the death intestate of a tenant-in-common, the latter's interest descends to his heirs.""
 'An undivided one-half interest, because in a tenancy by the entirety, either sibling can make a testamentary disposition.'
 'An undivided whole interest, because in a joint tenancy, every joint tenant is part and parcel of the unit group that owns the whole.']",1,0.015500758783355922,0.9589978125898957,0.005356918893454121,0.0186974796756348,9.217088091607825e-05,0.0001519640919055067,9.217088091607825e-05,,8.658652954358921e-05,,,,,,0.00023330460882243934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A seller listed real property for $500,000, which was set to expire on Aug.1. The current lessee of the premises, who had made substantial improvements to the property, wanted to buy at the full list price but needed extra time. He paid $10,000 for an option to be added to the lease, giving him an option to buy on or before Sept. 1. The option stated that all notices required under it ""shall be deemed given if given in writing and delivered personally, delivered by commercial delivery service, or by certified mail return receipt requested, to the party to receive the Notice"" That notice was required by Sept. 1. Buyer called Seller on Aug. 25 and told her that he was exercising the option, but Seller did not remember the words used. The Buyer sent written intent to exercise it by first class mail on Aug. 29 but the Seller later testified that she did not receive it until September 3. On September 10 she notified Buyer that the option expired and the deal was off. Buyer filed a specific performance action to compel the transaction. Is it likely that the Equity Court will grant the request for specific performance?",professional_law,"['Yes, the exercise of an option is not considered to be a situation where ""time is of the essence"" of the agreement, and options are liberally enforced so that the benefit of the bargain is not unreasonably lost.'
 'Yes, the delay was minimal, the lessee would suffer hardship, and the wording of the notice requirement did not absolutely require one of the stated forms of notice.'
 'No, because the Seller would be prejudiced by having to sell after the option date.'
 'No, because option contracts are strictly enforced and even a one-day delay cannot be allowed due to the need to have commercial predictability in such transactions.']",1,0.025037924474787455,0.9395764452286305,0.0026389778242811223,0.03214933140673516,7.96902252028129e-05,4.8334564864910436e-05,1.8928087564073643e-05,4.007076168759006e-05,3.120714058056279e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not within the power of a federal subpoena to command a person to do at a specified time and place?,professional_law,"['Submit to a physical or mental examination.'
 'Attend and testify as to persons and/or events related to a cause of action.'
 ""Produce designated documents, electronically stored information, or tangible things in that person's possession, custody, or control.""
 'Permit the inspection of premises.']",0,0.011274670810545288,0.018588785153575597,0.1764831447480606,0.7906643829352099,0.0006360734013068893,0.0003857980197203262,,,,,0.0002198209806330071,,,,0.00010383607884176293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A witness is scheduled to testify in a criminal case. To prove that he was a juvenile on a given date, evidence is offered that on that date he was confined in a juvenile detention facility. If a party wished to argue that this evidence is hearsay, whom would he point to as the hearsay declarant?",professional_law,"['The witness on the stand.' 'The party offering the evidence.'
 'The juvenile authorities.' 'The witness.']",2,0.0526988080544267,0.003368922087062313,0.4412416649861016,0.5002246699139896,0.00048533924308990156,0.00021536788090249838,,,,,,,,,0.0003633879164427165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Supreme Court has original jurisdiction in certain areas. Congress has given lower federal courts concurrent jurisdiction with the Supreme Court in all cases except for disputes involving:,professional_law,"['ambassadors' 'public ministers and consuls' 'different states'
 'a state as a party']",2,0.08292548454851631,0.04438681332006829,0.7871359398020378,0.08292548454851631,0.00046321796359326576,0.0001813987609208915,,9.709575990209117e-05,,,,8.568670736769302e-05,,,,,,,,,,,,,,,,,,,,,,,0.00019309797585485454,,,,,,,,,,,,,,,,,,
"After waiting in line for two hours to gain entry into a popular nightclub, a man was denied admission because his attire failed to conform to the club's dress code. When he was refused admittance, the man angrily shouted to the club's doorman, ""You'll be sorry for this. After I'm through, this club will be reduced to rubble. "" Later that same evening, the man returned to the club with two explosives in his possession. He noticed the defendant leaving the club and followed him into a nearby parking lot. As the defendant was about to enter his car, the man grabbed him, pointed a gun and said, ""Follow me, you punk, or I'll blow your brains out. "" The man led the defendant to the rear of the club, handed him the explosives, and directed him to throw them through an open window of the club. In fear of his life, the defendant tossed the explosives into the club, causing an inferno that killed 25 people. In this jurisdiction, the applicable arson statute includes all buildings. If the defendant is charged with felony murder for the death of the people in the club, he will most likely be found",professional_law,"['guilty, because they were killings that occurred during the commission of an inherently dangerous felony.'
 'guilty, because duress is not a defense to murder.'
 'not guilty, because duress is a defense to arson.'
 'not guilty, because the defendant was justified under the circumstances.']",2,0.0009653053129891394,0.0035865443374839667,0.0007062324536880842,0.9945301319409947,5.641127585857364e-05,1.293510476119276e-05,,,,,,,,9.463524805350741e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A married couple sued a real estate broker for misrepresentation and breach of contract in failing to live up to promises he made regarding the couple's purchase of a residence. They claimed receiving promises from the broker that if they bought the home immediately a $15,000 rebate would be given to them at closing by the sellers. At closing, the sellers claimed no knowledge and didn't pay. At trial against the broker, the couple subpoenaed one of the broker's agents who testified that he was in a meeting with the buyers and he heard the broker make the same promise. The broker objected that the testimony was hearsay. What will the court most likely decide regarding the admissibility of the testimony?",professional_law,"[""The testimony is admissible because it is a party admission made through the party's authorized agent concerning a matter within the scope of his employment.""
 'The testimony is inadmissible because the agent was not authorized to speak for his principal.'
 'The testimony is inadmissible because it is pure hearsay offered to prove the truth of the matter that is in dispute.'
 'The testimony is admissible \x80\x94 even though it is hearsay, the broker is available to be cross-examined.']",0,0.0035844328652136228,0.001238746851450817,0.0010269572099070182,0.9939431413493178,3.51405433096168e-05,2.5709370694992e-05,6.919583250682177e-06,,9.457948924143113e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After a fire destroyed her home, a plaintiff sued the insurance company that insured the home for the proceeds of her policy. The company claimed that the policy had lapsed. At trial, the plaintiff admits that she failed to make a timely premium payment; however, she cites a policy provision that required the company to give her notice that it had not received the premium by a specified date and testifies that she never received such a notice. The company then calls its chief billing clerk, who is company then calls its chief billing clerk, who is prepared to testify that, because of the plaintiff's unusual name, the clerk remembers preparing the plaintiff's notice and placing it in the ""out"" box on his desk, and that an employee from the company's mailroom daily picks up all mail from office ""out"" boxes and places it in a U.S. mail deposit box. How should the court rule on the admissibility of the billing clerk's testimony?",professional_law,"['It is admissible only if the company produces corroborative evidence, such as a mailing checklist.'
 'It is admissible without more, because it is evidence of the routine practice of a business.'
 ""It is inadmissible, because evidence of the mailroom employee's general practice does not prove the particular mailing.""
 'It is inadmissible, because the billing clerk lacks personal knowledge of the actual mailing. mailing.']",1,0.09313550021055587,0.007641978237039707,0.8833721933169796,0.015197888461733292,0.0003154221121016156,4.544086363086752e-05,,,,,,,,,,2.1464744106887442e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"There are 2,000 insurance agents licensed under the general licensing laws of a state. The state legislature recently passed a highly controversial bill that, inter alia, reduces ""good driver"" automobile insurance rates and prohibits price-fixing and discrimination by insurance companies. This bill passed despite a well-financed and intense lobbying effort mounted by the insurance industry. After this law was enacted, an insurance agent who is a resident of the state, was interviewed by the local newspaper and publicly stated, ""the legislature is a bunch of self-serving crooks. "" After the statement made newspaper headlines, the state legislature enacted a statute providing that ""the state insurance license of the insurance agent is henceforth revoked. "" Astonished by the legislature's action, the insurance agent, who remains unrepentant, seeks your legal advice. You should advise the insurance agent that the state statute revoking her state insurance license is",professional_law,"['constitutional, because a state license is a privilege and not a right and, therefore, it is not protected by the due process clause.'
 'unconstitutional, because it denies her the equal protection of the laws.'
 'unconstitutional, because it is a prohibited bill of attainder.'
 'unconstitutional, because it is a denial of a privilege or immunity protected by Article IV.']",2,0.49673897835496705,0.0015808277286680718,0.0042971352887626055,0.4967601014974368,0.00012190040325783052,0.00010105898381867444,3.28090484454602e-05,,2.4003612613566203e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A defendant was charged with felony murder as a result of his setting fire to the victim's house. The victim was upstairs sleeping when the fire was set, and he died in his bedroom during the fire. If the defendant can prove the facts to support his defense, which of the following assertions would LEAST likely remove liability for felony murder?",professional_law,"['The defendant did not intend to kill the victim.'
 'The defendant was insane when he set the fire.'
 'The defendant was coerced by another to set the fire.'
 'The victim died of a heart attack before the fire spread to his bedroom.']",0,0.000964909081678661,0.0012389677856682287,0.9940611882625767,0.00359267319045532,3.101695160578492e-05,5.113830786473409e-05,,,8.348099273406807e-06,,,,,5.389937994348862e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A woman was sailing in a bay when she was struck by a motorboat. The woman, who was seriously injured in the accident, sued the motorboat operator in a personal injury action. During the course of the lawsuit, an important question of consequence was the wind speed on the afternoon the woman was sailing. At trial, the woman calls an orthopedic surgeon to testi1'. The surgeon, who is an amateur boating enthusiast, testified that he was navigating his sailboat into the bay when the motorboat hit the woman. Furthermore, the surgeon testified that in the cockpit of his boat he maintains a sophisticated electronic weathering device that measures wind speed, temperature, and barometric pressure at periodic intervals. The woman then offers into evidence the computer printout from the surgeon's weathering device measuring the wind speed at the time of the accident. Upon objection by the motorboat operator, the printout is",professional_law,"['admissible as past recollection recorded.'
 'admissible as the record of regularly conducted activity.'
 'inadmissible as hearsay not within any recognized exception.'
 ""inadmissible, unless there is foundation testimony as to the accuracy and good working condition of the surgeon's electronic weathering device on the afternoon in question.""]",3,0.023924980497231796,0.007758221855766217,0.9546433119795811,0.0128209305016591,0.0002654717533487616,0.00012539997697946746,,,2.3196663290005622e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Charlie Contractor entered into a contract with Nancy Non-cooperative to remodel a bathroom and kitchen in Nancy's home. The contract assigned $10,000 to the bathroom and $15,000 to the kitchen with the $25,000 total due when all the remodeling was complete. Charlie completed the bathroom, but refused to begin the kitchen because Nancy did not cooperate. If Charlie sues Nancy, the likely outcome is for",professional_law,"['Charlie in an amount of $25,000 since he alleges that Nancy breached the contract.'
 'Charlie in an amount of $12,500 since he completed the bathroom construction.'
 'Charlie in an amount of $10,000 if the court finds the contract divisible and the $10,000 is an equivalent amount for the completed portion of the agreement.'
 'Nancy since Charlie will not complete the contract, he is not entitled to any compensation.']",2,0.9478136000832325,0.04718317783872261,0.001829490779864271,0.002500617410946123,0.0002986561598887349,3.796986978212152e-05,,1.68490275799453e-05,1.68490275799453e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pursuant to a newly enacted statute, Congress created a nine-member agency empowered to promulgate rules governing air quality standards for the nation. In accordance with the statute, the President was authorized to appoint a majority of six members to the agency, and the other three positions were to be filled by the Senate. The nine members were duly appointed to the agency, and all appointees were subsequently approved in confirmation hearings. Thereafter, the agency issued the following regulations:(a) Requiring each motor vehicle operating in the United States to be equipped with a specified air/fuel control device;(b) Requiring each gas or oil furnace located in the United States to be fitted with a specified device to reduce emissions;(c) Requiring each State to establish and maintain a program under which each vehicle and each furnace shall be tested annually for compliance with federal emissions standards. Which of the following arguments would provide the strongest constitutional grounds against the authority of the statute?",professional_law,"['The President does not have the constitutional power to appoint a majority of members to an administrative agency.'
 'Congress does not have the executive authority to appoint members to an administrative agency.'
 'An administrative agency does not have the constitutional authority to promulgate regulations that unduly burden interstate commerce.'
 'An administrative agency does not have the constitutional authority to require states to supervise federal regulatory guidelines such as those enumerated in Subsection (c).']",1,0.012374207580688011,0.0031256555901672044,0.9820786219017653,0.0021482295763149886,3.0642849166787365e-05,0.00010695405278586173,,,1.6401935218906553e-05,,,,,8.509211895066549e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A landowner, being owner in fee simple of a farm conveyed the property by warranty deed to an investor. The investor gave a farmer a mortgage on the farm to secure a loan from the farmer to the investor in the amount of $50,000. The mortgage was recorded immediately. Two years later, the investor conveyed the farm to his friend by quitclaim deed. According to the deed instrument, the friend ""assumed the mortgage. "" The investor then defaulted on the mortgage, and the farmer brought an in personam action against the friend to recover the amount of the mortgage due. The farmer will most likely",professional_law,"['prevail, because the friend acquired title to the farm by quitclaim deed.'
 'prevail, because the farmer was a third-party beneficiary under the conveyance between the investor and the friend.'
 'not prevail, because the conveyance between the investor and the friend did not effectuate a delegation of duties.'
 'not prevail, unless the land was subject to the mortgage.']",1,0.012998562706810966,0.013836897975296605,0.002404492326288771,0.9701950474120393,0.0001356521745156694,6.407755004778929e-05,1.6201341854241458e-05,,1.4297634004082251e-05,,1.3431384150761008e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An off-duty police officer was standing on a street corner waiting for a bus. A man came up from behind and stole the police officer's wallet from his pants pocket. As the man was running away with the wallet, the police officer pulled out his service revolver. The police officer yelled at the man to stop and then fired several shots in the man's direction. The police officer did not aim directly at the man but shot at the pavement intending to frighten him. One of the bullets ricocheted off the sidewalk and struck the man, killing him. The police officer is guilty of",professional_law,"['assault with a deadly weapon.' 'involuntary manslaughter.'
 'voluntary manslaughter.' 'murder.']",3,0.007635949830505623,0.6457693286220555,0.3456702867314768,0.0006672218602666667,0.00010232183505024758,2.1447821780728217e-05,,,,,,,,,,,,,,6.541216069507854e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A homeowner buys a new leaf blower and is so impressed with its power that he gets carried away and blows large amounts of his work onto the next door neighbor's yard. In addition to leaves, he also blew large amounts of pest-infested plant debris onto the neighbor's property. The material has accumulated into large, unsightly piles and caused damage to the neighbor's healthy plants. He has to pay workers to haul the material away and he incurs expenses to replace infected perennials. The neighbor sues for the tort of trespass. The homeowner files a motion to dismiss because the neighbor cannot prove that homeowner acted with an intent to trespass or to do harm. Will the court grant the motion to dismiss?",professional_law,"['No, because the infected debris constituted an abnormally dangerous condition and homeowner could be held strictly liable for the trespass.'
 'No, because trespass is based on an intentional act of entering the land or sending something onto the land, and the actor does not have to intend harm to be liable for the tort.'
 'Yes, because the homeowner had no practical way of controlling where the material went and he acted without malice or ill will.'
 ""Yes, because the homeowner expected the wind to carry the debris away and did not think that it would accumulate on the neighbor's property.""]",1,0.00019099124539168275,0.9992265954888971,0.00013973218012053838,0.00040432846966706785,5.589990520393785e-06,2.900048878050324e-06,1.8148042149556277e-06,,1.2089202324704505e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student was a practical joker who liked to perform zany antics. Late at night after studying, he would often walk around the campus dressed only in a raincoat and boxers. As he approached young women, he would flash them by opening his raincoat and exposing himself in his shorts. The student believed that he was committing a crime by flashing himself in front of the co-eds. In this jurisdiction, it is a felony to flash or expose oneself in the nude, so, unknown to the student, what he was doing was not a crime. One night, the student broke into a sorority house intending to flash the sorority sisters. Clad only in his raincoat and shorts, he entered the bedroom of one of the sisters who was lying in her bed studying for an exam. The sister, who knew the student, said, ""What are you doing here? Shouldn't you be studying for finals?"" The student then took off his raincoat and responded, ""Study this, baby!"" He then began to run through the sorority house in his shorts. Shortly thereafter, the police arrived and placed the student under arrest. If the student is prosecuted, he should be found guilty of which, if any, of the following crimes?",professional_law,"['Burglary only.' 'Attempted violation of the statute.'
 'Both burglary and attempted violation of the statute.'
 'Neither burglary nor attempted violation of the statute.']",3,0.9905741614400856,0.0005831824227040575,0.0007034522791962471,0.008054767896385956,1.9955395621895064e-05,1.0034203069591901e-05,3.2576287845177376e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A shopper suffered injuries to her back and legs when she slipped on a loose piece of carpeting in a hallway connecting a department store and a cafeteria. The shopper brought suit against the owner of the entire building. The owner claimed that since he leased the cafeteria, he no longer retained any control over the connecting hallway. If the shopper offers into evidence the fact that two days after the accident, the owner had the hallway carpet re-laid, the court should rule that the evidence is",professional_law,"[""admissible, because it is relevant to the issue of the owner's knowledge of the unsafe condition.""
 'admissible, because it shows that the owner retained ownership and control.'
 'inadmissible, because it shows subsequent repair, which is against public policy.'
 'inadmissible, because the evidence is irrelevant to the accident.']",1,0.002049757239379883,0.00024480859132533636,0.0001310365963065212,0.9974978466305685,2.1203789698092393e-05,3.7172221122185475e-06,2.8949754918461465e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Termination of a parent's custody rights and also termination of welfare benefits both require what type of process?,professional_law,"['Prior notice and prior evidentiary hearing'
 'Prior notice and opportunity to respond'
 'Prior screening by neutral fact finder'
 'Prior screening and subsequent evidentiary hearing']",0,0.0032844128773734356,0.9107449362347344,0.0009410000442368686,0.08474394643376794,8.752668019786758e-05,1.6190807832240476e-05,,,,,,,,,,,,,,,,2.5076813729936876e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A homeless man was walking down the street on a very cold night, when he entered an unlocked warehouse to get warm. There were some homeless families inside and he sat on the floor in a corner. He began to play with matches, lighting them for a bit of warmth, and then blowing them out. He carelessly threw them in a pile of refuse on the floor, which started smoldering. He got bored with that and looked around for something else to do. Meanwhile, the tiny fire grew, and the whole back of the building became ensnared in flames. Based on witness statements, the police arrested him for arson, which statutorily requires the ""malicious and intentional"" setting of fire to a structure. Will the prosecutor likely go forward with a prosecution for arson?",professional_law,"['Yes, because he was a trespasser and he disrespected the rights of the owner of the building.'
 'Yes, because he knew that he was creating an unreasonable risk of harm to others by playing with matches.'
 'No, because the owner of the structure made it too easy for outsiders to get inside the building, thus assuming the risk of the consequences.'
 'No, he did not intentionally set a fire or intend to burn the building, and he did not act maliciously.']",3,0.0016354889848479582,0.20123404648435458,0.7958907235076489,0.0011240540448667325,2.643521735559487e-05,1.2487112493221792e-05,,,,,,,,,,,,,3.2574579195691584e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
