question,subject,choices,answer,a,b,d,c,Ð°,1,e,option,2,3,4,f,Ñ,cd,dc,bd,ad,r,',ac,ab,bc,pan,choice,sol,solution,ba,abc,cont,ap,rules,band,red,letter,h,i,none,hard,bs,the,john,m,not,bcd,rail,ret,l,ais,g,exist,ca,roman,u,mar,cb,re,rob,sun,s,db,bx
"This question refers to the following information.
I walk alongside the column, ask what's going on.
A soldier says simply: ""They call up more every day.
""Some of us were sent north to the Yellow River at age fifteen,
And now at forty we're heading off to the garrisons in the west.
On our first tour, the village headman had to tie our bandannas for us.
When we came back, our hair was white, but still there's more unrest.
The frontier garrisons run with blood, enough to fill an ocean,
But the Martial Emperor's territorial ambitions have yet to crest.
In the hundred districts east of the mountains, throughout the land of Han,
There must be ten thousand villages that brambles now infest.
Even if wives are strong enough to handle a hoe and plow,
The crops grow every which way, the fields are all a mess.
It's hardest for the Shanxi men, with their reputations as fighters:
They're rounded up like dogs or chickens, every male impressed.
""But sir, though it's good of you to ask,
Complaining isn't part of the soldier's task.
We can only shake our heads. Take this winter:
The Shanxi troops were never sent home.
The District Officers are demanding the land tax,
But where will it come from? You can't get blood from a stone!
I honestly think it's bad luck to bear a son now,
It's better to have a daughter: at least she can marry
And live with the neighbors next door.
But a son will end up lying on some distant prairie.""
Du Fu, ""Ballad of the Army Carts,"" ca. 750 C.E.
The poem provides evidence of which of the following as a major cause of later Tang decline?",high_school_world_history,"['Discontent among the peasantry due to oppressive taxation'
 'Foreign invasion of the Tang heartlands'
 'The spread of Buddhism and Taoism as a reaction to state-sponsored Confucianism'
 'An ineffective bureaucracy and poor leadership']",0,0.99990766937174,1.1477783337553011e-05,5.828899340605754e-05,1.4737765532653122e-05,8.850716145823995e-07,3.689527408149374e-07,,2.873406834630144e-07,,,,,,,,,8.3144783626412e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understandâas though speaking in our nameâwhat he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The tone of the first letter best reflects which of the following developments in early modern Africa?",high_school_world_history,7.80727406296467e-07,0,0.9994964285452343,0.0001233432079594,0.0001233432079594,0.0002304354496469,1.2872018813795263e-06,7.80727406296467e-07,,,,,,,,,,,,,,,,,,5.41932234101217e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""The Sovereign Congress of Venezuela, to which authority the people of the Republic of the New Granada have voluntarily stood by.
Considering:
1. ""That united in a single Republic, the provinces of Venezuela and the New Granada have all proportions and ways to elevate themselves to a higher grade of power and prosperity.
2. ""That constituted in separate republics, for any more stronger the ties that these have united them, so far from taking advantages of so many advantages, they would hardly consolidate and make respect their sovereignty.
3. ""That these truths, highly penetrated by superior talented men and of an enlightened patriotism, had moved the governments of both republics to convene in a reunion that the vicissitudes of wars decreed and decree the following fundamental Law of the Republic of Colombia:
ARTICLE 1. The Republics of Venezuela and New Granada are from this day on united in a single one under the glorious title of Republic of Colombiaâ¦.
ARTICLE 4. The Executive Power of the Republic will be vested on the President and in case of his defect a Vice President and his replacement will be appointed interimly by the acting Congress.""
Fundamental Law Establishing Gran Colombia, passed by the Congress of Angostura convened by Simon Bolivar, 1819
Source 2:
""IN THE NAME OF THE HOLY TRINITY.
TITLE 1 - Of the Empire of Brazil, its Territories, Government, dynasty, and Religion.
Art. 1. The EMPIRE of Brazil is the political association for all Brazilian citizens. These will form a free and independent nation, and will not form any other union or federation, which may cause it to lose its own Independence.
Art. 2. Its territory is divided into provinces in the form in which it currently finds itself; these may be subdivided, as is required for the good of the state.
Art. 3. Its government is a Hereditary Monarchy, constitutional, and Representative.
Art. 4. The prevailing dynasty is that of the Lord Dom Pedro I, the sitting Emperor and Perpetual Defender of Brazil.
Art. 5. The Catholic Apostolic Roman Religion will continue to be the religion of the Empire. Followers of all other religions are allowed to worship within their households, or particular houses for that intent, so long as there is nothing indicating this on the exterior of the Temple.""
Constitution of the Empire of Brazil, March 25, 1824
Which of the following is most directly responsible for creating the constitutions above?",high_school_world_history,"['Nationalist movements advocating pan-Americanism'
 'Revolts organized by provincial elites in Latin American nations'
 'Aboriginal natives gathering the support of provincials to create constitutions'
 'Colonial powers preparing their colonies for independence']",1,6.908928328628713e-06,0.9999278107296892,2.4298930977184267e-05,3.1200444973045694e-05,,,,,1.9945777158243825e-06,3.256058613489971e-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.058783994798813e-07,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Is it not unity alone that can weld us into an effective force, capable of creating our own progress and making our valuable contribution to world peace? Which independent African state will claim that its financial structure and banking institutions are fully harnessed to its national development? Which will claim that its material resources and human energies are available for its own national aspirations? We are fast learning that political independence is not enough to rid us of the consequences of colonial rule. We have been too busy nursing our separate states to understand fully the basic need for union, rooted in common purpose, common planning and common endeavour.
Ghana's president, Kwame Nkrumah, addressing the Organization of African Unity, 1963
Which of the following factors was most important in preventing the fulfillment of the political dreams described in the passage?",high_school_world_history,"['A lack of common ethnicity, language, or religion'
 'The spread of communism throughout the continent'
 'Armed intervention on the part of the Cold War superpowers'
 ""Africa's shortage of natural resources""]",0,0.9761591205023376,0.0035152947420046,0.0039833507989764,0.0139032604083075,,,0.0003705093399136,,,,,,,,,,,,,,,,,0.0001202867713822,,,,,,,,,,,,,0.0009294618209989,,,,,,0.0001129989643201,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""At least one of the [world's] societies would have to somehow enormously increase its productivity [in order to achieve global hegemony]. That quantum jump would have to be made before the various scientific, technological, agricultural, and industrial revolutions on which our post-quantum-leap world rests. It could only be accomplished by exploiting the ecosystems, mineral resources, and human assets of whole continents outside the lands of the society making the jump. Western Europe did just that by means of its brutality and guns and, more important, by geographical and ecological luck.""
Copyright Â© 2015 Cambridge University Press.
Alfred Crosby, historian, Ecological Imperialism, 2004
Based on your knowledge of world history, which of the following contributed LEAST to Western European global hegemony between 1450 and 1750 C.E.?",high_school_world_history,"['The exchange of food sources between the Americas and Europe'
 'Refinement of gunpowder technologies'
 'The development and application of steam-powered technologies'
 'The implementation of joint-stock companies']",2,4.012547112898145e-05,0.0001415414889377,0.0001794835054155,0.9996045434424864,,,3.2873550716749847e-06,,,,,,2.5601947040542325e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyâ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃ³n de BolÃ­var, Message to the Congress of Angostura, 1819
The passage is best understood in the context of which of the following political movements?",high_school_world_history,"[""The fight for workers' rights in Central America""
 'The fight for independence in South America'
 'The fight for economic justice in the Caribbean'
 'The fight for political autonomy in the Philippines']",1,9.245061349155228e-06,0.9999357677167032,2.1443976728915945e-05,2.4299209057972125e-05,,,,,1.4592809300951743e-06,2.102293504464829e-07,,,,,,,,,,,,,,,,,,,,,,4.1809098643886724e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The passage below is the Chinese emperor's response to English King George III's diplomatic envoys, who were seeking expanded trading privileges (1793).
Strange and costly objects do not interest me. If I have commanded that the tribute offerings sent by you, O King, are to be accepted, this was solely in consideration for the spirit which prompted you to dispatch them from afar. . . . As your Ambassador can see for himself, we possess all things. I set no value on objects strange or ingenious, and have no use for your country's manufactures. It behooves you, O King, to display even greater devotion and loyalty in future, so that, by perpetual submission to our Throne, you may secure peace and prosperity.
What was the impact of European demand for Chinese goods?",high_school_world_history,"['The Portuguese increased their international power and prestige.'
 'The British shifted their focus for trade and colonization to Japan.'
 ""The bulk of the world's silver supply moved to China.""
 'The British sought control of the Malacca Strait.']",2,0.0010011055302124,0.0013365101052904,0.0040829794082002,0.9932281267539532,,,2.26725204798456e-05,,,2.5691331508862972e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Chinese are all infidels: they worship images, and burn their dead just like the [Hindus]. The King of China is a Tartar, and one of the descendants of [Ghenghis] Khanâ¦In all the Chinese provinces, there is a town for the [Muslims], and in this they reside. They also have cells, colleges, and mosques, and are made much of by the Kings of Chinaâ¦
When we approached this city [of Hangzhou] we were met by its judge, the [elders] of Islamism, and the great merchants. The [Muslims] are exceedingly numerous here. This whole city is surrounded by a wall: each of the six [districts of Hangzhou] is also surrounded by a wall. In the first reside the guards, with their commander. I was told that, in the muster-rolls, these amount to twelve thousandâ¦In the second division are the Jews, Christians, and the Turks who worship the sun: these are numerous, their number is not known: and theirs is the most beautiful city. Their streets are well disposed, and their great men are exceedingly wealthy. There are in the city a great number of [Muslims], with some of whom I resided for fifteen days; and was treated most [honorably]â¦""
Ibn Battuta, Voyages, 1332â1346 C.E.
The observations expressed in the excerpt are best seen as evidence for which of the following in Yuan China?",high_school_world_history,"['Policies of religious toleration'
 'Instatement of foreigners as provincial administrators'
 'Mongol assimilation into Chinese culture'
 'Military pressures from internal unrest']",0,0.9996229321055908,0.0001088660903228,0.0001088660903228,0.0001233614418407,2.1225508527734764e-06,2.5602850445496658e-06,1.6530442662488616e-06,,,,,,,,,,,,,,,,,4.78324218435409e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
Which of the following explains why Nkrumah feels Africa must ""avoid all the dangers inherent in disunity""?",high_school_world_history,"['African nations will not achieve independence without unity.'
 'Disunity is what originally led many African nations into disarray.'
 'The African continent has already experienced its share of civil wars.'
 'The world community sees power as a function of size and influence.']",3,0.0001645637860654,3.5348532590219805e-05,0.999749827370604,2.752946486168826e-05,,,5.7704893171858815e-06,,,,6.538821043207829e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.449723563070008e-07,,,,,,,,,,,,
"This question refers to the following information.
Literacy rates among the Russian-speaking population of late Imperial Russia and the Soviet Union, 1897â1955
Literacy Rate
1897  24%
1917  45%
1926  56%
1937  75%
1939  81.10%
1955  99.90%
Source: Census data and Soviet Ministry of Education
A historian sympathetic to Soviet communism would most likely use the chart as evidence to support which of the following propositions?",high_school_world_history,"['The ideals of the Russian Revolution were betrayed by the Leninist and Stalinist regimes.'
 'Lenin and Stalin vastly improved Russian military preparedness.'
 'Communism has been made to work more efficiently in Russia than in China.'
 'Despite abuses on the part of Lenin and Stalin, the Soviet regime managed significant achievements.']",3,4.7517466585880656e-05,4.006036870351253e-05,0.99987924098585,1.0128847430785225e-05,,,4.7845287441197e-06,5.71430469667656e-07,,,7.88835431070632e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Upon their arrival they were honorably and graciously received by the grand Khan, in a full assembly of his principal officers. When they drew nigh to his person, they paid their respects by prostrating themselves on the floor. He immediately commanded them to rise, and to relate to him the circumstances of their travels, with all that had taken place in their negotiation with his holiness the pope. To their narrative, which they gave in the regular order of events, and delivered in perspicuous language, he listened with attentive silence. The letters and the presents from pope Gregory were then laid before him, and, upon hearing the former read, he bestowed much commendation on the fidelity, the zeal, and the diligence of his ambassadors; and receiving with due reverence the oil from the holy sepulchre, he gave directions that it should be preserved with religious care. Upon his observing Marco Polo, and inquiring who he was, Nicolo made answer, This is your servant, and my son; upon which the grand Khan replied, ""He is welcome, and it pleases me much,"" and he caused him to be enrolled amongst his attendants of honor. And on account of their return he made a great feast and rejoicing; and as long as the said brothers and Marco remained in the court of the grand Khan, they were honored even above his own courtiers. Marco was held in high estimation and respect by all belonging to the court. He learnt in a short time and adopted the manners of the Tartars, and acquired a proficiency in four different languages, which he became qualified to read and write.""
Marco Polo's Travels, ca. 1300 C.E.
The encounter described in the account above illustrates which of the following?",high_school_world_history,"['The economic dominance of the Ottoman Empire'
 'The influence of Middle Eastern religious beliefs on the peoples of South Asia'
 'The lack of cooperation among major political groups in the High Middle Ages'
 'Amiable cultural exchange between Europe and Asia']",3,2.0477424688594608e-05,1.2218281458520204e-05,0.9999257612176862,2.1917505958446693e-05,,,3.5005962472539583e-06,,,,6.539974787534616e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyâ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃ³n de BolÃ­var, Message to the Congress of Angostura, 1819
SimÃ³n de BolÃ­var, the author of the passage, accomplished which of the following?",high_school_world_history,"['The first union of independent Latin American states'
 'The first military victory of the War of 1812'
 'The first military victory of the Spanish-American War'
 'The first political coup by someone of mixed-race descent']",0,0.9998051849632228,1.6698372173518632e-05,0.0001398137584274,1.4736261721334992e-05,1.994336153905725e-06,1.370685856884627e-06,,,,,,,,,,,1.4590874995707634e-06,,,,,,,3.966211036214952e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]â¦.The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a yearâ¦.
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubinesâ¦.And they oblige the Indians to accept corn or meat or chicha [corn beer]â¦at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing himâ¦.Even the protector of the Indians is useless;â¦he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
Which of the following changes to the Spanish policies towards Native Americans occurred on account of the practices described in the passage?",high_school_world_history,"['The replacement of native laborers in the mines with an almost exclusively African slave workforce'
 'The foundation of viceroyalties to allow for more effective royal administration of native relations'
 'The promulgation of royal decrees insisting on more humane treatment of the natives'
 'The enfranchisement of all natives by local Spanish elites in the colonies']",2,5.2334926333931474e-05,0.0002611223047434,9.606152754640406e-05,0.999496110450656,,,,,,6.141008000290835e-06,,,5.091074447219894e-06,,,,,,,,,,,,,,,,,,,,,,,,4.782621839474265e-06,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
That day the Reverend Xuanzang was chosen from among all the monks. He had been a monk from infancy, and ever since birth he had eaten vegetarian food and observed the prohibitions. His maternal grandfather was an imperial commander, Yin Kaishan. His father Chen Guangrui had come top in the Palace Examination and had been appointed a grand secretary in the Imperial Library. Xuanzang, however, had no interest in honour and glory, and his only joy was to cultivate Nirvana. His virtue was great; of the thousand sutras and ten thousand holy books there was not a single one that he did not know.
â¦
He looked to the West and prayed, ""I am the believer Chen Xuanzang sent on imperial orders to fetch the scriptures. If I am fated to have a disciple, may I be able to unseal the golden words and release the divine Monkey King to come with me to the Vulture Peak. If I am not fated to have a disciple, and this monkey is an evil monster who has deceived me and will do me no good, then may I be unable to remove the seal."" When he had prayed he bowed again.
From Wu Chengen, Journey to the West, ca. 1590s
In which of the following ways does the excerpt above most complicate historians' understanding of the career of the Chinese monk and traveler Xuanzang?",high_school_world_history,"[""It highly fictionalizes the story of Xuanzang's accomplishments.""
 'It was written long after the time period in which Xuanzang lived.'
 'It casts doubt on the actual existence of Xuanzang.'
 'It is widely considered by scholars to be a forgery.']",0,0.0950268205737946,0.90144359148935,0.001355256513113,0.0019718865911848,,,1.4143370861608836e-05,,,,,5.203055368849119e-06,,,,,,,,,5.95458154593375e-05,,,,,,2.190568131527891e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
As for their men there is no sexual jealousy in them. And none of them derives his genealogy from his father but, on the contrary, from his maternal uncle. A man does not pass on inheritance except to the sons of his sister to the exclusion of his own sons. . . . They are Muslims keeping to the prayers, studying fiqh (Islamic jurisprudence) and learning the Qur'an by heart. With regard to their women, they are not modest in the presence of men; they do not veil themselves in spite of their perseverance in the prayers. He who wishes to marry among them can marry, but the women do not travel with the husband, and if one of them wanted to do that, she would be prevented by her family. The women there have friends and companions amongst men outside the prohibited degrees of marriage [i.e., other than brothers, fathers, etc.]. Likewise for the men, there are companions from amongst women outside the prohibited degrees. One of them would enter his house to find his wife with her companion and would not disapprove of that conduct.
âAdapted from an account by Ibn Battuta of his travels in Mali during the 1300s
The most likely source of Islam in Mali came from",high_school_world_history,"['wandering Berber mystics.' 'conquering Mughal armies.'
 'contact with Muslim trade caravans.'
 'pilgrims to Islamic shrines in Ethiopia.']",2,6.709765122075047e-05,4.004944369368799e-05,0.0002611551781963,0.9996137574695664,,,1.5528854533239063e-06,,,1.993944391272561e-06,,,,,,,,,,,,,,,8.848074600784553e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyrannyâ¦We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
SimÃ³n de BolÃ­var, Message to the Congress of Angostura, 1819
The author of this text expresses a belief in which of the following as requirements for a properly functioning legal system?",high_school_world_history,"['Truth and religion' 'Freedom and democracy' 'Intelligence and order'
 'Morality and justice']",3,5.136640571624272e-06,8.929074436809734e-06,0.9988043800911846,0.0011703079389649,,,8.840980935228445e-07,,,,4.217796110883732e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Purusa-Sukta""
Purusa is the lord of the immortals, who grow by means of [ritual] food. When the gods performed a sacrifice with the offering Purusa, spring was its clarified butter, summer the kindling, autumn the oblation.
It was Purusa, born in the beginning, which they sprinkled on the sacred grass as a sacrifice. It made the beasts of the air, the forest and the village. From that sacrifice completely offered, the mantras [Rig Veda] and the songs [Samaveda] were born. The sacrificial formulae [Yajurveda] were born from it. From it the horses were born and all that have cutting teeth in both jaws. The cows were born from it, also. From it were born goats and sheep.
When they divided Purusa, how many ways did they apportion him? What was his mouth? What were his arms? What were his thighs, his feet declared to be? His mouth was the Brahman, his arms were the Rajanaya [Ksatriya], his thighs the Vaisya; from his feet the Sudra was born. Thus, they fashioned the worlds. The gods sacrificed with the sacrifice to the sacrifice. These were the first rites.
âHymns excerpted and adapted from the Rig Veda, oldest surviving literary work, India, 1500â1000 BCE
Which of the following would best contradict the argument that the caste system imposed rigid economic and social roles on Indian society in the period 600 BCE to 600 CE?",high_school_world_history,"['For there is nothing better for a Kshatriya than a righteous battle.'
 'The four divisions of human society are created by me [Krishna].'
 'The person traditionally credited with composing the Mahabarata was born to a fisherwoman.'
 'The Hindu God Shiva is considered to be simultaneously the creator, the preserver, and the destroyer.']",2,0.0124086937362819,0.0013110472886595,0.0031336285109577,0.983040897101726,,,6.429181789825094e-06,,,,,,,,,,,,,2.7067866363500736e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The question as to who, and what, is responsible for African underdevelopment can be answered at two levels. Firstly, the answer is that the operation of the imperialist system bears major responsibility for African economic retardation by draining African wealth and by making it impossible to develop more rapidly the resources of the continent. Secondly, one has to deal with those who manipulate the system and those who are either agents or unwitting accomplices of the said system. The capitalists of Western Europe were the ones who actively extended their exploitation from inside Europe to cover the whole of Africa.""
Walter Rodney, historian, How Europe Underdeveloped Africa, 1974
Rodney's argument in the passage is most likely a response to which of the following developments of the period 1450 to 1750 C.E.?",high_school_world_history,"['The colonization of the interior of Africa by European powers'
 'The expansion of the African diaspora to the New World'
 'The spread of Christianity into Sub-Saharan Africa'
 'The importation of New World products into Africa']",1,0.9970921270506024,0.0006248917822087,0.0009092121781792,0.001322895913317,2.253712740366988e-06,3.080460082040369e-06,5.4063758125652526e-06,1.8683934857783777e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following poem refers to an incident in Sharpeville, South Africa, in 1960. To protest the requirement that they carry papers documenting their identity and residence, black South Africans gathered in front of police stations without their papers. Though other protests ended peacefully, in Sharpeville, police fired into the crowd.
What is important
about Sharpeville
is not that seventy died:
nor even that they were shot in the back
retreating, unarmed, defenceless
and certainty not
the heavy caliber slug
that tore through a mother's back
and ripped through the child in her arms
killing it
Remember Sharpeville
bullet-in-the-back day
Because it epitomized oppression
and the nature of society
More clearly than anything else;
it was the classic event
Nowhere is racial dominance
more clearly defined
nowhere the will to oppress
more clearly demonstrated
What the world whispers
apartheid declares with snarling guns
the blood the rich lust after
South Africa spills dust
Remember Sharpeville
Remember bullet-in-the-back day
And remember the unquenchable will for freedom
Remember the dead
and be glad
âDennis Brutus, 1973
What does the poet mean by ""what the world whispers""?",high_school_world_history,"['The world is too afraid of South Africa to oppose apartheid.'
 'The world engages in subtler forms of discrimination.'
 'The world condemns South Africaâs discrimination.'
 'The world economy promotes South Africaâs discrimination.']",1,0.0004336082673745,0.9990306400611656,0.0003797584626331,8.47355261799917e-05,,,3.723019189314797e-06,1.9927885696762518e-06,3.963133297470463e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2.258125285017897e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Bonesteel's prime consideration was to establish a surrender zone as far north as he thought the Soviets would accept. He knew that the Russian troops could reach the southern tip of Korea before American troops could arrive. He also knew that the Russians were on the verge of moving into Korea, or were already there. The nearest American troops to Korea were on Okinawa, 600 miles away. His problem, therefore, was to compose a surrender arrangement which, while acceptable to the Russians, would at the same time prevent them from seizing all of Korea. If they refused to confine their advance to north Korea, the United States would be unable to stop them. . . . He decided to use the 38th parallel as a hypothetical line dividing the zones within which Japanese forces in Korea would surrender to appointed American and Russian authorities.
âAdapted from U.S. Army Lt. Paul C. McGrath's account of Colonel Bonesteel's decision in the 1940s
What was the world history event occurring in the stated time frame that caused the Soviet Union to enter Korea?",high_school_world_history,['The Crimean War' 'World War I' 'World War II' 'The Seven Yearsâ War'],2,5.0875653280592565e-06,0.0005524146350431,0.0006265385981607,0.9988040301336328,,,2.558188501938284e-06,,,2.2575934291880616e-06,,,6.076230283809642e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
He contains all works and desires and all perfumes and all tastes. He enfolds the whole universe and in silence is loving to all. This is the Spirit that is in my heart, this is Brahman. To him I shall come when I go beyond this life, and to him will come he who has faith and doubts not.
âThe Upanishads, India, c. 1000 BCE
Based on the quotation, which statement is true of the speaker's religion?",high_school_world_history,"['Salvation is based on the correct completion of rituals.'
 'There is an expectation of an afterlife.'
 'Right actions and right speech earn favor with the gods.'
 'It is a polytheistic religion.']",1,5.2645639112953134e-05,0.9998394277172582,5.14359807889051e-05,2.753169655434468e-05,,,1.0675197241580654e-06,,8.396693042456772e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1363688311517823e-06,,,,,,,,,,,,,,,,,,,,,,,,,
