question,subject,choices,answer,d,c,a,b,dc,e,cd,4,ac,bd,ab,ad,bc,db,bcd,f,abcd,1,abc,s,g,r,choice,а,option,cb,ba,3,199,abd,all,da,dd,ca,cc,none,2,'}
What are the types of terrorism? Are all groups the same?,security_studies,"['Religious terrorism seems to be one of the hallmarks of the post-Cold War age. Religious terrorism is understood to denote the extremist activities of Islamic fundamentalism. Al-Qaeda is the most prominent example of religious terrorist groups and is described as globally operational, although religious terrorism is not limited to the al-Qaeda network. Christian beliefs were used to justify the ethnic cleansing in Bosnia, as well as anti-abortionist assassinations in the USA.'
 'Terrorist groups have drawn their ideas from ideologies. There was a wave of terrorist violence in Europe in the 1970s and 1980s rooted in various leftist and Marxist ideologies but these began to wane by the late 1980s. Right-wing groups are also present, often with overtly xenophobic and racist views, targeting migrants and foreign workers.'
 'Groups defined by their ethnic or linguistic identifications are a broad category for the organization of terrorist groups. In some countries a large number of anti-colonial groups were ethnically based and used terrorist tactics in the wars of liberation. Such loyalties and tactics have in some cases proved immutable post-independence. Ethnic and linguistic affiliation has proved a powerful motivation for terrorist actions when combined with territory, and ethnic independence from another ethnic group.'
 'All of the above are correct.']",3,0.9932568102583532,0.0024620379367138855,0.002172740853195772,0.0019174370730642798,,4.236168248603543e-05,7.836123328695568e-06,,,1.558399208004479e-05,,8.879491027952252e-06,,,5.7330302976270594e-06,,1.2919583211849873e-05,,,,,,,,,,,,,,,,,,,,,
What kind of actors are involved in the defence trade?,security_studies,"['The defence trade concerns legitimate business interaction between states procuring or selling military equipment.'
 'Military organisations are the sole actors in the defence trade.'
 'Not only state actors are involved in the defence trade. Non-state actors, including illegal groups, are also key players.'
 'The defence trade refers solely to the trade in weapons and small arms that takes place outside the legal interactions between states.']",2,0.013824268673640843,0.666090665852362,0.314638942264676,0.0034953225037395695,,3.219082271240293e-05,3.4266952405360097e-05,,0.0014570671983366176,,2.3551309005044512e-05,7.254313881141306e-05,,,,,,,3.882954410944836e-05,,,,,,,,,,,,,,,,,,,
How has HM developed during and since the Cold War?,security_studies,"['During the post Cold War period there has grown an increasingly disparity between the analytical framework of security studies and HM, sidelining the latter and excluding it from mainstream study.'
 'Following the popularity of HM during the Cold War it has enjoyed a gradual inclusion into security dialogue and is now considered one of the main paradigms within security studies.'
 'The negativity attached to HM during the Cold War restricted the prominence of HM at this time, excluding it from mainstream security studies. Following this, the broadening of the security studies agenda has lead to increasing inclusion of HM as an area for study.'
 'HM was developed as an approach to security studies following the Cold War and has flourished in the proceeding security environment. It has also enjoyed reputable success thanks to its affiliation with prominent actors during the Cold War.']",2,0.00015475573812200578,0.9766210948873362,0.017894130759902566,0.005124806211111251,,,,,6.451178955037767e-05,,,,1.7363112607469667e-05,,,,,,1.6311134794558355e-05,,,,,,,,,,,,,,,,6.000531153094197e-06,,,
"To what extent is TNC linked with terrorism, and in what ways?",security_studies,"['There is growing evidence of direct partnerships between terrorist groups and transnational criminal organization resulting from the end of the Cold War and the need to secure new forms of financial sponsorship. For most terrorist groups criminal activity has been amongst the most important sources of funds with the diffusion of terrorist networks globally operating in correlation to the diffusion of illicit market activities.'
 'The nexus between terrorist groups and criminal organizations are generally a temporary aberration. Differential long-term strategic goals meant that levels of cooperation were generally tactical temporary alliances that would have little pervasive effects.'
 'There is increasing evidence over the convergence of terrorism and transnational crime, but there is no consensus about whether this phenomenon is a long-term strategic alliance or episodic ""marriages of convenience"".'
 'All of these options.']",2,0.8421654537084593,0.11397471209821305,0.03265430173689718,0.010601299628747715,3.591775994190409e-05,5.5630514857088415e-05,9.171921314488116e-05,,,,,4.3325088533365876e-05,,,3.169731189650741e-05,,3.169731189650741e-05,,,,,,,,,,,,,,,,,,,,,
Which statement best describes the relationship between realist international relations theorists and peace researchers in the early 1960s?,security_studies,"['Both peace researchers and realists advocated an academic focus on the escalation of the arms race. Although tensions existed between the groups in terms of their proposed solutions to this crisis, there existed a consensus that the Soviet bloc should be eliminated as a nuclear threat, thus favouring the survival of Western liberal democracies.'
 'In contrast to the realist school, peace researchers looked beyond the accumulation of nuclear weapons for a focus to their studies; this resulted in tensions between the two groups, with the former believing that the attainment of superior military strength was paramount to achieving security.'
 'Whilst peace researchers indentified the escalation of the arms race as a result of failures by the League of Nations, realist scholars deemed it to be the natural progression of ideological differences between the Soviet bloc and Western liberal democracies. This resulted in irreconcilable differences between the study agendas of realists and peace researchers.'
 'The East-West divide of the Cold War gave rise to a sharp divide between realists and early peace studies theorists. Whilst realists wished to focus research on that which would favour the survival of Western liberal democracies, advocates of peace studies regarded this approach as being narrow and Western ethnocentric.']",3,0.9328479362679641,0.019360641109840836,0.019360641109840836,0.02816956659632262,,4.799021985091276e-05,9.449834584260798e-06,,,4.235122037278427e-05,,1.2916392447583968e-05,,,,7.359538574117554e-06,5.731614404566961e-06,,,,,,,,,,,,,,,,,,,,,
Which of the following is an important outcome of the 'energy security nexus'?,security_studies,"['Attempts to exert control over energy reserves in the South have consequences for the sustainability of cooperation between core powers; the emergence of geopolitical rivalries over this form of control has implications for international security.'
 'All of these options.'
 'United by common insecurities concerning the production and supply of energy resources, international actors are forced into negotiation and cooperation between states increases.'
 ""By virtue of their energy resources to which the global 'North' desires access, states in the 'South' gain power in the international arena and have redressed the global North-South divide and associated inequalities.""]",0,0.003477038463648753,0.0006846694686264931,0.24375927335612252,0.7508313761185059,,1.1780388935281448e-05,,,,,0.0009961881987027533,8.096535015206735e-06,,,,,,1.2540158745504364e-05,,,,,,,,,5.6201092390031206e-05,,,,,,,,,,7.605990756811911e-06,
In what ways did strategic circumstances have an effect on environmental security perspectives?,security_studies,"['The end of the Cold War created the space for security policy and security studies to be re-considered in light of growing environmental consciousness underlined by multilateralism in policy action.'
 'In 1973 the Organization of Petroleum Exporting Countries (OPEC) restricted oil supplies which underlined the industrial capacity of the military leaving a profound psychological impact requiring that security be linked to national interests: the securing of energy deals and the environment became related to military capability diplomacy.'
 'Ideologically driven military security was replaced by a need to preserve territorial integrity in wake of the collapse of communism. Military security was a high priority given the threat of spill-over. The environment remained a peripheral concern to the security institutions occupied with the new security environment post-Cold War.'
 'The end of the Cold War order created the intellectual space for the broadening of security issues beyond Cold War military mentalities. Research among political and environmental scientists discussed ways in which new security issues could be addressed. The plethora of publications produced, however, had little effect on policy.']",0,0.16327108539816443,0.02503843188797099,0.5029103182087691,0.30503054526069184,,0.00024546809034342836,,,,0.0006672514494470845,0.0012465898230203066,0.0005196559513349193,,,,,9.612668534809537e-05,,,,,,,,,,,,,8.483150207541818e-05,,,,,,,,
The following statements define the conceptualization of 'class' within HM; which is incorrect?,security_studies,"['All advocates of HM accept that social class is important.'
 'Within the HM paradigm, the only form of class that matters is social class.'
 'The focus of HM lies predominantly on class and class in relation to capital.'
 'HM regards class as being far more complex than a simple division between a capitalist ruling class and working class.']",1,0.019308519002264088,0.009120698559633864,0.04087613504855922,0.9303366148495156,,2.9029198068553054e-05,,,,,0.0001300998397045131,,1.3712422220478529e-05,2.561817738001279e-05,,,,,,,,,,,,9.42440077838999e-06,1.2101170136504482e-05,,,,,,,,,,,
Which of the following security sectors are intrinsically linked with energy security?,security_studies,"['Economic and development security.' 'Regime and international security.'
 'Environmental and human security.' 'All of these options.']",3,0.9519926575104041,0.010575681088045902,0.028766867511625546,0.008236348712883595,,0.0002487161800828654,,1.2382849461979581e-05,,,,,,,,,7.510577853296703e-06,4.279398264612908e-06,,,,,,,,,,,,,3.814186155040508e-05,,,,,,,
What is the relationship between HM and realism?,security_studies,"['Both HM and realism are based on the notion that there exist within society certain discernable realities.'
 'HM has some aspects in common with realism, liberalism, and social constructivism, but it offers something distinctive in having class conflict within capitalism as its central focus.'
 'Whilst HM recognises the importance of the state as an actor within the international system, it also purports that states prioritize the interests of the ruling-class elite.'
 'All of the above']",3,0.37314621162601247,0.07347684124781567,0.07347684124781567,0.47912921986854284,,3.58637138233312e-05,2.04345281675991e-05,,,0.00023386079082522544,,1.6940818867217236e-05,2.7930688409459105e-05,,5.2181395709271e-05,,,,,,,,,,,,,,,,,,,,,,,
What factors enabled the expansion of transnational crime (TNC) in the 1990s?,security_studies,"['Transnational crime developed as a result of the declining expenditure on defence and the standing down of armies, which reduced the risk of activities.'
 'TNC as a concept emerged in the academic sphere as linked to human security concerns and developmental opportunities in weak states as a means of conflict resolution and peace building in Europe.'
 'Transnational criminal activities have always been a feature of the international system. In the policy community, the growth of interest in TNC is due to the increasing sophistication of intelligence and communications technology, which has enabled the true representation of the scale and the scope of the problem to be known.'
 'International trends such as globalization may have had the unintentional consequence of opening up new spaces for the development of transnational crime.']",3,0.8335784134864035,0.04702727255878136,0.07753486457067528,0.015267523709402857,,0.0009760201366648231,0.0011059757080238166,,0.0020662346455337355,0.0016091851599509398,,0.007211867543502337,,,,,0.008172116550642526,,,,,,,,,,,,,,,,,,,,,
Why do so many feminist scholars regard the exclusion of women from the military sphere or from armed combat as important?,security_studies,"['Veterans of armed conflict may be rewarded by gaining powerful offices, often in political positions and in state institutions.'
 'Participation in military activity is often regarded as a sign of strength, patriotism and courage.'
 ""The foundations for decisions not to allow female participation are commonly based on arbitrary and discriminatory rationale that can limit women's participation in civil society in other ways.""
 'All of these options.']",3,0.09438806959320872,0.8955291704873672,0.006034027412523703,0.003659822627242116,1.8041423861773895e-05,2.7943103907616235e-05,0.00012523230337408456,,2.0443611540092018e-05,,,,2.3165646791754388e-05,,,,,,,,,,,,,,,1.592150067623127e-05,,,,,,,,,,
"In the context of energy security and the production of oil, which of the following does not define the term 'stability'?",security_studies,"['The absence of challenges to the regime of oil-producing states.'
 'A political and economic situation in which the status quo of production, exportation and supply is maintained.'
 'The promotion of human security and the affiliated environmental security as a priority within oil-producing states.'
 ""The security of regimes deemed 'friendly' by North American, European, and international oil company interests.""]",2,0.0021538360076012396,0.9846199142219421,0.010953530188335158,0.0021538360076012396,,7.297309517171788e-06,,,2.247729572656244e-05,,,,6.04968207411037e-06,,,,,,,,,,,,,,,5.683150366287803e-06,,,,,,,,,,
"In what ways is the case for humanitarian intervention, as outlined in this chapter, limited?",security_studies,"['It is not self-evident that individuals do have universal and fundamental human rights.'
 'Advocates of humanitarian intervention exaggerate the extent of global consensus about the use of force to protect human rights.'
 'Any norm endorsing the use of force to protect individual rights could be abused by powerful states.'
 'All of these options.']",3,0.998181556417662,0.0008032696578046334,0.0005594764780501539,0.0002955062519147492,,1.566125759753465e-05,,2.9259081194898792e-05,,,,,,,8.382867114060286e-06,,3.9992422301072407e-05,,,,,,,,,,,4.487025426556774e-06,,,,,,,,,,
Which of the following statements is not applicable to the Securitization process?,security_studies,"['Securitization reveals the power of the securitizing actor.'
 'Where the securitizing actor is a democratic state, the relevant audience is usually the wider population who have the right to reject the speech act.'
 'The adoption of extraordinary measures can retrospectively convince an audience of the existential threat.'
 'Within authoritarian and other undemocratic regimes, the relevant political decision-making is often dominated by the military and political elite.']",2,0.03839216940190738,0.1720617659950958,0.46771239975487194,0.3214536987489867,,9.516465078289796e-05,,,1.6537136643628668e-05,,5.0937966922564806e-05,8.851691383482421e-06,1.6537136643628668e-05,,,,,,7.811590228557988e-06,,,,,,,,,,,,,,,,,,,
"During the 20th century, how has the focus of security studies changed regarding military security?",security_studies,"['Security studies has always favoured a wide range of subjects when considering the field of security. Different types of security, most notably of human security and economic security, have enjoyed a great deal of attention in traditional security studies, alongside military security. After the Cold War this approach was broadened to include other types of security such as environmental and personal security.'
 'Military security has emerged since the Cold War as the dominant sector within security analysis; both scholars and practitioners recognise the paramount importance of pursuing military security, based on the idea that military capabilities pose the greatest threat to human and state survival.'
 'Prior to the Cold War the focus of security studies lay in the military sector, although environmental security was rapidly emerging as a serious threat to security, forcing analysts to reconsider the state-centric frameworks they had previously employed.'
 'During the Cold War most security analysts agreed that military security should be the focus of security studies; as a result, there was not much discussion about what security entailed, other than the military sector. Following this period security studies have been broadened to include the wider range of sectors that we see today, including environmental and political security.']",3,0.03029430147467757,0.10573750180336673,0.7813002976590118,0.08234844920447609,,3.547098022280399e-05,,,3.130303017826396e-05,,1.8986247545026914e-05,1.675530465019063e-05,1.3890635438991499e-05,,,,,,,,,,,,,,8.968468302331917e-06,,,,,,,,,,,
Which of the following is not a purported limitation of the liberalist approach?,security_studies,"['Liberalism poses great difficulty in defining when the use of force would be justified or necessary.'
 'Liberalism is often internally inconsistent, limiting its applicability for use as a guide.'
 'A failure to address the importance of a wide range of actors in the decision-making processes of the international system.'
 'Liberalist influence merely reflects Western dominance, potentially undermining its relevance in the future.']",2,0.8721675705418581,0.09192579658152521,0.023249362062509164,0.012440803717111957,,3.494364059342523e-05,1.5506146517772477e-05,5.358780844645823e-06,,8.835135963587968e-06,,1.0011520649774788e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements is not applicable to the development of peace studies in the twentieth century?,security_studies,"['Within peace studies, one of the later developments was a major interest in conflict prevention, conflict resolution, and peacekeeping.'
 ""At the height of the Cold War, peace studies was frequently labelled 'appeasement studies' and was bitterly opposed by critics.""
 'By the 1970s, prominent peace researchers were calling for a broadening in the remit of the field but were largely unsuccessful in their attempts.'
 'Peace studies sought to provide a more global and non-state centric view of major issues of conflict.']",2,0.5218960165689228,0.46057396412177776,0.010833679208119411,0.006569702858668324,,1.1914115617093978e-05,1.437116665243767e-05,,,,,2.8298505001701514e-06,,,,,,,,,,2.070362853506954e-06,,,,,,,,,,,,,,,,
"In the contemporary context, how can peace studies best be defined?",security_studies,"['Following the expansion of peace studies in the decline of the Cold War, the field has emerged as an independent and autonomous area of study that addresses issues surrounding conflict resolution, economic security and the cessation of violence at both an international and sub-national level. As a field of research, peace studies are best defined by their distinction from development studies and international relations.'
 ""Peace studies are best defined by its research agenda that focuses on the search for non-violent measures by which to end conflict. Peace researchers adopt a 'top-down' approach to conflict resolution that prioritises the issues surrounding violence and the use of force, focusing on instigating agents in an attempt to secure that actor as the referent object to security.""
 'Peace studies cannot be defined as a specific academic approach due to the shifting nature of its research agenda and the diversity of interests addressed by peace researchers. However, following the Cold War the success of the field has been such that it boasts a number of research institutes and attracts global and interdisciplinary attention.'
 'Peace studies is defined by a concern with the underlying causes of phenomena in IR, a global outlook, an interdisciplinary approach, the search for non-violent transformations, an analytical and normative approach, and the adoption of multi-level analysis that links theory and practice within research.']",3,0.4798005820070824,0.018603886375645723,0.4798005820070824,0.02108096506759396,,0.0002066705586189966,,,,,2.4683278269207838e-05,0.0002066705586189966,,,,1.8058672155391468e-05,1.0289521231588616e-05,,,,,,,,,,,,,,,1.3212006786907936e-05,,,,,,
What role does 'Information' play in the economic science of decision making?,security_studies,"[""Information is not important to decision making in economic theory; rather, it is an actor's perceptions of situations that will inform their decision making process.""
 'Information has no special significance to economic decision making, which is guided more by external forces that coerce actors than their own rational choices.'
 ""Information plays a significant role in decision making because, although theory asserts that actors act in their own best interest, 'rational action' depends on the information available to them at the time.""
 'Information has become an important resource in the 21st century and can be sold and traded as a market commodity.']",2,0.0011663031148263464,0.9960944028296824,0.0013248704742284036,0.0013215945703724955,,6.514912744993759e-06,,,,,,,3.0774268747612033e-06,,,,,,,,,,,,,,,8.904829923294196e-06,,,,,,,3.2759038559082065e-06,,,
Which of the following are frequently cited criticisms of HM?,security_studies,"['HM pays insufficient attention to the role of the labourer, instead focusing on the capitalist as the source of power and most important actor. HM can also allude to capitalist power structures, to the detriment of supporting the human security of workers.'
 'HM too often accuses capitalism of acting solely in self-serving ways, and explains everything in terms of class struggle, to the detriment of wider analysis. Some versions of HM claim to have uncovered objective laws of history which are widely disputed in their accuracy.'
 'HM is inevitably reductionist and oversimplifies the complexities of capitalism, recognising only its negative aspects and harmful effects.'
 'All of these options.']",1,0.961455953551946,0.010680809626218342,0.01996946445221538,0.007340805944907278,,0.0002511885663258186,,,,1.9369582385759474e-05,,1.5085045929795568e-05,,,1.8196038714424258e-05,,9.240710940859793e-05,,,,,,,,,,,,,,,,,,,,,
What is the referent object in contemporary cyber-security?,security_studies,"['Digitalised sensitive information'
 'Critical Information Infrastructures' 'Government IT systems'
 'Telecommunication networks']",1,0.01779797151852745,0.03325098833998274,0.19138515936715383,0.7568304502155616,,5.321494581772943e-05,,,,,8.773661308884533e-05,,9.339513847729599e-05,,,,,,,,,,,,,,3.227649619339947e-05,,,,,,,,,,,
Which of the following phrases is not likely to indicate legitimacy in the new terminology of RMA?,security_studies,"['Surgical strike.' 'Indiscriminate attack.' 'Smart bomb.'
 'Precision target.']",1,0.03747535792954939,0.05452632404723849,0.05454705107703331,0.8530122634562318,,6.384374640203018e-05,,,,2.206380836641112e-05,2.206380836641112e-05,,3.417309490115482e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did not emerge as a trend of the defence trade in the 20th century?,security_studies,"['The arms trade shifts from being a private to a government controlled enterprise.'
 'An increase in the defence trade.' 'A decrease in the arms trade.'
 'A growth in the number and variety of weapons traded.']",2,0.005609194352930944,0.9433416087976937,0.028513490385404863,0.022206328640252283,,,,,7.060930271100497e-05,,,,5.499058024345654e-05,,,,,,4.023196795095723e-05,,,,,,,,,,,,,,,,,,,
Which of these statements concerning the study of identity is not applicable to social constructivism?,security_studies,"['Identity defines actors, and tells us who they are, what their preferences and interests are, and how those preferences might inform their actions.'
 'Identity is of fundamental importance to the social constructivist perspective because it is the basest principle in defining behaviour; it is a naturally bestowed quality comprised of certain unalterable behavioural characteristics.'
 'The identities, interests and behaviour of political agents are socially constructed by shared ideas, collective meaning, and interpretations and assumptions about the world.'
 'Actors form their identity through interaction, which in turn defines the types of relationship formed between these actors.']",1,0.0045665269820756365,0.002444285755796319,0.0066442575535424165,0.9861115153201826,,,,,,6.8654923669194545e-06,0.00012169376400630486,,2.3962922932385344e-05,6.0587757485246006e-06,,,,,,,,,,,,,1.4534247454822675e-05,,,,,,,,,,,
Which of these are characteristics of realist theory?,security_studies,"['The international system is anarchic.'
 'States assess one another in terms of their power and capabilities rather than their internal variations.'
 'States are unitary and rational actors; sovereign states will act in a way suited to achieving their goals.'
 'All of these options.']",3,0.9235407066029078,0.0017828532427020603,0.059039976831869824,0.01492764743751963,,0.00018791134928840248,,,,3.476010444983912e-05,0.00011397399465138585,0.00010058169725504125,,,,,6.1005883191116544e-05,,,,,,,,,,,,,1.747847817094733e-05,,,,,,,,
Which of these statements defines the Copenhagen School's view of security?,security_studies,"['Security is a socially constructed concept, relative to the society in which it exists, and what will constitute an existential threat is accordingly subjective.'
 'Security is best defined using the traditional paradigm, with the state as the referent object to be secured using extraordinary measures where possible.'
 'To best understand security one must adopt a constructivist approach, threats exist only when articulated by a wider audience and may warrant the implementation of emergency measures.'
 'Security exists as an empirically verifiable and independent condition that changes only slightly, if at all, with regards to the social context in which it is applied.']",0,0.00887108276365696,0.08416648984405056,0.9048751500086665,0.0017468197678667432,,4.108126335694289e-05,4.906457222866512e-06,,0.0001841134489824906,,,1.608765388157024e-05,,,,5.559744412129744e-06,,,,,,,,,,,,,,,,,,3.5896407870072766e-06,,,,
Which of these best describes the concept of hegemonic masculinity?,security_studies,"['The inherent promotion of feminine characteristics in society.'
 ""Social dominance of men over women that results from the designation of 'masculine' characteristics as more valued than 'feminine' characteristics.""
 'All of these options.'
 'The acknowledgement that gender identity exists in many forms and is not binary.']",1,0.001323273189049216,0.0010305661958489244,0.00020504818823048946,0.9973677541564976,,3.4916107338334173e-06,,,,,,,,,,,,2.7192691736899878e-06,,,,,,,,,,,,,,,,,,,1.47002302666789e-05,
How do institutional constraints affect behaviour?,security_studies,"['Institutional constraints limit the amount of resources to be spent on some good and force actors to choose how to manage the limited wealth available to them.'
 ""Institutions are the social norms and expectations that affect an actor's goals and ambitions.""
 'Institutional constraints refer to tools of the state such as schools, prisons, and hospitals; the provision of resources for these institutions makes demands on political leaders.'
 'Institutions are humanly devised constrains that structure human interaction, they are man-made rules that guide decision making and govern behaviour.']",3,0.9849978369116272,0.0016780619747555066,0.010942338610084614,0.0021546742263632936,,8.354578626266519e-05,,1.5454416499224237e-05,,6.44235927481948e-06,,9.97812123952703e-06,,,,7.300149446362414e-06,7.300149446362414e-06,,,,,,,,,,,,,,,,,,,,,
Which of the following policies is not true of economic policy?,security_studies,"['Economic policies must take into account the incentives of not only the leaders, but the populations intended to influence.'
 'Policymakers can incentivize security-promoting behaviours in others through the use of sanctions and aid.'
 'Trade policies can entice leaders to change behaviours in exchange for access to markets or trade preferences, and advance security.'
 'Concern with poverty is a humanitarian issue that has no direct link to economic science, although it might be alleviated through aid.']",3,0.9494046353726896,0.022327857261922907,0.017388948574043207,0.010546930450323483,,1.9126802446310503e-05,3.573357134892434e-05,,,4.88420010933507e-05,,7.106469226359807e-05,,,,,1.3145646258902148e-05,,,,,,,,,,,,,,,,7.036357395345284e-06,,,,,
Which of the following is not an assertion made in the realist case against humanitarian inventions?,security_studies,"['Armed force should only ever be used in the national interest and that humanitarian intervention is therefore imprudent.'
 'Foreign intervention reduces the proportion of wars that end in outright victory, it leaves behind an unstable peace that is likely to reignite.'
 'Foreign intervention tends to prolong wars; it is inappropriate and does not work.'
 'Humanitarian intervention prioritises the human as the referent object of security, undermining the state-centric approach of realism.']",3,0.8658437820292261,0.023073953850060145,0.05535153782504628,0.05535153782504628,,6.481000307070554e-05,1.1262289808631959e-05,,,4.45432202689059e-05,8.239667241721624e-06,3.469029482594599e-05,,,,,7.740451040109576e-06,,,,,,,,,,,,,,,,,,,,,
"Why, in the contemporary studies of security, is the subject of energy security so important?",security_studies,"['There exists an array of contemporary challenges to energy security, ranging from resource scarcity concerns to dangers of political instability.'
 'The existence of reliable supplies of energy determines the ability of a nation to achieve economic development.'
 'Energy security encompasses a broad range of issues that are both contemporary and fundamental to security, ranging from the local and individual to the global scale.'
 'All of these options.']",3,0.8927614523231561,0.008752326351214063,0.09413214476809818,0.003648512439652524,,9.722956313720393e-05,,,,,3.15658175726677e-05,0.00020583498677670384,,,,,8.580478830823583e-05,2.1694847993966184e-05,,,,,,,,,,,,,,,,,,,,
Which of the following is a legitimate threat to societal security?,security_studies,"['Political policies designed to alter demographic characteristics of a state.'
 'All of these options.'
 'Legislation that criminalises certain cultural behaviours or practice.'
 'The use of military force to conduct ethnic-cleansing through displacement and killing.']",1,0.145881867740731,0.0034308122815417262,0.010583533607945566,0.8395728714528417,,5.545391574571271e-05,,,,0.0002485272081050086,,,1.2373441101198412e-05,,3.363450010089592e-05,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the orientation of military security within the traditional conception of security studies?,security_studies,"['Strategic studies are the central concern of international relations, within strategic studies, the subset of security studies focuses on military security.'
 'Military security is a central concern within international relations and dominates the scholarship. Within international relations, strategic studies form a subset of academic interest, within which security studies feature occasionally.'
 'Strategic studies are best conceptualized as a subset of international relations, and within strategic studies, military security is one of the dominant concerns. Security studies are a subset of strategic studies.'
 'Military security is the central concern of strategic studies; and strategic studies are a subset of security studies. Military security is one of the central concerns of security studies, and security studies is a subset of international relations.']",3,0.14700845501140292,0.35265495073112807,0.3112169017013436,0.18876259270263773,,4.352108875616104e-05,1.8142288957500915e-05,,,1.4129228846809415e-05,1.1003854490090255e-05,1.2469000693218224e-05,2.0557906667283528e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements cannot be applied to the initial development of peace studies?,security_studies,"['Mathematicians and natural scientists entered the field, which was otherwise a social-sciences area of study, adding to the interdisciplinary nature of the field.'
 'Now of fundamental importance to peace studies as a field of research, the creation of journals was not a prominent feature of the peace studies until late in the twentieth century.'
 'Most early work was carried out in North America and Scandinavia.'
 'The establishment of research institutes across the world has been one of the lasting successes of peace studies.']",1,0.6745360058758508,0.07109557619599828,0.10344345298251166,0.15051500083789504,,9.432821922943892e-05,6.4191158772217075e-06,,,1.977226888017555e-05,,1.744896604382471e-05,,,,7.273811226330481e-06,,,,,,,,,,,,,,,,,,,,,,
"Since the end of the Cold War, how has the use of coercive diplomacy by Western powers changed?",security_studies,"['Coercive diplomacy has proven a successful policy tool and one that is integral to conflict management. The successes of the past policy initiatives in the post-9/11 community have reinforced the trend toward coercive diplomacy by increasing American political will to counter mass casualty terrorism in failing states.'
 'The favourable geo-political environment, characterized by an overwhelmingly Western military superiority and a low risk of hostile great power intervention, has generated pressures and incentives for Western policymakers to promote their policy agenda, and to manage armed conflicts from weak states and failing states.'
 'The demise of the ideological bipolar division of international society in the Cold War, rather than resulting in a reduction of hostilities, has left an unstable legacy where a policy of force and mass retaliation continues to pose a very real threat. Risk of uncontrollable escalation still remains but in a different form; mass casualty terrorism, contagion from failing states and non-state actors seeking to acquire WMD are the primary concern of states and require responses in the form of military intervention.'
 'The hostile geopolitical environment has encouraged states to pursue military strategies in order to secure their interests. The use of violence rather than diplomacy or incentives has become the primary response to threats, whether these are posed by other states, resource scarcity, pandemic diseases, or other non-traditional threats.']",1,0.1533019235815442,0.3245401747688841,0.3245401747688841,0.1968435663058246,,0.00020339794375293362,1.568436528080765e-05,,,,,,3.320380156002906e-05,,1.568436528080765e-05,2.013912366517179e-05,,,,,,,,,,,,,,,,,,,,1.8918955844678385e-05,,
To what extent and to what effect has the environment been securitized?,security_studies,"['The securitization of environmental security concerns has raised the profile of environmental security issues among both foreign and domestic security policymakers and agencies. It is now uniformly recognized that environmental change can be considered as an issue of high security politics.'
 ""Environmental security has led to a 'trading off' of military security for environmental security with the allocation of resources committed to solving environmental problems. A particular emphasis has been placed on environmental change as the cause of violent conflict and addressing environmental threats from other factors than domestic causes.""
 ""The environment has been 'securitized' in the sense that environmental security has been used to make them matters of 'high politics'. This has to some degree raised the profile of critical issues among policymakers and agencies so that the environment can be considered an issue of security. But whilst the issue has been broadened there has been little change in policy and action in terms of the referent object of environmental security.""
 ""The national security perspective on environmental issues has undermined the utility of the concept of environmental security. The militarization of environmental problems has decreased the ability of policymakers to 'capture' the critical nature of environmental problems and the environmental dimensions to social vulnerability. The reconciliation of environmental security with national security, and global levels of international change cannot be made without trading in the security interests of the state.""]",2,0.015638118347121876,0.21587759058795353,0.7534868279824943,0.013800591003586387,,9.298765073822079e-05,,,0.0006870909678124836,,4.3924256026698826e-05,3.876301989189446e-05,,,,,,,3.4208244989421926e-05,,,,,,,,,,,,,,,2.351096002748468e-05,,,,
Which of the following is not a common criticism of Securitization?,security_studies,"['A loose and broad conceptualization of security can lead to vagueness and a lack of conceptual and analytical coherence.'
 'When the securitizing actor is not the state, it can be unclear what would constitute an extraordinary measure.'
 'The model relies on a definition of distinctive political and security realms, which are not always clearly defined.'
 'The theory of securitization lacks coherence in terms of its employment as a tool for analytical studies in security.']",3,0.4514304134134253,0.2738139097989004,0.06110154207172654,0.21324864139956123,,8.105895226245222e-05,,,,,,,1.0970136263302039e-05,,,7.5396570406435485e-06,,,,,,,,,,,,,,,,,,,,,,
"Which of these statements characterizes the traditional concept of national security, as opposed to human security?",security_studies,"['All of these options.'
 'In the national security approach, real threats are only those posed to human life, human rights, or human dignity.'
 'The traditional interpretations of security and threats are important boundaries that define human security.'
 'The concept of national security is too narrow to be useful when analysing the broad threats that currently exist.']",3,0.2027432852525141,0.058086923756039126,0.7076435767643675,0.031091689787931174,,0.0001848779454590425,,,1.1818851637486922e-05,,7.168495880730681e-06,8.733015777432925e-05,,,,8.122970018065888e-06,,,,,,,,,,,,,,,,1.0430099962189083e-05,,,,,,
