question,subject,choices,answer,c,d,a,b,Ñ,e,3,4,all,Ð°,1,ab,ac,cd,ad,f,bcd,2,choice,option,bc,cb,ba,none,bd,wrong,solution,an,not,da,hm,g,abcd,abc,res,band,dc,sol,abd,199,db,h,n,post,v
The following statements define the conceptualization of 'class' within HM; which is incorrect?,security_studies,"['All advocates of HM accept that social class is important.'
 'Within the HM paradigm, the only form of class that matters is social class.'
 'The focus of HM lies predominantly on class and class in relation to capital.'
 'HM regards class as being far more complex than a simple division between a capitalist ruling class and working class.']",1,0.0002303783190339,0.0003351984763086,0.0001055448202127,0.999230634673118,,5.089720019100547e-06,,,,,,,,,,,,5.417978757775834e-06,,,,,,,,,,,,,,,,,,,,4.2195260992200565e-06,,,,,,,
Which of the following security sectors are intrinsically linked with energy security?,security_studies,"['Economic and development security.' 'Regime and international security.'
 'Environmental and human security.' 'All of these options.']",3,9.60905727540625e-05,0.9998046410355844,3.2483655945935623e-05,4.0056510230323145e-05,,1.0127871855983596e-05,,6.142864798294744e-06,3.130611943245002e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the relationship between HM and realism?,security_studies,"['Both HM and realism are based on the notion that there exist within society certain discernable realities.'
 'HM has some aspects in common with realism, liberalism, and social constructivism, but it offers something distinctive in having class conflict within capitalism as its central focus.'
 'Whilst HM recognises the importance of the state as an actor within the international system, it also purports that states prioritize the interests of the ruling-class elite.'
 'All of the above']",3,0.0002958779198891,0.0001397628330502,3.319658258518819e-05,0.9994580899454242,,,,,,,,,,,,,4.220471857806749e-06,1.012438566857603e-05,,,,,,,4.7824211568857926e-06,,,,,,,,,,,3.724553341959909e-06,,,,,,,,,
What factors enabled the expansion of transnational crime (TNC) in the 1990s?,security_studies,"['Transnational crime developed as a result of the declining expenditure on defence and the standing down of armies, which reduced the risk of activities.'
 'TNC as a concept emerged in the academic sphere as linked to human security concerns and developmental opportunities in weak states as a means of conflict resolution and peace building in Europe.'
 'Transnational criminal activities have always been a feature of the international system. In the policy community, the growth of interest in TNC is due to the increasing sophistication of intelligence and communications technology, which has enabled the true representation of the scale and the scope of the problem to be known.'
 'International trends such as globalization may have had the unintentional consequence of opening up new spaces for the development of transnational crime.']",3,0.9995021538738592,0.0002642101974865,5.5142740093921526e-05,0.0001397686978551,2.725055781315449e-06,,4.4928574304991385e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why do so many feminist scholars regard the exclusion of women from the military sphere or from armed combat as important?,security_studies,"['Veterans of armed conflict may be rewarded by gaining powerful offices, often in political positions and in state institutions.'
 'Participation in military activity is often regarded as a sign of strength, patriotism and courage.'
 ""The foundations for decisions not to allow female participation are commonly based on arbitrary and discriminatory rationale that can limit women's participation in civil society in other ways.""
 'All of these options.']",3,0.99954120529387,0.0003353030247576,1.5682331155141364e-05,5.826692886300674e-05,,,3.499201062147403e-06,,,,,,,8.394146976608833e-06,,,,,,3.2871951871920597e-06,3.0880340988658093e-06,,,,,,,,,,,,,,,,,,,,,,,,
"In the context of energy security and the production of oil, which of the following does not define the term 'stability'?",security_studies,"['The absence of challenges to the regime of oil-producing states.'
 'A political and economic situation in which the status quo of production, exportation and supply is maintained.'
 'The promotion of human security and the affiliated environmental security as a priority within oil-producing states.'
 ""The security of regimes deemed 'friendly' by North American, European, and international oil company interests.""]",2,0.99959967397949,3.53430381262975e-05,0.0002339649934513,0.0001088642215285,2.405123928333041e-06,2.122514417086003e-06,2.901133235961533e-06,,,,,,1.552864720204691e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways is the case for humanitarian intervention, as outlined in this chapter, limited?",security_studies,"['It is not self-evident that individuals do have universal and fundamental human rights.'
 'Advocates of humanitarian intervention exaggerate the extent of global consensus about the use of force to protect human rights.'
 'Any norm endorsing the use of force to protect individual rights could be abused by powerful states.'
 'All of these options.']",3,5.828404622029299e-05,0.9998233047988626,4.151711263844752e-05,5.143549025950596e-05,,4.784245853788003e-06,,5.0928032014580736e-06,3.288160882408656e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements is not applicable to the Securitization process?,security_studies,"['Securitization reveals the power of the securitizing actor.'
 'Where the securitizing actor is a democratic state, the relevant audience is usually the wider population who have the right to reject the speech act.'
 'The adoption of extraordinary measures can retrospectively convince an audience of the existential threat.'
 'Within authoritarian and other undemocratic regimes, the relevant political decision-making is often dominated by the military and political elite.']",2,0.0007107590137615,0.998504607019414,0.0005580169985305,0.0001792905308129,,1.4717062975055488e-05,,5.086080869272154e-06,,,,,,,,,,,,,,,,1.285962631217025e-06,,,,,,,,,,,,,,,,,,,,,
"During the 20th century, how has the focus of security studies changed regarding military security?",security_studies,"['Security studies has always favoured a wide range of subjects when considering the field of security. Different types of security, most notably of human security and economic security, have enjoyed a great deal of attention in traditional security studies, alongside military security. After the Cold War this approach was broadened to include other types of security such as environmental and personal security.'
 'Military security has emerged since the Cold War as the dominant sector within security analysis; both scholars and practitioners recognise the paramount importance of pursuing military security, based on the idea that military capabilities pose the greatest threat to human and state survival.'
 'Prior to the Cold War the focus of security studies lay in the military sector, although environmental security was rapidly emerging as a serious threat to security, forcing analysts to reconsider the state-centric frameworks they had previously employed.'
 'During the Cold War most security analysts agreed that military security should be the focus of security studies; as a result, there was not much discussion about what security entailed, other than the military sector. Following this period security studies have been broadened to include the wider range of sectors that we see today, including environmental and political security.']",3,0.0450630211777343,0.014629821011973,0.905120503236226,0.0350951161807827,,1.712975927874172e-05,,,,2.045857996354506e-06,,4.331081412269662e-06,6.301686270864833e-06,,3.822165931169692e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a purported limitation of the liberalist approach?,security_studies,"['Liberalism poses great difficulty in defining when the use of force would be justified or necessary.'
 'Liberalism is often internally inconsistent, limiting its applicability for use as a guide.'
 'A failure to address the importance of a wide range of actors in the decision-making processes of the international system.'
 'Liberalist influence merely reflects Western dominance, potentially undermining its relevance in the future.']",2,0.999188051257154,0.0004876869522661,0.0001209252167503,9.60312089546883e-05,5.767122361358728e-06,1.2996410863437076e-05,,,,,,,,,,,,,,5.417710081104088e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements is not applicable to the development of peace studies in the twentieth century?,security_studies,"['Within peace studies, one of the later developments was a major interest in conflict prevention, conflict resolution, and peacekeeping.'
 ""At the height of the Cold War, peace studies was frequently labelled 'appeasement studies' and was bitterly opposed by critics.""
 'By the 1970s, prominent peace researchers were calling for a broadening in the remit of the field but were largely unsuccessful in their attempts.'
 'Peace studies sought to provide a more global and non-state centric view of major issues of conflict.']",2,0.0003798741922661,0.9993354347327628,0.0001149758727385,9.60472372292264e-05,,1.4729320880834996e-05,,5.090317088155511e-06,,,,,,,,,,,,6.849483601506608e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"In the contemporary context, how can peace studies best be defined?",security_studies,"['Following the expansion of peace studies in the decline of the Cold War, the field has emerged as an independent and autonomous area of study that addresses issues surrounding conflict resolution, economic security and the cessation of violence at both an international and sub-national level. As a field of research, peace studies are best defined by their distinction from development studies and international relations.'
 ""Peace studies are best defined by its research agenda that focuses on the search for non-violent measures by which to end conflict. Peace researchers adopt a 'top-down' approach to conflict resolution that prioritises the issues surrounding violence and the use of force, focusing on instigating agents in an attempt to secure that actor as the referent object to security.""
 'Peace studies cannot be defined as a specific academic approach due to the shifting nature of its research agenda and the diversity of interests addressed by peace researchers. However, following the Cold War the success of the field has been such that it boasts a number of research institutes and attracts global and interdisciplinary attention.'
 'Peace studies is defined by a concern with the underlying causes of phenomena in IR, a global outlook, an interdisciplinary approach, the search for non-violent transformations, an analytical and normative approach, and the adoption of multi-level analysis that links theory and practice within research.']",3,5.827815461430642e-05,0.9997187494303652,0.0001411725961114,5.827815461430642e-05,,5.09228839866424e-06,,5.09228839866424e-06,,,,,,,,5.042048307233175e-07,,,,5.042048307233175e-07,,,,,,,,,,,,,,,,,,,,,,,,,
What role does 'Information' play in the economic science of decision making?,security_studies,"[""Information is not important to decision making in economic theory; rather, it is an actor's perceptions of situations that will inform their decision making process.""
 'Information has no special significance to economic decision making, which is guided more by external forces that coerce actors than their own rational choices.'
 ""Information plays a significant role in decision making because, although theory asserts that actors act in their own best interest, 'rational action' depends on the information available to them at the time.""
 'Information has become an important resource in the 21st century and can be sold and traded as a market commodity.']",2,0.9998623145699432,1.8922817338472388e-05,1.669932768937596e-05,8.480618364583534e-05,1.653457351909534e-06,6.892635711692865e-07,2.123081265261049e-06,,,,,,,,,,,,,1.1364035109055342e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are frequently cited criticisms of HM?,security_studies,"['HM pays insufficient attention to the role of the labourer, instead focusing on the capitalist as the source of power and most important actor. HM can also allude to capitalist power structures, to the detriment of supporting the human security of workers.'
 'HM too often accuses capitalism of acting solely in self-serving ways, and explains everything in terms of class struggle, to the detriment of wider analysis. Some versions of HM claim to have uncovered objective laws of history which are widely disputed in their accuracy.'
 'HM is inevitably reductionist and oversimplifies the complexities of capitalism, recognising only its negative aspects and harmful effects.'
 'All of these options.']",1,9.609268047673788e-05,0.9998084042688732,3.119672581185048e-05,2.7531013899738946e-05,,1.0128094008319174e-05,,1.3004730129284646e-05,5.1616197174898e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the referent object in contemporary cyber-security?,security_studies,"['Digitalised sensitive information'
 'Critical Information Infrastructures' 'Government IT systems'
 'Telecommunication networks']",1,0.0001805801996629,3.119464327523202e-05,2.752917606762364e-05,0.9997459298036818,,,7.336276926157702e-07,,,,6.081987190819738e-07,,,,,,,3.499941976372384e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following phrases is not likely to indicate legitimacy in the new terminology of RMA?,security_studies,"['Surgical strike.' 'Indiscriminate attack.' 'Smart bomb.'
 'Precision target.']",1,8.470207740423647e-05,0.0006258684016358,0.0006272374832055,0.9986375828511044,,1.0662417985941833e-06,,,,,,,,,,,,3.4960722636902185e-06,,,,,,,,,,,,,,,,,,1.286133110661337e-06,,,,,,,,,
Which of the following did not emerge as a trend of the defence trade in the 20th century?,security_studies,"['The arms trade shifts from being a private to a government controlled enterprise.'
 'An increase in the defence trade.' 'A decrease in the arms trade.'
 'A growth in the number and variety of weapons traded.']",2,0.999419106741588,0.0002611041265047,0.0001607723439732,0.0001233368561435,3.964656744196053e-06,2.90060483746254e-06,2.404685870591373e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements concerning the study of identity is not applicable to social constructivism?,security_studies,"['Identity defines actors, and tells us who they are, what their preferences and interests are, and how those preferences might inform their actions.'
 'Identity is of fundamental importance to the social constructivist perspective because it is the basest principle in defining behaviour; it is a naturally bestowed quality comprised of certain unalterable behavioural characteristics.'
 'The identities, interests and behaviour of political agents are socially constructed by shared ideas, collective meaning, and interpretations and assumptions about the world.'
 'Actors form their identity through interaction, which in turn defines the types of relationship formed between these actors.']",1,0.0001088029843611,0.0002610047910939,0.0005567656331351,0.9990380761141197,,1.9927961715758583e-06,,,,,1.1354610317534616e-06,,,,,,,2.403771023085123e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these are characteristics of realist theory?,security_studies,"['The international system is anarchic.'
 'States assess one another in terms of their power and capabilities rather than their internal variations.'
 'States are unitary and rational actors; sovereign states will act in a way suited to achieving their goals.'
 'All of these options.']",3,0.0003293138289778,0.9816709520395764,0.0140027870027712,0.0031244441064526,,2.105232875234818e-05,,,,,,0.0003293138289778,,,0.0002906184340512,,,,,,,,,,1.9776832632599605e-05,,,,,,,,3.063095759238651e-05,,,,,,1.9776832632599605e-05,,,,,,
Which of these statements defines the Copenhagen School's view of security?,security_studies,"['Security is a socially constructed concept, relative to the society in which it exists, and what will constitute an existential threat is accordingly subjective.'
 'Security is best defined using the traditional paradigm, with the state as the referent object to be secured using extraordinary measures where possible.'
 'To best understand security one must adopt a constructivist approach, threats exist only when articulated by a wider audience and may warrant the implementation of emergency measures.'
 'Security exists as an empirically verifiable and independent condition that changes only slightly, if at all, with regards to the social context in which it is applied.']",0,0.0004878081244396,3.118453007468521e-05,0.9994152383600172,4.537322352757007e-05,,,,,,2.4046927504626763e-06,1.3701526279685962e-06,,5.090734592677864e-06,,,,,,,1.1358964249373637e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these best describes the concept of hegemonic masculinity?,security_studies,"['The inherent promotion of feminine characteristics in society.'
 ""Social dominance of men over women that results from the designation of 'masculine' characteristics as more valued than 'feminine' characteristics.""
 'All of these options.'
 'The acknowledgement that gender identity exists in many forms and is not binary.']",1,3.5352173564387603e-05,3.5352173564387603e-05,4.660277424943092e-05,0.999856765340288,,,,,,,6.892576551979896e-07,,,,,,,8.938429274839006e-06,,1.5532661033416766e-06,,,,,,,,,,,,,,,,,,,,,,,,,
How do institutional constraints affect behaviour?,security_studies,"['Institutional constraints limit the amount of resources to be spent on some good and force actors to choose how to manage the limited wealth available to them.'
 ""Institutions are the social norms and expectations that affect an actor's goals and ambitions.""
 'Institutional constraints refer to tools of the state such as schools, prisons, and hospitals; the provision of resources for these institutions makes demands on political leaders.'
 'Institutions are humanly devised constrains that structure human interaction, they are man-made rules that guide decision making and govern behaviour.']",3,7.477620079690557e-05,0.998997769496832,0.0007129545077537,0.0001583012183292,,2.1423740219294213e-05,,5.766121456145603e-06,,,,,,,1.1354166353604774e-06,,,,,1.551930536250594e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following policies is not true of economic policy?,security_studies,"['Economic policies must take into account the incentives of not only the leaders, but the populations intended to influence.'
 'Policymakers can incentivize security-promoting behaviours in others through the use of sanctions and aid.'
 'Trade policies can entice leaders to change behaviours in exchange for access to markets or trade preferences, and advance security.'
 'Concern with poverty is a humanitarian issue that has no direct link to economic science, although it might be alleviated through aid.']",3,0.0008032953211455,0.9982184036108546,0.000629327020497,0.0002955158338386,,1.0764163460722518e-05,,3.2828843751095715e-06,,,,,,,2.119589459222646e-06,,,,,2.119589459222646e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not an assertion made in the realist case against humanitarian inventions?,security_studies,"['Armed force should only ever be used in the national interest and that humanitarian intervention is therefore imprudent.'
 'Foreign intervention reduces the proportion of wars that end in outright victory, it leaves behind an unstable peace that is likely to reignite.'
 'Foreign intervention tends to prolong wars; it is inappropriate and does not work.'
 'Humanitarian intervention prioritises the human as the referent object of security, undermining the state-centric approach of realism.']",3,0.0001072794145473,0.0140508304772928,0.0004852209299091,0.985048734720678,,9.373970773963116e-06,,,,,,,,,,,,6.442629612644761e-06,,,,,,,0.0002004243325438,,,,,,,,,,,5.017524987366762e-06,,,,,,,,,
"Why, in the contemporary studies of security, is the subject of energy security so important?",security_studies,"['There exists an array of contemporary challenges to energy security, ranging from resource scarcity concerns to dangers of political instability.'
 'The existence of reliable supplies of energy determines the ability of a nation to achieve economic development.'
 'Energy security encompasses a broad range of issues that are both contemporary and fundamental to security, ranging from the local and individual to the global scale.'
 'All of these options.']",3,4.005964282373893e-05,0.9998690035732888,4.68526946793198e-05,2.1442381643795013e-05,,6.143345197054159e-06,,6.961322106697438e-06,6.47503819985362e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a legitimate threat to societal security?,security_studies,"['Political policies designed to alter demographic characteristics of a state.'
 'All of these options.'
 'Legislation that criminalises certain cultural behaviours or practice.'
 'The use of military force to conduct ethnic-cleansing through displacement and killing.']",1,0.0001792303542733,0.0015006773830911,8.466242459463469e-05,0.9982008041915904,,2.2561771937542763e-06,1.9910693851701533e-06,1.870436589396838e-06,,,,,,,,,,7.397720216422387e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the orientation of military security within the traditional conception of security studies?,security_studies,"['Strategic studies are the central concern of international relations, within strategic studies, the subset of security studies focuses on military security.'
 'Military security is a central concern within international relations and dominates the scholarship. Within international relations, strategic studies form a subset of academic interest, within which security studies feature occasionally.'
 'Strategic studies are best conceptualized as a subset of international relations, and within strategic studies, military security is one of the dominant concerns. Security studies are a subset of strategic studies.'
 'Military security is the central concern of strategic studies; and strategic studies are a subset of security studies. Military security is one of the central concerns of security studies, and security studies is a subset of international relations.']",3,0.9989034978653232,8.472477911894198e-05,0.0004302681363662,0.0005524752230851,1.2864778179913851e-06,2.257838885541904e-06,2.5584666404259354e-06,,,,,,1.8718141802742225e-06,,,,,,,1.0665275710080437e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements cannot be applied to the initial development of peace studies?,security_studies,"['Mathematicians and natural scientists entered the field, which was otherwise a social-sciences area of study, adding to the interdisciplinary nature of the field.'
 'Now of fundamental importance to peace studies as a field of research, the creation of journals was not a prominent feature of the peace studies until late in the twentieth century.'
 'Most early work was carried out in North America and Scandinavia.'
 'The establishment of research institutes across the world has been one of the lasting successes of peace studies.']",1,9.77403602471708e-05,0.999770415956206,5.9319022033825765e-05,3.53484651683088e-05,,9.51391033323105e-06,,5.420862703905105e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since the end of the Cold War, how has the use of coercive diplomacy by Western powers changed?",security_studies,"['Coercive diplomacy has proven a successful policy tool and one that is integral to conflict management. The successes of the past policy initiatives in the post-9/11 community have reinforced the trend toward coercive diplomacy by increasing American political will to counter mass casualty terrorism in failing states.'
 'The favourable geo-political environment, characterized by an overwhelmingly Western military superiority and a low risk of hostile great power intervention, has generated pressures and incentives for Western policymakers to promote their policy agenda, and to manage armed conflicts from weak states and failing states.'
 'The demise of the ideological bipolar division of international society in the Cold War, rather than resulting in a reduction of hostilities, has left an unstable legacy where a policy of force and mass retaliation continues to pose a very real threat. Risk of uncontrollable escalation still remains but in a different form; mass casualty terrorism, contagion from failing states and non-state actors seeking to acquire WMD are the primary concern of states and require responses in the form of military intervention.'
 'The hostile geopolitical environment has encouraged states to pursue military strategies in order to secure their interests. The use of violence rather than diplomacy or incentives has become the primary response to threats, whether these are posed by other states, resource scarcity, pandemic diseases, or other non-traditional threats.']",1,0.9984108917913864,0.0002301894494343,0.0002608388185388,0.0010316370477139,,4.777429608520757e-06,3.283476150114868e-06,,,,,,3.7206659201844807e-06,,,,,,,3.9606282555208985e-06,8.925413553035909e-06,,,,,,,,,,,,,,,,,,,,,,,,
To what extent and to what effect has the environment been securitized?,security_studies,"['The securitization of environmental security concerns has raised the profile of environmental security issues among both foreign and domestic security policymakers and agencies. It is now uniformly recognized that environmental change can be considered as an issue of high security politics.'
 ""Environmental security has led to a 'trading off' of military security for environmental security with the allocation of resources committed to solving environmental problems. A particular emphasis has been placed on environmental change as the cause of violent conflict and addressing environmental threats from other factors than domestic causes.""
 ""The environment has been 'securitized' in the sense that environmental security has been used to make them matters of 'high politics'. This has to some degree raised the profile of critical issues among policymakers and agencies so that the environment can be considered an issue of security. But whilst the issue has been broadened there has been little change in policy and action in terms of the referent object of environmental security.""
 ""The national security perspective on environmental issues has undermined the utility of the concept of environmental security. The militarization of environmental problems has decreased the ability of policymakers to 'capture' the critical nature of environmental problems and the environmental dimensions to social vulnerability. The reconciliation of environmental security with national security, and global levels of international change cannot be made without trading in the security interests of the state.""]",2,0.8128430800027899,0.0404690733934078,0.1246709534779633,0.0216615340353953,,1.7431751488220444e-05,,,,,,1.975276223312234e-05,0.0001003128037615,1.7431751488220444e-05,,,,,,,2.874009946418766e-05,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a common criticism of Securitization?,security_studies,"['A loose and broad conceptualization of security can lead to vagueness and a lack of conceptual and analytical coherence.'
 'When the securitizing actor is not the state, it can be unclear what would constitute an extraordinary measure.'
 'The model relies on a definition of distinctive political and security realms, which are not always clearly defined.'
 'The theory of securitization lacks coherence in terms of its employment as a tool for analytical studies in security.']",3,0.0007085484223966,0.997715078652697,0.0006409456691764,0.0008028905487617,,2.277626257704869e-05,,8.919312579840477e-06,,,,,,,,,,,,2.8956768361855785e-06,,,,7.394369842840502e-06,,,,,,,,,,,,,,,,,,,,,
"Which of these statements characterizes the traditional concept of national security, as opposed to human security?",security_studies,"['All of these options.'
 'In the national security approach, real threats are only those posed to human life, human rights, or human dignity.'
 'The traditional interpretations of security and threats are important boundaries that define human security.'
 'The concept of national security is too narrow to be useful when analysing the broad threats that currently exist.']",3,0.0007084578811081,0.0010308001346309,0.99759303326823,0.0004869155061605,,7.870252395890957e-06,,,,,,,,,5.757999656588577e-06,,,,,,,,,8.255814096933009e-05,,,,4.773549377784676e-06,,,,,,,,,,,,,,,,,
How does Buzan's concept of 'societal security' mark a departure from traditional understandings of security?,security_studies,"['Securing the sustainable development of the state was dependent on societal security as an independent interest that was not secondary or dependent on the other sectors, including the military.'
 'The end of the Cold War allowed security studies to move beyond the confines of the dominant realist and neorealist perspectives, with an emerging interest in other, non-military, conceptions of security. Those who wished to broaden the scope of security studies advocated the inclusion of resource, environment, and other referent points for analysis.'
 'Societal security referred to the sustainable development of traditional patterns of military capabilities. Military threats could be subdivided to include the infrastructural strength, the technology, personnel, the economic base and the political base of the military security sector.'
 'Contemporary processes of globalization and societal conflict required the development of new conceptual tools beyond the state as the referent object. Security was dependent on factors beyond geographically conceived survival: survival of the state was superseded by survival of the nation (ethnic) state.']",1,5.828332363279906e-05,6.604365801409944e-05,5.250234888717429e-05,0.9998101612200444,,4.7369861559300514e-07,3.058428131285563e-07,,,,,,,,,,,2.725947320911717e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following conditions does not constitute 'human security'?,security_studies,"['A condition where people are given relief from the traumas that afflict human development, are safe from threats and are protected from hurtful disruptions to their daily lives.'
 'A condition in which every citizen is free from the threat of physical violence, regardless of their race, ethnicity or other identity.'
 'A condition where people are guaranteed the ability to live and develop, free from political oppression or prejudice, safe from threats posed by their own or external state actors.'
 'A condition where people exist independently of state support, where human life is self-sufficient in that individuals do not require the assistance of state apparatus in order to live securely.']",3,0.0002618192862309,0.9993440102123552,0.0002343719225114,0.0001233282699493,,1.1471316034577411e-05,,3.4985537249849885e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the effects of nuclear weapons?,security_studies,"['A nuclear blast produces EMP, a thermal light pulse, blast, and fallout at the moment of detonation. The electro-magnetic pulse occurs when gamma radiation interacts with matter (the atmosphere), ""the Compton effect."" EMP produces a high voltage charge, harmless to humans but destructive to electronic systems. EMP effects are maximized at high altitude. However thermal-light pulse can produce flash blindness, retinal burn, and fire whilst the airburst can cause severe skin burns.'
 'A nuclear detonation produces a shockwave resulting from a rise in atmospheric pressure and dynamic overpressure sufficient to destroy concrete structures. Blast effects were generally used by military planners to calculate casualty rates in a nuclear attack: It was estimated that 50 percent living in a five mile radius of a one-mgt airburst would be killed or wounded by blast effects.'
 'Nuclear reactions in the initial nuclear detonation or the fallout can cause radiation poisoning, as irradiated debris is picked up by the nuclear fireball and lofted into the atmosphere. A dirty bomb uses chemical high-explosive to disperse radioactive material, relying on radiation to produce a lethal effect. Panic set off by even a limited dispersion of radioactive material might be more costly in terms of the disruption it causes than actual casualties or damage to property produced by a dirty bomb detonation; some observers believe that the blast itself causes the greatest amount of damage.'
 'All of the above']",3,1.3006528583811257e-05,0.9999460159934818,1.0777051573943604e-05,1.0129494646112816e-05,,6.961893069843892e-06,,6.1438490702623946e-06,7.337781310441634e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes commercial liberalism?,security_studies,"['Commercial liberalism is the newest and most important faction of liberalism; it advocates socialist economic principles in order to address inequalities in the distribution of wealth that threaten societal and regime security.'
 'Commercial liberalism is based on the idea that free-trade directly undermines the power of the state, and argues that the market should be regulated where possible by state actors. One flaw of commercial liberalism is that it reduces cooperation and can thus increase conflict between states.'
 'Commercial liberalism is probably the oldest faction of liberalism; advocating free trade as the free movement of goods and capital, it purports that the most rapid and efficient production of wealth occurs when governments do not restrict the economic activity of private actors and the free market.'
 'Commercial liberalism advocates the restraint of private enterprise and non-governmental activity in the economic sphere, arguing that interference will hinder economic prosperity.']",2,0.999907109966458,2.1443363220596854e-05,1.4416322138720923e-05,4.539560029423515e-05,1.6535346198455666e-06,7.337515396824111e-07,1.00291944383261e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Security studies can be interpreted as an imperial field of knowledge in which of the following ways?,security_studies,"['Security studies emerged in relation to the interests of the USA and Britain following the Second World War.'
 ""Security studies adopts a perspective which postcolonial scholars refer to as 'the colonizer's view of the world'.""
 'Security studies was originally defined by the power of the USA and Britain at a time when they actively supported colonial and imperial relations in the global south.'
 'All of these options.']",3,6.60452956220527e-05,0.9998419291699115,2.429670644544345e-05,3.1197588617750264e-05,,3.500272434644448e-06,,1.6698865849884797e-05,7.948155103264497e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do critics fear would be the result of granting rights of humanitarian intervention?,security_studies,"['An abuse of this power in order to wage state-interested wars.'
 'A depletion of military resources pursuing wars on ethical grounds, leading to a loss of military security.'
 ""Whilst some states have proven their ability to conduct 'just' wars in order to protect sound values of democracy and neoliberalism, not all states would use force to pursue such globally beneficial ends.""
 'A lack of implementation of these rights by state actors, leading to a failure to address human rights abuses.']",0,2.144250433843798e-05,3.535271299986248e-05,0.9998753301262708,5.8286769899830206e-05,,3.689386666532671e-07,,,,7.337221503510831e-07,1.653468389965046e-06,,,,,,,,,5.368025925011901e-07,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways did the Human Development Report, published by the United Nations Development Program in 1994, challenge the traditional security paradigm?",security_studies,"['The report outlined seven areas or components of human security that policymakers should henceforth devote greater political attention and capital to: economic security, food security, health security, environmental security, personal security, community security, and political security.'
 'The report highlighted the considerable burden that infectious diseases continue to pose in the developing world-including HIV/AIDS, tuberculosis, and malaria.'
 'The report advocates a framework of human security analysis that aims to redress the perceived imbalance in security thinking that has been predominant in traditional security studies.'
 'All of these options.']",3,9.608608254252428e-05,0.9997428566918204,5.82791550337198e-05,4.005463843167254e-05,,3.725661734239832e-06,,3.725661734239832e-06,3.507492595606565e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How might we understand the terms gender and gender security?,security_studies,"['Gender security is essentially an extension of the way in which we conceptualize the international political system. The analysis of gender security relations has only been made possible by the expansion of the traditional military definition of security in which national security in anarchical international society was the exclusive province of the male.'
 'To study gender security is to focus on the role of adult women in modern warfare, including industries related to warfare, and their inclusion or exclusion from combat roles.'
 'The issue of gender and security is understood as the practical conceptualization of ways in which women have a role in security related issues, and their relative inclusion and exclusion in military conflict and militarization.'
 ""The study of gender and of gender security issues is a complex task, and both terms elude a uniform definition. The concept of gender security broadens terms of security beyond the military sector to also include 'human security'.""]",3,5.143867878422219e-05,0.9998854361777813,2.013295418055321e-05,1.1477520634947135e-05,,2.4058190213466184e-06,,1.669969398495133e-05,,,,,,,,,,,,5.714321045456823e-07,,,,,,,,,,,,,,,,,,,,,,,,,
