question,subject,choices,answer,c,d,b,a,e,cho,f,none,the,s,4,bc,',Ñ,Ð´,3,indust,ind,1,ch,fin,financial,2,Ð°,ab,pol,poland,g,not,n,sol,h,false,option,all,r,chart,cd,ad,(,p,ba,Ð±,je,col,m,cl,an,j,bro,pred,fr,ar,art,ii,im,emp,i,t
"This question refers to the following information.
Read the following memoir.
Not only did he expect all persons of distinction to be in continual attendance at Court, but he was quick to notice the absence of those of inferior degree; at his lever, his couches, his meals, in the gardens of Versailles (the only place where the courtiers in general were allowed to follow him), he used to cast his eyes to right and left; nothing escaped him[;] he saw everybody. If anyone habitually living at Court absented himself he insisted on knowing the reason; those who came there only for flying visits had also to give a satisfactory explanation; anyone who seldom or never appeared there was certain to incur his displeasure. If asked to bestow a favor on such persons he would reply haughtily: ""I do not know him""; of such as rarely presented themselves he would say, ""He is a man I never see""; and from these judgments there was no appeal.
No one understood better than Louis XIV the art of enhancing the value of a favor by his manner of bestowing it; he knew how to make the most of a word, a smile, even of a glance.
He loved splendor, magnificence, and profusion in all things, and encouraged similar tastes in his Court; to spend money freely on equipages and buildings, on feasting and at cards, was a sure way to gain his favor, perhaps to obtain the honor of a word from him. Motives of policy had something to do with this; by making expensive habits the fashion, and, for people in a certain position, a necessity, he compelled his courtiers to live beyond their income, and gradually reduced them to depend on his bounty for the means of subsistence.
âDuke Saint-Simon, Memoirs of Louis XIV and His Court and His Regency, c. 1750
Louis XIV was aided by many able advisors, but which of the following advisors helped him to reorganize France and make it into a world power?",high_school_european_history,"['Jean Martinet, his chief military advisor'
 'Cardinal Mazarin, his regent and foreign policy advisor'
 'Jean Baptiste Colbert, his finance minister' 'the Duke of Burgundy']",2,0.9646551290478927,0.0016432654808443,0.0330080418733708,0.0006435120084224,,,,,,3.8264622735795725e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.771213723488295e-06,1.9240660630702908e-06,,,,,,,,,,,,,,
"This question refers to the following information.
""The Italian nation has been at last united in our own days, and we all rejoiced in its union. Yet we may be allowed to doubt whether the union was not a little too speedy and a little too thorough. It is surely carrying unity too far to wipe out all traces of the independent being, for most purposes to wipe out the very name, of such a land as Sicily. It jars on our feelings to find that, while Ireland at least forms part of the royal style of its sovereign, Sicily is no longer even a geographical expression. The island realm of Roger has sunk to be seven provinces of the kingdom on the mainland. And there is another result of Italian unity, a result in which we may rejoice without drawbacks, but which still has somewhat of sadness about it as finally ending that great phase of the history of Europe with which we have throughout been dealing. Never were ties with the past so fully snapped as when the army of Italy entered liberated Rome. Of all novelties in European history the greatest was when Rome became the centre of a dominion with acknowledged metes and bounds, the head in short of a local Italian kingdom. ""Rome the capital of Italy"" was a formula which might well gladden our hearts; but it was a formula which formally swept away the Åcumenical position, the Åcumenical traditions, of Rome&â¦.
But the kingdom of Italy is not an appendage to Rome; Rome is the head of the kingdom. The whole is greater than its part; Rome, by her own free will and by the free will of Italy, has become less than Italy. By becoming the willing head of an Italian kingdom she has formally cast aside her Imperial traditions as they were not cast aside when brute force made her the head of a French department.""
Edward A. Freeman, British historian and politician, The Chief Periods of European History, 1885
According to the author, Italy's connections to its history and traditions were most ""fully snapped"" when",high_school_european_history,"['Sicily ceased to be an independent kingdom.' 'Italians liberated Rome.'
 'Rome became the head of a French Department.'
 'French troops abandoned Rome to fight in the Franco-Prussian War.']",3,0.0031560939575456,0.004592971264537,0.9914803681431236,0.0007494161611275,6.090894361854246e-06,,1.0584387323994948e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The history of all hitherto existing societies is the history of class struggles. â¦ The modern bourgeois society that has sprouted from the ruins of feudal society has not done away with class antagonisms. It has but established new classes, new conditions of oppression, new forms of struggle in place of the old ones. Our epoch, the epoch of the bourgeoisie, possesses, however, this distinctive feature: it has simplified the class antagonisms. Society as a whole is more and more splitting up into two great hostile camps, into two great classes, directly facing each other: Bourgeoisie and Proletariat.
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
The Communist Manifesto can be understood as an example of the influence of which mode of modern European thinking?",high_school_european_history,"['The Oxford Movement' 'Materialism and economic determinism'
 'Hegelian idealism' 'The rationalism of the Scottish Enlightenment']",1,0.0001232210516995,1.38250188473318e-05,0.9985314413586738,0.0013247517833143,,,,,,3.921855970749327e-07,,2.869291122677911e-07,,,,,,,,,,,3.054344501112841e-07,,2.3787258892365202e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following memoir.
Not only did he expect all persons of distinction to be in continual attendance at Court, but he was quick to notice the absence of those of inferior degree; at his lever, his couches, his meals, in the gardens of Versailles (the only place where the courtiers in general were allowed to follow him), he used to cast his eyes to right and left; nothing escaped him[;] he saw everybody. If anyone habitually living at Court absented himself he insisted on knowing the reason; those who came there only for flying visits had also to give a satisfactory explanation; anyone who seldom or never appeared there was certain to incur his displeasure. If asked to bestow a favor on such persons he would reply haughtily: ""I do not know him""; of such as rarely presented themselves he would say, ""He is a man I never see""; and from these judgments there was no appeal.
No one understood better than Louis XIV the art of enhancing the value of a favor by his manner of bestowing it; he knew how to make the most of a word, a smile, even of a glance.
He loved splendor, magnificence, and profusion in all things, and encouraged similar tastes in his Court; to spend money freely on equipages and buildings, on feasting and at cards, was a sure way to gain his favor, perhaps to obtain the honor of a word from him. Motives of policy had something to do with this; by making expensive habits the fashion, and, for people in a certain position, a necessity, he compelled his courtiers to live beyond their income, and gradually reduced them to depend on his bounty for the means of subsistence.
âDuke Saint-Simon, Memoirs of Louis XIV and His Court and His Regency, c. 1750
Which of the following was the greatest weakness and regret of the rule of King Louis XIV?",high_school_european_history,"['His domination of the nobility left him without friends and allies.'
 'He was so concerned with ceremonies and appearances that he did not rule his country well.'
 'He left the administration of his kingdom to professional bureaucrats known as intendants.'
 'He was at war for 2/3 of his reign and united the other major powers against him.']",3,0.0016860023087318,0.0434890558539593,0.0812482527917036,0.8734894549793006,8.311295622080122e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,5.041055616726978e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
The agreement described in the text is most similar to the",high_school_european_history,"['Triple Entente (1907)' 'Sykes-Picot Agreement (1916)'
 'Lateran Treaty (1929)' 'Munich Agreement (1938)']",0,0.0114950922628622,0.2964622661565914,0.0312468929647577,0.6276106410827896,,,,0.0281236615503283,,,,,,,,,,,,,,,,,,,,,0.0039756246167399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following poem to answer questions.
Take up the White Man's burdenâ
Send forth the best ye breedâ
Go bind your sons to exile
To serve your captives' need;
To wait in heavy harness,
On fluttered folk and wildâ
Your new-caught, sullen peoples,
Half-devil and half-child.
...
Take up the White Man's burdenâ
The savage wars of peaceâ
Fill full the mouth of Famine
And bid the sickness cease;
And when your goal is nearest
The end for others soughtâ¦
Watch sloth and heathen Folly
Bring all your hopes to naught.
Rudyard Kipling, The White Man's Burden, 1899
Based on this poem, Kipling's conception of the British imperial mission could best be summed up as",high_school_european_history,"['a difficult but necessary task' 'a ruthless exercise of power'
 'a glorious, religious responsibility' 'a hopeless task with no purpose']",0,0.0446189150437062,0.0099503222916139,0.3295312253436686,0.6156384271175839,,,,9.931716621311552e-05,,,,,,,,,,,,1.695156603060913e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""A specter is haunting Europe-the specter of Communism. All the powers of old Europe have entered into a holy alliance to exorcise this specter; Pope and Czar, Metternich and Guizot, French radicals and German police spies.
Two things result from this fact.
I. Communism is already acknowledged by all European powers to be in itself a power.
II. It is high time that Communists should openly, in the face of the whole world, publish their views, their aims, their tendencies, and meet this nursery tale of the Specter of Communism with a Manifesto of the party itself.""
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
By 1917, which idea in this pamphlet had become a reality in Russia?",high_school_european_history,"['The avoidance of entangling foreign alliances'
 'The violent overthrow of the bourgeois by the proletariat'
 'The establishment of a powerful Russian Parliament'
 'The adoption of free education for all children in public schools']",1,0.0003350984344749,2.1422126209701065e-05,0.9992959105414756,0.0003350984344749,,,,,1.001926175615439e-06,,,,,,,,,,1.8718445272390709e-06,,,,7.33024849130993e-07,,,,,,,,,,,,,,,,,,,,4.176649691358158e-07,,,,,,,,,,,,,,,,
"This question refers to the following information.
The history of all hitherto existing societies is the history of class struggles. â¦ The modern bourgeois society that has sprouted from the ruins of feudal society has not done away with class antagonisms. It has but established new classes, new conditions of oppression, new forms of struggle in place of the old ones. Our epoch, the epoch of the bourgeoisie, possesses, however, this distinctive feature: it has simplified the class antagonisms. Society as a whole is more and more splitting up into two great hostile camps, into two great classes, directly facing each other: Bourgeoisie and Proletariat.
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
A follower of Marx and Engels's view of history would argue that an all-out war between the bourgeoisie and the proletariat classes was",high_school_european_history,"['a destructive development that could be avoided through the study of philosophy'
 'a possibility which should be encouraged in order to foster progress'
 'an inevitable result of fundamental economic change'
 'an example of history repeating itself']",2,0.9640665899810072,0.0176574574235238,0.0137523230232685,0.0044640182271695,1.2538508480729936e-05,,2.0468552423450616e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the documents below.
Source 1
If then by the Use of Machines, the Manufacture of Cotton, an Article which we import, and are supplied with from other Countries, and which can everywhere be procured on equal Terms, has met with such amazing Success, may not greater Advantages be reasonably expected from cultivating to the utmost the Manufacture of Wool, the Produce of our own Island, an Article in Demand in all Countries, almost the universal Clothing of Mankind?
In the Manufacture of Woollens, the Scribbling Mill, the Spinning Frame, and the Fly Shuttle, have reduced manual Labour nearly One third, and each of them at its-first Introduction carried an Alarm to the Work People, yet each has contributed to advance the Wages and to increase the Trade, so that if an Attempt was now made to deprive us of the Use of them, there is no Doubt, but every Person engaged in the Business, would exert himself to defend them.
âStatement by the Cloth Merchants of Leeds, 1791
Source 2
Come, cropper lads of high renown,
Who love to drink good ale that's brown,
And strike each haughty tyrant down,
With hatchet, pike, and gun!
Oh, the cropper lads for me,
The gallant lads for me,
Who with lusty stroke,
The shear frames broke,
The cropper lads for me!
What though the specials still advance,
And soldiers nightly round us prance;
The cropper lads still lead the dance,
With hatchet, pike, and gun!
Oh, the cropper lads for me,
The gallant lads for me,
Who with lusty stroke
The shear frames broke,
The cropper lads for me!
âLuddite Song, The Cropper's Song, c. 1812
Which of the following best describes the governmental reactions to complaints such as those seen in Source 2 before 1850?",high_school_european_history,"['Governments did little to address problems of industrialization before 1850.'
 'Reform movements led to the creation of regulations on work hours and ages and gender of workers.'
 'The implementation of running water and sewers was begun in England.'
 'The government created a national health-care system.']",1,0.000378818178396,0.0024702048208132,0.0005177830590379,0.9965932794439308,1.205695223567568e-06,,,1.5454509807886212e-05,,,,,,,,,,,,,,,,,,,,1.987855361077396e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
At last it seems to me that I have come to understand why man is the most fortunate of all creatures and consequently worthy of all admiration. â¦ The nature of all other beings is limited. â¦ Imagine! The great generosity of God! The happiness of man! To man it is allowed to be whatever he chooses to be!
Pico della Mirandola, Oration on the Dignity of Man, 1486
From the passage, one may infer that Pico believed that humankind was unique because",high_school_european_history,"['human beings have a soul' 'human beings know that they will die'
 'it is possible for human beings to go to heaven'
 'the potential of the human being is unlimited']",3,7.482635004183407e-05,0.9997844808220604,2.930241970006995e-05,9.607893529168878e-05,4.783488520078885e-06,,7.808830347779047e-07,,,,9.419247378087644e-07,,,,,,,,8.848564028847114e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The substitution of Plato for the scholastic Aristotle was hastened by contact with Byzantine scholarship. Already at the Council of Ferrera (1438), which nominally reunited the Eastern and Western churches, there was a debate in which the Byzantines maintained the superiority of Plato to Aristotle. Cosimo and Lorenzo de Medici were both addicted to Plato; Cosimo founded and Lorenzo continued the Florentine Academy, which was largely devoted to the study of Plato&â¦The humanists of the time, however, were too busy acquiring knowledge of antiquity to be able to produce anything of value.""
Bertrand Russell, British philosopher, History of Western Philosophy, 1946
The cultural diffusion described by Bertrand Russell most directly influenced the composition of which text?",high_school_european_history,"['Oration on the Dignity of Man' 'The Decameron'
 'Handbook of the Christian Knight' 'Utopia']",0,0.0073655391212076,0.0698823061356208,0.0698823061356208,0.8516126033947428,,,,0.0006187434888724,,,,,,,,,,,,,,,,,,,,,0.0001455478368602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Buckingham Palace, 10th May 1839.
The Queen forgot to ask Lord Melbourne if he thought there would be any harm in her writing to the Duke of Cambridge that she really was fearful of fatiguing herself, if she went out to a party at Gloucester House on Tuesday, an Ancient Concert on Wednesday, and a ball at Northumberland House on Thursday, considering how much she had to do these last four days. If she went to the Ancient Concert on Wednesday, having besides a concert of her own here on Monday, it would be four nights of fatigue, really exhausted as the Queen is.
But if Lord Melbourne thinks that as there are only to be English singers at the Ancient Concert, she ought to go, she could go there for one act; but she would much rather, if possible, get out of it, for it is a fatiguing time&â¦.
As the negotiations with the Tories are quite at an end, and Lord Melbourne has been here, the Queen hopes Lord Melbourne will not object to dining with her on Sunday?""
The Letters of Queen Victoria, Volume 1 (of 3), 1837-1843: A Selection from Her Majesty's Correspondence Between the Years 1837 and 1861
The long evenings of entertainment for Queen Victoria suggest what about the nature of the English monarchy in the nineteenth century?",high_school_european_history,"['That true political power lay elsewhere'
 'That she was very fond of attending balls and concerts'
 'That important political progress could only be made by attending social events'
 ""That with England's nineteenth-century economic success came more leisure time for the upper classes""]",0,0.5116180734353303,0.0224763868702669,0.3516229284449176,0.1141445109689881,,,,3.326659374288791e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
It can be inferred from the text that Germany and the Soviet Union",high_school_european_history,"['had some degree of a nonaggression agreement since at least 1926'
 'created their first peace agreement in 1926'
 'had technically been in a state of war since 1926'
 'previously held a peace agreement that expired in 1926']",0,0.0027161165175029,0.0009992034266154,0.0292010114566564,0.967030986800039,,,,2.053320806574494e-06,,,,,,,,,,,1.812049251814494e-06,,,,,,,,,,,,,,2.8065567838276003e-06,,,,,,,,,,,,,1.928916387842782e-06,,,,,,,,,,,,,
"This question refers to the following information.
Addison's Act had been conceived in the belief that, unless working-class aspirations were quickly met after the war, Britain might experience a revolution similar to that in Russia. By 1920 that fear was beginning to recede and Addison's policy was being regarded as extravagant. An immediate victim of the new attitude was the Borough's Kingfield Street scheme, provisional plans for which were approved in September 1920. Much to the Council's surprise, the Government's Housing Board deferred the scheme, ""having regard to the Council's present commitments and the money available at the present time, and in May 1921 the Government announced a drastic curtailment of the housing programme, cutting the housing target by half.
âExcerpt from a work by English historian Hermione Hobhouse Public Housing in Poplar: The Inter-war Years, 1994
Which of the following attitudes prevalent after the First World War is evident in the passage above?",high_school_european_history,"[""Women's suffrage should increase"" 'Democratization of society'
 'Increased disillusionment and cynicism'
 'The rise of communism as a world power']",2,0.5616063068403664,0.0004518460915679,0.4374656245177402,0.0004518460915679,1.6296106799426491e-06,,,,,,,1.7347115389923154e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following quote.
I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .
Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.
âGalileo Galilei, 1610
Which of the following is best demonstrated by the passage about intellectual thought at the time?",high_school_european_history,"['It led to better scientific tools, which led to a rise in the standard of living during the seventeenth century across Europe.'
 'The ideas of the ancient Greeks guided all of their ideas.'
 'It used information obtained through experimentation to conceptualize the universe.'
 'It provided experimental proof of the theories of ancient thinkers, such as Aristotle, on how the universe worked.']",2,0.9990104682241214,0.0007094077888726,0.0001232766477697,0.0001396907427195,1.992581429073437e-06,,,,,1.066551982166259e-06,,,,6.07703001121056e-07,,1.992581429073437e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
As with a Commander of the Army, or leader of any enterprise, so it is with the mistress of the house. Her spirit will be seen through the whole establishment; and just in proportion as she performs her duties intelligently and thoroughly, so will her domestics follow in her path. Of all of those acquirements, which more particularly belong to the feminine character, there are none which take a higher rank, in our estimation, than such as enter into a knowledge of household duties; for on these are perpetually dependent the happiness, comfort, and well-being of the family.
Isabella Beeton, Book of Household Management, 1861
From the passage, one may infer that Beeton believed that",high_school_european_history,"['women held considerable power and responsibility in the public sphere of social life'
 'women were denied power and responsibility in the public sphere of social life'
 'women held considerable power and responsibility within the domestic sphere of social life'
 'women were denied power and responsibility within the domestic sphere of social life']",2,0.9990997720754096,0.0008038942374768,5.139126374354935e-05,2.5841150242089723e-05,1.7585123429628046e-06,,,,,,,,,,,8.30662413397865e-07,,,,,,,,,,,,,,,,,,,,,,8.30662413397865e-07,,,,,,,,,5.038222215966953e-07,,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
What is tolerance? â¦ We are full of weakness and errors; let us mutually pardon our follies. This is the last law of nature. â¦ Of all religions, the Christian ought doubtless to inspire the most tolerance, although hitherto the Christians have been the most intolerant of all men.
Voltaire, Letters on the English Nation, 1733
From the quotation, one can infer that",high_school_european_history,"['Voltaire was an atheist' 'tolerance was a value of the Enlightenment'
 'Voltaire believed tolerance violated the laws of nature'
 'Voltaire believed tolerance was uniquely English']",1,0.0062416904334037,0.000177063212981,0.9264130823888496,0.067107374112176,3.452183068145662e-06,,,9.603523558175329e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a speech by Vladimir I. Lenin.
The independence of our country cannot be upheld unless we have an adequate industrial basis for defense. And such an industrial basis cannot be created if our industry is not more highly developed technically. That is why a fast rate of development of our industry is necessary and imperative. We cannot go on indefinitely, that is, for too long a period, basing the Soviet regime and socialist construction on two different foundations, the foundation of the most large-scale and united socialist industry and the foundation of the most scattered and backward, small commodity economy of the peasants. We must gradually, but systematically and persistently, place our agriculture on a new technical basis, the basis of large-scale production, and bring it up to the level of socialist industry. Either we accomplish this taskâin which case the final victory of socialism in our country will be assured, or we turn away from it and do not accomplish itâin which case a return to capitalism may become inevitable.
âVladimir I. Lenin Industrialization of the Country and the Right Deviation in the C.P.S.U., November 19,1928
Which of the following policies of Joseph Stalin was NOT used to correct the problem cited by Lenin above?",high_school_european_history,"['Collectivization' 'Persecution of the better-off peasants'
 'The Berlin blockade' 'The five-year plans']",2,0.0038219495591073,0.99464159519443,0.0011642655436123,0.0003335676630639,6.109504861638888e-06,,1.5447247397839098e-06,,3.072051970199017e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following petition to answer questions.
The Scribbling-Machines have thrown thousands of your petitioners out of employ, whereby they are brought into great distress, and are not able to procure a maintenance for their families, and deprived them of the opportunity of bringing up their children to labour. â¦ The number of Scribbling-Machines extending about seventeen miles south-west of Leeds exceed all belief, being no less than one hundred and seventy! And as each machine will do as much work in twelve hours, as ten men can in that time do by hand, â¦ [And, as the machines do] as much work in one day as would otherwise employ twenty men, â¦ [a] full four thousand men are left to shift for a living how they can, and must of course fall to the Parish, if not timely relieved. â¦ How are those men, thus thrown out of employ to provide for their families; and what are they to put their children apprentice to, that the rising generation may have something to keep them at work, in order that they may not be like vagabonds strolling about in idleness? â¦ Many more evils we could enumerate, but we would hope, that the sensible part of mankind, who are not biased by interest, must see the dreadful tendency of their continuance; a depopulation must be the consequence; trade being then lost, the landed interest will have no other satisfaction but that of being last devoured.
Leeds Woolen Workers Petition, 1786
The sentiments expressed by the Leeds woolen workers illustrate which of the following historical trends?",high_school_european_history,"['The social effects of industrialization' 'The rise of nationalism'
 'Imperial expansion' 'Cultural changes in a material age']",0,5.770016064192183e-06,1.4588885294572457e-06,0.0002780149431557,0.9997050553377596,,,,,9.41929229266625e-07,5.366950969481588e-07,,,,,,,,,1.0026784452470922e-06,,,,,,,,,,,,,,,,,,,,,7.335752213506923e-07,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Florence is more beautiful and five hundred forty years older than your Venice. â¦ We have round about us thirty thousand estates, owned by nobleman and merchants, citizens and craftsman, yielding us yearly bread and meat, wine and oil, vegetables and cheese, hay and wood, to the value of nine thousand ducats in cash. â¦ We have two trades greater than any four of yours in Venice put togetherâthe trades wool and silk. â¦ Our beautiful Florence contains within the city â¦ two hundred seventy shops belonging to the wool merchant's guild, from whence their wares are sent to Rome and the Marches, Naples and Sicily, Constantinople â¦ and the whole of Turkey. It contains also eighty-three rich and splendid warehouses of the silk merchant's guild.
Benedetto Dei, ""Letter to a Venetian,"" 1472
From the passage, one may infer that the economy of Renaissance Florence was primarily based on",high_school_european_history,"['banking' 'the export of agricultural goods' 'war and conquest'
 'the manufacture and export of wool and silk products']",3,0.0040714013665642,0.995818157998601,6.577664261835396e-05,2.741978408955848e-05,3.950194427713605e-06,,,,,,,,,,,9.3825341605685e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Perestroika [Restructuring] is an urgent necessity arising from the profound processes of development in our socialist society. This society is ripe for change. It has long been yearning for it. Any delay in beginning perestroika could have led to an exacerbated internal situation in the near future, which, to put it bluntly, would have been fraught with serious social, economic, and political crises.
Mikhail Gorbachev, Perestroika: New Thinking for Our Country and the World, 1987
From the passage, one may infer that Gorbachev believed that",high_school_european_history,"['the problems that required perestroika were the fault of capitalist enemies of socialism'
 'the problems that required perestroika were internal to the development of socialist society'
 'a socialist society could not work'
 'a socialist society could not coexist with capitalism']",1,0.0010301397382709,2.9222801078304032e-05,0.9969944499544448,0.0019245544016149,,,,,,,,1.548751718257606e-06,,,,,,,6.456157692534258e-07,,,,9.393654014058604e-07,,5.352342718675285e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The text below is the government proclamation.
On the basis of the above-mentioned new arrangements, the serfs will receive in time the full rights of free rural inhabitants.
The nobles, while retaining their property rights to all the lands belonging to them, grant the peasants perpetual use of their household plots in return for a specified obligation[; . . . the nobles] grant them a portion of arable land fixed by the said arrangements as well as other property. . . . While enjoying these land allotments, the peasants are obliged, in return, to fulfill obligations to the noblemen fixed by the same arrangements. In this status, which is temporary, the peasants are temporarily bound. . . .
[T]hey are granted the right to purchase their household plots, and, with the consent of the nobles, they may acquire in full ownership the arable lands and other properties which are allotted them for permanent use. Following such acquisition of full ownership of land, the peasants will be freed from their obligations to the nobles for the land thus purchased and will become free peasant landowners.
WE have deemed it advisable:
3. To organize Peace Offices on the estates of the nobles, leaving the village communes as they are, and to open cantonal offices in the large villages and unite small village communes.
4. To formulate, verify, and confirm in each village commune or estate a charter which will specify, on the basis of local conditions, the amount of land allotted to the peasants for permanent use, and the scope of their obligations to the nobleman for the land.
6. Until that time, peasants and household serfs must be obedient towards their nobles, and scrupulously fulfill their former obligations.
7. The nobles will continue to keep order on their estates, with the right of jurisdiction and of police, until the organization of cantons and of cantonal courts.
âAlexander II, ""The Abolition of Serfdom in Russia,"" Manifesto of February 19, 1861
Which of the following best describes the long-term effects of Tsar Alexander II's emancipation?",high_school_european_history,"['Food production soared, which allowed Russians to export agricultural goods while investing the profits into their industrial sector.'
 ""The program was a complete disaster as agricultural output plummeted until Pyotr Stolypin's reforms made privatized Russian farming profitable.""
 'The emancipation terms relegated former serfs to communal farming, thus keeping them in perpetual poverty, and made wealthy conservatives nervous.'
 'No longer tied to the land, former serfs moved to the cities, thus spurning the commencement of an industrial revolution in Russia.']",2,0.7064225694117956,0.2023856727530007,0.0166118007955453,0.0744607055895014,9.780284886085044e-06,,,9.187727380025498e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
âCarlsbad Resolutions adopted by the Germanic States, 1819
According to the above-mentioned decrees, the German confederated states most feared which of the following?",high_school_european_history,"['The effect liberal, young students would have on an impressionable faculty and the surrounding communities, where they would surely spread their message.'
 'The dissemination of liberal ideas by the media and the sharing of nationalist or liberal ideas at the university in the classroom or in secret.'
 'The dissolution of the union of German states that they had just created.'
 ""Support of Bonapartism, which was growing in strength prior to the passage of these Carlsbad Resolutions and preceeding Napoleon's invasion.""]",1,0.8315065179581304,0.0221602201692861,0.0993080104804446,0.0469100733206251,1.0814479017478935e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55931309291993e-06,,,,,,,,,,,,,,,,,,,,,
