question,subject,choices,answer,c,the,d,b,a,3,yes,not,none,s,Ð°,option,(,all,e,options,choice,ab,Ð±,other,national,4,n,business,bus,comput,both,cho,con,Ð´,ad,sol,2,ba,bl,and,or,Unnamed: 41,&,',Ñ,state,states,g,1,inc,poss,maybe,possible,trans,wrong,when,cd,bo,f,ac,\,bc,pe,.,in,involved,within,",",that,on,among,towards,multiple,there,correct,db,true,?',an,aid,p,per,no,ap,o,k,soc,res,false,best,intern,global,cl,is,would,to,for,should,can,does,century,-,centuries,siÃ¨cle,cent,third,worldwide,vulnerable,online,ind,h,as,under,according,dis,bb,**,di,agents,agent,ag,agencies,9,bd,eff,correctly,defined,accurate,valid,applicable,appropriate,with,market,mark,w,first,partial,unknown,part,one,any,abc,med,{',:,therefore,comprehensive,act,cor,social,strong,ce,acy,cy,ancy,ity,acies,icity,acity,ality,ency,icy,pre,mal,ve,v
Which of these are characteristics of realist theory?,security_studies,"['The international system is anarchic.'
 'States assess one another in terms of their power and capabilities rather than their internal variations.'
 'States are unitary and rational actors; sovereign states will act in a way suited to achieving their goals.'
 'All of these options.']",3,1.9946747292381254e-06,,0.9999726225609734,6.144030709110286e-06,1.670120703006883e-05,,,,,,,4.691020861054355e-08,,,1.873823496710228e-06,4.9935657132604475e-08,,,,,,6.82539507862897e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements defines the Copenhagen School's view of security?,security_studies,"['Security is a socially constructed concept, relative to the society in which it exists, and what will constitute an existential threat is accordingly subjective.'
 'Security is best defined using the traditional paradigm, with the state as the referent object to be secured using extraordinary measures where possible.'
 'To best understand security one must adopt a constructivist approach, threats exist only when articulated by a wider audience and may warrant the implementation of emergency measures.'
 'Security exists as an empirically verifiable and independent condition that changes only slightly, if at all, with regards to the social context in which it is applied.']",0,2.5360072174960893e-07,,2.8453239549131867e-08,1.8738699597371628e-06,0.9999972284725308,,,,,4.1399219262061935e-08,2.699565630800286e-07,,,,,,,2.0816834748307572e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5109895770606383e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these best describes the concept of hegemonic masculinity?,security_studies,"['The inherent promotion of feminine characteristics in society.'
 ""Social dominance of men over women that results from the designation of 'masculine' characteristics as more valued than 'feminine' characteristics.""
 'All of these options.'
 'The acknowledgement that gender identity exists in many forms and is not binary.']",1,6.083507042252769e-07,,3.726599862258728e-06,0.9999896491113204,2.5612521316743374e-06,,,,,1.275172349870075e-07,,,,,,,,,6.825499226687326e-08,,,,,,,,,,,,,2.260297072940795e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.411963133773352e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do institutional constraints affect behaviour?,security_studies,"['Institutional constraints limit the amount of resources to be spent on some good and force actors to choose how to manage the limited wealth available to them.'
 ""Institutions are the social norms and expectations that affect an actor's goals and ambitions.""
 'Institutional constraints refer to tools of the state such as schools, prisons, and hospitals; the provision of resources for these institutions makes demands on political leaders.'
 'Institutions are humanly devised constrains that structure human interaction, they are man-made rules that guide decision making and govern behaviour.']",3,1.0129494646112816e-05,,2.4059658653677737e-06,3.763563835787032e-05,0.99994509207966,,,,,7.337781310441634e-07,6.475569278307876e-07,1.0571076252684789e-07,,,,,,2.2378968602547546e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following policies is not true of economic policy?,security_studies,"['Economic policies must take into account the incentives of not only the leaders, but the populations intended to influence.'
 'Policymakers can incentivize security-promoting behaviours in others through the use of sanctions and aid.'
 'Trade policies can entice leaders to change behaviours in exchange for access to markets or trade preferences, and advance security.'
 'Concern with poverty is a humanitarian issue that has no direct link to economic science, although it might be alleviated through aid.']",3,6.475847185555793e-07,,0.9999897213910014,4.785039814217392e-06,4.222782814790816e-06,,,,,,,,,,1.2751699176741565e-07,,,,,,,5.3157041425973584e-08,,,,,,,,1.360033692740017e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not an assertion made in the realist case against humanitarian inventions?,security_studies,"['Armed force should only ever be used in the national interest and that humanitarian intervention is therefore imprudent.'
 'Foreign intervention reduces the proportion of wars that end in outright victory, it leaves behind an unstable peace that is likely to reignite.'
 'Foreign intervention tends to prolong wars; it is inappropriate and does not work.'
 'Humanitarian intervention prioritises the human as the referent object of security, undermining the state-centric approach of realism.']",3,3.7265820924882136e-06,,0.9999834648566904,7.889174351706045e-06,4.222770733329556e-06,,,1.444952685561115e-07,,,,,,,9.931004891463773e-08,,,,,,,4.1398587564927343e-08,,,,,,,,6.02345894842891e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Why, in the contemporary studies of security, is the subject of energy security so important?",security_studies,"['There exists an array of contemporary challenges to energy security, ranging from resource scarcity concerns to dangers of political instability.'
 'The existence of reliable supplies of energy determines the ability of a nation to achieve economic development.'
 'Energy security encompasses a broad range of issues that are both contemporary and fundamental to security, ranging from the local and individual to the global scale.'
 'All of these options.']",3,1.473744227054363e-05,,0.9998889316688488,1.2217768769783342e-05,7.484290738607121e-05,,,,,,,,,7.1243223496787285e-06,3.92739533556637e-07,1.742771115782557e-07,,,,,,3.465914218862509e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a legitimate threat to societal security?,security_studies,"['Political policies designed to alter demographic characteristics of a state.'
 'All of these options.'
 'Legislation that criminalises certain cultural behaviours or practice.'
 'The use of military force to conduct ethnic-cleansing through displacement and killing.']",1,1.89214639215082e-05,1.3706662492064087e-06,0.9997924150503108,0.0001398117583899,4.0056739436168976e-05,,,,,4.736895805951017e-07,,,,,8.849686440245636e-07,,,,,,,4.449901797296753e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the orientation of military security within the traditional conception of security studies?,security_studies,"['Strategic studies are the central concern of international relations, within strategic studies, the subset of security studies focuses on military security.'
 'Military security is a central concern within international relations and dominates the scholarship. Within international relations, strategic studies form a subset of academic interest, within which security studies feature occasionally.'
 'Strategic studies are best conceptualized as a subset of international relations, and within strategic studies, military security is one of the dominant concerns. Security studies are a subset of strategic studies.'
 'Military security is the central concern of strategic studies; and strategic studies are a subset of security studies. Military security is one of the central concerns of security studies, and security studies is a subset of international relations.']",3,1.777671475940022e-05,,1.669967805888968e-05,2.4297888202572436e-05,0.9999171697676932,,,,,1.0782122530542322e-05,1.2097206211361885e-06,1.0675747011453991e-06,,,,,,,,,,,,,,,,,,,,3.5004426829006184e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these statements cannot be applied to the initial development of peace studies?,security_studies,"['Mathematicians and natural scientists entered the field, which was otherwise a social-sciences area of study, adding to the interdisciplinary nature of the field.'
 'Now of fundamental importance to peace studies as a field of research, the creation of journals was not a prominent feature of the peace studies until late in the twentieth century.'
 'Most early work was carried out in North America and Scandinavia.'
 'The establishment of research institutes across the world has been one of the lasting successes of peace studies.']",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1212495996740849,0.187795053672482,,,0.028799304229585,0.256685404524318,,0.047482025464681,,,,,,,,,,,,,,,,,,,,,,,,,0.0393639817004038,0.2127996745625746,,,,,,,,,,,,,,,0.016409345001925,0.0136038248168638,0.012779610737188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since the end of the Cold War, how has the use of coercive diplomacy by Western powers changed?",security_studies,"['Coercive diplomacy has proven a successful policy tool and one that is integral to conflict management. The successes of the past policy initiatives in the post-9/11 community have reinforced the trend toward coercive diplomacy by increasing American political will to counter mass casualty terrorism in failing states.'
 'The favourable geo-political environment, characterized by an overwhelmingly Western military superiority and a low risk of hostile great power intervention, has generated pressures and incentives for Western policymakers to promote their policy agenda, and to manage armed conflicts from weak states and failing states.'
 'The demise of the ideological bipolar division of international society in the Cold War, rather than resulting in a reduction of hostilities, has left an unstable legacy where a policy of force and mass retaliation continues to pose a very real threat. Risk of uncontrollable escalation still remains but in a different form; mass casualty terrorism, contagion from failing states and non-state actors seeking to acquire WMD are the primary concern of states and require responses in the form of military intervention.'
 'The hostile geopolitical environment has encouraged states to pursue military strategies in order to secure their interests. The use of violence rather than diplomacy or incentives has become the primary response to threats, whether these are posed by other states, resource scarcity, pandemic diseases, or other non-traditional threats.']",1,1.653559850974036e-06,,3.927548902267167e-07,0.9999213363119476,7.484583384938425e-05,,,,,,,,,,,,5.177019457094129e-07,6.825056608414325e-08,7.26523494145777e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To what extent and to what effect has the environment been securitized?,security_studies,"['The securitization of environmental security concerns has raised the profile of environmental security issues among both foreign and domestic security policymakers and agencies. It is now uniformly recognized that environmental change can be considered as an issue of high security politics.'
 ""Environmental security has led to a 'trading off' of military security for environmental security with the allocation of resources committed to solving environmental problems. A particular emphasis has been placed on environmental change as the cause of violent conflict and addressing environmental threats from other factors than domestic causes.""
 ""The environment has been 'securitized' in the sense that environmental security has been used to make them matters of 'high politics'. This has to some degree raised the profile of critical issues among policymakers and agencies so that the environment can be considered an issue of security. But whilst the issue has been broadened there has been little change in policy and action in terms of the referent object of environmental security.""
 ""The national security perspective on environmental issues has undermined the utility of the concept of environmental security. The militarization of environmental problems has decreased the ability of policymakers to 'capture' the critical nature of environmental problems and the environmental dimensions to social vulnerability. The reconciliation of environmental security with national security, and global levels of international change cannot be made without trading in the security interests of the state.""]",2,1.8923990378147525e-05,,2.902087917014559e-06,4.832410233412178e-05,0.9999252733645612,,,,,2.699362252455476e-07,7.337627359277998e-07,,,,,,,3.256052403056949e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.974895612085037e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a common criticism of Securitization?,security_studies,"['A loose and broad conceptualization of security can lead to vagueness and a lack of conceptual and analytical coherence.'
 'When the securitizing actor is not the state, it can be unclear what would constitute an extraordinary measure.'
 'The model relies on a definition of distinctive political and security realms, which are not always clearly defined.'
 'The theory of securitization lacks coherence in terms of its employment as a tool for analytical studies in security.']",3,1.873846728079686e-06,,0.9999873453984784,5.771854264120973e-06,2.5612448038836927e-06,,,,,,,,,,1.4593532991842492e-06,,,,,,,4.450776097128312e-07,,,,,,,,4.99363238500068e-08,,,,,,,,,,,,,,,,,,,,,,,,,6.023470437276057e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of these statements characterizes the traditional concept of national security, as opposed to human security?",security_studies,"['All of these options.'
 'In the national security approach, real threats are only those posed to human life, human rights, or human dignity.'
 'The traditional interpretations of security and threats are important boundaries that define human security.'
 'The concept of national security is too narrow to be useful when analysing the broad threats that currently exist.']",3,0.9677046860496642,0.0016484216084137,0.0039543578704652,0.0023984392879131,0.0227557529578684,,,,0.0001271126254577,,,,,0.0001968758856478,,,,,,,0.0002527936411047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001353106854582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does Buzan's concept of 'societal security' mark a departure from traditional understandings of security?,security_studies,"['Securing the sustainable development of the state was dependent on societal security as an independent interest that was not secondary or dependent on the other sectors, including the military.'
 'The end of the Cold War allowed security studies to move beyond the confines of the dominant realist and neorealist perspectives, with an emerging interest in other, non-military, conceptions of security. Those who wished to broaden the scope of security studies advocated the inclusion of resource, environment, and other referent points for analysis.'
 'Societal security referred to the sustainable development of traditional patterns of military capabilities. Military threats could be subdivided to include the infrastructural strength, the technology, personnel, the economic base and the political base of the military security sector.'
 'Contemporary processes of globalization and societal conflict required the development of new conceptual tools beyond the state as the referent object. Security was dependent on factors beyond geographically conceived survival: survival of the state was superseded by survival of the nation (ethnic) state.']",1,1.553483871174197e-06,,1.553483871174197e-06,5.093677514108897e-06,0.9999908510730078,,,,,1.1253388686375845e-07,5.043423717781038e-07,,,,,,,3.028808475768365e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.889067065165838e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following conditions does not constitute 'human security'?,security_studies,"['A condition where people are given relief from the traumas that afflict human development, are safe from threats and are protected from hurtful disruptions to their daily lives.'
 'A condition in which every citizen is free from the threat of physical violence, regardless of their race, ethnicity or other identity.'
 'A condition where people are guaranteed the ability to live and develop, free from political oppression or prejudice, safe from threats posed by their own or external state actors.'
 'A condition where people exist independently of state support, where human life is self-sufficient in that individuals do not require the assistance of state apparatus in order to live securely.']",3,1.1365509116666793e-06,,0.9999954794654043,2.2603013841194386e-06,7.338124213278687e-07,,,,,,,,,,,,,,,,,7.265733822678875e-08,,,,,,,,1.048988366225775e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2625952184281852e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the effects of nuclear weapons?,security_studies,"['A nuclear blast produces EMP, a thermal light pulse, blast, and fallout at the moment of detonation. The electro-magnetic pulse occurs when gamma radiation interacts with matter (the atmosphere), ""the Compton effect."" EMP produces a high voltage charge, harmless to humans but destructive to electronic systems. EMP effects are maximized at high altitude. However thermal-light pulse can produce flash blindness, retinal burn, and fire whilst the airburst can cause severe skin burns.'
 'A nuclear detonation produces a shockwave resulting from a rise in atmospheric pressure and dynamic overpressure sufficient to destroy concrete structures. Blast effects were generally used by military planners to calculate casualty rates in a nuclear attack: It was estimated that 50 percent living in a five mile radius of a one-mgt airburst would be killed or wounded by blast effects.'
 'Nuclear reactions in the initial nuclear detonation or the fallout can cause radiation poisoning, as irradiated debris is picked up by the nuclear fireball and lofted into the atmosphere. A dirty bomb uses chemical high-explosive to disperse radioactive material, relying on radiation to produce a lethal effect. Panic set off by even a limited dispersion of radioactive material might be more costly in terms of the disruption it causes than actual casualties or damage to property produced by a dirty bomb detonation; some observers believe that the blast itself causes the greatest amount of damage.'
 'All of the above']",3,2.406043879899541e-06,,0.9999780325490298,2.2602690504800466e-06,1.4738805641460676e-05,,,,,,,,,1.8918787681773665e-06,1.6373334084881285e-07,,,,,,,,,,,,,,,3.8890077231645857e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes commercial liberalism?,security_studies,"['Commercial liberalism is the newest and most important faction of liberalism; it advocates socialist economic principles in order to address inequalities in the distribution of wealth that threaten societal and regime security.'
 'Commercial liberalism is based on the idea that free-trade directly undermines the power of the state, and argues that the market should be regulated where possible by state actors. One flaw of commercial liberalism is that it reduces cooperation and can thus increase conflict between states.'
 'Commercial liberalism is probably the oldest faction of liberalism; advocating free trade as the free movement of goods and capital, it purports that the most rapid and efficient production of wealth occurs when governments do not restrict the economic activity of private actors and the free market.'
 'Commercial liberalism advocates the restraint of private enterprise and non-governmental activity in the economic sphere, arguing that interference will hinder economic prosperity.']",2,0.9999837955115636,,5.043380429913811e-07,1.3007049561919648e-05,8.315128591031658e-07,,,,,1.275166269388977e-07,,,,,9.32931572190559e-08,,,,,,,,,,,,,,,,,4.737817456598878e-07,,,,,,,,,1.6373459003983336e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Security studies can be interpreted as an imperial field of knowledge in which of the following ways?,security_studies,"['Security studies emerged in relation to the interests of the USA and Britain following the Second World War.'
 ""Security studies adopts a perspective which postcolonial scholars refer to as 'the colonizer's view of the world'.""
 'Security studies was originally defined by the power of the USA and Britain at a time when they actively supported colonial and imperial relations in the global south.'
 'All of these options.']",3,1.4593435569824474e-06,,0.9999827155714224,1.873834218844958e-06,1.3006987539622025e-05,,,,,,,,,3.342722615375393e-07,1.9750067362374537e-07,3.2241067928217226e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What do critics fear would be the result of granting rights of humanitarian intervention?,security_studies,"['An abuse of this power in order to wage state-interested wars.'
 'A depletion of military resources pursuing wars on ethical grounds, leading to a loss of military security.'
 ""Whilst some states have proven their ability to conduct 'just' wars in order to protect sound values of democracy and neoliberalism, not all states would use force to pursue such globally beneficial ends.""
 'A lack of implementation of these rights by state actors, leading to a failure to address human rights abuses.']",0,1.0129513966609006e-05,,2.561142217015955e-06,3.321339762708269e-05,0.9999502338508316,,,,,8.85107066235205e-07,4.180949736842368e-07,,,,,,,3.689675192625269e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3573556479671178e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In what ways did the Human Development Report, published by the United Nations Development Program in 1994, challenge the traditional security paradigm?",security_studies,"['The report outlined seven areas or components of human security that policymakers should henceforth devote greater political attention and capital to: economic security, food security, health security, environmental security, personal security, community security, and political security.'
 'The report highlighted the considerable burden that infectious diseases continue to pose in the developing world-including HIV/AIDS, tuberculosis, and malaria.'
 'The report advocates a framework of human security analysis that aims to redress the perceived imbalance in security thinking that has been predominant in traditional security studies.'
 'All of these options.']",3,7.029331992892309e-05,,0.9996752621685028,4.538477842983357e-05,0.0001233686184944,,,,,,,,,6.740496452553983e-05,2.259575066546481e-06,1.9940679973846503e-06,,,,,,,,,,,5.420438802002414e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How might we understand the terms gender and gender security?,security_studies,"['Gender security is essentially an extension of the way in which we conceptualize the international political system. The analysis of gender security relations has only been made possible by the expansion of the traditional military definition of security in which national security in anarchical international society was the exclusive province of the male.'
 'To study gender security is to focus on the role of adult women in modern warfare, including industries related to warfare, and their inclusion or exclusion from combat roles.'
 'The issue of gender and security is understood as the practical conceptualization of ways in which women have a role in security related issues, and their relative inclusion and exclusion in military conflict and militarization.'
 ""The study of gender and of gender security issues is a complex task, and both terms elude a uniform definition. The concept of gender security broadens terms of security beyond the military sector to also include 'human security'.""]",3,7.411172237241509e-06,,0.999981837073906,4.785012434078284e-06,5.0936192219293925e-06,,,,,,,,,,3.6533985931063466e-08,,,,,,,1.0571459351455345e-07,,,,,,,,1.1727577801711449e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following best describes what is meant by security in the contemporary world, according to the field of Security Studies?",security_studies,"[""'A nation is secure to the extent to which it is not in danger of having to sacrifice core values if it wishes to avoid war, and is able, if challenged, to maintain them by victory in such a war.' Lippman, W.""
 ""'Security itself is a relative freedom from war, coupled with a relatively high expectation that defeat will not be a consequence of any war that should occur.' Bellamy, M.""
 ""'Emancipation is the freeing of people (as individuals and groups) from the physical and human constraints which stop them carrying out what they would freely choose to do . . . Security and emancipation are two sides of the same coin. Emancipation, not power or order, produces true security. Emancipation, theoretically, is security.' Booth, K.""
 'None of the above']",3,9.422329014824104e-07,,4.222794896286642e-06,0.9999934525936656,4.737844566685386e-07,,,,,2.3588339135787804e-08,,,,,,,,,1.275173565969774e-07,,,,,,,,,,,,,2.535985450864956e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9555419993082388e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these is an effective way of securing against cyber threats?,security_studies,"['Complete eradication of threats.'
 'Ensure that the severity of cyber war as a threat is recognised, and that instances of cyber warfare are identified, publicised, and acted upon immediately.'
 'All of these options.'
 'Acceptance that there can be no absolute security, instead design resilient IT systems and build international cooperation and information exchange in order to reduce threat and increase resilience.']",3,0.0001444125563425,,0.9701251235017316,0.0292950739060365,0.0004178717865771,,,,,,,9.140903858043124e-07,,,2.815596607788426e-06,8.587084490167808e-07,,,,,,,,,,,7.11894308262441e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.035800106637415e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following are trends to emerge in the global defence trade since the end of the Cold War?,security_studies,"['A growing effort by governments to prevent the spread of weapons, especially of WMDs.'
 'A growth in volume of the arms trade.'
 'A change in the nature of the defence trade, linked to the changing nature of conflict.'
 'All of these options.']",3,1.1365411566138196e-06,,0.999981969997425,3.966918421852581e-06,1.0783202261101303e-05,,,,,,,,,6.306111554161664e-07,5.043370810438218e-07,1.0571479514933113e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In theorising the Responsibility to Protect, fundamental questions are raised about the nature of state sovereignty. Regarding this tension between R2P and notions of sovereignty, which of the following is not an accurate statement?",security_studies,"['In order to legitimise the inter-state interventions required by R2P, Westphalian notions of sovereignty are invoked, specifically the idea that intervention is required to assure international security.'
 'In order to transcend the intervention-vs.-sovereignty debate, R2P seeks a new definition of sovereignty.'
 'In order to facilitate the deployment of effective humanitarian intervention, the R2P approach redefines the traditional Westphalian conception of sovereignty.'
 'The notion conceptualised by the R2P approach is of a sovereignty that is intrinsically linked with responsibilities and the duty to protect the interests of citizens.']",0,8.939486356793838e-06,,8.939486356793838e-06,0.999972925109382,8.939486356793838e-06,,,,,,,,,,,,,,3.028744929504236e-08,,,,,,,,,,,,,,1.5229485921741014e-08,,,,,,,,,,,,,,,,,,,,,,,,,1.4306778014817436e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4306778014817436e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways might international measures be employed? Are they a help or a hindrance?,security_studies,"[""Diplomacy cannot achieve agreements among small groups of nations where global agreements have failed. Global endorsement is required to legitimize the process, providing greater cooperation, agreements and great power backing. Failure to attain global consensus on what terrorism is will result in disparities between states' counterterrorism methods which will severely reduce the scope of employing multi-level measures in a consistent and cohesive fashion, and may afford some terrorist groups the opportunity to seek refuge in states whose domestic laws are weaker.""
 'A great deal of international diplomacy has involved attempts to define terrorism so that all countries could take steps to eradicate it. However, these efforts have largely faltered: countries often support or sympathize with dissidents who use violence against repressive governments; governments in developing countries have wanted to avoid anti-colonial struggles being labelled as terrorism; and countries want to retain a degree of flexibility regarding extradition and punishment of political dissidents.'
 'Intelligence agencies are highly centralized, organized structures that operate at a maximum functional level within their domestic context. There is no reason to presume that collaboration would enhance their ability to contribute to the prevention of terrorism. The multi-agency approach would also broaden the scope for potential errors, miscommunication, and intelligence failures.'
 'Multi-partner initiatives to support the reforms necessary for the prevention of terrorism have proved ineffective. Sanctions against countries that provide a territorial base for terrorism may be misplaced, having negligible effects on the terrorist organizations themselves.']",1,1.1477838068019391e-05,,2.429858338067464e-05,2.930968629184767e-05,0.999928934158656,,,,,5.043010093347869e-07,1.2097552320158908e-06,,,,,,,2.3821492932328754e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.102239372772096e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
