question,subject,choices,answer,c,a,d,b,3,s,Ñ,sol,cho,Ð°,ch,p,none,not,unknown,undefined,im,the,no,n,other,bc,Ð±,cor,ac,1,social,Ð´,4,g,ap,k,o,e,supp,co,cl,cd,all,op,ab,ag,option,carter,f,correct,choice,ind,daw,dw,sur,false,2,br,i,h,war,r,ronald,re,reagan,third,anti,w,wilson,dp,wood,american,progress,gre,pro,con,imper,imperial,wrong,al,cent,.,as,in,solutions,",",based,because,answers,according,for,t,will,bar,lev,policy,new,mut,ad,Unnamed: 99,however,since,so,to,if,cont,sl,slavery,true,inc,pe,{',{,{$,equal,',five,v,land,col,ce,sen,q,bl,sal,pres,exp,expand,fishing,fish,prop,yes,square,ment,mental,m,po,j,man,manifest,ante,slave,ant,an,ins,.','.,'},;,(,.},declaration,decl,iraq,self,middle,states,st,de,be,car,pol,ev,many,ge,mil,vi,and,specifically,:,regarding,execut,executive,span,rep,republican,lin,poss,maybe,possible,partial,govern,government,imm,immigration,second,crit,null,south,cal,ba,governments,or,gover,versus,farmers,und,pur,best,appro,se,div,separ,sep,intern,equ,john,great,small,limited,limiting,minimal,minim,having,smaller,keeping,support,qu,res,respect,pop,un,quote,most,given,aj
"This question refers to the following information.
""We have witnessed for more than a quarter of a century the struggles of the two great political parties for power and plunder, while grievous wrongs have been inflicted upon the suffering people. We charge that the controlling influences dominating both these parties have permitted the existing dreadful conditions to develop without serious effort to prevent or restrain them. Neither do they now promise us any substantial reform. They have agreed together to ignore, in the coming campaign, every issue but one. They propose to drown the outcries of a plundered people with the uproar of a sham battle over the tariff, so that capitalists, corporations, national banks, rings, trusts, watered stock, the demonetization of silver and the oppressions of the usurers may all be lost sight of. They propose to sacrifice our homes, lives, and children on the altar of mammon; to destroy the multitude in order to secure corruption funds from the millionaires.
""Assembled on the anniversary of the birthday of the nation, and filled with the spirit of the grand general and chief who established our independence, we seek to restore the government of the Republic to the hands of 'the plain people,' with which class it originated. We assert our purposes to be identical with the purposes of the National Constitution; to form a more perfect union and establish justice, insure domestic tranquillity, provide for the common defence, promote the general welfare, and secure the blessings of liberty for ourselves and our posterity.""
Populist Party Platform, 1892
The ""free silver"" campaign of 1896 received its greatest popular support from",high_school_us_history,"['New England businessmen, who were discriminated against under the existing banking system'
 'Southern women, who incorporated it into a larger campaign for economic equality'
 'bankers, who had run out of paper currency to invest'
 'farmers, who hoped that a more generous money supply would ease their debt burdens']",3,0.0004305536194925,1.4587382763069044e-06,0.9995640308415203,2.2593380401214637e-06,,,,,,,,,,,,,,,,,,,,,,,,1.2136063490856774e-07,,,,,,,,,,,,,,,,,1.0672357214888162e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.381324774519246e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The conscience of the people, in a time of grave national problems, has called into being a new party, born of the nation's sense of justice. We of the Progressive party here dedicate ourselves to the fulfillment of the duty laid upon us by our fathers to maintain the government of the people, by the people and for the people whose foundations they laid. We hold with Thomas Jefferson and Abraham Lincoln that the people are the masters of their Constitution, to fulfill its purposes and to safeguard it from those who, by perversion of its intent, would convert it into an instrument of injustice. In accordance with the needs of each generation the people must use their sovereign powers to establish and maintain equal opportunity and industrial justice, to secure which this Government was founded and without which no republic can endure.
""This country belongs to the people who inhabit it. Its resources, its business, its institutions and its laws should be utilized, maintained or altered in whatever manner will best promote the general interest. It is time to set the public welfare in the first place.""
Progressive Party Platform, 1912
""Muckraking"" author Jacob A. Riis's How the Other Half Lives best exemplifies which of the following quotes from the excerpt above?",high_school_us_history,"['the duty laid upon us by our fathers' 'masters of their Constitution'
 'an instrument of injustice' 'without which no republic can endure']",2,3.1201069835626446e-05,2.726319098492344e-06,0.999948355865562,1.6700729211538188e-05,,,,,,,,,,,,,,,,,,,,,,,,6.825199805302815e-08,6.825199805302815e-08,,,,,6.083240170623195e-07,,,,,,,,,,,4.6908866517908565e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
Beveridge's speech was a response to which of the following?",high_school_us_history,"['The purchase of Alaska' 'The Mexican War' 'The SpanishâAmerican War'
 'World War I']",2,0.9997999302591388,1.0127987760942036e-05,3.535015075466376e-05,0.0001398125584015,,,,,,,,,,,,,,3.7703719726503183e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.834346758084747e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The challenge of the next half century is whether we have the wisdom to use wealth to enrich and elevate our national life, and to advance the quality of our American civilizationâ¦.The Great Society rests on abundance and liberty for all. It demands an end to poverty and racial injustice, to which we are totally committed in our time. But that is just the beginning. The Great Society is a place where every child can find knowledge to enrich his mind and to enlarge his talents. It is a place where leisure is a welcome chance to build and reflect, not a feared cause of boredom and restlessness. It is a place where the city of man serves not only the needs of the body and the demands of commerce but the desire for beauty and the hunger for community. It is a place where man can renew contact with nature. It is a place which honors creation for its own sake and for what it adds to the understanding of the race. It is a place where men are more concerned with the quality of their goals than the quantity of their goods. But most of all, the Great Society is not a safe harbor, a resting place, a final objective, a finished work. It is a challenge constantly renewed, beckoning us toward a destiny where the meaning of our lives matches the marvelous products of our labor.""
Lyndon Johnson, Remarks at the University of Michigan, Ann Arbor, 1964
Along with his goals of establishing a Great Society, Johnson was also engaged in which of the following initiatives?",high_school_us_history,"['Undermining Communism in Cuba with the Bay of Pigs Invasion'
 'Undermining Communism in Vietnam after the Tet Offensive'
 'Undermining Communism in Turkey and Greece using economic aid'
 'Undermining Communism in the Eastern Block by demanding a removal of the Berlin Wall']",1,0.000948506125386,0.9771430561282236,0.000693941905484,0.0123004145903606,,,,,,,,,7.314097360533105e-05,0.0004208970417355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.785816112273232e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078510654933903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The 1980s have been born in turmoil, strife, and change. This is a time of challenge to our interests and our values and it's a time that tests our wisdom and skills.
At this time in Iran, 50 Americans are still held captive, innocent victims of terrorism and anarchy. Also at this moment, massive Soviet troops are attempting to subjugate the fiercely independent and deeply religious people of Afghanistan. These two actsâone of international terrorism and one of military aggressionâpresent a serious challenge to the United States of America and indeed to all the nations of the world. Together we will meet these threats to peace.â¦
Three basic developments have helped to shape our challenges: the steady growth and increased projection of Soviet military power beyond its own borders; the overwhelming dependence of the Western democracies on oil supplies from the Middle East; and the press of social and religious and economic and political change in the many nations of the developing world, exemplified by the revolution in Iran.
Each of these factors is important in its own right. Each interacts with the others. All must be faced together, squarely and courageously. We will face these challenges, and we will meet them with the best that is in us. And we will not fail.
âJimmy Carter, State of the Union Address, January 23, 1980
The problems that Carter faced in 1980 can best be compared to those of which of the following?",high_school_us_history,"['Abraham Lincoln in the 1860s' 'Theodore Roosevelt in the 1900s'
 'Warren Harding in the 1920s' 'Franklin D. Roosevelt in the 1930s']",3,1.8924134757286988e-05,1.1478067938828052e-05,0.9999285906219016,4.006239359555705e-05,,,,,,,,,,,,,,,,,,,,,,1.6372584590282834e-07,,,6.825108679662525e-08,,,,,5.315399984268616e-08,,,,,,,,,,,6.825108679662525e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Some men look at constitutions with sanctimonious reverence, and deem them like the ark of the covenant, too sacred to be touched. They ascribe to the men of the preceding age a wisdom more than human, and suppose what they did to be beyond amendmentâ¦.But I know also, that laws and institutions must go hand in hand with the progress of the human mind. As that becomes more developed, more enlightened, as new discoveries are made, new truths disclosed, and manners and opinions change with the change of circumstances, institutions must advance also, and keep pace with the times.""
Thomas Jefferson, 1816
Which of following Amendments to the Constitution is most directly an example of the sentiments expressed above?",high_school_us_history,"['The First Amendment, which guaranteed the right to free speech'
 'The Tenth Amendment, which allows powers not granted to the federal government be granted to the states'
 'The Nineteenth Amendment, which guaranteed all women the right to vote'
 'The Twenty-first Amendment, which repealed the prohibition of alcohol']",3,0.9999341346634396,1.8924134757286988e-05,1.670049030739925e-05,2.2826863788358533e-05,,,7.810923257943375e-07,,,,,,,,,,,1.3708597239013028e-06,,3.689618893079328e-07,,,,,,3.927578867201591e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""One-half of the people of this nation to-day are utterly powerless to blot from the statute books an unjust law, or to write there a new and a just one. The women, dissatisfied as they are with this form of government, that enforces taxation without representation,âthat compels them to obey laws to which they have never given their consent,âthat imprisons and hangs them without a trial by a jury of their peers, that robs them, in marriage, of the custody of their own persons, wages and children,âare this half of the people left wholly at the mercy of the other half, in direct violation of the spirit and letter of the declarations of the framers of this government, every one of which was based on the immutable principle of equal rights to all.""
âSusan B. Anthony, ""I Stand Before You Under Indictment"" (speech), 1873
Which of the following was another common criticism of Andrew Carnegie?",high_school_us_history,"['As an immigrant, Carnegie had no right to own controlling interests in major American industries.'
 'Carnegie did nothing to prevent the use of violence against his workers when they asked for better wages and working conditions.'
 'Carnegie was seen as the epitome of American success, but he was not even the richest man in America.'
 ""Too much of Carnegie's philanthropic efforts were concentrated on his homeland of Scotland, denying Americans the benefits of his charity.""]",1,8.93937552781983e-06,1.1478385387037056e-05,8.397766144229058e-06,0.999965604667274,,1.35737247624929e-07,,,,,,,,,,,,3.256167297985363e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93073970856393e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0661560199057302e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have readâ¦the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy groundâ¦""
Roger Williams, The Hireling Ministry None of Christ's, 1652
The ""First Great Awakening"" can be seen as a direct response to which of the following?",high_school_us_history,['Puritanism' 'The Enlightenment' 'Transcendentalism' 'Existentialism'],1,6.962165289689028e-06,0.9999848529342902,4.737812938266209e-07,5.42213977948237e-06,,,,,,2.1023917470229678e-07,,1.1208393644289858e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.043375620173722e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""On the 4th of March next this party [the Republican party] will take possession of the government. It has announced that the South shall be excluded from the common territory, that the judicial tribunal shall be made sectional, and that a war must be waged against slavery until it shall cease throughout the United States. The guarantees of the Constitution will then no longer exist; the equal rights of the states will be lost. The slaveholding states will no longer have the power of self-government or self-protection, and the federal government will have become their enemy.
""We, therefore, the people of South Carolina, by our delegates in convention assembled, have solemnly declared that the Union heretofore existing between this state and the other states of North America is dissolved; and that the state of South Carolina has resumed her position among the nations of the world, as [a] separate and independent state, with full power to levy war, conclude peace, contract alliances, establish commerce, and to do all other acts and things which independent states may of right do.""
South Carolina defines the causes of secession, 1860
Which of the following best explains why South Carolina chose to secede from the Union in 1860?",high_school_us_history,"[""The failures of the Compromise of 1850 hindered South Carolina's trade relationships with Western states, leading to severe economic recession.""
 'The Battle of Fort Sumter occurred in Charleston, prompting public outrage over Union aggression.'
 'President Lincoln signed the Emancipation Proclamation, thus undermining slavery in the South.'
 ""Lincoln's election on a Free-Soil platform led Southern politicians to conclude that secession was necessary.""]",3,0.0001018272217232,0.0014963401000943,0.995277874377635,0.0006237673562512,,,,,,,,,,0.0001391813100957,,,,0.0001307487408034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003338786061705,,,,,,,,,,0.0001228270750571,0.0001083945132914,0.0001018272217232,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
In ""The March of the Flag,"" Albert Beveridge supported which of the following?",high_school_us_history,"['Populism' 'War with Great Britain'
 'Constitutional reform in the United States'
 'The creation of an American overseas empire']",3,1.0129890723650378e-05,2.2602841394542027e-06,0.999985202609533,1.9946937520294216e-06,,,,,,,,,,,,,,5.658516019474842e-08,,,,,,,,,,4.406856706989095e-08,6.825473189523754e-08,,,,,4.691074545834897e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The law of love, peace and liberty in the states extending to Jews, Turks and Egyptians, as they are considered sonnes of Adam, which is the glory of the outward state of Holland, soe love, peace and liberty, extending to all in Christ Jesus, condemns hatred, war and bondage. And because our Saviour sayeth it is impossible but that offences will come, but woe unto him by whom they cometh, our desire is not to offend one of his little ones, in whatsoever form, name or title hee appears in, whether Presbyterian, Independent, Baptist or Quaker, but shall be glad to see anything of God in any of them, desiring to doe unto all men as we desire all men should doe unto us, which is the true law both of Church and State; for our Saviour sayeth this is the law and the prophets.
""Therefore if any of these said persons come in love unto us, we cannot in conscience lay violent hands upon them, but give them free egresse and regresse unto our Town, and houses, as God shall persuade our consciences, for we are bounde by the law of God and man to doe good unto all men and evil to noe man. And this is according to the patent and charter of our Towne, given unto us in the name of the States General, which we are not willing to infringe, and violate, but shall houlde to our patent and shall remaine, your humble subjects, the inhabitants of Vlishing (Flushing, part of the colony of New Netherlands).""
âThe Flushing Remonstrance, 1657
Which of the following most accurately describes the context in which the above document was written?",high_school_us_history,"['The Dutch West India Company had sought to establish a model community in the New World, based on Enlightenment principles; the document grew out of this mandate.'
 'The policies of the Dutch West Indian company had discouraged non-Dutch immigrants from settling in New Netherlands; the document was an attempt to diversify the colony.'
 'Religious toleration had become the norm in the neighboring New England colonies in the seventeenth century; the document was an attempt to bring New Amsterdam to the same levels of toleration.'
 'The director-general of the colony of New Netherlands, Peter Stuyvesant, was attempting to enforce conformity in New Netherlands despite the multi-ethnic makeup of the colony; the document was an attempt to accommodate the diverse population.']",3,7.338159204265076e-07,2.2603121621020218e-06,0.9999960312383998,7.811429811597261e-07,,,,,,,,,,,,,,1.5229863549631703e-08,,,,,,,,,,9.312035116392297e-08,4.1399061336874633e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""As a means of effecting this end I suggest for your consideration the propriety of setting apart an ample district west of the Mississippi, and without the limit of any State or Territory now formed, to be guaranteed to the Indian tribes as long as they shall occupy it. . . . There they may be secured in the enjoyment of governments of their own choice, subject to no other control from the United States than such as may be necessary to preserve peace on the frontier and between the several tribes. There the benevolent may endeavor to teach them the arts of civilization. . . .
""This emigration would be voluntary, for it would be as cruel and unjust to compel the aborigines to abandon the graves of their fathers and seek a home in a distant land. But they should be distinctly informed that if they remain within the limits of the States they must be subject to their laws. . . .""
âPresident Andrew Jackson, 1829
Based on this quotation, what can you infer about the efforts of Martin Luther King and others in the civil rights movement of the 1950s?",high_school_us_history,"['The civil rights movement was not finding success through nonviolent methods.'
 'Advocates for civil rights were coordinating their efforts to raise awareness of racial segregation across the country.'
 'King was focused on ending segregation in Birmingham only.'
 'King was willing to compromise his principles and would be a violent agitator if necessary.']",1,0.0014580388298818,0.0258443566452147,0.0027239751497059,0.9698078356809272,,,,,,,,,6.320617044052215e-05,7.494540712830673e-05,,,,5.958668604817275e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Of all the band of adventurous cavaliers, whom Spain, in the sixteenth century, sent forth on the career of discovery and conquest, there was none more deeply filled with the spirit of romantic enterprise than Hernando Cortes. Dangers and difficulties, instead of deterring, seemed to have a charm in his eyes.â¦ He conceived, at the first moment of his landing in Mexico, the design of its conquest. When he saw the strength of its civilization, he was not turned from his purpose.â¦ This spirit of knight-errantry might lead us to undervalue his talents as a general, and to regard him merely in the light of a lucky adventurer. But this would be doing him injustice; for Cortes was certainly a great general, if that man be one, who performs great achievements with the resources which his own genius has created. There is probably no instance in history, where so vast an enterprise has been achieved by means apparently so inadequate.â¦ He brought together the most miscellaneous collection of mercenaries who ever fought under one standard: adventurers from Cuba and the Isles, craving for gold; hidalgos, who came from the old country to win laurels; â¦ wild tribes of the natives from all parts of the country, who had been sworn enemies from their cradles, and who had met only to cut one another's throats, and to procure victims for sacrifice; men, in short, differing in race, in language, and in interests, with scarcely anything in common among them. Yet this motley congregation was assembled in one camp, compelled to bend to the will of one man, to consort together in harmony, to breathe, as it were, one spirit, and to move on a common principle of action!
âWilliam Hickling Prescott, History of the Conquest of Mexico, 1843
As Prescott makes clear in the passage above, an important reason for Cortes's military success was which of the following?",high_school_us_history,"['The advantage of superior numbers'
 'The superior military skill of mercenaries'
 'Taking advantage of divisions among the Indians'
 'Effective use of European artillery']",2,1.892487471766577e-05,8.939477831439362e-06,0.9999675751295392,3.2886501089944097e-06,,,,,,,,,,,,,,,,,,,,,,,,1.4422377006056576e-07,1.3573880102333966e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0571338371396353e-07,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have readâ¦the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy groundâ¦""
Roger Williams, The Hireling Ministry None of Christ's, 1652
Consistent with the excerpt above, Roger Williams was banished from Massachusetts Bay in 1636 for advocating",high_school_us_history,"['the separation of church and state' ""women's suffrage"" 'bigamy'
 'the export of tobacco']",0,1.1252701854999673e-07,0.9999318988123111,,6.605165748435615e-05,,,,,1.855255120808472e-07,1.9749087959796025e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275096953953713e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68961537438623e-07,7.73386134237256e-08,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Yesterday, December 7, 1941âa date which will live in infamyâthe United States of America was suddenly and deliberately attacked by naval and air forces of the Empire of Japan. The United States was at peace with that nation and, at the solicitation of Japan, was still in conversation with its Government and its Emperor looking toward the maintenance of peace in the Pacific. Indeed, one hour after Japanese air squadrons had commenced bombingâ¦the Japanese Ambassador to the United States and his colleague delivered to the Secretary of State a formal reply to a recent American message. While this reply stated that it seemed useless to continue the existing diplomatic negotiations, it contained no threat or hint of war or armed attackâ¦.The attack yesterdayâ¦has caused severe damage to American naval and military forces. Very many American lives have been lost. In addition American ships have been reported torpedoed on the high seasâ¦.As Commander-in-Chief of the Army and Navy, I have directed that all measures be taken for our defense.""
President Franklin D. Roosevelt, radio address, December 8, 1941
Which of the following was the most immediate consequence of the events described in the excerpt above?",high_school_us_history,"['Trade embargoes with Japan extending up through the 1980s'
 'The Battle of Normandy' 'The internment of Japanese-Americans'
 'The bombing of Nagasaki']",2,0.9999576562436374,1.0676561537383955e-06,1.0782945172589923e-05,1.7778071066842273e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.555808521182767e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22996821565812e-06,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The conscience of the people, in a time of grave national problems, has called into being a new party, born of the nation's sense of justice. We of the Progressive party here dedicate ourselves to the fulfillment of the duty laid upon us by our fathers to maintain the government of the people, by the people and for the people whose foundations they laid. We hold with Thomas Jefferson and Abraham Lincoln that the people are the masters of their Constitution, to fulfill its purposes and to safeguard it from those who, by perversion of its intent, would convert it into an instrument of injustice. In accordance with the needs of each generation the people must use their sovereign powers to establish and maintain equal opportunity and industrial justice, to secure which this Government was founded and without which no republic can endure.
""This country belongs to the people who inhabit it. Its resources, its business, its institutions and its laws should be utilized, maintained or altered in whatever manner will best promote the general interest. It is time to set the public welfare in the first place.""
Progressive Party Platform, 1912
Progressive Theodore Roosevelt's ""Big Stick"" policy in Latin America was best characterized by his",high_school_us_history,"['repudiation of the Monroe Doctrine'
 'belief that European nations had the right to protect their economic interests in any remaining colonies throughout the region'
 'recognition of the sovereignty of newly independent nations in the Western hemisphere'
 'belief that the United States had an obligation to protect security and stability by assuming a protective role throughout the Western hemisphere']",3,1.670127074023914e-05,2.5612228206375472e-06,0.9999771636182292,3.288675199499279e-06,,,,,,,,,,,,,,,,,,,,,,,,7.630938283646618e-08,2.8452642582671236e-08,,,,,1.1142214929197944e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The power . . . given to the commanding officer over all the people of each district is that of an absolute monarch. His mere will is to take the place of all law. . . . It reduces the whole population of the ten statesâall persons, of every color, sex, and condition, and every stranger within their limitsâto the most abject and degrading slavery.""
The excerpt from the presidential veto message above is from",high_school_us_history,"[""President Thomas Jefferson's veto of the Alien and Sedition Acts.""
 ""President James Monroe's veto of an act for the preservation and repair of the Cumberland Road.""
 ""President Andrew Jackson's veto of the bill rechartering the Second Bank of the United States.""
 ""President Andrew Johnson's veto of one of the Reconstruction Acts of 1867.""]",3,9.609680441568884e-05,2.429707718659054e-05,0.9998526535668262,2.429707718659054e-05,,,,,,,,,,,,,,,,,,,,,,,,1.2749935958296413e-07,1.4447570207844685e-07,,,,,1.35722361791641e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1363894221279306e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
