question,subject,choices,answer,a,b,d,c,1,the,ab,ad,e,s,g,f,cd,none,option,(,2,',n,Ð°,4,cont,bc,w,h,cl,sol,not,Ð±,Ñ,3,cho,he,false,Unnamed: 38,ke,ind,europe,q,m,both,what,r,p,bd,cap,bl,ac,all,pol,correct,mor,dec,pro,abs,ch,mar,ba,l,output
"This question refers to the following information.
The passage below is taken from testimony before Parliament.
Joshua Drake, called in; and Examined.
You say you would prefer moderate labour and lower wages; are you pretty comfortable upon your present wages?
âI have no wages, but two days a week at present; but when I am working at some jobs we can make a little, and at others we do very poorly.
When a child gets 3s. a week, does that go much towards its subsistence?
âNo, it will not keep it as it should do.
Why do you allow your children to go to work at those places where they are ill-treated or over-worked?
âNecessity compels a man that has children to let them work.
Then you would not allow your children to go to those factories under the present system, if it was not from necessity?
âNo.
âTestimony given before the Sadler Committee, 1831â32
Which style of government is most associated with limited regulations on business and working conditions similar to those described in the passage?",high_school_world_history,['Laissez-faire' 'Totalitarian' 'Utilitarian' 'Corporatist'],0,0.9999730440032978,8.939213549483276e-06,5.4219070914802034e-06,2.123249324342485e-06,7.337753319080722e-07,,,,,8.851020016264369e-07,,,,,,,,,,5.043159186617052e-07,,,,,,,,,,,,,,,,,,,,,,,,,,6.893181319647369e-07,,,,,,,,,,,,,,
"This question refers to the following information.
By what principle of reason then, should these foreigners send in return a poisonous drug? Without meaning to say that the foreigners harbor such destructive intentions in their hearts, we yet positively assert that from their inordinate thirst after gain, they are perfectly careless about the injuries they inflict upon us! And such being the case, we should like to ask what has become of that conscience which heaven has implanted in the breasts of all men? We have heard that in your own country opium is prohibited with the utmost strictness and severity. This is a strong proof that you know full well how hurtful it is to mankind. Since you do not permit it to injure your own country, you ought not to have this injurious drug transferred to another country, and above all others, how much less to the Inner Land! Of the products which China exports to your foreign countries, there is not one which is not beneficial to mankind in some shape or other.
Lin Zexu, Chinese trade commissioner, letter to Queen Victoria, 1839
Which of the outcomes listed below followed the delivery of Lin Zexu's letter?",high_school_world_history,"['Chinese naval defeat and new trade terms more favorable to the West'
 'A successful ban of the opium trade in all Chinese territories'
 ""Violent uprisings on the part of China's pro-British Muslim minority""
 'The expulsion of all foreigners from Chinese territory']",0,0.0084375755734423,0.9753192871681242,0.0004200018724217,0.0157654207066908,,,,,,,,,,1.3344491494038564e-05,,,1.9449945391168624e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
But the decline of Rome was the natural and inevitable effect of immoderate greatness. Prosperity ripened the principle of decay; the causes of destruction multiplied with the extent of conquest; and, as soon as time or accident had removed the artificial supports, the stupendous fabric yielded to the pressure of its own weight. . . . The victorious legions, who, in distant wars, acquired the vices of strangers and mercenaries, first oppressed the freedom of the republic, and afterwards violated the majesty of the purple. The emperors, anxious for their personal safety and the public peace, were reduced to the base expedient of corrupting the discipline which rendered them alike formidable to their sovereign and to the enemy; the vigour of the military . . . was relaxed . . . ; and the Roman world was overwhelmed by a deluge of Barbarians.
âAdapted from Decline and Fall of the Roman Empire, by Edward Gibbon
The author of the above passage claims: ""Prosperity ripened the principle of decay; the causes of destruction multiplied with the extent of conquest."" What does he mean by this?",high_school_world_history,"['The rulers became too rich and thus were overthrown.'
 'The empire became too large to control effectively.'
 'Decay begins the minute something begins to grow.'
 'Conquest and prosperity are mutually exclusive.']",1,0.0006665251440961,0.9991169859379574,9.602205114161844e-05,0.0001088072387114,,,,,,1.758705214065449e-06,,,,,,,3.056171404150123e-07,,,,,,,,,,2.121403429020146e-06,,,,,,,,,,,,,,3.056171404150123e-07,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Thereupon it was declared by the above-mentioned representatives of the aforesaid King and Queen of Castile, Leon, Aragon, Sicily, Granada, etc., and of the aforesaid King of Portugal and the Algarves, etc.:
[I.] That, whereas a certain controversy exists between the said lords, their constituents, as to what lands, of all those discovered in the ocean sea up to the present day, the date of this treaty, pertain to each one of the said parts respectively; therefore, for the sake of peace and concord, and for the preservation of the relationship and love of the said King of Portugal for the said King and Queen of Castile, Aragon, etc., it being the pleasure of their Highnesses, they, their said representatives, acting in their name and by virtue of their powers herein described, covenanted and agreed that a boundary or straight line be determined and drawn north and south, from pole to pole, on the said ocean sea, from the Arctic to the Antarctic pole. This boundary or line shall be drawn straight, as aforesaid, at a distance of three hundred and seventy leagues west of the Cape Verde Islands, being calculated by degrees, or by any other manner as may be considered the best and readiest, provided the distance shall be no greater than abovesaid. And all lands, both islands and mainlands, found and discovered already, or to be found and discovered hereafter, by the said King of Portugal and by his vessels on this side of the said line and bound determined as above, toward the east, in either north or south latitude, on the eastern side of the said bound provided the said bound is not crossed, shall belong to, and remain in the possession of, and pertain forever to, the said King of Portugal and his successors. And all other lands, both islands and mainlands, found or to be found hereafter, discovered or to be discovered hereafter, which have been discovered or shall be discovered by the said King and Queen of Castile, Aragon, etc., and by their vessels, on the western side of the said bound, determined as above, after having passed the said bound toward the west, in either its north or south latitude, shall belong to, and remain in the possession of, and pertain forever to, the said King and Queen of Castile, Leon, etc., and to their successors.""
Treaty of Tordesillas, 1494
Which of the following inferences best explains the reason the King of Portugal insisted on Portuguese control of territory east of the demarcation line?",high_school_world_history,"['Portuguese explorers were convinced that the route to the New World was easier traveled by going east.'
 'The Portuguese desired to continue the crusades against the Mamelukes who controlled the Holy Land.'
 'The Portuguese desired control of the wealthy lands of Mexico.'
 'The Portuguese knew of a route to India via the Cape of Good Hope in the south of Africa.']",3,0.0003798419510472,0.0001397360446847,0.999376291803758,7.479531489354083e-05,,,,,9.509157178872707e-06,2.2586228020333017e-06,,,,,,,,1.369923978159255e-06,,,1.0022577928900691e-06,,,,,,1.135706867587553e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Both authors below were speaking of the French Revolution.
It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity, it was the season of Light, it was the season of Darkness, it was the spring of hope, it was the winter of despair, we had everything before us, we had nothing before us, we were all going direct to Heaven, we were all going direct the other wayâin short, the period was so far like the present period, that some of its noisiest authorities insisted on its being received, for good or for evil, in the superlative degree of comparison only.
There were a king with a large jaw and a queen with a plain face, on the throne of England; there were a king with a large jaw and a queen with a fair face, on the throne of France. In both countries it was clearer than crystal . . . that things in general were settled for ever.
âA Tale of Two Cities, by Charles Dickens
Bliss was it in that dawn to be alive. But to be young was very heaven.
âThe Prelude, by William Wordsworth
One similarity between the French Revolution and the American Revolution is that both were responses to which of the following?",high_school_world_history,"['Transformation of the social class structure'
 'Unfair systems of taxation' 'New proposed political structures'
 'The privileges and influence of religious leaders']",1,0.0024652755833191,0.9946743439123484,5.1165138010542016e-05,0.0027940571697508,,,,,,,,,,,,,,,,,,,5.339561293871052e-07,,,,,,,,,3.945431794409193e-06,,,,,,,,,,,,,,,4.712146303001798e-07,,,,,,,,,,,,,
"This question refers to the following information.
Oh, shame on you, poor Winter King!
What's this that you have done?
Is 't not a very naughty thing
To snatch the kaiser's crown?
Now you will have to stay away
Alike from Rhine and Prague,
And more than that-shame and dismay
Your days and nights will plague.
Right well you knew, and all the world,
Right well they know this thing,
That Ferdinand alone can be
Bohemia's lawful king.
So come, dear Fritz, rouse up and go
To Ferdinand, your king,
And beg him graciously to show
Full pardon for your sin.
""Poor Winter King,"" seventeenth-century song
Which of the following events inspired the composition of this song?",high_school_world_history,"['Peace of Augsburg' 'War of Spanish Succession' 'Edict of Nantes'
 ""Thirty Years' War""]",3,0.0002607017903839,0.0002030347584991,0.9980012876790864,0.0015015196574586,,,,,2.1399706104918398e-05,,8.832713583573275e-07,2.5558304201458446e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""The Sovereign Congress of Venezuela, to which authority the people of the Republic of the New Granada have voluntarily stood by.
Considering:
1. ""That united in a single Republic, the provinces of Venezuela and the New Granada have all proportions and ways to elevate themselves to a higher grade of power and prosperity.
2. ""That constituted in separate republics, for any more stronger the ties that these have united them, so far from taking advantages of so many advantages, they would hardly consolidate and make respect their sovereignty.
3. ""That these truths, highly penetrated by superior talented men and of an enlightened patriotism, had moved the governments of both republics to convene in a reunion that the vicissitudes of wars decreed and decree the following fundamental Law of the Republic of Colombia:
ARTICLE 1. The Republics of Venezuela and New Granada are from this day on united in a single one under the glorious title of Republic of Colombiaâ¦.
ARTICLE 4. The Executive Power of the Republic will be vested on the President and in case of his defect a Vice President and his replacement will be appointed interimly by the acting Congress.""
Fundamental Law Establishing Gran Colombia, passed by the Congress of Angostura convened by Simon Bolivar, 1819
Source 2:
""IN THE NAME OF THE HOLY TRINITY.
TITLE 1 - Of the Empire of Brazil, its Territories, Government, dynasty, and Religion.
Art. 1. The EMPIRE of Brazil is the political association for all Brazilian citizens. These will form a free and independent nation, and will not form any other union or federation, which may cause it to lose its own Independence.
Art. 2. Its territory is divided into provinces in the form in which it currently finds itself; these may be subdivided, as is required for the good of the state.
Art. 3. Its government is a Hereditary Monarchy, constitutional, and Representative.
Art. 4. The prevailing dynasty is that of the Lord Dom Pedro I, the sitting Emperor and Perpetual Defender of Brazil.
Art. 5. The Catholic Apostolic Roman Religion will continue to be the religion of the Empire. Followers of all other religions are allowed to worship within their households, or particular houses for that intent, so long as there is nothing indicating this on the exterior of the Temple.""
Constitution of the Empire of Brazil, March 25, 1824
Taken together, the two sources best illustrate which of the following aspects of political philosophy in the period circa 1750â1900 C.E.?",high_school_world_history,"['Constitutions around the world decreed representative governments for their citizens.'
 ""Monarchs exerted a great deal of influence in their nations' governments.""
 'Military dictatorships often supplanted democratic governments.'
 'Industrialization propelled societies to demand more social obligations from their governments.']",0,0.001031426526205,0.9983477124566164,0.0003794406140697,0.000230142256233,,,,,4.442790704659182e-07,1.1345063507797648e-06,,,,,,,,,,,,,,,3.683202860143681e-07,,,,,,,,,,,,,,,,4.173615623303122e-07,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
This great purity of the French Revolution is precisely what causes both our strength and our weakness. Our strength, because it gives to us rights of the public interest over private interests; our weakness, because it rallies all vicious men against us. We must smother the internal and external enemies of the Republic or perish with it; now in this situation, the first maxim of your policy ought to be to lead the people by reason and the people's enemies by terror. Terror is nothing other than justice, prompt, severe, inflexible; it is therefore an emanation of virtue; it is not so much a special principle as it is a consequence of the general principle of democracy applied to our country's most urgent needs.
French revolutionary leader Maximilien Robespierre, 1794
The passage above appears to articulate which of the following political principles?",high_school_world_history,"['From each according to his abilities, to each according to his needs'
 'Might makes right' 'The end justifies the means'
 'The government is best that governs least']",2,0.0024138479939404,0.0229106578108217,0.0006103163511219,0.9739692898947568,,5.019449915843017e-05,,,2.8263254237925238e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Indeed, as both the fatwas of distinguished [scholars] who base their opinion on reason and tradition alike and the consensus of the Sunni community agree that the ancient obligation of extirpation, extermination, and expulsion of evil innovation must be the aim of our exalted aspiration, for ""Religious zeal is a victory for the Faith of God the Beneficent""; then, in accordance with the words of the Prophet (Peace upon him!) ""Whosoever introduces evil innovation into our order must be expelled"" and ""Whosoever does aught against our order must be expelled,"" action has become necessary and exigentâ¦""
Letter from Ottoman Sultan Selim I to Safavid Shah Ismail I, 1514
The Safavids drew the ire of Islamic empires such as the Ottoman and the Mughal Empires primarily because the Safavids",high_school_world_history,"['were an expansionist empire geographically located between two other expansionists'
 'rejected the central tenets of Islam'
 'enslaved Christians, and turned them into Safavid fighters'
 'Ismail proclaimed himself to be a Caliph']",0,0.0011253229145818,0.8482591277650532,0.0030589448298563,0.1474129205224565,,,,,,,,,4.89554353501186e-06,,,,,4.89554353501186e-06,,,,,1.7087125900376493e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
I don't know whether this world has meaning that transcends it. But I know that I do not know that meaning, and that it is impossible just now for me to know it. What can a meaning outside my condition mean to me? I can understand only in human terms.
Albert Camus, ""The Myth of Sisyphus,"" 1955
The author of the above passage was most associated with which of the following movements?",high_school_world_history,"['Existentialism' 'Religious fundamentalism' 'New age syncretism'
 'Liberation theology']",0,0.9999509601383028,3.321282748621927e-05,1.0129340083469924e-05,1.9945853245490536e-06,3.927571375946552e-07,,1.742849233227728e-07,,,2.102277465299448e-07,,,,,,,,,,1.855253351500157e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Upon this a question arises: whether it be better to be loved than feared or feared than loved? It may be answered that one should wish to be both, but, because it is difficult to unite them in one person, it is much safer to be feared than loved, when, of the two, either must be dispensed with. Because this is to be asserted in general of men, that they are ungrateful, fickle, false, cowardly, covetous, and as long as you succeed they are yours entirely; they will offer you their blood, property, life, and children, as is said above, when the need is far distant; but when it approaches they turn against you. And that prince who, relying entirely on their promises, has neglected other precautions, is ruined; because friendships that are obtained by payments, and not by greatness or nobility of mind, may indeed be earned, but they are not secured, and in time of need cannot be relied upon; and men have less scruple in offending one who is beloved than one who is feared, for love is preserved by the link of obligation which, owing to the baseness of men, is broken at every opportunity for their advantage; but fear preserves you by a dread of punishment which never fails.""
Nicolo Machiavelli, The Prince, ca. 1513 C.E.
The political philosophy espoused in the text above is different from those of the medieval period in which of the following ways?",high_school_world_history,"['It accepted the notion that monarchs were justified in asserting their authority.'
 'It was a pragmatic rather than an ethical or religious ideology.'
 'It stressed the importance of looking back to the classical past.'
 'It did not rely upon strong concepts of equality across class boundaries.']",1,0.0004866771162862,0.9972282204527328,0.0019259785969928,0.0003344879642564,,,,,,3.7158256370089593e-06,,,,,,,9.3950785214226e-07,,,,,,,,,,3.7158256370089593e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Al-Zawawi also said 'This sultan Musa told me that at a town called ZKRY he has a copper mine from which ingots are brought to BYTY. ""There is nothing in my kingdom, Musa said, on which a duty is levied except this crude copper which is brought in. Duty is collected on this and on nothing else. We send it to the land of the pagan Sudan and sell it for two-thirds of its weight in gold, so that we sell 100 measures of this copper for 66 2/3 measures of gold.' He also stated that there are pagan nations in his kingdom from whom he does not collect the tribute (jizya) but whom he simply employs in extracting the gold from its deposits. The gold is extracted by digging pits about a man's height in depth and the gold is found embedded in the sides of the pits or sometimes collected at the bottom of them.""
From N. Levtzion & J.F.P. Hopkins, eds. Corpus of Early
Arabic Sources for West African History. Cambridge
University Press, 1981. Reprinted with permission of
Cambridge University Press.
Al' Umari, ca. 1300â1384
Which of the following best accounts for the spread of Islam to the lands of the kingdom of Mali?",high_school_world_history,"['Muslim missionaries who came from Southern Africa.'
 'Trade contacts who came from the north across the Sahara.'
 'Berber armies who conquered the former kingdom of Ghana.'
 'Pressure from Christian Ethiopia caused the king of Mali to seek Muslim allies.']",1,1.4735812013178676e-05,0.999929051355644,2.93056614953293e-05,1.4735812013178676e-05,,,,,,5.367519133439332e-07,,,,,,,,8.969278475548527e-07,,,,,,,,,6.538976942708501e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
He contains all works and desires and all perfumes and all tastes. He enfolds the whole universe and in silence is loving to all. This is the Spirit that is in my heart, this is Brahman. To him I shall come when I go beyond this life, and to him will come he who has faith and doubts not.
âThe Upanishads, India, c. 1000 BCE
Based on the quotation, what is true of Brahman?",high_school_world_history,"['He is found everywhere and contained in everything.'
 'He resides in a form of paradise, like Heaven.'
 'He is found only inside the hearts of the faithful.'
 'He is a vengeful God, punishing those who sin.']",0,0.9868438904007611,9.484509181421335e-05,0.0005809969022372,0.0124222615099634,,,3.245420572979581e-06,1.8491849015121563e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3663730974568872e-05,3.4547322167947885e-06,,,,,,,,,,,
"This question refers to the following information.
""Purusa-Sukta""
Purusa is the lord of the immortals, who grow by means of [ritual] food. When the gods performed a sacrifice with the offering Purusa, spring was its clarified butter, summer the kindling, autumn the oblation.
It was Purusa, born in the beginning, which they sprinkled on the sacred grass as a sacrifice. It made the beasts of the air, the forest and the village. From that sacrifice completely offered, the mantras [Rig Veda] and the songs [Samaveda] were born. The sacrificial formulae [Yajurveda] were born from it. From it the horses were born and all that have cutting teeth in both jaws. The cows were born from it, also. From it were born goats and sheep.
When they divided Purusa, how many ways did they apportion him? What was his mouth? What were his arms? What were his thighs, his feet declared to be? His mouth was the Brahman, his arms were the Rajanaya [Ksatriya], his thighs the Vaisya; from his feet the Sudra was born. Thus, they fashioned the worlds. The gods sacrificed with the sacrifice to the sacrifice. These were the first rites.
âHymns excerpted and adapted from the Rig Veda, oldest surviving literary work, India, 1500â1000 BCE
Which element of the Hindu religion can this passage be used to explain?",high_school_world_history,"['The only requirement for salvation being faith'
 'The importance of environmental stewardship'
 'The importance of sacrifice to the gods'
 'The emphasis on karma, or right actions, to achieve enlightenment']",2,0.0023018331015515,0.1256913386365622,0.8195546495130482,0.0523963497765584,,,,,3.460664450391903e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
As for their men there is no sexual jealousy in them. And none of them derives his genealogy from his father but, on the contrary, from his maternal uncle. A man does not pass on inheritance except to the sons of his sister to the exclusion of his own sons. . . . They are Muslims keeping to the prayers, studying fiqh (Islamic jurisprudence) and learning the Qur'an by heart. With regard to their women, they are not modest in the presence of men; they do not veil themselves in spite of their perseverance in the prayers. He who wishes to marry among them can marry, but the women do not travel with the husband, and if one of them wanted to do that, she would be prevented by her family. The women there have friends and companions amongst men outside the prohibited degrees of marriage [i.e., other than brothers, fathers, etc.]. Likewise for the men, there are companions from amongst women outside the prohibited degrees. One of them would enter his house to find his wife with her companion and would not disapprove of that conduct.
âAdapted from an account by Ibn Battuta of his travels in Mali during the 1300s
What was the likely cause of women not wearing the veil?",high_school_world_history,"['They were probably rebelling against the oppression of women in Islam.'
 'It was a continuation of a preexisting cultural pattern.'
 'As sexual objects, they were prevented from veiling themselves.'
 'The climate of Mali makes veiling women impractical.']",1,7.482656412204498e-05,0.9997482740230133,0.0001088720083829,4.538460530097361e-05,,,,,,2.7255573989096025e-06,,,,,,,3.926537719779567e-07,5.041774231780093e-07,,,,,,,,,8.936758658295859e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""MAHATMA GANDHI'S MESSAGE.
REMAIN NON-VIOLENT
The following message was sent by Mahatma Gandhi from Waltair:â
Maulana Mohamed AH was arrested at Waltair under sections 107 and 108 to be called upon to give security, to be of good behaviour for one year. The place and date of trial is unknown.
The Begum Saheba and Mr. Hayat were permitted to see him after arrest.
He and I were going to address a meeting outside the station. He was arrested. I continued going to the meeting and addressed them. There is no cause for sorrow, but every cause for congratulation. There should be no hartal. Perfect peace and calmness should be observed. I regard the arrest as a prelude to Swaraj and the redress of the Khilafat and the Punjab wrongs, if we can remain non-violent. Retain Hindu-Muslim Unity despite the madness of some Moplahs, and fulfil the Swadeshi programme.
I hope every Indian, man or woman, will completely boycott foreign cloth and take up spinning or weaving during every spare minute.
By striving like the Maulana, be insistent on religious and national rights.
Let us earn imprisonment. I am conscious of the Maulana's innocence and I am sure the imprisonment of the innocent will enable the nation to reach the cherished goal.""
Mohandas Gandhi, The Pilgrims' March, 1921
Which of the following historical developments most assisted the ultimate success of the boycott mentioned in the fifth paragraph?",high_school_world_history,"['Pressure on colonial powers by the Soviet Union to retreat from their colonies'
 'The Great Depression that started in 1929'
 'The decolonization process already underway in Africa' 'World War II']",3,0.0687814636921163,0.0135438700095004,0.8379296911207966,0.0779396091823936,,,,,2.6145832347671985e-05,,,,,0.0012223620511366,,,,,3.1537893874051525e-05,,,,,,,,,0.0001682152930508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The struggle against neo-colonialism is not aimed at excluding the capital of the developed world from operating in less developed countries. It is aimed at preventing the financial power of the developed countries being used in such a way as to impoverish the less developed.
Non-alignment, as practiced by Ghana and many other countries, is based on co-operation with all States whether they be capitalist, socialist or have a mixed economy. Such a policy, therefore, involves foreign investment from capitalist countries, but it must be invested in accordance with a national plan drawn up by the government of the non-aligned State with its own interests in mind. The issue is not what return the foreign investor receives on his investmentsâ¦The question is one of power. A State in the grip of neo-colonialism is not master of its own destiny.""
Kwame Nkrumah, Neo-Colonialism, 1965
Which of the following would most directly result from the foreign investment from capitalist countries mentioned in the second paragraph?",high_school_world_history,"['The establishment of formal control over previous colonies by colonial powers'
 'The establishment of successful democratic regimes in targets of foreign investment'
 'The development of globalization and the spread of culture through consumerism'
 'The reduction of political instability and unrest in former colonies']",2,0.0775596949110135,0.3476200069753045,0.4463252012820506,0.1278958887426608,,,,,2.601837907416568e-05,,,,,0.0003088575477068,,,,,,,,,,,,,,2.0263133997208883e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Seizing me, he led me down to the House of Darknessâ¦
To the house where those who enter do not come out,
Along the road of no return,
To the house where those who dwell, do without light,
Where dirt is their drink, their food is of clayâ¦
Where light cannot be seen. They dwell in the dark,
And upon the door and bolt, there lies dust.
from Tablet VII, The Epic of Gilgamesh, Sumeria, ca. 2100 B.C.E.
Truth is good and its worth is lasting.
It has not been disturbed since the day of its creator,
Whereas he who transgresses its ordinances is punished.
It lies as a path in front of even him who knows nothing.
Wrongdoing has never yet brought its venture to portâ¦
Those whom the gods guide cannot lose themselves.
Those to whom they forbid passage will not be able to cross the river of life.
from The Maxims of Ptahhotep, Egypt, ca. 2400 B.C.E.
The above texts are best understood in the context of which of the following?",high_school_world_history,"['The use of religion to justify gender relations'
 'The use of religion to enforce legal norms'
 'The use of religion to ponder conceptions of the afterlife'
 'The use of religion to explain social hierarchy']",2,0.0003554748064919,0.0021775471873521,0.8785389820978576,0.1189069702831377,,,,,1.5464375055545822e-06,,,,9.3796176044838e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
I walk alongside the column, ask what's going on.
A soldier says simply: ""They call up more every day.
""Some of us were sent north to the Yellow River at age fifteen,
And now at forty we're heading off to the garrisons in the west.
On our first tour, the village headman had to tie our bandannas for us.
When we came back, our hair was white, but still there's more unrest.
The frontier garrisons run with blood, enough to fill an ocean,
But the Martial Emperor's territorial ambitions have yet to crest.
In the hundred districts east of the mountains, throughout the land of Han,
There must be ten thousand villages that brambles now infest.
Even if wives are strong enough to handle a hoe and plow,
The crops grow every which way, the fields are all a mess.
It's hardest for the Shanxi men, with their reputations as fighters:
They're rounded up like dogs or chickens, every male impressed.
""But sir, though it's good of you to ask,
Complaining isn't part of the soldier's task.
We can only shake our heads. Take this winter:
The Shanxi troops were never sent home.
The District Officers are demanding the land tax,
But where will it come from? You can't get blood from a stone!
I honestly think it's bad luck to bear a son now,
It's better to have a daughter: at least she can marry
And live with the neighbors next door.
But a son will end up lying on some distant prairie.""
Du Fu, ""Ballad of the Army Carts,"" ca. 750 C.E.
The poem provides evidence of which of the following as a major cause of later Tang decline?",high_school_world_history,"['Discontent among the peasantry due to oppressive taxation'
 'Foreign invasion of the Tang heartlands'
 'The spread of Buddhism and Taoism as a reaction to state-sponsored Confucianism'
 'An ineffective bureaucracy and poor leadership']",0,0.9999041837238,8.480820560691929e-05,5.093128622520531e-06,2.123131884066328e-06,,,2.382087955568409e-07,1.1252186758977409e-07,,,,,,,,3.255928196884022e-07,,,,6.082874691518159e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understandâas though speaking in our nameâwhat he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The tone of the first letter best reflects which of the following developments in early modern Africa?",high_school_world_history,"['A growing dependence on trade with Europe for manufactured goods'
 'Vigorous resistance to European expeditions of conquest'
 'The establishment of Portuguese trading posts along the coastline'
 'The consolidation of states along the Atlantic coast of Africa']",0,0.795369078049609,0.201104037547521,0.002098316803724,0.0013581333025597,,,,,5.536653757891219e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""The Sovereign Congress of Venezuela, to which authority the people of the Republic of the New Granada have voluntarily stood by.
Considering:
1. ""That united in a single Republic, the provinces of Venezuela and the New Granada have all proportions and ways to elevate themselves to a higher grade of power and prosperity.
2. ""That constituted in separate republics, for any more stronger the ties that these have united them, so far from taking advantages of so many advantages, they would hardly consolidate and make respect their sovereignty.
3. ""That these truths, highly penetrated by superior talented men and of an enlightened patriotism, had moved the governments of both republics to convene in a reunion that the vicissitudes of wars decreed and decree the following fundamental Law of the Republic of Colombia:
ARTICLE 1. The Republics of Venezuela and New Granada are from this day on united in a single one under the glorious title of Republic of Colombiaâ¦.
ARTICLE 4. The Executive Power of the Republic will be vested on the President and in case of his defect a Vice President and his replacement will be appointed interimly by the acting Congress.""
Fundamental Law Establishing Gran Colombia, passed by the Congress of Angostura convened by Simon Bolivar, 1819
Source 2:
""IN THE NAME OF THE HOLY TRINITY.
TITLE 1 - Of the Empire of Brazil, its Territories, Government, dynasty, and Religion.
Art. 1. The EMPIRE of Brazil is the political association for all Brazilian citizens. These will form a free and independent nation, and will not form any other union or federation, which may cause it to lose its own Independence.
Art. 2. Its territory is divided into provinces in the form in which it currently finds itself; these may be subdivided, as is required for the good of the state.
Art. 3. Its government is a Hereditary Monarchy, constitutional, and Representative.
Art. 4. The prevailing dynasty is that of the Lord Dom Pedro I, the sitting Emperor and Perpetual Defender of Brazil.
Art. 5. The Catholic Apostolic Roman Religion will continue to be the religion of the Empire. Followers of all other religions are allowed to worship within their households, or particular houses for that intent, so long as there is nothing indicating this on the exterior of the Temple.""
Constitution of the Empire of Brazil, March 25, 1824
Which of the following is most directly responsible for creating the constitutions above?",high_school_world_history,"['Nationalist movements advocating pan-Americanism'
 'Revolts organized by provincial elites in Latin American nations'
 'Aboriginal natives gathering the support of provincials to create constitutions'
 'Colonial powers preparing their colonies for independence']",1,0.0663240017355153,0.297273061602693,0.006990498352763,0.6293301141440851,,,,,1.963487119008105e-05,,,4.9644728953783545e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
